year,aux_ADP arrières_NOUN,aux_ADP barrières_NOUN
1800,0.0,5.942471106301639e-07
1801,2.3811825844433088e-09,7.405477617794531e-07
1802,6.713520406265161e-09,7.228223921629251e-07
1803,0.0,4.680814100765929e-07
1804,4.943701892301533e-09,5.660538455742881e-07
1805,8.528632911009026e-09,4.008457457072012e-07
1806,0.0,5.648071734754012e-07
1807,8.540865792383556e-09,1.9359294789467185e-07
1808,0.0,3.580396992219903e-07
1809,2.259030518203531e-09,4.472880377193178e-07
1810,0.0,3.1825722635048237e-07
1811,0.0,3.0837045628118176e-07
1812,0.0,2.9072570839616674e-07
1813,8.627225156487839e-09,1.4953856464217097e-07
1814,0.0,6.073086868951805e-07
1815,0.0,7.983781928899703e-07
1816,0.0,3.9631027703990185e-07
1817,0.0,3.876614869113837e-07
1818,2.1458118837358597e-08,5.555268525192503e-07
1819,1.035105001712111e-09,4.492355755170152e-07
1820,0.0,4.366865109517448e-07
1821,5.9168927535324656e-09,5.877446982438528e-07
1822,1.303330066093622e-08,7.198392211194005e-07
1823,0.0,6.235975433810381e-07
1824,2.3579115548955087e-08,1.614327276300287e-06
1825,1.4969252504215547e-08,1.1658406320336212e-06
1826,8.807984341885344e-10,6.262476981433451e-07
1827,6.452091305675367e-09,5.06028287716731e-07
1828,9.172301251858528e-10,7.26446240273404e-07
1829,3.429270423183084e-09,4.5609296162041346e-07
1830,0.0,3.746824153161299e-07
1831,1.5591206103948707e-09,4.5526320846533963e-07
1832,9.470978667991403e-09,4.5054797270793756e-07
1833,2.3167257001688313e-09,5.536974492237334e-07
1834,2.8003592777992026e-09,5.768740267697581e-07
1835,1.2100940693926532e-08,1.1019419474678216e-06
1836,6.048674894287842e-09,5.907539470939582e-07
1837,3.478945576063097e-09,5.726344092238378e-07
1838,2.5248647617104325e-09,6.091236222083296e-07
1839,2.0974426639952526e-09,2.873496405264575e-07
1840,3.821813088222825e-09,8.102244192786934e-07
1841,3.852329122366882e-09,5.284111459502583e-07
1842,6.037438549100216e-09,5.245863468061884e-07
1843,5.906911071384968e-10,5.003153840110741e-07
1844,5.488561272137815e-10,6.103280405511669e-07
1845,0.0,4.6427495226097903e-07
1846,1.1709002656346001e-09,5.304178065657084e-07
1847,1.6179670936367074e-09,6.655238218300497e-07
1848,0.0,6.556855862149824e-07
1849,5.02764896381791e-09,6.720290777195714e-07
1850,2.7155984128057753e-09,4.82697618764405e-07
1851,6.449438760824933e-09,6.630022828524318e-07
1852,3.2552727180501506e-09,4.52482910029417e-07
1853,7.763511611358354e-09,5.141833108179839e-07
1854,5.195664454227256e-10,3.9694875564322274e-07
1855,2.653468555990912e-09,3.4601231391206966e-07
1856,5.177189232874468e-10,3.976081295320455e-07
1857,1.4644527812635033e-09,3.8173400396246393e-07
1858,4.893676019968041e-10,3.768130419912197e-07
1859,3.055304009791371e-09,3.315004979409508e-07
1860,9.154367819341758e-10,7.868179089376426e-07
1861,1.8863854922557266e-09,4.2066395622430974e-07
1862,9.035972525772706e-10,3.664086778987219e-07
1863,1.4983863039219614e-09,3.835868835899703e-07
1864,6.712618905169165e-09,3.0062943989772606e-07
1865,1.882737743486018e-09,3.026500834391044e-07
1866,1.9462451650298362e-09,3.055604875790152e-07
1867,1.94112459439566e-09,4.6198766412430814e-07
1868,2.9639244392143382e-09,4.0852758986797966e-07
1869,6.8369265804335555e-09,3.008247730917901e-07
1870,1.1468097582678638e-09,5.252388439735967e-07
1871,7.434824311758348e-09,6.202767339757997e-07
1872,3.0236697590169115e-09,4.112190752358913e-07
1873,5.986004469882289e-10,2.5260937785986926e-07
1874,1.1949218281515073e-09,4.008962635193569e-07
1875,1.716458086775674e-09,4.022233643929951e-07
1876,4.232210137899983e-09,3.500642549170152e-07
1877,1.2369631985365004e-09,2.6718404866343803e-07
1878,1.8117265465633636e-09,3.1101307129688394e-07
1879,3.665595160740054e-09,2.920257358152156e-07
1880,1.2835692508872398e-09,3.022805459274025e-07
1881,2.0917522713936876e-09,2.57982774698462e-07
1882,6.655385131892899e-10,1.996615595079021e-07
1883,2.5277355764075082e-09,2.0095497382799365e-07
1884,5.941527270181268e-09,2.3370007973255724e-07
1885,6.445635691854079e-10,3.280828670959579e-07
1886,1.936039106809062e-09,2.2716193259775252e-07
1887,0.0,2.78785083518418e-07
1888,1.268122939990235e-09,2.536245928830283e-07
1889,0.0,3.3769086094093126e-07
1890,4.5880703680722945e-09,3.467270559553981e-07
1891,1.2748440081367107e-09,2.2246028463790424e-07
1892,4.387958441043338e-09,3.1593303151389307e-07
1893,1.2316833108982905e-09,2.586535008952673e-07
1894,6.301539290376468e-09,2.7348680209371423e-07
1895,2.4074457982692365e-09,2.575966908668903e-07
1896,5.89702897624278e-10,2.411884869601977e-07
1897,1.7480140668268973e-09,2.837609437422728e-07
1898,7.355861253444118e-09,2.3199255094752402e-07
1899,1.6582735185011188e-09,2.2331417248722119e-07
1900,2.07642125715779e-09,2.455368186549123e-07
1901,1.1177477832191585e-09,2.2913829900161886e-07
1902,3.928227076954727e-09,3.186774201191511e-07
1903,4.860198465905796e-09,2.1276867423480894e-07
1904,1.6123875568041512e-09,2.423955995922711e-07
1905,3.096455536422127e-09,2.4823251837391425e-07
1906,2.0576738091193647e-09,2.3354597145086586e-07
1907,2.5714217422034835e-09,3.2245627146210154e-07
1908,8.349361202419914e-09,2.4213148530627393e-07
1909,7.701377313651392e-09,2.414931769001427e-07
1910,1.6032452032632705e-09,4.1630934433101174e-07
1911,3.1922244847493175e-09,2.5484591881230756e-07
1912,3.125652625612929e-09,3.141281090801584e-07
1913,1.590896969716482e-09,1.8931673806399374e-07
1914,4.68772043404897e-09,2.0893839869362552e-07
1915,2.0027295377644805e-08,2.1323178589494063e-07
1916,9.888715624128963e-09,2.0876177675432928e-07
1917,4.386569774084137e-09,1.7326950407792197e-07
1918,5.743188147278033e-09,1.6540382308249946e-07
1919,6.4454939163738345e-09,1.5469185360439397e-07
1920,4.543339038320937e-09,1.6431743343758853e-07
1921,1.5902768879527684e-08,2.0976510550774208e-07
1922,9.591316185719734e-09,1.9625308045334577e-07
1923,9.554353752605493e-09,1.825943050093315e-07
1924,6.445812328337297e-09,1.882177145251518e-07
1925,5.499089184013428e-09,1.9246811544526565e-07
1926,6.687683296036084e-09,1.6384824064186176e-07
1927,1.1149224654616319e-08,2.2967403290330424e-07
1928,2.2852082448565625e-09,1.9995571509667798e-07
1929,6.684243825105796e-09,1.9495711800487925e-07
1930,7.352522590764465e-09,1.796116224639377e-07
1931,3.4216069977333063e-09,2.1328017663080345e-07
1932,1.2055489939655217e-08,1.5233755323862397e-07
1933,8.02946331646126e-09,1.502656725715923e-07
1934,9.585264137967897e-09,1.641476554681276e-07
1935,1.196828414151696e-08,1.8311474914156634e-07
1936,7.274828739411987e-09,1.8914554766880087e-07
1937,7.554670666820584e-09,2.0523522514803716e-07
1938,2.5930428915188486e-09,1.7114082839775335e-07
1939,1.2235240376412548e-08,1.697639548936536e-07
1940,2.282204625281281e-08,1.4200384756968276e-07
1941,1.7709016475464523e-08,1.6233264199527753e-07
1942,2.4273694165799498e-08,1.941895584334219e-07
1943,3.193558839598154e-08,3.3677527522257833e-07
1944,2.2492303131116387e-08,1.702988612350964e-07
1945,2.6142048525912287e-08,1.7428032172972507e-07
1946,2.645009899993056e-08,1.865427963210209e-07
1947,2.9802177392568296e-08,1.9073393842106157e-07
