year,dix_DET arts_NOUN,dix_DET barres_NOUN
1800,0.0,0.0
1801,7.143547975374531e-09,5.000483582762172e-08
1802,4.475680270843441e-09,0.0
1803,3.900678446910888e-09,0.0
1804,9.887403784603066e-09,0.0
1805,0.0,8.528632911009026e-09
1806,2.881669125542885e-09,2.881669125542885e-09
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,0.0,4.5321479902327155e-09
1809,4.518061036407062e-09,4.969867006821005e-08
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,3.776012391654149e-08
1815,8.091670444798638e-09,1.2137506644194218e-07
1816,2.3176038865813098e-09,0.0
1817,6.227493631882908e-09,0.0
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,0.0,4.140420006848444e-09
1820,3.5599443393152796e-09,7.95054262425765e-08
1821,0.0,1.0847637454958203e-08
1822,1.0025615893027862e-09,2.7069162911175226e-08
1823,1.9765373782121287e-09,0.0
1824,8.421112696055388e-10,8.421112696055388e-10
1825,8.805443041381977e-10,8.805443041381977e-10
1826,0.0,4.7563116112314674e-08
1827,3.6869092223668076e-09,1.1982455028203276e-08
1828,8.255071293206129e-09,3.668920500743411e-09
1829,8.57317605795771e-10,2.571952872898464e-09
1830,0.0,6.262101504006523e-09
1831,0.0,6.236482219534878e-09
1832,9.470978667991403e-09,8.117981509236927e-09
1833,0.0,1.0425265983826648e-08
1834,4.667265685043276e-09,1.4935249481595747e-08
1835,2.2689263801112247e-09,2.2689263801112247e-09
1836,3.36037508930076e-09,8.736975143364134e-09
1837,4.87052354003481e-09,7.653680356156656e-09
1838,1.8936485712828244e-09,6.312161904276081e-09
1839,4.894032734625853e-09,6.9914751765765e-10
1840,7.0066574764382494e-09,6.369688665408546e-10
1841,1.2841097074556274e-09,5.1364388298225094e-09
1842,3.3541325272778977e-09,2.0795621225033756e-08
1843,2.953455480181333e-09,1.1223130869097986e-08
1844,4.390849017710252e-09,1.6465683816413446e-09
1845,2.2320911785556063e-09,6.138250796539069e-09
1846,8.196302303531411e-09,1.1709002656346001e-09
1847,1.0786447290911383e-09,1.7258314777279793e-08
1848,1.6090443422100975e-09,0.0
1849,8.379414939696517e-10,8.379414939696517e-10
1850,4.073397619208663e-09,6.788996032014438e-10
1851,0.0,1.9348316282474798e-09
1852,1.1718981340891332e-08,1.3021090872200602e-09
1853,0.0,8.957897534855874e-09
1854,2.0782657816909023e-09,1.0391328908454511e-09
1855,6.368324534378189e-09,0.0
1856,2.0708756931497874e-09,5.177189232874468e-10
1857,2.9289055625270066e-09,1.4644527812635033e-09
1858,0.0,9.787352039936081e-10
1859,2.036869339860914e-09,4.582956236731661e-09
1860,1.8308735638683515e-09,0.0
1861,1.8863854922557266e-09,1.8863854922557266e-09
1862,5.421583626485926e-09,7.22877824266277e-09
1863,9.989241656072068e-10,5.494082966350788e-09
1864,1.9178911792039344e-09,6.712618905169165e-09
1865,1.4120533631256649e-09,2.8241067262513297e-09
1866,4.865612912574591e-10,4.865612912574591e-10
1867,9.7056229719783e-10,7.76449837758264e-09
1868,2.9639244392143382e-09,0.0
1869,2.441759683335931e-09,0.0
1870,2.8670243956696595e-09,0.0
1871,0.0,0.0
1872,2.4189357183956872e-09,6.652073114565837e-09
1873,4.190203295451056e-09,2.9930022904522957e-09
1874,0.0,1.1949218503559678e-08
1875,5.721527140956084e-10,5.721527140956084e-10
1876,1.813804439976252e-09,0.0
1877,0.0,0.0
1878,6.039088673581716e-10,0.0
1879,1.221865053580018e-09,5.498392852132383e-09
1880,0.0,5.134277003548959e-09
1881,0.0,2.091752326904839e-09
1882,1.9966155395678697e-09,1.9966155395678697e-09
1883,6.319338941018771e-10,0.0
1884,0.0,5.281357573494461e-09
1885,1.2891271383708158e-09,8.379326565943757e-09
1886,3.2267319927115068e-09,6.453463874400711e-10
1887,1.3057849246322917e-09,3.9173548849191775e-09
1888,6.340614699951175e-10,3.1703073499755874e-09
1889,0.0,1.1277245803853475e-08
1890,1.3108772956016423e-09,9.831579994568074e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,0.0,3.695050043717174e-09
1894,2.520615716150587e-09,8.822155450616265e-09
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,0.0,3.5382172747233653e-09
1897,1.1653427112179315e-09,4.078699600285063e-09
1898,5.6583548957434e-10,8.487532454637403e-09
1899,0.0,4.9748205555033564e-09
1900,1.038210628578895e-09,1.038210628578895e-09
1901,1.1177477832191585e-09,3.912117296778206e-09
1902,3.437198747846537e-09,5.4013122863239005e-09
1903,1.0800440541913758e-09,1.6200660812870638e-09
1904,1.0749250378694342e-09,2.6873125946735854e-09
1905,5.160759042333041e-10,3.096455536422127e-09
1906,2.0576738091193647e-09,3.600929110447737e-09
1907,1.5428529565042481e-09,4.114274698707732e-09
1908,0.0,6.875944702500192e-09
1909,5.500983557560346e-10,6.0510818578052294e-09
1910,3.206490406526541e-09,2.137660271017694e-09
1911,0.0,1.5961122423746588e-09
1912,1.0418842455450772e-09,2.0837684910901544e-09
1913,1.590896969716482e-09,2.121195885607108e-09
1914,2.678697486047099e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,0.0,2.1932848870420685e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,5.524709190130039e-09
1920,2.2716695191604686e-09,2.2716695191604686e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,1.4755870969551665e-09,8.853522359686394e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,2.578324886925998e-09,9.02413699321869e-09
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,0.0,1.1146138456652466e-09
1927,1.1149224876660924e-09,0.0
1928,0.0,2.2852082448565625e-09
1929,0.0,1.1140406375176326e-09
1930,2.100720708497761e-09,0.0
1931,0.0,4.5621426636444085e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,0.0,0.0
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,1.0871887834440486e-09,0.0
1949,2.945102384188658e-09,0.0
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,4.264560704569931e-09,9.595261474260042e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,5.863521668203475e-09
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,1.7670075402875796e-09,5.3010225653515874e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,3.8753737996444215e-09,3.100299128533379e-09
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,4.86371165564492e-09
1962,1.9025869768540815e-09,3.805173787174709e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,1.2167936658258327e-09,1.0951143047943646e-08
1965,5.472043373977442e-10,4.3776345326485e-09
1966,1.6617224263271169e-09,4.431259692516676e-09
1967,1.9721342336964653e-09,6.4094360374689074e-09
1968,2.6948494546985557e-09,1.3474247273492779e-09
1969,0.0,0.0
1970,9.197450023812337e-10,4.5987250119061684e-10
1971,0.0,2.569198631618974e-09
1972,2.0520587451500205e-09,2.0520587451500205e-09
1973,1.102640756478479e-09,2.205281512956958e-09
1974,1.6876715580593782e-09,1.6876715580593782e-09
1975,0.0,5.711480177694739e-10
1976,5.713526873840635e-10,2.285410749536254e-09
1977,5.876781838942691e-10,2.9383909194713453e-09
1978,1.7821774056514528e-09,1.3069301196821925e-08
1979,1.7555920051037788e-09,2.3407893401383717e-09
1980,1.1370301367108482e-09,3.411090521154847e-09
1981,1.2651099057237047e-09,1.897664858585557e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,1.89459470334441e-09,6.315316047889041e-10
1984,1.739702604197646e-09,2.319603453759811e-09
1985,3.609334831011779e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,2.398621523624911e-09
1989,2.1952488715726304e-09,5.488121956886971e-09
1990,2.179460389939436e-09,0.0
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,3.323524566667402e-09
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,3.253470381991974e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,9.140402323914998e-10,4.113180906983871e-09
2000,3.5344251969604557e-09,4.859834756842929e-09
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,3.333538334260311e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,8.809582507929292e-10
2005,9.007499190971657e-10,4.053374746959548e-09
2006,1.2353669198716943e-09,2.8825228870488218e-09
2007,7.988958938831558e-10,1.997239706952314e-09
2008,4.257439678578834e-10,0.0
2009,1.430457752249481e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,2.3618964561933353e-09
2011,2.6767803529281764e-09,2.6767803529281764e-09
2012,6.808505426114664e-10,3.063827413996023e-09
2013,5.578250084070646e-10,1.1156500168141292e-09
2014,4.330890368553497e-10,3.681256854903836e-09
2015,0.0,1.1082876977264178e-09
2016,6.214020409345267e-10,6.628288279353356e-09
2017,5.031222660711876e-10,1.760927903493581e-09
2018,0.0,3.0977601039872127e-09
2019,0.0,2.295888978931515e-09
