year,aurions_VERB eu_VERB,aurions_VERB bu_VERB
1997,1.3713398061554471e-07,3.3564262480467733e-09
1998,1.2444817798495933e-07,9.536258449571733e-10
1999,1.2293841678001627e-07,1.8280804647829996e-09
2000,1.418188162460865e-07,2.2090156370779823e-09
2001,1.3713193425246573e-07,2.190605918883648e-09
2002,1.2705542928870273e-07,8.76244299341522e-10
2003,1.2125745740831917e-07,2.083461403401543e-09
2004,1.6077487430266046e-07,2.2023955992267474e-09
2005,1.1889898843264746e-07,1.8014998381943315e-09
2006,1.325960568010487e-07,1.2353669198716943e-09
2007,1.3061948322956596e-07,1.997239706952314e-09
2008,1.6348568010471354e-07,1.7029758714315335e-09
2009,1.4209213361482398e-07,4.76819250749827e-10
2010,1.573023098444537e-07,3.7790344187271785e-09
2011,1.62901201861132e-07,4.206369030868018e-09
2012,1.9336155787641474e-07,5.446804340891731e-09
2013,2.069530751214188e-07,3.904775169871755e-09
2014,2.1870995681183558e-07,3.2481677347817595e-09
2015,2.2431743218476186e-07,3.768178213903184e-09
2016,2.638887224293285e-07,5.178350193091319e-09
2017,1.7986620548526844e-07,3.2702947017071438e-09
2018,2.3155756423420826e-07,3.0977600484760615e-09
2019,2.066300055503234e-07,2.806086474294034e-09
