year,aurions_VERB eu_VERB,aurions_VERB bu_VERB
1800,3.018398047061055e-07,0.0
1801,3.405091035801888e-07,0.0
1802,3.0210841828193225e-07,0.0
1803,1.794312112224361e-07,0.0
1804,2.84262853256223e-07,0.0
1805,1.5635826855486812e-07,0.0
1806,2.1900684998854558e-07,0.0
1807,1.6512339584551228e-07,0.0
1808,1.7222161829977267e-07,0.0
1809,2.0783080856290326e-07,0.0
1810,2.667744638529257e-07,0.0
1811,1.7298829391165782e-07,0.0
1812,1.440292436427626e-07,0.0
1813,4.112310421078291e-07,0.0
1814,3.681612383843458e-07,0.0
1815,2.3196122356239357e-07,0.0
1816,3.3605255111979204e-07,0.0
1817,3.1293154734157724e-07,0.0
1818,2.6345801984462014e-07,0.0
1819,2.598113439944427e-07,0.0
1820,2.7411570613367076e-07,0.0
1821,2.98803087162014e-07,1.97229765852569e-09
1822,2.2858404236103524e-07,0.0
1823,3.9036612520249037e-07,0.0
1824,3.772658487832814e-07,0.0
1825,1.9283920948964806e-07,0.0
1826,1.3388135755576513e-07,0.0
1827,2.037017310385636e-07,0.0
1828,3.191960900039703e-07,0.0
1829,2.417635585061362e-07,8.57317605795771e-10
1830,2.776198471110547e-07,0.0
1831,3.9289838582590164e-07,0.0
1832,2.489514372427948e-07,0.0
1833,3.822597420821694e-07,0.0
1834,2.959046412343014e-07,0.0
1835,3.6680975767922064e-07,0.0
1836,2.795831903767976e-07,0.0
1837,2.574419681877771e-07,0.0
1838,2.4112458163472184e-07,0.0
1839,3.334933751375502e-07,6.9914751765765e-10
1840,2.6497903604649764e-07,0.0
1841,3.171751075115026e-07,1.2841097074556274e-09
1842,3.038844056391099e-07,0.0
1843,2.386392168318707e-07,0.0
1844,2.0911419085223315e-07,0.0
1845,3.0077427481955965e-07,0.0
1846,2.640380216689664e-07,2.3418005312692003e-09
1847,2.9932391498732613e-07,0.0
1848,2.9204153406681144e-07,0.0
1849,3.1590394655722775e-07,4.1897072478036534e-09
1850,2.980369231408986e-07,6.788996032014438e-10
1851,2.6313711032344145e-07,1.2898877521649865e-09
1852,2.4023913169912703e-07,6.510545436100301e-10
1853,2.645565757575241e-07,0.0
1854,3.579812926091108e-07,6.754363734984281e-09
1855,2.695924194995314e-07,1.0613874223963649e-09
1856,2.72320164640405e-07,5.177189232874468e-10
1857,3.050943178095622e-07,0.0
1858,3.1221654239743657e-07,0.0
1859,3.2182535392166756e-07,2.036869339860914e-09
1860,3.3001495580720075e-07,1.8308735638683515e-09
1861,3.414357649944577e-07,9.431927461278633e-10
1862,2.909583258769999e-07,4.517986262886353e-10
1863,2.6970951694238465e-07,0.0
1864,3.893319160397368e-07,0.0
1865,3.4454100727998593e-07,7.530950973944073e-09
1866,2.559312406447134e-07,1.4596839292835284e-09
1867,3.2028555096985656e-07,4.85281148598915e-10
1868,2.855247203115141e-07,4.93987406535723e-10
1869,3.594270197027072e-07,2.441759683335931e-09
1870,2.568853858520015e-07,0.0
1871,4.142259228956391e-07,5.3105884134652115e-09
1872,4.6987827317934716e-07,6.047339295989218e-10
1873,3.465896725174389e-07,4.190203295451056e-09
1874,4.110531222067948e-07,0.0
1875,3.513017645673244e-07,5.149374260327022e-09
1876,3.403906418952829e-07,0.0
1877,2.4430022449450917e-07,1.8554447978047506e-09
1878,2.7296681537336553e-07,0.0
1879,3.48842462472021e-07,4.887460214320072e-09
1880,3.324444435293117e-07,1.4119262203848848e-08
1881,2.8657007078436436e-07,0.0
1882,2.9882679086767894e-07,1.3310770263785798e-09
1883,2.7362736432223755e-07,1.2638677882037541e-09
1884,3.347060442138172e-07,3.300848483434038e-09
1885,2.7265039648227685e-07,6.445635691854079e-10
1886,2.5491181077086367e-07,0.0
1887,3.0228920877561904e-07,2.6115698492645834e-09
1888,2.808892247685435e-07,1.268122939990235e-09
1889,2.875697759918694e-07,1.8795409673089125e-09
1890,3.0084635227467516e-07,0.0
1891,2.849276370398002e-07,1.2748440081367107e-09
1892,2.990080361087166e-07,0.0
1893,3.023782539912645e-07,0.0
1894,2.734868189691042e-07,6.301539290376468e-10
1895,3.4306103202652594e-07,3.0093072478365457e-09
1896,3.2787480108709133e-07,1.7691086373616827e-09
1897,3.1930389354783983e-07,0.0
1898,3.072486833843868e-07,1.13167097914868e-09
1899,2.957254423563427e-07,2.7637891975018647e-09
1900,2.553998115217837e-07,0.0
1901,3.0402739525925426e-07,1.676621730339889e-09
1902,2.798861657993257e-07,9.820567692386817e-10
1903,2.4300990730807825e-07,0.0
1904,2.5959440108636045e-07,1.6123875568041512e-09
1905,2.4874859150259e-07,1.0321518084666081e-09
1906,3.168817670484714e-07,0.0
1907,2.658850064563012e-07,5.142843373384665e-10
1908,3.108909254478931e-07,4.911389073214423e-10
1909,2.75599262522519e-07,0.0
1910,2.6026015120805823e-07,3.206490406526541e-09
1911,2.9102446319484443e-07,1.5961122423746588e-09
1912,2.464056194639852e-07,5.209421227725386e-10
1913,2.8424025799722585e-07,0.0
1914,3.107289217041398e-07,0.0
1915,4.217512810100743e-07,0.0
1916,4.3620224232654436e-07,1.0987462051303964e-09
1917,3.5969873124486185e-07,0.0
1918,3.549290283899609e-07,1.1486376294556067e-09
1919,3.80284149059662e-07,0.0
1920,3.369643195583194e-07,0.0
1921,3.241135857479094e-07,7.572747429129834e-10
1922,3.430739923260262e-07,7.377935484775833e-10
1923,3.1104727327146975e-07,2.1231896241147297e-09
1924,2.977965323225362e-07,1.289162443462999e-09
1925,2.8925208539476444e-07,0.0
1926,2.5859040420073143e-07,1.1146138456652466e-09
1927,2.8542015684251965e-07,0.0
1928,2.4794508135528304e-07,1.1426041224282812e-09
1929,2.9856289529561764e-07,0.0
1930,2.762447763871023e-07,0.0
1931,2.600421282750176e-07,2.2810713318222042e-09
1932,2.32342173944744e-07,1.0959536611565568e-09
1933,2.1564845553712075e-07,3.4411986593596566e-09
1934,2.576039719315304e-07,0.0
1935,2.14232287021332e-07,2.393656828303392e-09
1936,2.2794463916397945e-07,0.0
1937,2.1530811977754638e-07,8.813782592653752e-09
1938,2.6578689471534744e-07,2.5930428915188486e-09
1939,2.4011660570977256e-07,6.117620188206274e-09
1940,2.4850672275533725e-07,2.5357829169792012e-09
1941,2.0660517918713595e-07,2.9515025978810172e-09
1942,2.0936060707299475e-07,0.0
1943,2.52581457971246e-07,8.709705845433291e-09
1944,2.9239993182272883e-07,0.0
1945,2.9191954808993614e-07,0.0
1946,2.7006942104890186e-07,9.744772988540262e-09
1947,2.9206134399828443e-07,1.1920870957027319e-09
1948,2.3918153146951227e-07,3.2615663503321457e-09
1949,2.1793758264720964e-07,5.890204768377316e-09
1950,2.605663667054614e-07,1.0635361480382244e-09
1951,2.6866732127928117e-07,4.264560704569931e-09
1952,2.3409464233736799e-07,0.0
1953,1.960836613079664e-07,2.1547654771580937e-09
1954,2.091322670594309e-07,1.9545072227344917e-09
1955,2.1493042368092574e-07,1.8771215692936494e-09
1956,2.258775708696703e-07,8.72114114258693e-09
1957,1.7846775790530955e-07,6.184526224473075e-09
1958,1.9687939811774413e-07,0.0
1959,1.8911825350187428e-07,7.750747821333448e-10
1960,2.2285082934558886e-07,2.7683333403416555e-09
1961,2.0288625535158644e-07,2.779263708063695e-09
1962,2.4162852696463233e-07,3.170978146727066e-09
1963,1.907485653873664e-07,3.2330267352165265e-09
1964,1.782602652156129e-07,3.6503808864551957e-09
1965,1.9371033488368994e-07,1.0944086747954884e-09
1966,2.2100908836364397e-07,5.539074754423723e-10
1967,1.888318479359441e-07,2.9582012395223956e-09
1968,2.519684301205416e-07,3.5931326802796093e-09
1969,2.525217439597327e-07,9.083515606356229e-10
1970,1.8624835718128452e-07,0.0
1971,2.0604973371973756e-07,2.569198631618974e-09
1972,1.5903455619081797e-07,1.0260293725750103e-09
1973,1.615368745433443e-07,0.0
1974,1.7270505736632913e-07,3.3753431161187564e-09
1975,1.4792733793456136e-07,1.7134440533084216e-09
1976,1.794047506109564e-07,2.856763492431469e-09
1977,1.604361443696689e-07,1.1753563677885381e-09
1978,1.615840830027082e-07,1.1881182704343018e-09
1979,1.7087762671508244e-07,1.7555920051037788e-09
1980,1.381491614438346e-07,5.685150683554241e-10
1981,1.6256662149771728e-07,0.0
1982,1.421518049937731e-07,0.0
1983,1.4651533319920418e-07,1.89459470334441e-09
1984,1.7107075223066204e-07,1.739702604197646e-09
1985,1.3595160908153048e-07,2.4062232206745193e-09
1986,1.6185110496280686e-07,1.1988970927134801e-09
1987,1.2588282061187783e-07,3.6664902225425067e-09
1988,1.217300393818732e-07,2.99827696004229e-09
1989,1.426911779844886e-07,2.7440609784434855e-09
1990,1.4220978528101114e-07,3.2691906959314565e-09
1991,1.365721402635245e-07,1.7584396161396398e-09
1992,1.2232075619067473e-07,1.65298330578878e-09
1993,1.4512723112147796e-07,1.661762283333701e-09
1994,1.566653224926995e-07,2.637463358823311e-09
1995,1.480329103742406e-07,1.0844901643380922e-09
1996,1.2651278780140274e-07,1.6014276571496566e-09
