year,mes_DET heures_NOUN
1953,2.165539290110985e-07
1954,2.2965459312018766e-07
1955,2.0460624483575884e-07
1956,1.8663242884464637e-07
1957,1.7139972774415924e-07
1958,2.1673277772471522e-07
1959,2.02294522910762e-07
1960,2.3254000058869906e-07
1961,2.1608775280235193e-07
1962,2.1816329992541128e-07
1963,2.0497389086049367e-07
1964,2.5552666710337846e-07
1965,2.0082399615484192e-07
1966,2.0716140014531703e-07
1967,2.5834957928516644e-07
1968,2.456804503170318e-07
1969,2.1119174009598396e-07
1970,1.8808785734458766e-07
1971,2.348247609695875e-07
1972,2.005887482781077e-07
1973,1.8855157646324727e-07
1974,1.642666954126959e-07
1975,1.51925378943929e-07
1976,2.165426626898892e-07
1977,1.5103329770171925e-07
1978,2.0257416899482905e-07
1979,1.6268485891757223e-07
1980,1.6714342360169e-07
1981,1.8154326669739262e-07
1982,1.5208380022002643e-07
1983,1.503045268247405e-07
1984,1.9078737906186305e-07
1985,1.6723251283767837e-07
1986,1.552571682328363e-07
1987,1.6682530434852794e-07
1988,1.577093650673156e-07
1989,1.5805792219492076e-07
1990,1.6291465926299153e-07
1991,1.6646561740163435e-07
1992,1.6529832641554165e-07
1993,1.77808559542747e-07
1994,1.651052047302315e-07
1995,1.5453984153479539e-07
1996,1.7562323928466128e-07
1997,1.448058128961094e-07
1998,1.9740055656747302e-07
1999,1.8874930513002042e-07
2000,1.8688273351052942e-07
2001,1.86639629168317e-07
2002,1.7831571896831377e-07
2003,1.762608449196179e-07
2004,1.894060176477197e-07
2005,1.7609660218909085e-07
2006,2.0260019029105791e-07
2007,2.4046767116425727e-07
2008,2.7247613967884554e-07
2009,2.765551756489515e-07
2010,3.8168246474512557e-07
2011,3.4071589444240047e-07
2012,4.1191456498501644e-07
2013,4.523960927538262e-07
2014,4.755317581373042e-07
2015,5.022760085626743e-07
2016,5.532549455511404e-07
2017,4.7218025456263746e-07
2018,5.908977176449781e-07
2019,5.397889933922428e-07
