year,pas_ADV avare_ADJ,pas_ADV bavard_ADJ
1800,1.8864987794131594e-08,0.0
1801,7.143547975374531e-09,0.0
1802,1.3427040812530322e-08,0.0
1803,7.801356893821776e-09,0.0
1804,0.0,0.0
1805,3.1271653710973624e-08,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,9.036122072814123e-09,0.0
1810,3.7442028144596406e-08,0.0
1811,4.512738271955641e-08,0.0
1812,5.3344166417446104e-08,0.0
1813,0.0,0.0
1814,6.608021863030444e-08,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,5.1376822796100896e-08,0.0
1818,2.6226590676969863e-08,0.0
1819,8.280840013696888e-09,0.0
1820,3.678609061807947e-08,0.0
1821,3.155676253641104e-08,9.86148829262845e-10
1822,4.010246357211145e-09,0.0
1823,1.4824030003524058e-08,0.0
1824,1.1789557774477544e-08,0.0
1825,1.584979791857677e-08,8.805443041381977e-10
1826,7.0463874735082754e-09,8.807984341885344e-10
1827,2.7651818612639545e-08,0.0
1828,2.5682442839070063e-08,0.0
1829,2.2290258527846163e-08,0.0
1830,1.6698937344017395e-08,1.0436835840010872e-09
1831,2.182768810143898e-08,6.236482441579483e-09
1832,5.411987746839486e-09,4.058990921151917e-09
1833,3.70676112027013e-08,2.3167257001688313e-09
1834,1.120143711119681e-08,3.733812370398937e-09
1835,3.1764969321557146e-08,3.781543966852041e-09
1836,1.68018754465038e-08,6.720750067579218e-10
1837,2.7831564608504777e-08,2.0873671680021744e-09
1838,4.418513199766494e-08,0.0
1839,1.957613093850341e-08,0.0
1840,1.52872523528913e-08,1.2739377330817092e-09
1841,2.247191943638427e-08,1.2841097074556274e-09
1842,1.2074877098200432e-08,6.708265054555795e-10
1843,2.658109998776581e-08,2.3627644285539873e-09
1844,1.756339607084101e-08,1.097712254427563e-09
1845,1.6182660544927785e-08,3.348136878855712e-09
1846,1.6978054517835517e-08,5.854501328173001e-10
1847,1.240441438454809e-08,5.393223645455691e-10
1848,1.126331028444838e-08,0.0
1849,1.3407063903514427e-08,5.865590679832167e-09
1850,1.6972489191857676e-08,4.073397619208663e-09
1851,2.5152811389261842e-08,0.0
1852,1.8880582430824688e-08,1.3021090872200602e-09
1853,2.269334054005867e-08,5.971931837933653e-10
1854,3.740878540270387e-08,0.0
1855,4.2455496895854594e-08,2.1227748447927297e-09
1856,3.1063134287023786e-08,5.177189232874468e-10
1857,4.1004675210842834e-08,0.0
1858,1.468102794888182e-08,9.787352261980686e-09
1859,2.3933214521321133e-08,3.055304009791371e-09
1860,3.7990627532735743e-08,1.327383358784573e-08
1861,2.6409397335669382e-08,1.8863854922557266e-09
1862,2.1234535907410645e-08,4.066187830886747e-09
1863,2.7470415275843152e-08,2.9967726078439227e-09
1864,3.5001512799226475e-08,4.315255264231155e-09
1865,1.3179164426446732e-08,1.4120533631256649e-09
1866,2.092213513549268e-08,1.4596839292835284e-09
1867,2.5719900875742496e-08,1.94112459439566e-09
1868,1.1361710683388537e-08,1.975949626142892e-09
1869,1.6115613732381462e-08,1.953407657850903e-09
1870,2.3509599600401998e-08,1.7202146374017957e-09
1871,6.37270636261178e-09,3.18635318130589e-09
1872,1.8746751706544273e-08,1.8142017887967654e-09
1873,2.095101514498765e-08,2.3944017879529156e-09
1874,1.8521287614703397e-08,6.572069999322139e-09
1875,8.58229043387837e-09,5.149374260327022e-09
1876,2.0556450763820067e-08,4.232210137899983e-09
1877,1.6699003069220453e-08,4.9478527941460015e-09
1878,3.32149880932775e-08,5.435179861734696e-09
1879,2.6881030734671185e-08,2.443730107160036e-09
1880,2.759673911612026e-08,3.2089231272180996e-09
1881,2.5101027034679646e-08,2.7890030285249168e-09
1882,3.4608003574021495e-08,3.3276925659464496e-09
1883,1.8958017378167824e-08,5.687405213450347e-09
1884,3.300848305798354e-08,9.242375753615306e-09
1885,2.900535989169839e-08,1.0313017106966527e-08
1886,1.097088819790315e-08,2.5813855497602844e-09
1887,1.3710741875172516e-08,5.876032105334161e-09
1888,2.4094335415725254e-08,1.268122939990235e-09
1889,1.8168895721260014e-08,3.132568426877924e-09
1890,1.2453334363726754e-08,1.9663159989136147e-09
1891,1.529812720946211e-08,1.0198752065093686e-08
1892,1.817868522380195e-08,5.014809900671935e-09
1893,1.4164357686752282e-08,1.1700991287000306e-08
1894,2.3945849747519787e-08,1.0082462864602348e-08
1895,1.0833506536300774e-08,9.027921521465032e-09
1896,2.8305738197786923e-08,9.435246361988447e-09
1897,2.7968225069230357e-08,4.078699600285063e-09
1898,2.9423445013776472e-08,5.6583548957434e-10
1899,1.8241008703512307e-08,1.1607914629507832e-08
1900,6.22926377147337e-09,1.5573159428683425e-09
1901,1.0618603774048552e-08,2.235495566438317e-09
1902,2.258730624760119e-08,4.910283735171106e-09
1903,2.430099144135056e-08,5.940242076007962e-09
1904,1.8811189050893518e-08,6.449550227216605e-09
1905,2.3223416079076742e-08,1.0837593933388234e-08
1906,2.623534101076075e-08,4.115347618238729e-09
1907,1.7485668024619372e-08,6.1714118260169926e-09
1908,2.7503778810000767e-08,9.331639461152008e-09
1909,1.5952851484257735e-08,4.400786846048277e-09
1910,2.1911017000775246e-08,6.947395991829808e-09
1911,1.649316061502759e-08,6.384448969498635e-09
1912,7.293189607793238e-09,5.2094213387476884e-09
1913,2.3863453435524207e-08,4.242391771214216e-09
1914,2.6117300322425763e-08,5.357394972094198e-09
1915,8.246533234057551e-09,4.712304768617059e-09
1916,1.8678685265172135e-08,8.789969641043172e-09
1917,1.2063066989753679e-08,2.7416060532914344e-08
1918,3.101321510712296e-08,3.44591288836682e-09
1919,1.749491218561161e-08,1.1970202606903513e-08
1920,1.2115570768855832e-08,6.057785384427916e-09
1921,2.3475516641724425e-08,2.3475517085813635e-08
1922,2.4347187377316004e-08,2.5822775029382683e-08
1923,2.653987074552333e-08,1.1677542488541803e-08
1924,1.2891624656674594e-08,1.0313299436681689e-08
1925,2.5295809891190402e-08,1.0998178368026856e-08
1926,2.5636119005412183e-08,2.2292277579438746e-08
1927,3.1217830098739796e-08,3.3447675740205796e-09
1928,2.170947865920425e-08,1.0283437212876834e-08
1929,4.567566591617833e-08,1.2254446568604749e-08
1930,3.046045193855207e-08,1.05036033204442e-08
1931,2.167017854048936e-08,6.843213995466613e-09
1932,1.53433514782364e-08,1.2055489939655217e-08
1933,1.1470662641954732e-08,4.588264879146209e-09
1934,3.1152108448395666e-08,2.3963160344919743e-08
1935,2.6330225111337313e-08,5.98414207075848e-09
1936,1.9399543305098632e-08,1.2124714565686645e-08
1937,2.392312481447334e-08,2.1404900962807005e-08
1938,4.2785206488815675e-08,2.5930428804166183e-08
1939,1.3764645423464117e-08,2.2941076593951948e-08
1940,1.0143131667916805e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,1.1806010835613279e-08
1942,4.247896612241675e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,2.0322646676618206e-08
1944,2.8918675454292497e-08,1.927911696952833e-08
1945,3.485606470121638e-08,1.5249527862692958e-08
1946,3.480275978517966e-08,1.5313215584455975e-08
1947,3.9338875268413176e-08,1.1920871401116528e-08
1948,2.2830963786191205e-08,2.283096534050344e-08
1949,1.9634017078828947e-08,2.2579119018928395e-08
1950,3.084254984742074e-08,1.595304155443955e-08
1951,2.4521224162299404e-08,1.4925962688039363e-08
1952,2.1089608281954497e-08,2.1089607726842985e-08
1953,2.1547654327491728e-08,2.9089333830611963e-08
1954,2.052232517257835e-08,1.4658803948464083e-08
1955,2.9095383879962355e-08,1.8771216581114913e-08
1956,2.1802854632824165e-08,1.3081712157969605e-08
1957,1.767007518083119e-08,3.4456648034808524e-08
1958,3.3088973339090444e-08,3.1434524316864554e-08
1959,3.100299039715537e-08,1.9376869886400527e-08
1960,4.014083287984249e-08,1.7994166601198458e-08
1961,2.084447814354462e-08,3.057190056665604e-08
1962,4.3759499135376245e-08,1.9660064243254283e-08
1963,2.5864213881732212e-08,1.5518526907953856e-08
1964,2.5552667537454e-08,2.0685492374550307e-08
1965,2.407699106754535e-08,1.9699356812452606e-08
1966,2.99110034518435e-08,1.6617224929404983e-08
1967,3.204718268534634e-08,1.9228308612007083e-08
1968,2.649935382237345e-08,2.2007937222623397e-08
1969,1.544197658631674e-08,1.725867887492072e-08
1970,2.851209579546321e-08,2.2533752641606952e-08
1971,2.723350611688602e-08,1.1818314327172175e-08
1972,2.7702792948502974e-08,1.5903454553267693e-08
1973,2.9771300091852027e-08,1.709093233603909e-08
1974,2.981553137715309e-08,1.7439272304020648e-08
1975,2.3988217634496323e-08,1.3707552426467373e-08
1976,2.7996280849151844e-08,1.5426522226302808e-08
1977,2.056873604772136e-08,1.2928920156696222e-08
1978,2.4356424432880885e-08,1.3663360332039076e-08
1979,2.5163485517509798e-08,9.363157582598092e-09
1980,3.9227540327146926e-08,1.3075846294618998e-08
1981,3.985096341807548e-08,1.9609203150139365e-08
1982,3.3520510811513304e-08,2.2347008354905995e-08
1983,2.2103606056589342e-08,1.5788289231544184e-08
1984,3.479405208395292e-08,2.4935737030773453e-08
1985,2.2257564680217e-08,2.707001200974446e-08
1986,3.1770774455708306e-08,1.3787316177626963e-08
1987,4.399788267051008e-08,2.077677729861449e-08
1988,4.797243136067664e-08,2.278690475199241e-08
1989,3.567279449612215e-08,1.7561990972581043e-08
1990,4.0320017546946474e-08,2.5608659304232617e-08
1991,3.04796188288492e-08,1.2895223222564312e-08
1992,4.4630546369717194e-08,2.2039776004234568e-08
1993,3.655877023334142e-08,1.994114740000441e-08
1994,5.116678636341021e-08,2.6902124916627912e-08
1995,5.2055526111871586e-08,2.006306737412089e-08
1996,4.2704737523990843e-08,2.3487605638194964e-08
1997,2.924885578181602e-08,2.2536003285722472e-08
1998,5.292623583841305e-08,1.9549330043666657e-08
1999,3.8846710737061585e-08,2.1936965050040058e-08
2000,3.048441854502926e-08,1.3254094932690919e-08
2001,3.855466346180947e-08,2.234418089441803e-08
2002,2.8477940006155222e-08,1.2705542118407465e-08
2003,3.500215228768866e-08,1.7917768602160322e-08
2004,2.8190664025373735e-08,1.9821561281219147e-08
2005,2.8823997411109303e-08,1.9816498664226856e-08
2006,3.911995349881181e-08,1.5647981577160408e-08
2007,4.673540843214141e-08,2.516521996343002e-08
2008,4.172290957171754e-08,2.1712941888907267e-08
2009,4.100645512039591e-08,2.8609154378855806e-08
2010,4.7237929123866707e-08,4.156937838395436e-08
2011,3.4033352136475514e-08,5.0476428314905064e-08
2012,4.4595712012096556e-08,5.0382941152449234e-08
2013,4.155796418103819e-08,5.578250084070646e-08
2014,4.980524082043303e-08,6.149864151261397e-08
