year,leurs_DET ans_NOUN,leurs_DET bancs_NOUN
1930,5.2518016602221e-09,1.291943192427425e-07
1931,1.596749932275543e-08,1.2888053113613296e-07
1932,9.863582950409011e-09,1.9617570767849202e-07
1933,0.0,1.3535381282459014e-07
1934,1.1981580172459871e-09,1.1981580350095555e-07
1935,1.9149255514605557e-08,1.2087967604657024e-07
1936,1.2124714565686645e-08,1.2003467686483305e-07
1937,6.295558963032022e-09,1.4479785859222716e-07
1938,2.2040864577910213e-08,1.737338712892722e-07
1939,1.988226472349197e-08,1.2999942455849123e-07
1940,1.2678914584896006e-08,1.6482589160204952e-07
1941,1.4757512545315876e-08,1.3576911417345627e-07
1942,2.1239483061208375e-08,2.0936060707299475e-07
1943,1.7419411024732767e-08,1.4806499937236595e-07
1944,2.2492303131116387e-08,1.6065931163211644e-07
1945,2.178504043826024e-09,1.0674669681520754e-07
1946,1.3921104269343232e-08,1.3921103914071864e-07
1947,2.1457568166738383e-08,1.001353169272079e-07
1948,2.5005341797168512e-08,1.2502670498903967e-07
1949,1.178041031391075e-08,8.638967663454622e-08
1950,2.8715476219076663e-08,1.074171525061729e-07
1951,6.396841056854896e-09,1.3326752679176934e-07
1952,9.49032352703938e-09,1.6871685648567336e-07
1953,7.541679392097933e-09,1.389823802711021e-07
1954,1.0749790169128914e-08,8.20893053532501e-08
1955,7.508486277174597e-09,1.0699593033791643e-07
1956,1.0465369681966763e-08,1.1773540808945882e-07
1957,3.5340151360863103e-09,8.128234585402794e-08
1958,1.4062813691317899e-08,1.0505749337141879e-07
1959,1.1626122287111684e-08,1.2091166823324784e-07
1960,1.2457499698470542e-08,1.0312041709426012e-07
1961,8.33779090214648e-09,1.3132021026152074e-07
1962,7.610347574349419e-09,1.3191269898626956e-07
1963,1.3578711488548834e-08,1.2026859108615895e-07
1964,1.4601524378488051e-08,9.308471848878952e-08
1965,1.9699356812452606e-08,9.576075754580415e-08
1966,1.2185964237687585e-08,1.1410494238361935e-07
1967,2.4158644196248247e-08,1.0403007810744214e-07
1968,1.4372531054185345e-08,1.2935277859948968e-07
1969,1.0446042669753908e-08,1.199024051157238e-07
1970,1.5175792733579385e-08,8.461653777658285e-08
1971,2.0553589163974095e-08,9.660187361149042e-08
1972,1.1286323153836264e-08,1.0927213045519579e-07
1973,1.1577728109557484e-08,6.891504966688444e-08
1974,6.750686232237513e-09,1.0182284798654351e-07
1975,1.3707552426467373e-08,7.08223515388795e-08
1976,7.4275851025262796e-09,6.684826159286672e-08
1977,5.289103821581875e-09,6.875834446251616e-08
1978,8.910887139279566e-09,7.54455113938235e-08
1979,5.851973239323627e-09,7.607565066791722e-08
1980,5.116635615198817e-09,7.561250581211709e-08
1981,1.3283654176632353e-08,9.045536014662403e-08
1982,6.828252629986764e-09,1.3470280180172267e-07
1983,8.841442245000053e-09,9.157208324950261e-08
1984,6.958810416790584e-09,7.828661807707249e-08
1985,6.015557940663996e-09,7.940536372874618e-08
1986,9.591176797218992e-09,6.713823641479877e-08
1987,7.33298027855156e-09,7.760737547046759e-08
1988,3.597932174415064e-09,6.836071264615384e-08
1989,1.0427432250992297e-08,8.890757641211167e-08
1990,9.807571754727462e-09,6.647353917310639e-08
1991,1.2895223555631219e-08,5.920079920729293e-08
1992,9.91789939064347e-09,7.658822603895388e-08
1993,9.970573700002205e-09,5.760775678709251e-08
1994,2.1099706426497278e-09,7.49039585357103e-08
1995,9.760411145975922e-09,6.56116583286348e-08
1996,1.0676184380997711e-08,7.526710232852452e-08
1997,7.671831170341648e-09,6.952596920406506e-08
1998,7.152193948201102e-09,8.296544573571651e-08
1999,6.8553016596695215e-09,5.118625168165636e-08
2000,1.1045078629479121e-08,7.775735089143865e-08
2001,4.381211837767296e-09,7.886180952709765e-08
2002,7.448076377869484e-09,7.973823024087778e-08
2003,3.333538389771462e-09,6.583738354493107e-08
2004,1.7619165015858584e-09,7.091713830065238e-08
2005,6.7556245042510454e-09,5.404499348049541e-08
2006,3.706100981659688e-09,7.329843965120375e-08
2007,1.2782334662952977e-08,7.030283843967311e-08
2008,7.2376473703172906e-09,6.897052173826523e-08
2009,9.059565542202108e-09,7.533744184051727e-08
2010,3.3066551718974324e-09,8.124923989161204e-08
2011,3.059177577924288e-09,8.106820714726126e-08
2012,4.765953853791416e-09,1.188084169378989e-07
2013,5.578249862026041e-09,1.3220452960149842e-07
2014,3.897801192920269e-09,1.4421864447111687e-07
2015,5.098123256885856e-09,1.2301993845831305e-07
2016,1.0356700386182638e-08,1.582503836028426e-07
2017,4.024978128569501e-09,9.659947330931118e-08
2018,3.0977600484760615e-09,1.2339411503692332e-07
2019,3.5713827450933877e-09,1.1555974177568373e-07
