year,mes_DET os_NOUN,mes_DET bosses_NOUN
1922,3.7406131969675016e-07,2.2133805899215986e-09
1923,3.5457267211214116e-07,0.0
1924,2.9779652077621677e-07,0.0
1925,2.485588250777937e-07,0.0
1926,2.964872836130894e-07,1.1146138456652466e-09
1927,2.8207538305125013e-07,1.1149224876660924e-09
1928,2.525155209376351e-07,0.0
1929,2.0386942978234401e-07,5.570202965543558e-09
1930,2.132231555762587e-07,3.1510811737689437e-09
1931,1.8134517620893575e-07,2.2810713318222042e-09
1932,1.7206472069375423e-07,2.1919073223131136e-09
1933,2.1679551132081087e-07,0.0
1934,1.7253475093070847e-07,0.0
1935,2.0705131209552974e-07,0.0
1936,2.2794463561126577e-07,2.424942913137329e-09
1937,1.8760766540282248e-07,0.0
1938,2.8393819384575636e-07,0.0
1939,1.559993201283305e-07,3.058810094103137e-09
1940,1.0650288118085882e-07,2.5357829169792012e-09
1941,1.8299315529546334e-07,5.9030051957620344e-09
1942,2.123948235066564e-07,0.0
1943,3.3096880436289666e-07,8.709705845433291e-09
1944,3.1489223673020206e-07,0.0
1945,3.224185878281105e-07,0.0
1946,3.271459485532091e-07,1.3921104269343232e-09
1947,3.93388727815136e-07,0.0
1948,3.0658723026988355e-07,0.0
1949,2.8076644742469625e-07,0.0
1950,3.6904702938045375e-07,1.0635361480382244e-09
1951,2.846594315819573e-07,1.0661401761424827e-09
1952,3.0896276292935454e-07,2.003512733494972e-08
1953,2.467206456913118e-07,1.0773827385790469e-09
1954,2.746082561344565e-07,0.0
1955,2.6467414038222614e-07,1.8771215692936494e-09
1956,3.2006590089395104e-07,0.0
1957,2.6593463786639404e-07,8.835037701437898e-10
1958,2.762929263155911e-07,0.0
1959,2.836773616010646e-07,7.750747821333448e-10
1960,2.7406499469861956e-07,2.7683333403416555e-09
1961,2.9251751954006977e-07,1.3896318540318475e-09
1962,2.968035452965978e-07,1.2683912808952869e-09
1963,3.2653570336549365e-07,3.879631726988464e-09
1964,3.108907673521344e-07,3.041984220075733e-09
1965,3.0315120191914957e-07,0.0
1966,3.6557892713062756e-07,3.3234448526542337e-09
1967,2.943410333244856e-07,1.9721342336964653e-09
1968,3.202379392774901e-07,8.084548142051062e-09
1969,3.2518984660612205e-07,2.7250546263957176e-09
1970,3.2512985193022814e-07,1.3796175313274261e-09
1971,2.980270599195478e-07,1.0276794970565106e-09
1972,3.0883483859156513e-07,1.0260293725750103e-09
1973,2.624284869412463e-07,5.513203782392395e-10
1974,2.418995843633809e-07,2.812785782069227e-09
1975,3.04421902797003e-07,2.2845920710778955e-09
1976,2.3825406358923829e-07,1.142705374768127e-09
1977,2.785594652721102e-07,5.876781838942691e-10
1978,3.184156955882145e-07,3.5643548113029055e-09
1979,2.762131439126847e-07,2.3407893401383717e-09
1980,2.086450354710223e-07,5.116635559687666e-09
1981,2.9413806323930203e-07,3.1627747087981106e-09
1982,2.644396026596496e-07,1.8622506869903077e-09
1983,2.513495847011882e-07,0.0
1984,2.5457646835036485e-07,5.799008495621649e-10
1985,2.6588766477431136e-07,1.8046674155058895e-09
1986,2.775446823477523e-07,4.196139880008332e-09
1987,2.517656509937183e-07,1.8332451112712533e-09
1988,2.2187249548721866e-07,6.596209356501959e-09
1989,2.7934540725027546e-07,1.6464366536794728e-09
1990,2.800606671016226e-07,5.44865097484859e-10
1991,2.2918328390630904e-07,2.344586080837985e-09
1992,2.3802958093455118e-07,1.65298330578878e-09
1993,2.2433789759190859e-07,6.647049133334804e-09
1994,2.595264012583698e-07,2.637463358823311e-09
1995,2.754605148425071e-07,1.626735190995987e-09
1996,2.7384412248920853e-07,1.067618438099771e-09
1997,3.083117121605028e-07,4.79489448146353e-10
1998,3.390139742265319e-07,2.3840645013706308e-09
1999,3.180860090878923e-07,2.285100553223174e-09
2000,3.45490065001286e-07,2.2090156370779823e-09
2001,3.399820460714409e-07,5.257454027685071e-09
2002,3.027424142487689e-07,2.1906108038649563e-09
2003,2.875176718930561e-07,4.583615265119079e-09
2004,2.7573993044427425e-07,1.7619165015858584e-09
2005,2.931941054384879e-07,0.0
2006,2.841344102222365e-07,5.353256948836815e-09
2007,3.4672081916653497e-07,3.1955835755326234e-09
2008,3.537932364849894e-07,8.51487946817997e-09
2009,3.771640297856038e-07,8.582746957586096e-09
2010,4.5395650971613577e-07,7.558068837454357e-09
2011,5.632710937675256e-07,3.823971805871906e-09
2012,6.345526877282737e-07,6.808505315092361e-09
2013,7.257303273888738e-07,8.646287241731443e-09
2014,7.139472515405032e-07,7.145969149746634e-09
2015,7.425527321913705e-07,7.093041265449074e-09
2016,7.688814136486144e-07,5.3854840587064245e-09
2017,1.2452276507701754e-06,7.043711836018929e-09
2018,8.495606707015213e-07,6.9699601645822895e-09
2019,8.163160849505857e-07,7.1427654901867754e-09
