year,tes_DET ailes_NOUN,tes_DET belles_ADJ
1800,3.144164395507687e-08,3.144164484325529e-09
1801,2.3811825400343878e-08,4.7623651688866175e-09
1802,2.0140561218795483e-08,3.3567602031325805e-08
1803,3.5106107132421016e-08,2.9255089017965474e-08
1804,2.7190360185613827e-08,0.0
1805,4.264316544322355e-08,1.1371510844071508e-08
1806,4.610670423232932e-08,4.034336598124355e-08
1807,2.562259604488304e-08,2.8469551160981155e-09
1808,1.5862517965814504e-08,5.211970233176544e-08
1809,1.581321384946932e-08,9.036122072814123e-09
1810,2.8081521108447305e-08,1.8721014072298203e-08
1811,9.276184087525507e-08,5.0141535368197765e-09
1812,3.7340914360584065e-08,1.8670457180292033e-08
1813,3.4508899293683726e-08,0.0
1814,0.0,3.1466771410748606e-09
1815,8.091670666843243e-09,2.697223555614414e-09
1816,6.952811659743929e-09,4.6352077731626196e-09
1817,6.227493631882908e-09,1.2454987263765815e-08
1818,3.5763532135746345e-09,1.1921176934492905e-08
1819,1.3456365355324351e-08,2.2772310259711048e-08
1820,3.0852850052554004e-08,1.4239777357261119e-08
1821,2.1695273577648777e-08,6.903041693817613e-09
1822,2.3058916553964082e-08,1.804610860745015e-08
1823,2.174191138237802e-08,2.9648060007048116e-08
1824,2.189489300974401e-08,5.894778887238772e-09
1825,3.169959361670749e-08,1.4969252504215547e-08
1826,4.315912205399286e-08,1.0569580766173203e-08
1827,2.8573547083965423e-08,5.530363722527909e-09
1828,2.5682443283159273e-08,7.337841001486822e-09
1829,3.6864655328372464e-08,1.800366966620004e-08
1830,3.1310508408211035e-08,3.1310507520032616e-09
1831,4.6773619422069146e-08,2.6505050598757407e-08
1832,2.976593327375099e-08,4.058990921151917e-09
1833,4.40177885252524e-08,1.2741991461950875e-08
1834,8.494422853999595e-08,3.173740381612333e-08
1835,3.327758690829796e-08,2.949604294144592e-08
1836,6.989580203509149e-08,4.032449929525228e-09
1837,3.8268401558738674e-08,1.1132625488130543e-08
1838,4.16602670139099e-08,1.7674054220151447e-08
1839,3.63556709181978e-08,2.23727205650448e-08
1840,3.439631796053888e-08,1.0828470564661075e-08
1841,5.714288064950779e-08,1.219904177673925e-08
1842,5.0311988797346885e-08,1.9453969102301016e-08
1843,5.7887728388550386e-08,1.8311423488626133e-08
1844,3.51267914755482e-08,2.195424508855126e-09
1845,4.3525778536945836e-08,5.022205318283568e-09
1846,5.620321275046081e-08,4.0981511517657054e-09
1847,1.995492660000764e-08,1.240441438454809e-08
1848,2.011305383353701e-08,4.02261068899179e-09
1849,4.273501641449684e-08,3.3517659758786067e-09
1850,4.752297311227949e-08,7.467895635215882e-09
1851,3.353708200037886e-08,1.9348316282474798e-09
1852,2.1484799939130994e-08,1.1067927019325907e-08
1853,4.1206330569920624e-08,1.1346670270029335e-08
1854,3.844791685025939e-08,2.5978321716024766e-09
1855,4.5108965451845506e-08,2.4942604426314574e-08
1856,4.607698372849356e-08,1.863788057221427e-08
1857,9.079606710926669e-08,1.122747050885664e-08
1858,4.355371707731592e-08,1.2234189661342043e-08
1859,6.670747110248954e-08,1.476730293603623e-08
1860,5.99611106044673e-08,1.830873586072812e-08
1861,3.254014924181092e-08,1.839225838295988e-08
1862,4.8794252638373337e-08,1.0391368654438793e-08
1863,5.2942982442516495e-08,1.4484400345793347e-08
1864,5.801620917011974e-08,2.3014694150447212e-08
1865,2.965312007052745e-08,2.447559133145205e-08
1866,3.795177905274727e-08,1.1190909532388105e-08
1867,3.4454963326879806e-08,1.067618526917613e-08
1868,2.9145256874585357e-08,1.531360993567432e-08
1869,4.1998266420151253e-08,1.12320943657096e-08
1870,2.5803219561026935e-08,9.17447806614291e-09
1871,1.6993884077720622e-08,1.274541272522356e-08
1872,5.2007116613239646e-08,1.0280476914203973e-08
1873,4.3697831131339626e-08,1.0176207432266438e-08
1874,6.15384731506019e-08,2.3300975371398636e-08
1875,3.9478538382820005e-08,5.721527251978387e-09
1876,2.0556449431552437e-08,1.3301232115736639e-08
1877,3.216104393910513e-08,1.5462040536817767e-08
1878,4.5293164330217905e-08,2.3552445327368332e-08
1879,3.29903571127943e-08,1.2829582729523281e-08
1880,4.4924924003098e-08,1.3477476912271413e-08
1881,4.811030218654366e-08,1.045876096839038e-08
1882,4.059784908250208e-08,1.6638463051776853e-08
1883,4.2971506353239874e-08,1.64302811356265e-08
1884,3.6969503014461225e-08,1.3203393933736152e-08
1885,2.6427106059045968e-08,1.0957580620640783e-08
1886,2.7104547439815718e-08,1.2906927970846027e-08
1887,2.93801603046262e-08,3.264462256069578e-09
1888,6.530833207563091e-08,1.9655905347804037e-08
1889,3.759082023435667e-08,1.3783300722991498e-08
1890,2.0318597915292003e-08,5.898947996740844e-09
1891,3.059625619528106e-08,7.649063604731055e-09
1892,2.8835156040685206e-08,6.8953633913793055e-09
1893,3.571881679320654e-08,1.1700991287000306e-08
1894,2.2685541889444494e-08,6.301539290376468e-09
1895,2.2870734639468537e-08,1.023164486468886e-08
1896,2.4177818636061943e-08,8.845543852942228e-09
1897,1.6897469312660007e-08,6.992056267307589e-09
1898,1.584339359705922e-08,2.8291773368493978e-09
1899,1.9899282222013426e-08,7.185851913504848e-09
1900,2.9589002470409298e-08,3.114631885736685e-09
1901,1.3971847012683725e-08,1.0618603774048552e-08
1902,1.7185993794743837e-08,7.365425602756659e-09
1903,2.0520836807591536e-08,5.400220270956879e-09
1904,2.418581246388385e-08,3.7622376325430196e-09
1905,3.1996705729397945e-08,8.773290538499623e-09
1906,2.3148829519925584e-08,1.4403716441790948e-08
1907,2.005708904517789e-08,7.71426478252124e-09
1908,2.701264056881314e-08,1.620758460774141e-08
1909,4.015717980365707e-08,6.0510818578052294e-09
1910,3.527139447179195e-08,6.412980813053082e-09
1911,3.9902807724701006e-08,5.852411444351446e-09
1912,5.365703925619414e-08,2.6047106693738442e-09
1913,2.227255674336348e-08,1.6969567084856862e-08
1914,1.0045115628187773e-08,2.209925398233281e-08
1915,3.5342285320538736e-08,1.6493066468115103e-08
1916,2.52711618298207e-08,7.69122365795738e-09
1917,4.3865696186529135e-08,1.7546279096336548e-08
1918,2.986457836584577e-08,1.1486376294556067e-09
1919,3.6831394434333475e-08,1.1049418269237776e-08
1920,4.846228129906649e-08,1.514446346106979e-08
1921,4.770830930311831e-08,1.5902768879527684e-08
1922,4.352981863853245e-08,7.377935484775833e-10
1923,4.2463792482294593e-08,7.431163684401554e-09
1924,5.0277335628123865e-08,1.1602462102189293e-08
1925,3.629398648286042e-08,1.7597084678300234e-08
1926,3.1209187234537694e-08,1.2260752413340015e-08
1927,5.4631201784616223e-08,1.1149224654616319e-08
1928,3.770593604013328e-08,2.0566874425753667e-08
1929,2.2280812528308047e-08,1.3368487650211591e-08
1930,2.1007207751111423e-08,1.470504518152893e-08
1931,3.9918747418710154e-08,6.843213995466613e-09
1932,2.6302887090601246e-08,1.3151444377967891e-08
1933,4.014731813661854e-08,6.882397318719313e-09
1934,2.3963160344919743e-08,4.7926320689839486e-09
1935,5.984141893122796e-08,4.787313656606784e-09
1936,3.3949200339833396e-08,7.274828739411987e-09
1937,2.8959572295761404e-08,8.813782592653752e-09
1938,3.630259948206316e-08,1.8151300906765755e-08
1939,1.2235240376412548e-08,6.117620188206274e-09
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,2.9515025978810172e-08,1.7709016475464523e-08
1942,3.034211726316016e-08,6.068423541449874e-09
1943,7.548411695701418e-08,1.7419411690866582e-08
1944,7.069009377858038e-08,1.2852744646352221e-08
1945,3.485606381303796e-08,1.9606536838523425e-08
1946,2.645009899993056e-08,2.645009899993056e-08
1947,3.695470018882929e-08,1.4305045148432782e-08
1948,3.370285384107774e-08,1.4133454406817236e-08
1949,4.319483526415979e-08,1.3743811422273211e-08
1950,4.2541445033350556e-08,1.3825969702452312e-08
1951,2.1322804411028073e-08,1.1727541604500402e-08
1952,2.636200890915319e-08,1.0544804140977249e-08
1953,1.939289007157896e-08,1.939288907237824e-08
1954,3.615838295445428e-08,1.07497895029951e-08
1955,2.3464019172081407e-08,5.631364707880948e-09
1956,2.703553914074064e-08,1.1337483840634377e-08
1957,2.3854601516326568e-08,5.301022731885041e-09
1958,3.391619751713648e-08,1.3235589513271862e-08
1959,2.0151944668533872e-08,1.0851047171911432e-08
1960,3.944875137662507e-08,8.997083078554624e-09
1961,3.890969146880252e-08,1.876002997391879e-08
1962,2.853880404218856e-08,1.2683912586908264e-08
1963,4.590897662026805e-08,9.052474325699222e-09
1964,3.589541419657394e-08,5.475571551727398e-09
1965,3.009623772420866e-08,1.641613067704384e-08
1966,2.99110034518435e-08,1.0524241922382771e-08
1967,3.697751660425297e-08,9.860671390526932e-09
1968,4.491415861451742e-08,7.635406973349745e-09
1969,2.8613074354311152e-08,1.4987801222332564e-08
1970,3.357069244813715e-08,5.978342709767048e-09
1971,4.573173928434926e-08,1.4387513402880359e-08
1972,3.231992540264628e-08,5.643161493651405e-09
1973,3.032262008151321e-08,1.2129047988196362e-08
1974,1.1251143128276908e-08,5.625571564138454e-09
1975,2.1703625119329217e-08,4.569184142155791e-09
1976,2.685357691767365e-08,1.314111219841152e-08
1977,2.291944900534304e-08,8.815172591880582e-09
1978,2.1386128867817433e-08,1.128712323605896e-08
1979,2.6333879854512077e-08,7.022368020415115e-09
1980,2.4446147550705177e-08,6.253665585376211e-09
1981,2.466964299507879e-08,1.2651098835192442e-08
1982,2.9796011880023343e-08,8.690503427999374e-09
1983,4.168108613811228e-08,5.68378455412244e-09
1984,3.0154844510299483e-08,5.799008384599347e-09
1985,4.090579475146683e-08,1.0226449020933615e-08
1986,2.6375735817651957e-08,1.1389522214244607e-08
1987,3.3609493521602474e-08,6.721898593298192e-09
1988,2.458587078368879e-08,8.395175221664886e-09
1989,2.8538234886354985e-08,7.683371272548811e-09
1990,3.5416232224694255e-08,6.538381391862913e-09
1991,2.8721180378443734e-08,8.7921980806982e-09
1992,3.361065981088984e-08,8.264915862810085e-09
1993,2.9357800246376797e-08,1.3294098266669607e-08
1994,3.1122066479483124e-08,9.494868002946077e-09
1995,3.4703684148595926e-08,1.4098372247417501e-08
1996,2.989331715497201e-08,1.014237493990322e-08
1997,2.8769367776959598e-08,1.3425704992187093e-08
1998,3.862184627667631e-08,1.0013071261028017e-08
1999,1.7366764692994252e-08,7.769341614505265e-09
2000,3.666966064130861e-08,1.1045078629479121e-08
2001,2.803975468479436e-08,1.1829271784336015e-08
2002,3.724038299957044e-08,4.81934359086722e-09
2003,3.1251921939201566e-08,8.333845613606172e-09
2004,2.8190663137195315e-08,1.0131019578807354e-08
2005,3.1075872986008335e-08,9.908249332113428e-09
2006,3.211954258119931e-08,7.412201963319376e-09
2007,3.355362757084812e-08,1.677681460421354e-08
2008,5.279225073762106e-08,1.4475294740634581e-08
2009,3.814553828362932e-08,2.0026408975581944e-08
2010,5.6213137700211746e-08,1.795041271179798e-08
2011,6.041875844076117e-08,1.606068167347985e-08
2012,7.046803407462221e-08,2.382976838077866e-08
2013,8.646287374958206e-08,2.900689999307815e-08
2014,8.964943021272376e-08,3.1182409543362155e-08
2015,9.043627580140878e-08,3.036708307035951e-08
2016,1.1226662888219607e-07,3.127723502416302e-08
2017,9.282606150406991e-08,2.8929530770938072e-08
2018,1.1435897384615146e-07,3.4591653985671655e-08
2019,1.0408029993413948e-07,3.290774230890747e-08
