year,ces_DET arts_NOUN,ces_DET bars_NOUN
1964,2.4822590205531014e-07,1.2167936658258327e-08
1965,2.8290465436953127e-07,2.5718604135249734e-08
1966,2.791693649584204e-07,1.8278947022665193e-08
1967,3.579423744071164e-07,2.6130777708299746e-08
1968,3.633555429871649e-07,2.066051235649624e-08
1969,2.402589815986289e-07,2.1800438232411068e-08
1970,3.0673494588739914e-07,1.839489949251316e-08
1971,2.9699936909821645e-07,1.9012070251456237e-08
1972,3.093478415649997e-07,1.1799338173190677e-08
1973,2.3155455775025757e-07,1.7090930948260308e-08
1974,1.7720551515054694e-07,2.025205780853412e-08
1975,1.6677522562957847e-07,1.4278700444236847e-08
1976,2.2339889849121164e-07,1.2569759344494003e-08
1977,1.7571578236896812e-07,1.8218023090099678e-08
1978,2.0316822535448864e-07,1.3663360332039076e-08
1979,2.2003420152572062e-07,1.697072249395859e-08
1980,2.1546720807563702e-07,2.160357237546151e-08
1981,2.024175866921496e-07,2.593475223466868e-08
1982,2.2160783830216246e-07,2.5450760166023656e-08
1983,2.1661534077566102e-07,1.64198213914446e-08
1984,2.2326182236298564e-07,2.5515637880335618e-08
1985,2.1174764697207138e-07,2.5265343595037848e-08
1986,2.014147084672402e-07,2.8773530280634674e-08
1987,2.0593453164963194e-07,2.5665430003485312e-08
1988,1.9368868997560185e-07,2.6384837314985532e-08
1989,2.3489162526146856e-07,2.250130037850795e-08
1990,2.6916334450177715e-07,3.541622972669245e-08
1991,1.998759568966335e-07,2.3445860641846394e-08
1992,2.496004709584554e-07,3.471264764520754e-08
1993,2.559113800870705e-07,3.157348338334032e-08
1994,2.500315154918553e-07,2.3209677513236215e-08
1995,2.559396801160574e-07,1.6267353131205198e-08
1996,2.396803377990864e-07,3.576521723225312e-08
1997,2.0953689094938e-07,3.835915762806508e-08
1998,2.6367755667777715e-07,4.005228548820128e-08
1999,2.623295518588975e-07,2.1479944767310855e-08
2000,2.672908929746143e-07,2.9159008096968364e-08
2001,2.3483295574777685e-07,3.986902852304297e-08
2002,2.3264286586055505e-07,4.5564705342115985e-08
2003,2.7751707420975436e-07,3.9169074206313326e-08
2004,3.105377901491124e-07,3.6119288365776825e-08
2005,3.2742259081786074e-07,4.1884871126995904e-08
2006,2.7795757162607515e-07,3.8296377180557784e-08
2007,2.844069437735186e-07,5.232768129914689e-08
2008,2.3969385676281263e-07,4.512885976026837e-08
2009,2.4031689527248545e-07,6.341696190403923e-08
2010,2.1209830691759635e-07,6.04645524759917e-08
2011,1.9808174189783756e-07,9.062813655091873e-08
2012,1.6068072727914995e-07,1.0723396126621765e-07
2013,1.6260598767470213e-07,7.781659094874271e-08
2014,1.823304780490531e-07,1.0047665810475337e-07
2015,1.9483697466515792e-07,8.245660287897749e-08
2016,2.1169095476558653e-07,8.803194884166032e-08
2017,1.2779305669230467e-07,8.351829494657181e-08
2018,1.7915378203170462e-07,9.551427054832473e-08
2019,1.5765104333098634e-07,9.158046143653564e-08
