year,ces_DET arts_NOUN,ces_DET bars_NOUN
1800,1.8613453391935764e-06,0.0
1801,1.0715321216991924e-06,0.0
1802,1.8036990923064877e-06,0.0
1803,1.5290658978983629e-06,0.0
1804,1.7846763444850922e-06,0.0
1805,1.239494731741786e-06,0.0
1806,1.455242912840049e-06,0.0
1807,1.79642871245278e-06,0.0
1808,1.4253605664649172e-06,0.0
1809,1.19954516009102e-06,0.0
1810,1.2683486758646723e-06,2.3401267590372754e-09
1811,1.1432269886313406e-06,0.0
1812,1.2509206577249188e-06,0.0
1813,9.489947192520276e-07,0.0
1814,1.0352568011740004e-06,0.0
1815,1.057311649788062e-06,0.0
1816,8.204317882842815e-07,0.0
1817,1.3217855674430012e-06,0.0
1818,1.2493393768409078e-06,1.1921177378582115e-09
1819,1.2711089310002421e-06,0.0
1820,1.121382496194201e-06,0.0
1821,1.0315116751868914e-06,0.0
1822,1.150940676097889e-06,0.0
1823,1.1701101758632149e-06,9.882686891060644e-10
1824,8.867431589010266e-07,0.0
1825,1.0689807763419878e-06,0.0
1826,1.0366997047484006e-06,1.145037931138404e-08
1827,9.49379131753858e-07,0.0
1828,8.016591381831972e-07,0.0
1829,9.224737400614913e-07,0.0
1830,9.560141460696059e-07,0.0
1831,5.924658061928767e-07,0.0
1832,9.227439328185483e-07,0.0
1833,7.274518623034965e-07,1.1583628500844156e-09
1834,8.130376194515065e-07,1.8669061851994684e-09
1835,5.952150203825113e-07,0.0
1836,6.828282295145982e-07,6.720750067579218e-10
1837,7.076175028153386e-07,0.0
1838,6.514151209557895e-07,0.0
1839,5.900805231107142e-07,0.0
1840,6.095791853510946e-07,6.369688665408546e-10
1841,5.951848325302933e-07,6.420548537278137e-10
1842,4.467704446398102e-07,7.379091560011375e-09
1843,6.73978572729439e-07,1.1813822142769936e-09
1844,5.565400993390313e-07,3.841992946007622e-09
1845,7.07014885081847e-07,5.580227946389016e-10
1846,6.000863805866175e-07,0.0
1847,6.293891754438619e-07,0.0
1848,5.165032396781122e-07,0.0
1849,3.242833592764782e-07,8.379414939696517e-10
1850,4.344957575952435e-07,6.788996032014438e-10
1851,3.9470566459698375e-07,0.0
1852,7.089983879993156e-07,0.0
1853,4.5147804250689205e-07,6.569124799682413e-09
1854,5.107338427734476e-07,6.234797567117312e-09
1855,4.0491930874964055e-07,1.0613874223963649e-09
1856,5.146126251798222e-07,1.0354378465748937e-09
1857,4.246912914673828e-07,9.763018171682347e-10
1858,4.0862194339297275e-07,0.0
1859,4.6593385127913223e-07,0.0
1860,3.290995254923157e-07,4.577183909670879e-10
1861,4.381130196406957e-07,4.715963730639317e-10
1862,3.876432206617597e-07,1.3553959066214816e-09
1863,6.258259830360657e-07,4.994620828036034e-10
1864,4.5166336803958984e-07,0.0
1865,4.664482635696743e-07,0.0
1866,4.7147790382950916e-07,0.0
1867,4.590759523637189e-07,4.85281148598915e-10
1868,3.1318800441937356e-07,0.0
1869,5.025141289749513e-07,0.0
1870,3.348684387560752e-07,0.0
1871,2.432249637251971e-07,0.0
1872,3.815871147949679e-07,0.0
1873,2.615884079903985e-07,0.0
1874,2.8080661990115274e-07,0.0
1875,5.280969359588994e-07,0.0
1876,4.0387378996697976e-07,6.04601479992084e-10
1877,4.434513168893872e-07,1.8554447978047506e-09
1878,4.5172382234781594e-07,6.039088673581716e-10
1879,3.384566169550851e-07,6.10932526790009e-10
1880,3.587576093977418e-07,0.0
1881,3.555978729252729e-07,0.0
1882,3.354314088710453e-07,3.3276925659464496e-09
1883,3.1975855208088433e-07,3.791603475633565e-09
1884,2.581263576217907e-07,6.601696966868076e-10
1885,2.855416685321188e-07,3.2228177904158883e-09
1886,3.2977200170591914e-07,0.0
1887,2.4026443079527837e-07,0.0
1888,2.2382369735396423e-07,2.53624587998047e-09
1889,3.7152261755935e-07,6.265136742733546e-10
1890,3.0019089347632644e-07,8.520702365899524e-09
1891,2.2437254487694958e-07,3.824531802365527e-09
1892,2.551284508101048e-07,5.014809900671935e-09
1893,3.3871291238440904e-07,4.926733243593162e-09
1894,2.63404354328145e-07,7.561847148451761e-09
1895,2.4616133353916325e-07,1.504653623918273e-08
1896,2.2054888937361738e-07,1.179405795248556e-09
1897,2.0276963352827693e-07,2.330685422435863e-09
1898,2.059641142082569e-07,1.13167097914868e-09
1899,2.2552519851615216e-07,4.9748205555033564e-09
1900,2.465750269520228e-07,2.595526460424935e-09
1901,2.2690280454540357e-07,1.2295225337854987e-08
1902,1.6989581635984408e-07,1.0311596021495006e-08
1903,2.1600880706351688e-07,5.400220270956879e-09
1904,2.2788410092289269e-07,8.061937784020756e-09
1905,1.630799868479471e-07,7.2250627702885595e-09
1906,1.9805110484938382e-07,5.658602919567102e-09
1907,2.20627978109178e-07,5.65712765521198e-09
1908,2.19539086909748e-07,3.437972351250096e-09
1909,2.409430854832806e-07,1.6502950672681038e-09
1910,2.6132895758479435e-07,1.175713115753041e-08
1911,2.4792943786877686e-07,7.980561322895596e-09
1912,2.0993967764226795e-07,3.125652625612929e-09
1913,2.6249797757671445e-07,4.7726907426159926e-09
1914,2.2367123442279535e-07,1.1384464315700171e-08
1915,8.246533300670933e-08,2.3561523843085297e-09
1916,1.7030566645814815e-07,6.592477230782379e-09
1917,1.250172338984612e-07,6.57985488317081e-09
1918,1.1716103553993662e-07,1.033773866510046e-08
1919,1.813946073903061e-07,6.445493971884986e-09
1920,2.4079696370193915e-07,7.572231730534895e-09
1921,2.0749328522029487e-07,6.058197998815018e-09
1922,2.4642305085365024e-07,1.4018077088007175e-08
1923,2.5265956660192046e-07,1.1677542488541803e-08
1924,2.642782939155097e-07,3.0939897754933554e-08
1925,2.3426119355463015e-07,1.5397449537601915e-08
1926,2.953726636611975e-07,1.7833821197577038e-08
1927,2.1406511518939908e-07,2.1183527820767267e-08
1928,2.365190527875427e-07,2.0566874425753667e-08
1929,2.0498347463870914e-07,3.564930128874266e-08
1930,3.4031675077983436e-07,2.2057568216382606e-08
1931,2.0529642696942574e-07,9.124285327288817e-09
1932,2.3015026151540496e-07,1.643930525041526e-08
1933,2.053248508993022e-07,1.605892663292252e-08
1934,2.7198187702026644e-07,1.1981580172459871e-08
1935,2.7168005711786236e-07,1.795242710045386e-08
1936,1.939954277219158e-07,9.699771652549316e-09
1937,2.392312515864248e-07,1.8886676889096066e-08
1938,2.1911212755298948e-07,1.2965214679638848e-08
1939,2.0341087658692913e-07,1.3764645423464117e-08
1940,2.713287707845069e-07,7.607348750937604e-09
1941,2.8039274768687505e-07,1.1806010391524069e-08
1942,1.941895497736823e-07,1.8205270180260413e-08
1943,1.1903264218737775e-07,1.4516175816936538e-08
1944,1.8636479914846404e-07,1.2852744646352221e-08
1945,1.568522947081874e-07,1.9606536838523425e-08
1946,2.672852046359253e-07,1.2528993842408909e-08
1947,2.5629872157928446e-07,2.622591566137089e-08
1948,2.9788973376909667e-07,1.4133454406817236e-08
1949,2.1302908503884055e-07,1.8652315247891238e-08
1950,2.775829415213593e-07,1.2762433776458693e-08
1951,3.155774925822641e-07,3.8381047118285494e-08
1952,1.8137063473311343e-07,2.1089608281954497e-08
1953,1.788455358253671e-07,6.464296653518886e-09
1954,2.374726204568134e-07,2.8340355395783945e-08
1955,2.1399185579085156e-07,1.5016972554349195e-08
1956,2.2064487659179122e-07,2.7907653965542067e-08
1957,2.880222220724704e-07,1.7670075902476157e-08
1958,2.0432441483198005e-07,2.3989506381383308e-08
1959,2.394981017950215e-07,1.6276570535822543e-08
1960,1.8063374485066674e-07,1.522583353841256e-08
1961,2.2720480996607506e-07,1.1117054998788234e-08
1962,2.1879749567688123e-07,1.4586499397228891e-08
1963,2.5928873981229117e-07,3.0390449712314194e-08
