year,des_DET os_NOUN,des_DET boss_NOUN
1800,3.93649384022865e-06,0.0
1801,3.559867906233194e-06,0.0
1802,2.31840249398374e-06,0.0
1803,3.7368498482237555e-06,0.0
1804,2.481738448523174e-06,0.0
1805,4.201773322165536e-06,0.0
1806,3.279339523487579e-06,0.0
1807,3.21705925898641e-06,0.0
1808,1.7969966705777551e-06,0.0
1809,2.5323731023263463e-06,0.0
1810,1.6006467333795626e-06,0.0
1811,1.6747272439943117e-06,0.0
1812,5.0810316949423395e-06,0.0
1813,2.464510671984499e-06,0.0
1814,2.1303004942296866e-06,0.0
1815,2.4409872310116043e-06,0.0
1816,2.9479920300445883e-06,4.6352077731626196e-09
1817,2.234113367194368e-06,0.0
1818,3.6574172099790303e-06,0.0
1819,2.151983224507603e-06,0.0
1820,2.0315414701599366e-06,0.0
1821,2.2839206188507433e-06,0.0
1822,2.9535464136642986e-06,0.0
1823,2.7454104127855317e-06,0.0
1824,2.128015211155798e-06,0.0
1825,3.5406687572958617e-06,0.0
1826,1.8065175808601452e-06,0.0
1827,2.3771347024137413e-06,0.0
1828,2.5719133844859243e-06,0.0
1829,2.8891602710245934e-06,0.0
1830,2.6812231226358563e-06,0.0
1831,2.5928175411138454e-06,0.0
1832,2.4462185308493645e-06,1.2176972319366541e-08
1833,3.178547729021375e-06,0.0
1834,3.236281926888296e-06,0.0
1835,3.4404486939365597e-06,0.0
1836,2.440304299966556e-06,0.0
1837,3.0259868211146568e-06,0.0
1838,2.0224166021876044e-06,0.0
1839,2.4903635136297453e-06,0.0
1840,1.8784211501809978e-06,0.0
1841,2.3691823614058194e-06,0.0
1842,1.6529165023371206e-06,0.0
1843,2.049107418855556e-06,0.0
1844,1.7129799338988505e-06,0.0
1845,2.0373412326080143e-06,0.0
1846,1.6439440280180406e-06,0.0
1847,1.374732754300112e-06,5.393223645455691e-10
1848,1.7216774281791913e-06,0.0
1849,1.7345388663159156e-06,0.0
1850,1.6307168309026565e-06,0.0
1851,2.0238339200062683e-06,0.0
1852,1.6523764863052293e-06,0.0
1853,2.192296204128752e-06,5.971931837933653e-10
1854,1.6636517656820615e-06,0.0
1855,2.0134520255510324e-06,0.0
1856,1.4154435064028803e-06,0.0
1857,1.6938836999713658e-06,4.881509085841174e-10
1858,1.4994223072051227e-06,0.0
1859,1.6503733490935701e-06,0.0
1860,1.9919903806453476e-06,0.0
1861,1.7614124008247245e-06,0.0
1862,1.589427558457146e-06,0.0
1863,1.7685952578005981e-06,4.994620828036034e-10
1864,2.6088115347988605e-06,0.0
1865,2.1303176929166057e-06,0.0
1866,2.041611121939013e-06,0.0
1867,2.9383772819358e-06,0.0
1868,2.442767708998872e-06,0.0
1869,2.029102212475209e-06,0.0
1870,2.690415598749496e-06,5.734048791339319e-10
1871,2.4131315186082247e-06,0.0
1872,2.296174749005786e-06,0.0
1873,2.4189444083333456e-06,0.0
1874,2.4687085264929465e-06,0.0
1875,1.91728370424471e-06,0.0
1876,1.9407707334551105e-06,0.0
1877,1.940795218757785e-06,0.0
1878,1.96753505932179e-06,0.0
1879,1.9916400972874726e-06,0.0
1880,1.531298092771749e-06,0.0
1881,1.805182193947985e-06,0.0
1882,1.7317311602482732e-06,0.0
1883,1.7504568532444864e-06,0.0
1884,1.6774912303674228e-06,0.0
1885,2.178624825432962e-06,0.0
1886,1.499784996639164e-06,0.0
1887,1.2672642952793467e-06,6.528924623161458e-10
1888,1.3416740998195564e-06,0.0
1889,1.6364537387403288e-06,0.0
1890,1.262374800248267e-06,0.0
1891,1.2340490496143275e-06,0.0
1892,1.2875524717514963e-06,0.0
1893,1.5519209473069395e-06,0.0
1894,1.2628285190885435e-06,6.301539290376468e-10
1895,1.2127508295378675e-06,6.018614495673091e-10
1896,1.1929689396339427e-06,0.0
1897,1.3174199295917788e-06,5.826713556089658e-10
1898,1.191649563025976e-06,0.0
1899,1.2829509064005151e-06,0.0
1900,1.2193783653913215e-06,0.0
1901,1.1227776521849364e-06,0.0
1902,1.000715890597803e-06,4.910283846193408e-10
1903,1.209109308675238e-06,3.7801539676252105e-09
1904,1.0233286111827056e-06,1.5048950530172078e-08
1905,1.1136917565934823e-06,5.676835002077496e-09
1906,1.1497252074832431e-06,0.0
1907,1.0820542897249652e-06,0.0
1908,1.161052409770491e-06,4.911389073214423e-10
1909,9.813754520138218e-07,0.0
1910,1.0624171142836758e-06,0.0
1911,1.0747155982926415e-06,0.0
1912,1.0924156601532786e-06,2.6047106693738442e-09
1913,9.789318617947629e-07,0.0
1914,1.0848725011669558e-06,0.0
1915,1.3630341637593801e-06,0.0
1916,7.987885179971954e-07,0.0
1917,9.288561457765354e-07,1.0966424435210342e-09
1918,8.810050680096992e-07,0.0
1919,8.351518463456387e-07,0.0
1920,8.435466405387615e-07,7.572231730534895e-10
1921,1.0238354395397664e-06,0.0
1922,8.580538768399038e-07,7.377935484775833e-10
