year,aux_ADP ans_NOUN,aux_ADP bancs_NOUN
1942,4.247896434605991e-08,1.850869189023996e-07
1943,5.8064704155924574e-08,2.1193616817072325e-07
1944,2.5705489292704442e-08,2.923999531390109e-07
1945,2.3963544037997053e-08,1.6120929435814446e-07
1946,3.3410650246423756e-08,1.5870058867051284e-07
1947,4.649139739854036e-08,1.7523679751718646e-07
1948,4.348755133776194e-08,1.663398780937797e-07
1949,2.748762406579175e-08,1.3056621195328688e-07
1950,3.403315673722318e-08,1.669751696908861e-07
1951,4.904244754744269e-08,1.151431376911205e-07
1952,2.8470970470095835e-08,1.8137062551826233e-07
1953,2.908933460776808e-08,1.6268479297032457e-07
1954,4.299915934424803e-08,1.397472730868543e-07
1955,5.255940260795455e-08,1.558010902513729e-07
1956,6.453644840753725e-08,1.3692192846193052e-07
1957,3.622365363220581e-08,1.378265899742992e-07
1958,3.474342219478288e-08,1.7537156582481117e-07
1959,1.7826720544178443e-08,1.5346480619626846e-07
1960,2.629916601160076e-08,1.6679207903713689e-07
1961,1.59807664878997e-08,1.507750598817026e-07
1962,2.2831043222648617e-08,1.1098424013145092e-07
1963,2.4571002898987615e-08,1.5259884955654002e-07
1964,1.5818317711246976e-08,1.2654654502064488e-07
1965,3.17378508474242e-08,1.3789549380138766e-07
1966,1.883285383197375e-08,1.2019792028361564e-07
1967,2.9582014060558492e-08,1.153698515610202e-07
1968,3.099077011681217e-08,1.1453110626558072e-07
1969,1.544197603120523e-08,1.1672317823396838e-07
1970,2.2993624615441632e-08,1.4302034612168057e-07
1971,3.185806496386334e-08,1.413059305122033e-07
1972,2.359867534718063e-08,1.2107146840634186e-07
1973,2.095017431757995e-08,9.482710244812509e-08
1974,2.1939729255571194e-08,1.1194887422627531e-07
1975,1.2565256390928425e-08,9.309712734051345e-08
1976,2.4568165224447824e-08,1.0969971769858589e-07
1977,1.7042667277422652e-08,8.403798373857185e-08
1978,2.435642376674707e-08,9.920787757966565e-08
1979,1.6385525603013207e-08,1.053355235258735e-07
1980,1.4781391888263329e-08,1.648693744860097e-07
1981,1.7078983727270014e-08,8.476236501575585e-08
1982,3.6003513170790313e-08,9.125028066492291e-08
1983,1.7051353551345017e-08,9.536126921450006e-08
1984,1.565732282715615e-08,1.0496205327115149e-07
1985,1.7445117905801055e-08,9.685048285579256e-08
1986,2.577628777089558e-08,9.471287065743184e-08
1987,1.527704190928958e-08,9.777307008462799e-08
1988,1.499138480021145e-08,8.575071963612402e-08
1989,2.1952489270837816e-08,8.341945667567074e-08
1990,2.1794604121438965e-08,8.281949437360936e-08
1991,1.817054207098323e-08,5.920079920729293e-08
1992,1.8733810502880033e-08,8.209816626525424e-08
1993,1.6617622111692043e-08,7.090185549785133e-08
1994,1.6352272202979634e-08,6.962903137397447e-08
1995,1.897857726529395e-08,6.886512282644475e-08
1996,2.3487605638194964e-08,6.672615171510188e-08
1997,1.3905193996244236e-08,7.863627105031412e-08
1998,1.6211639364271946e-08,9.250170562857818e-08
1999,2.7421206777455964e-08,5.667049532420698e-08
2000,1.546311012567969e-08,6.494506177290305e-08
2001,1.664860438399529e-08,7.097563334279577e-08
2002,1.6210519815373914e-08,8.850067184651422e-08
2003,1.7501076365888935e-08,6.042038114273396e-08
2004,2.6869226871228946e-08,6.210755576496751e-08
2005,1.1709748948263154e-08,6.12509960529195e-08
2006,1.564798118858235e-08,7.741632923607966e-08
2007,9.986198562517146e-09,6.590891246660568e-08
2008,1.3623806749407663e-08,7.407945287751794e-08
2009,1.5735035052699686e-08,7.19997079734469e-08
2010,8.502827775203059e-09,6.896738047323936e-08
2011,1.3766299045148145e-08,7.571464319400256e-08
2012,9.872332590310506e-09,1.0382970555555815e-07
2013,1.0319762655530695e-08,9.064656292245843e-08
2014,6.063246668630562e-09,9.311414261858886e-08
2015,8.644643945121544e-09,1.0174081099822985e-07
2016,1.3256576725240166e-08,1.0253133259086056e-07
2017,1.8615523900145092e-08,6.86761900126065e-08
2018,3.872200171617379e-09,9.370724374235806e-08
2019,4.5917777913295765e-09,9.668243750038386e-08
