year,longs_ADJ ans_NOUN,longs_ADJ bancs_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,2.3811825844433088e-09
1802,1.3427040812530322e-08,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,5.19088700912107e-08
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,1.4234775136401367e-08
1808,0.0,5.211970233176544e-08
1809,0.0,2.25903047379461e-08
1810,0.0,1.1700633351097167e-08
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,1.0668832928217853e-08
1813,0.0,2.8757416004054903e-08
1814,1.2586708564299443e-08,0.0
1815,0.0,2.4275012222574333e-08
1816,0.0,2.3176038865813098e-08
1817,0.0,3.113746815941454e-09
1818,0.0,3.457141417584353e-08
1819,5.175524897538253e-09,1.0351049795076506e-08
1820,3.322614716694261e-08,2.4919611263385377e-08
1821,0.0,9.861488514673056e-09
1822,0.0,8.02049271442229e-09
1823,0.0,9.882686669016039e-09
1824,1.2631669044083083e-08,1.0105335235266466e-08
1825,7.924898959288385e-09,1.6730341556581152e-08
1826,1.76159691278599e-08,2.906634755106552e-08
1827,2.1199728195142598e-08,1.3825909306319772e-08
1828,0.0,1.1923991571904935e-08
1829,8.57317605795771e-10,3.429270423183084e-09
1830,0.0,1.878630406793036e-08
1831,0.0,9.354723218280014e-09
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,0.0,3.359252431778259e-08
1834,3.733812370398937e-09,1.6802156110884425e-08
1835,1.5126175867408165e-09,3.7059130875150004e-08
1836,5.376600054063374e-09,5.981467410265395e-08
1837,9.810626266926192e-08,1.87863058442872e-08
1838,4.418513555037862e-09,1.5780404538645598e-08
1839,0.0,1.3283802502428443e-08
1840,2.5478754661634184e-09,2.4841785517537573e-08
1841,0.0,1.6051371787284552e-08
1842,3.3541325272778977e-09,9.391571076378114e-09
1843,5.31621990873532e-09,8.269675610961258e-09
1844,0.0,1.756339607084101e-08
1845,0.0,3.348136878855712e-09
1846,5.269050973311096e-09,2.3418005312692003e-09
1847,0.0,1.1865092020002521e-08
1848,0.0,2.815827571112095e-08
1849,8.379414939696517e-10,5.02764896381791e-09
1850,8.82569484161877e-09,2.851378333446064e-08
1851,5.8044946626978344e-09,3.0957306051959677e-08
1852,0.0,9.114764054629632e-09
1853,1.1943863675867306e-09,1.970737528722566e-08
1854,3.63696517347023e-09,4.676098175337984e-09
1855,1.5920811335945473e-09,5.837630823180007e-09
1856,5.694908100650764e-09,7.765783571755946e-09
1857,8.78671624349181e-09,2.2943092758964667e-08
1858,4.893676019968041e-10,2.1532175153993194e-08
1859,6.110608019582742e-09,2.3933214521321133e-08
1860,5.950338888283113e-09,1.6477862629926676e-08
1861,6.13075279431996e-09,1.0846716413936974e-08
1862,5.873382225018986e-09,1.3102160245637151e-08
1863,5.4441368746438457e-08,8.490855130105501e-09
1864,7.719511785353461e-08,1.2945765348604255e-08
1865,2.0710114512212385e-08,6.589582213223366e-09
1866,9.731225603104576e-09,1.751620715140234e-08
1867,3.396968040192405e-09,7.279217228983725e-09
1868,1.975949626142892e-09,2.1735445443482604e-08
1869,2.441759683335931e-09,2.2952539424636598e-08
1870,5.734048791339319e-10,2.3509599600401998e-08
1871,3.18635318130589e-09,5.3105884134652115e-09
1872,3.628403577593531e-09,1.2094679036067646e-08
1873,3.591602570907071e-09,6.584604861359367e-09
1874,0.0,1.8521287614703397e-08
1875,3.432916173551348e-09,4.176714796244596e-08
1876,4.232210137899983e-09,1.934724735974669e-08
1877,1.2369631985365004e-09,7.421779191219002e-09
1878,3.6234530931267273e-09,2.1740719446938783e-08
1879,6.109325489944695e-09,6.109325489944695e-09
1880,1.1552122813895949e-08,3.0805662021293756e-08
1881,6.9725074602899895e-09,1.2550513517339823e-08
1882,1.9966155395678697e-09,2.4624924321869912e-08
1883,3.791603475633565e-09,2.464542170343975e-08
1884,2.6406787867472303e-09,2.5746619058963915e-08
1885,4.511945039809007e-09,1.740321664556177e-08
1886,5.808117542471791e-09,1.613365974151293e-08
1887,4.570247291724172e-09,2.2198344495905076e-08
1888,6.340614699951175e-09,1.2047167707862627e-08
1889,1.8795409673089125e-09,1.628935564212952e-08
1890,1.9663159989136147e-09,2.2940351840361473e-08
1891,5.736798147637501e-09,2.2947192590550003e-08
1892,3.1342561879199593e-09,2.3193495124473884e-08
1893,1.2316833108982905e-09,1.3548516086814288e-08
1894,6.301539290376468e-09,9.452309157609307e-09
1895,5.416753268150387e-09,1.3842813118003505e-08
1896,4.717623180994224e-09,1.2383760683576384e-08
1897,2.330685422435863e-09,1.3984112534615178e-08
1898,2.8291773368493978e-09,2.8291773368493978e-09
1899,1.6582735185011188e-09,1.492446166651007e-08
1900,4.15284251431558e-09,1.0901211489056095e-08
1901,3.912117296778206e-09,8.941982265753268e-09
1902,4.910283735171106e-09,1.2275709337927765e-08
1903,7.020286574288548e-09,3.456140973412403e-08
1904,5.374625189347171e-09,2.6873125946735854e-08
1905,2.0643036169332163e-09,1.7030505006232488e-08
1906,1.5432553013283723e-09,1.18316245689698e-08
1907,9.771402353919711e-09,1.2342823652033985e-08
1908,1.3260750719723546e-08,1.964555629285769e-08
1909,9.351672325408344e-09,2.1453836041018803e-08
1910,4.275320542035388e-09,5.878565634276356e-09
1911,3.7242617878519013e-09,2.606983251496331e-08
1912,3.646594803896619e-09,1.6670147928721235e-08
1913,6.363587878865928e-09,2.1742257771961704e-08
1914,6.696743715117748e-10,1.4732836284281348e-08
1915,8.246533234057551e-09,1.767114277129167e-08
1916,0.0,1.4283700444650549e-08
1917,1.6449636319748606e-08,7.676496771580332e-09
1918,5.743188147278033e-09,5.743188147278033e-09
1919,5.524709134618888e-09,1.1049418269237776e-08
1920,1.0601124422748853e-08,2.7260034229925623e-08
1921,3.7863738810983705e-09,2.2718242842501013e-09
1922,5.164555005876537e-09,1.2542490601674672e-08
1923,1.5923921736771263e-08,1.8047112249064412e-08
1924,1.675911143195208e-08,1.1602462102189293e-08
1925,1.4297631523163545e-08,3.299453510408057e-08
1926,1.2260752413340015e-08,1.5604593173179637e-08
1927,8.919379901328739e-09,1.1149224654616319e-08
1928,5.713020723163709e-09,2.2852082892654835e-08
1929,8.912325100141061e-09,6.684243825105796e-09
1930,9.453243521306831e-09,1.575540586884472e-08
1931,0.0,1.596749932275543e-08
1932,3.287861094491973e-09,4.383814644626227e-09
1933,6.882397318719313e-09,2.2941325283909464e-08
1934,4.7926320689839486e-09,2.2765002327673756e-08
1935,9.574627313213568e-09,1.555876849579363e-08
1936,3.6374142808881516e-08,2.66743711563322e-08
1937,2.2664012888640173e-08,8.813782592653752e-09
1938,1.2965214679638848e-08,2.5930429359277696e-08
1939,1.070583532936098e-08,1.3764645423464117e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,2.322588166236983e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.5249527862692958e-08,2.178504132643866e-08
1946,1.6705325123211878e-08,1.8097434661967782e-08
1947,3.5762612871081956e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,4.348755133776194e-09
1949,8.835307596655184e-09,4.908504269707237e-09
1950,1.3825969702452312e-08,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.5992101864981123e-08
1952,5.272402070488624e-09,1.2653764258629963e-08
1953,1.0773827385790469e-09,7.54167928107563e-09
1954,3.9090144454689835e-09,1.9545073115523337e-08
1955,6.569925492527773e-09,1.5016972554349195e-08
1956,6.104799332717903e-09,1.5698054411927842e-08
1957,5.301022731885041e-09,1.4136060322300636e-08
1958,4.9633461784992505e-09,1.2408365002158916e-08
1959,5.425523585955716e-09,1.1626121398933265e-08
1960,4.152500121534786e-09,2.2146666722733244e-08
1961,6.948159270159238e-10,9.03260666262895e-09
1962,5.0735651235811474e-09,1.3952304200870458e-08
1963,5.819448034571906e-09,8.405868889838075e-09
1964,4.867174663303331e-09,1.4601523545820783e-08
1965,2.188817349590977e-09,1.5321720781003023e-08
1966,3.3234448526542337e-09,1.3293779410616935e-08
1967,6.902469706915326e-09,9.367637332502454e-09
1968,1.122853987567396e-08,1.661823922916028e-08
1969,8.175163657142548e-09,1.1354394757745467e-08
1970,4.1388523719376735e-09,1.241655755990223e-08
1971,4.984245549621846e-08,1.2332153964678128e-08
1972,3.5911027485013847e-09,1.9494558856081312e-08
1973,2.7566018356850464e-09,1.4334330167287135e-08
1974,2.2502286700643026e-09,5.625571564138454e-09
1975,2.2845920710778955e-09,9.138368284311582e-09
1976,0.0,9.141642998145016e-09
1977,2.938390863960194e-09,9.990529292736028e-09
1978,4.752473081737207e-09,7.128709622605811e-09
1979,4.096381456264453e-09,1.1118749476679568e-08
1980,7.390696055153967e-09,1.5349906234973787e-08
1981,5.69299452024552e-09,1.707898356073656e-08
1982,2.483000915987077e-09,2.5450759721934446e-08
1983,2.5261264191556165e-09,1.1999100379966876e-08
1984,1.1598016991243298e-09,1.681712546997005e-08
1985,1.8046674155058895e-09,1.4437339324047116e-08
1986,2.3977941854269602e-09,1.2588419195935785e-08
1987,3.6664902225425067e-09,1.099947066762752e-08
1988,4.197587610832443e-09,1.679035044332977e-08
1989,2.1952488715726304e-09,1.3720305780395847e-08
1990,1.6345953479657283e-09,2.0160008773473237e-08
1991,6.4476117778156095e-09,1.75843961613964e-08
1992,8.815910668147353e-09,8.815910668147353e-09
1993,2.2156829704300662e-09,1.0524494165053966e-08
1994,3.6924485691258724e-09,2.3737170451454404e-08
1995,2.1689803286761844e-09,1.1929391696696712e-08
1996,3.736664311304594e-09,1.7081895009596337e-08
1997,4.794894259418925e-09,1.4864173003559245e-08
1998,1.43043876743576e-09,1.144351013948608e-08
1999,1.3710603763428253e-09,1.690974471557638e-08
