year,longs_ADJ ans_NOUN,longs_ADJ bancs_NOUN
2000,2.2090156370779823e-09,1.502130686503733e-08
2001,1.7524847129024579e-09,1.8839211080035057e-08
2002,1.3143663935011318e-09,1.1391176002462089e-08
2003,8.333845835650777e-10,1.5000923170305214e-08
2004,3.523833003171717e-09,1.6297727611913615e-08
2005,4.053374524914943e-09,2.0717248361279417e-08
2006,2.8825228870488218e-09,1.8118715416903797e-08
2007,1.1983438685803094e-09,1.5977917655618512e-08
2008,1.7029758714315335e-09,1.830699147831183e-08
2009,1.430457752249481e-09,2.336414262060771e-08
2010,4.723793023408973e-10,3.3538931631937885e-08
2011,0.0,3.823971894689748e-08
2012,1.7021263287730903e-09,4.629783845189195e-08
2013,8.367375126105969e-10,5.215663989588393e-08
2014,2.815078836704288e-09,4.417508137066761e-08
2015,1.994917786518613e-09,4.233659112173882e-08
2016,2.278474076078396e-09,4.4119541797726924e-08
2017,2.515611330355938e-10,4.17591472512413e-08
2018,2.581466596041082e-09,4.104532180804199e-08
2019,1.2754939326953263e-09,3.9540310581287486e-08
