year,quelques_DET arts_NOUN,quelques_DET bars_NOUN
1868,1.9265508632848594e-08,0.0
1869,3.125452263663675e-08,0.0
1870,3.325748254567884e-08,0.0
1871,3.080141297573391e-08,0.0
1872,2.1770421909650395e-08,0.0
1873,4.3099231017418305e-08,0.0
1874,4.480956716790274e-08,0.0
1875,3.089624556196213e-08,1.1443054281912168e-09
1876,3.929909553335165e-08,0.0
1877,2.5976227391311113e-08,0.0
1878,4.589707458535486e-08,0.0
1879,2.8713828426063515e-08,0.0
1880,1.7328185109022343e-08,0.0
1881,2.719277958362909e-08,0.0
1882,1.3976308776975088e-08,0.0
1883,4.4235374030421326e-08,0.0
1884,4.555170995956814e-08,2.6406787867472303e-09
1885,3.931837810888794e-08,6.445635691854079e-10
1886,2.0005737511041843e-08,6.453463874400711e-10
1887,2.6768590899450828e-08,1.3057849246322917e-09
1888,2.282621380800265e-08,6.340614699951175e-10
1889,2.7566601445982997e-08,0.0
1890,1.5075089287996946e-08,0.0
1891,1.3385862196457765e-08,0.0
1892,3.19694137829174e-08,0.0
1893,2.2786141196107224e-08,6.158416554491453e-10
1894,1.3863386882917439e-08,5.041231432301174e-09
1895,9.027921521465032e-09,0.0
1896,4.717623180994224e-09,2.948514543632541e-09
1897,1.5149455023788505e-08,5.826713556089658e-10
1898,6.790025763869778e-09,0.0
1899,2.4874102777516782e-08,1.1055156790007459e-09
1900,2.284063338464648e-08,2.07642125715779e-09
1901,2.179608138419553e-08,2.235495566438317e-09
1902,7.365426046845869e-09,0.0
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,8.061937784020756e-09,5.374625189347171e-10
1905,1.0321518084666081e-08,5.160759042333041e-10
1906,5.658602919567102e-09,5.144184522798412e-10
1907,2.005708904517789e-08,2.057137349353866e-09
1908,4.911388851169818e-09,4.911389073214423e-10
1909,1.6502950117569526e-08,0.0
1910,5.34415089958884e-09,5.344150677544235e-10
1911,6.384448858476333e-09,3.1922244847493175e-09
1912,1.1981668990301841e-08,4.688478938419394e-09
1913,1.643926872407775e-08,5.30298971401777e-10
1914,2.4777952134513725e-08,0.0
1915,3.534228465440492e-09,0.0
1916,9.888715624128963e-09,0.0
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0
1919,1.4732557396257562e-08,4.603924352863942e-09
1920,9.843901693784574e-09,7.572231730534895e-10
1921,9.087297137000405e-09,0.0
1922,1.3280283539529592e-08,2.951174193910333e-09
1923,1.1677542488541803e-08,0.0
1924,1.289162443462999e-09,1.289162443462999e-09
1925,1.2097995494286806e-08,7.698724324711748e-09
1926,7.802297141701331e-09,3.343841648018042e-09
1927,8.919379901328739e-09,0.0
1928,1.4853853147478446e-08,0.0
1929,1.8938690837799754e-08,5.570202965543558e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.8248570654577634e-08,2.2810713318222042e-09
1932,1.3151444377967891e-08,5.4797681947604815e-09
1933,1.7205992852709073e-08,0.0
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,0.0
1936,9.699771652549316e-09,0.0
1937,3.777335444432595e-09,1.2591118148108649e-09
1938,1.2965214457594243e-08,3.8895642262559704e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,3.803674397673262e-08,0.0
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,0.0,0.0
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,8.697510267552389e-09,0.0
1949,3.9268033269479474e-09,5.890205101444224e-09
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,1.4925962688039363e-08,7.462981121975076e-09
1952,1.265376459169687e-08,3.1634410646574906e-09
1953,8.619061908632375e-09,6.464296653518886e-09
1954,1.1727043558451555e-08,8.795282502305213e-09
1955,9.385608290557457e-09,1.8771215692936494e-09
1956,6.104799110673298e-09,5.232684952005684e-09
1957,2.032058654677371e-08,7.068030272172621e-09
1958,8.272243445794913e-10,1.0753916646066841e-08
1959,5.425523585955716e-09,3.8753737996444215e-09
1960,8.997083578154985e-09,6.2287499602575735e-09
1961,5.558527582660844e-09,6.948159270159238e-10
1962,8.878739188311613e-09,5.0735651235811474e-09
1963,5.172842487688456e-09,5.1728425987107585e-09
1964,6.083968440151466e-09,7.300761772910391e-09
1965,6.019247544841733e-09,7.1136563306595235e-09
1966,1.6617224152248866e-08,1.273987226824147e-08
1967,1.133977206579928e-08,8.874604162656397e-09
1968,1.8863946849023705e-08,1.0330256650092906e-08
1969,1.8621206215874153e-08,1.68045038995146e-08
1970,1.1496812390987543e-08,1.241655755990223e-08
1971,1.2845993824228685e-08,2.620582706391872e-08
1972,1.3851396807318395e-08,1.2312352026810913e-08
1973,6.064523994098181e-09,1.1577728109557484e-08
1974,5.6255716751607565e-09,1.4063929631991101e-08
1975,1.0851811893530794e-08,1.5420996479775795e-08
1976,9.141642942633865e-09,1.8854638739185248e-08
1977,5.289103821581875e-09,1.1753563455840776e-08
1978,1.0693064211864112e-08,2.4950484345254154e-08
1979,7.022368020415115e-09,2.0481905949054635e-08
1980,1.762396639737318e-08,1.8760998088396263e-08
1981,1.012087885721158e-08,1.0120879245789638e-08
1982,7.449002858983533e-09,1.924325643276603e-08
1983,1.0736037059366765e-08,1.263063198475578e-08
1984,6.958810083723677e-09,8.118611560803402e-09
1985,5.414002135495366e-09,1.1429560076159362e-08
1986,5.994485352545098e-09,1.8582905048081244e-08
1987,5.49973533381376e-09,9.777306797520424e-09
1988,1.2592763165564236e-08,7.795519785247507e-09
1989,4.939309850016116e-09,7.134558721588746e-09
1990,8.717841670780047e-09,1.9070279189126182e-08
1991,3.5168792322792797e-09,1.4067516596050211e-08
1992,7.713921945651236e-09,1.322386644631024e-08
1993,9.970573700002205e-09,9.970573089379542e-09
1994,5.274926662135471e-09,8.967375175750192e-09
1995,4.3379608238858225e-09,9.760411756598586e-09
1996,5.871901409548741e-09,1.494665791135219e-08
1997,2.3974471297094624e-09,2.4453962410575514e-08
1998,8.105819793158275e-09,1.5258013963403982e-08
1999,1.4167623435534793e-08,1.4167623185734612e-08
2000,7.068850504943214e-09,2.0322945437634132e-08
2001,1.0514907999858991e-08,1.1391150578354825e-08
2002,1.0514931592098264e-08,1.4019908789464353e-08
2003,4.166922806803086e-09,1.291746132281446e-08
2004,7.488144965206445e-09,1.0571498898492848e-08
2005,5.404499514582994e-09,2.0266872624574717e-08
2006,9.47114670024618e-09,2.0177660653430962e-08
2007,7.1900631282151295e-09,3.2754731815742844e-08
2008,3.405951742863067e-09,4.4277372435175266e-08
2009,1.192048149079028e-08,6.34169605717716e-08
2010,7.558069059498962e-09,7.747020625004097e-08
2011,8.030340808984349e-09,1.3039744750642512e-07
2012,7.82978132329859e-09,1.429786120610288e-07
2013,5.857162421740725e-09,9.399351164063319e-08
2014,5.630157631775212e-09,9.982702486865946e-08
2015,7.53635653882867e-09,9.863760297434965e-08
2016,8.492494263379058e-09,1.0915962178614791e-07
2017,4.2765391228272165e-09,8.905263992886603e-08
2018,5.6792268665617485e-09,1.0403310746198713e-07
2019,6.887667103327999e-09,1.352023488720988e-07
