year,mêmes_ADJ os_NOUN,mêmes_ADJ bosses_NOUN
1904,1.9348650681649815e-08,1.6123875568041512e-09
1905,2.7868098939620722e-08,2.0643036169332163e-09
1906,2.36632491379396e-08,2.0576738091193647e-09
1907,1.491424583832668e-08,0.0
1908,2.0136695866312948e-08,1.964555629285769e-09
1909,1.7603147384193107e-08,0.0
1910,3.4202564336283103e-08,0.0
1911,2.553779587799454e-08,1.0640748282497725e-09
1912,1.927485904218429e-08,1.5628263128064646e-09
1913,1.3787773589513108e-08,5.30298971401777e-10
1914,1.1384464038144415e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,8.789969641043172e-09,0.0
1917,8.773139548168274e-09,0.0
1918,3.331049214239101e-08,0.0
1919,1.749491218561161e-08,0.0
1920,3.407504323149624e-08,7.572231730534895e-10
1921,1.060184651180407e-08,0.0
1922,1.1066902949607993e-08,1.4755870969551665e-09
1923,2.3355084977083607e-08,4.246379248229459e-09
1924,1.5469948877466777e-08,0.0
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,2.2852082892654835e-08,4.570416489713125e-09
1929,4.4561625500705304e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,1.2545892325022123e-08,0.0
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,1.261772819560747e-08,0.0
1934,3.1152108448395666e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,1.2591118370153254e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,1.0728784083369192e-08,0.0
1948,4.022598432129598e-08,2.174377566888097e-09
1949,8.835307596655184e-09,9.817008317369869e-10
1950,1.4889506516624351e-08,2.1270722960764488e-09
1951,9.595261474260042e-09,0.0
1952,1.5817205323287453e-08,1.0544803918932644e-09
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,3.9090144454689835e-09
1955,1.783265446420046e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,0.0
1957,1.767007518083119e-08,1.7670075402875796e-09
1958,1.1581140491045971e-08,8.272243445794913e-10
1959,7.750747599288843e-09,7.750747821333448e-10
1960,6.920833239831836e-09,0.0
1961,7.64297514166401e-09,2.08444772553662e-09
1962,1.77574772664002e-08,0.0
1963,1.0345685197421517e-08,0.0
1964,7.300761772910391e-09,0.0
1965,2.188817349590977e-09,0.0
1966,6.092982118843793e-09,0.0
1967,5.916402479044791e-09,2.465167847631733e-09
1968,1.0779397818794223e-08,4.4914158503495116e-10
1969,1.7712855182594467e-08,4.5417578031781147e-10
1970,8.277704743875347e-09,0.0
1971,1.284599360218408e-08,0.0
1972,9.747279428040656e-09,5.130146862875051e-10
1973,7.718485406371656e-09,5.513203782392395e-10
1974,7.875800456247362e-09,5.625571675160757e-10
1975,8.567219822452898e-09,1.1422960355389478e-09
1976,9.712995741040231e-09,5.713526873840635e-10
1977,5.876781727920388e-09,0.0
1978,5.940591130126904e-09,5.940591352171509e-10
1979,5.266775904289034e-09,0.0
1980,1.193881615790815e-08,5.685150683554241e-10
1981,6.325549417596221e-09,0.0
1982,6.2075020679230875e-09,0.0
1983,6.315316269933646e-09,6.315316047889041e-10
1984,4.059305780401701e-09,0.0
1985,3.609334831011779e-09,0.0
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,7.795519785247507e-09,0.0
1989,4.390497743145261e-09,0.0
1990,9.80757164370516e-09,0.0
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,5.802419433820205e-09,5.274926606624319e-10
1995,3.253470381991974e-09,1.626735190995987e-09
1996,6.4057106285986265e-09,0.0
1997,4.794894259418925e-09,4.79489448146353e-10
1998,6.198567881199324e-09,9.536258449571733e-10
1999,6.8553016596695215e-09,9.140402323914998e-10
2000,8.394259509714175e-09,0.0
2001,4.8193329327261836e-09,4.3812117822561447e-10
2002,7.886198361006791e-09,1.3143663935011318e-09
2003,3.7502307925763034e-09,2.5001538617175356e-09
2004,4.404791198453495e-09,1.3214374039449694e-09
2005,5.854874363109275e-09,1.8014998381943315e-09
2006,4.117890028965121e-09,8.235779835885637e-10
2007,5.592271090648637e-09,0.0
2008,3.8316958494988285e-09,4.257439678578834e-10
2009,1.2874119548200724e-08,0.0
2010,6.613310343794865e-09,0.0
2011,8.795135286732148e-09,3.82397197240536e-10
2012,6.808505315092361e-09,3.404252713057332e-10
2013,1.0319762822064149e-08,1.6734750252211938e-09
2014,1.0394137106572998e-08,1.0827225782605865e-09
2015,9.087958829923082e-09,6.649726325136385e-10
2016,1.0149566520567532e-08,2.0713400439298368e-10
2017,8.301517695485927e-09,1.0062445321423752e-09
2018,7.744399788123246e-09,1.290733298020541e-09
2019,6.887666881283394e-09,1.53059265262101e-09
