year,vos_DET ans_NOUN,vos_DET bancs_NOUN
1800,4.4018303668735825e-08,1.8864987794131594e-08
1801,1.1905912700171939e-08,0.0
1802,2.6854081625060644e-08,2.2378401354217203e-09
1803,3.315576790896557e-08,1.950339223455444e-09
1804,4.69651695311768e-08,1.4831105232815389e-08
1805,3.4114531644036106e-08,0.0
1806,8.35684019762084e-08,0.0
1807,3.4163463169534225e-08,2.8469551160981155e-09
1808,3.3991110370834576e-08,0.0
1809,1.129515236897305e-08,0.0
1810,3.7442028144596406e-08,0.0
1811,9.27618373225414e-08,0.0
1812,1.3336041604361526e-08,5.3344164641089264e-09
1813,2.5881675469463516e-08,0.0
1814,5.349351184236184e-08,0.0
1815,1.8880564667256294e-08,0.0
1816,2.7811246638975717e-08,1.622322720606917e-08
1817,2.3353100786493997e-08,1.556873407970727e-09
1818,2.741870730460505e-08,4.768470951432846e-09
1819,3.8298885840504227e-08,2.6912729822470283e-08
1820,1.1510486785937246e-07,1.542642635854463e-08
1821,1.2819934447350079e-08,1.0847637454958203e-08
1822,5.413832582235045e-08,2.0051231786055723e-09
1823,6.324919610278812e-08,2.7671523739059012e-08
1824,2.86317822784099e-08,2.5263338088166165e-08
1825,3.9624492131906663e-08,8.805443041381977e-10
1826,2.290075862276808e-08,1.3211976401805714e-08
1827,4.147772969531616e-08,1.8434546111834038e-09
1828,1.3758452155343548e-08,1.7427371545863934e-08
1829,1.971830521085849e-08,2.571952872898464e-09
1830,3.652892388572582e-08,3.1310506187764986e-08
1831,7.795603274018958e-09,2.494592976631793e-08
1832,2.8412935559885e-08,2.3000948701223933e-08
1833,9.266902800675325e-09,9.266902800675325e-09
1834,9.334531370086552e-09,9.334531370086552e-09
1835,1.663879345414898e-08,4.386591001548368e-08
1836,2.2178475223011418e-08,2.1506400216253496e-08
1837,1.7394727436226276e-08,5.5663127440652715e-09
1838,1.8936486156917454e-08,1.7042836475411605e-08
1839,1.6080392128969834e-08,1.5381244722334486e-08
1840,1.52872523528913e-08,7.64362617644565e-09
1841,1.733548060656176e-08,1.6693427085101575e-08
1842,1.60998356868447e-08,1.2074877098200432e-08
1843,1.1813821920725331e-08,1.1223130869097986e-08
1844,8.781698090931656e-09,2.030767731753258e-08
1845,6.69627359117797e-09,1.9530798311961917e-08
1846,8.781752436348711e-09,1.7563504428608212e-08
1847,3.775256551818984e-09,2.3730184040005042e-08
1848,7.24069959545659e-09,4.907585093860689e-08
1849,8.379414495607307e-09,1.1647387054836145e-07
1850,1.9009188889640427e-08,4.3449574604892405e-08
1851,6.449438760824933e-09,1.9993260380601896e-08
1852,2.6042181744401205e-09,9.765818376195057e-09
1853,3.5831591027601917e-09,9.555090940693844e-09
1854,1.8184825201217336e-08,8.313063126763609e-09
1855,4.6701046585440054e-08,9.552486801567284e-09
1856,4.0899795550330964e-08,2.019103817474388e-08
1857,1.2203773103180993e-08,2.001418764052687e-08
1858,1.4681027837859517e-08,6.8511463169329545e-09
1859,1.1202780925145817e-08,2.5460866748261424e-09
1860,6.408057640072684e-09,1.9224172476128842e-08
1861,2.6409397335669382e-08,1.0846716413936974e-08
1862,3.5692092836825395e-08,1.0391368654438793e-08
1863,1.9479021062807078e-08,1.9479021062807078e-08
1864,2.3014694150447212e-08,1.6781548595190543e-08
1865,7.0602665935837194e-09,4.753912818955541e-08
1866,1.8489328568183083e-08,5.838735717134114e-09
1867,2.6690463172940326e-08,9.7056229719783e-09
1868,1.1361710683388537e-08,2.2723421366777075e-08
1869,1.3673853160867111e-08,1.4162205630441349e-08
1870,2.0069171213776826e-08,1.4335121534259088e-08
1871,7.434824311758348e-09,2.1242353653860846e-08
1872,1.2094679036067646e-08,3.0236694925633856e-08
1873,2.095101514498765e-08,4.1303430009520525e-08
1874,3.2262889249068394e-08,3.764003864148435e-08
1875,2.2313955128083762e-08,4.63443683429432e-08
1876,9.069021977836655e-09,5.38095328295185e-08
1877,3.958282235316801e-08,2.968711676487601e-08
1878,1.8117266742390115e-08,3.0799352401800206e-08
1879,1.221865097988939e-08,3.176849006081284e-08
1880,1.8611753915820373e-08,2.9522093214495726e-08
1881,1.8825771164188154e-08,5.0899306103247e-08
1882,1.0648616211028639e-08,2.1962771157291172e-08
1883,1.9589950994713945e-08,2.5909288936531993e-08
1884,2.3766109080725073e-08,1.5844072720483382e-08
1885,9.023890079618013e-09,1.740321664556177e-08
1886,1.355227396970804e-08,2.2587123282846733e-08
1887,1.3710741875172516e-08,1.4363633837888301e-08
1888,1.7119660356001987e-08,1.3315291091942072e-08
1889,2.192797943223468e-08,3.00726554769426e-08
1890,1.3108772733971819e-08,1.3764211992395303e-08
1891,5.736798147637501e-09,2.039750413018737e-08
1892,1.8178685001757344e-08,1.002961980134387e-08
1893,4.926733243593162e-09,2.894455697344256e-08
1894,1.1342770278588432e-08,2.079507943619774e-08
1895,2.2268873856035043e-08,1.8657704714541978e-08
1896,1.4152869098893461e-08,1.533227589334274e-08
1897,2.4472196713531957e-08,3.029891004757701e-08
1898,1.3014216371232123e-08,1.3014216371232123e-08
1899,3.8693048765026106e-09,2.7637891975018647e-08
1900,6.22926377147337e-09,6.22926377147337e-09
1901,1.0618603774048552e-08,1.4530721514915967e-08
1902,4.419255628107521e-09,1.0311596021495006e-08
1903,1.83607493653426e-08,1.9440793863623185e-08
1904,9.674325340824907e-09,1.7198800605910947e-08
1905,1.754658074393234e-08,2.4771644291377015e-08
1906,1.4403716441790948e-08,8.745113966313056e-09
1907,7.199980611716228e-09,7.199980611716228e-09
1908,1.9154416719402434e-08,7.367083831866239e-09
1909,1.430255680556769e-08,1.980354014108343e-08
1910,6.412980813053082e-09,1.4429207162436342e-08
1911,1.4365010514438836e-08,9.576673676292558e-09
1912,1.66701485393439e-08,1.82329742415277e-08
1913,9.545381374209683e-09,9.015082902408267e-09
1914,4.68772043404897e-09,1.0045115850232378e-08
1915,1.1780762143587253e-08,8.246533234057551e-09
1916,3.2962386153911893e-09,1.2086208478478966e-08
1917,1.7546279096336548e-08,2.3029491202919417e-08
1918,9.189101035644853e-09,2.5270027848023346e-08
1919,1.5653341733923298e-08,7.366278698128781e-09
1920,4.543339038320937e-09,6.057785384427916e-09
1921,2.2718242842501013e-09,9.844571380313027e-09
1922,2.0658220023506146e-08,2.6560567079059183e-08
1923,1.2739137744688378e-08,1.0615948120573648e-08
1924,1.804827398643738e-08,1.933743654092268e-08
1925,5.499089184013428e-09,2.5295809891190402e-08
1926,1.114613823460786e-08,6.687683296036084e-09
1927,5.574612438330462e-09,1.4493992672726108e-08
1928,5.713020723163709e-09,9.14083297942625e-09
1929,1.3368487650211591e-08,1.893869061575515e-08
1930,2.100720708497761e-09,2.10072066408884e-08
1931,1.0264820993199919e-08,4.44808918587114e-08
1932,1.0959536389520963e-08,4.822195975862087e-08
1933,3.4411986593596566e-09,1.605892663292252e-08
1934,2.3963160344919743e-09,4.672816089623666e-08
1935,1.0771455727365264e-08,5.98414207075848e-09
1936,1.2124714565686645e-09,3.031178508194898e-08
1937,1.510934133364117e-08,4.0291578073947676e-08
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,1.6823455517567254e-08,1.2235240376412548e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,9.102635090130207e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,2.2492303131116387e-08
1945,4.357008087652048e-09,2.178504043826024e-09
1946,5.568441707737293e-09,3.897909195416105e-08
1947,1.0728784083369192e-08,4.52993091926146e-08
1948,2.174377566888097e-09,4.67491183542279e-08
1949,6.8719057111366055e-09,5.104844191805569e-08
1950,4.2541445921528975e-09,6.806631347444636e-08
1951,1.0661401539380222e-08,3.3050344683260846e-08
1952,4.2179215675730575e-09,4.956057964022875e-08
1953,7.54167928107563e-09,3.016671712430252e-08
1954,3.224936762080688e-08,3.127211556375187e-08
1955,2.815682353940474e-09,2.5341140741375057e-08
1956,6.976913269340912e-09,1.9186511934776718e-08
1957,7.068030161150318e-09,5.301022731885041e-09
1958,1.5717262158432277e-08,1.4062814024384807e-08
1959,3.8753737996444215e-09,1.3951345856355601e-08
1960,1.5225833038812198e-08,1.1765417085030094e-08
1961,6.948159103625784e-09,4.86371165564492e-09
1962,3.170978146727066e-09,8.244543714397423e-09
1963,1.1638896069143811e-08,7.759263453976928e-09
1964,6.6923653285755336e-09,2.3727476872181796e-08
1965,1.2038495533772675e-08,6.5664522708175355e-09
1966,7.200797291773142e-09,1.273987226824147e-08
1967,1.7256175155466735e-08,1.0846738618397467e-08
1968,2.3804503673785504e-08,7.635406973349745e-09
1969,8.629339909305145e-09,1.0446043141598693e-08
1970,1.3796174869185052e-08,1.0577067222072856e-08
1971,1.2845993713206383e-08,4.1107179882260425e-09
1972,1.3338381954497436e-08,1.0773308467548759e-08
1973,8.821126051827832e-09,6.064523994098181e-09
1974,5.625571564138454e-09,1.012602890426706e-08
1975,5.711480177694739e-09,1.3707552426467373e-08
1976,2.285410749536254e-09,6.8562320265641574e-09
1977,1.23412418062685e-08,7.639816779203557e-09
1978,5.346532105932056e-09,1.128712323605896e-08
1979,8.777960247563499e-09,5.266775904289034e-09
1980,3.97960553399912e-09,9.096241093686785e-09
1981,5.69299452024552e-09,2.5302198114474095e-09
1982,9.311253101884631e-09,1.4277254933858785e-08
1983,3.157658134966823e-09,5.052252838311233e-09
1984,6.958810416790584e-09,7.538710988796993e-09
1985,3.609334831011779e-09,5.414002135495366e-09
1986,7.1933827783254856e-09,2.997242676272549e-09
1987,7.332980445085013e-09,4.888653482026939e-09
1988,2.398621523624911e-09,4.197587610832443e-09
1989,2.7440609784434855e-09,5.488121956886971e-09
1990,6.538381391862913e-09,3.2691906959314565e-09
1991,5.2753188484189195e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,4.985286850001103e-09
1994,6.329911705904578e-09,5.802419433820205e-09
1995,3.795715741716776e-09,5.422450821690461e-10
1996,3.736664311304594e-09,3.736664311304594e-09
1997,2.3974471297094624e-09,6.233362714880286e-09
1998,8.582632382569955e-09,4.7681290027412615e-09
1999,9.140402212892695e-09,1.3710603763428253e-09
2000,2.6508188977203417e-09,2.2090156370779823e-09
2001,5.695575122643959e-09,5.257454027685071e-09
2002,5.6955880012310445e-09,5.6955880012310445e-09
2003,1.6667691671301554e-09,2.9168460979889232e-09
2004,7.047666006343434e-09,3.0833537945085254e-09
2005,7.656374201303606e-09,3.602999676388663e-09
2006,2.4707338397433887e-09,8.235780057930242e-09
2007,4.393927444112933e-09,5.991719120856942e-09
2008,2.9802078582719105e-09,5.5346713878634546e-09
2009,6.198650481792356e-09,4.291373478793048e-09
2010,1.8895172093635892e-09,1.8895172093635892e-09
2011,1.911985902935953e-09,4.206369030868018e-09
2012,2.0425516833455504e-09,5.1063788752969685e-09
2013,2.2313000336282585e-09,3.904775169871755e-09
2014,3.4647124058651002e-09,5.630157673408576e-09
2015,5.319781060109108e-09,3.989835573037226e-09
2016,9.942432044329763e-09,7.2496901815100045e-09
2017,5.031222660711876e-10,5.282783988036499e-09
2018,5.937373259712331e-09,5.937373259712331e-09
2019,3.3162841361900064e-09,5.867272001580659e-09
