year,êtes_VERB au_ADP,êtes_VERB beau_ADV,etes_VERB au_ADP
1870,3.5608442772172566e-07,3.268407766654491e-08,5.160643912205387e-09
1871,2.79336973108002e-07,1.1683295220166201e-08,2.1242354542039266e-09
1872,3.731208266799513e-07,1.8746751706544273e-08,1.2094678591978436e-09
1873,2.7475761044115643e-07,1.855661402316855e-08,2.3944017879529156e-09
1874,3.32785731416152e-07,2.3898437007119355e-08,0.0
1875,3.2498275004400057e-07,5.492665877682157e-08,0.0
1876,2.799304752443277e-07,2.1161051577678336e-08,0.0
1877,3.3274309885200637e-07,2.72131899237138e-08,1.8554447978047506e-09
1878,2.874606082059472e-07,1.872117572077059e-08,0.0
1879,3.1218652907227806e-07,2.016077260691418e-08,6.10932526790009e-10
1880,3.151162388803641e-07,2.8238524407697696e-08,0.0
1881,3.3119411568804935e-07,2.091752193678076e-08,0.0
1882,3.207895531431859e-07,3.3276926103553706e-08,0.0
1883,2.2939200050586805e-07,1.9589950994713945e-08,0.0
1884,2.719899043768237e-07,1.9805090900604227e-08,6.601696966868076e-10
1885,1.9917014526527055e-07,1.9981470700258797e-08,1.2891271383708158e-09
1886,2.2264450194597885e-07,2.0005737511041843e-08,6.453463874400711e-10
1887,2.4614044491499953e-07,2.285123557044244e-08,6.528924623161458e-10
1888,2.193852708387567e-07,2.789870379160675e-08,0.0
1889,2.3807520221907907e-07,1.8168895721260014e-08,6.265136742733546e-10
1890,1.9925334981962806e-07,1.6385966361553983e-08,6.554386478008212e-10
1891,1.8867690698698425e-07,2.039750413018737e-08,6.374220040683554e-10
1892,2.2880070105202321e-07,1.6298132621272998e-08,0.0
1893,2.0938615818977269e-07,1.4164357686752282e-08,0.0
1894,2.054301830867189e-07,6.9316934414587195e-09,0.0
1895,2.064384716504719e-07,1.9259566386153892e-08,0.0
1896,2.0757542529281636e-07,9.435246361988447e-09,5.89702897624278e-10
1897,2.2199778015874472e-07,2.155884004650943e-08,5.826713556089658e-10
1898,1.9691074726324587e-07,1.9238406423482957e-08,5.6583548957434e-10
1899,2.3105278046386957e-07,1.2160672469008205e-08,5.527578395003729e-10
1900,2.3878843080638035e-07,2.0245106924221545e-08,0.0
1901,2.0790108123946993e-07,1.4530721514915967e-08,0.0
1902,1.97393404732793e-07,1.915010727771005e-08,0.0
1903,2.1816889272940898e-07,1.1340462791054051e-08,5.400220270956879e-10
1904,2.0101097675251367e-07,2.7948050984605288e-08,0.0
1905,1.9610884294252173e-07,2.7868098939620722e-08,0.0
1906,2.484641186129011e-07,1.4403716441790948e-08,5.144184522798412e-10
1907,2.422279123948101e-07,1.0285686968813934e-08,5.142843373384665e-10
1908,2.1708339659198828e-07,2.4556944921982904e-08,0.0
1909,2.2113954400992952e-07,3.4656196135074424e-08,1.6502950117569526e-09
1910,2.2285108514097374e-07,1.0153886620400954e-08,0.0
1911,2.1387903359482152e-07,2.6601870928288918e-08,0.0
1912,2.3025641837648436e-07,3.021464323182954e-08,5.209421227725386e-10
1913,3.001492245857662e-07,1.6439267724877027e-08,1.060597942803554e-09
1914,2.337163493848493e-07,2.4777952134513725e-08,6.696743715117748e-10
1915,1.8495796894058003e-07,4.712304768617059e-09,0.0
1916,2.494153932275367e-07,8.789969641043172e-09,2.197492410260793e-09
1917,2.664841076693847e-07,4.386569774084137e-09,3.289927441585405e-09
1918,2.3432207285623008e-07,5.743188147278033e-09,0.0
1919,2.5045346774277277e-07,7.366278698128781e-09,0.0
1920,2.165658230524059e-07,1.4387239843927091e-08,0.0
1921,2.408133639164589e-07,1.741731914250977e-08,7.572747429129834e-10
1922,2.6191671054220933e-07,1.4018077365562931e-08,0.0
1923,2.6964508492710593e-07,4.458698299458774e-08,1.0615948120573648e-09
1924,2.758807511327177e-07,1.2891624656674594e-08,2.578324886925998e-09
1925,3.0244990512073855e-07,4.179307566687385e-08,0.0
1926,2.0731818040076178e-07,2.7865345586519652e-08,2.229227691330493e-09
1927,2.9322461614356143e-07,3.2332753363562006e-08,0.0
1928,2.388042616985331e-07,2.5137291359556002e-08,2.2852082448565625e-09
1929,2.8185229439259274e-07,3.119313873867213e-08,0.0
1930,2.5628793309806497e-07,1.7856125467119455e-08,3.1510811737689437e-09
1931,2.474962457199581e-07,3.307553342324354e-08,0.0
1932,2.586450591479661e-07,1.8631212128639163e-08,0.0
1933,2.1679551309716771e-07,1.1470662641954732e-08,0.0
1934,2.564058263487823e-07,1.1981580172459871e-08,0.0
1935,2.2380690722911822e-07,3.590485420090772e-08,0.0
1936,2.0854508875345346e-07,2.5461901032031165e-08,2.424942913137329e-09
1937,2.593770318526367e-07,2.1404900962807005e-08,1.2591118148108649e-09
1938,2.567112460383214e-07,2.074434313215079e-08,0.0
1939,2.6458707225174294e-07,3.211750509990452e-08,0.0
1940,1.7243323213733674e-07,4.564409294971483e-08,0.0
1941,3.3942279742404935e-07,3.246652724442356e-08,0.0
1942,2.3666851234338537e-07,2.1239483061208375e-08,0.0
1943,2.3225881307098462e-07,1.7419411690866582e-08,2.9032352077962287e-09
1944,3.052526835745084e-07,4.177142187700156e-08,3.2131861615880553e-09
1945,3.3113261110884196e-07,4.7927088075994106e-08,0.0
1946,3.7030136468274577e-07,7.099762910911522e-08,1.3921104269343232e-09
1947,3.743153342838923e-07,9.179070303844128e-08,1.1920870957027319e-09
1948,3.457260220329772e-07,4.1313175103141475e-08,1.0871887834440486e-09
1949,2.621141277359129e-07,2.7487622844546422e-08,0.0
1950,2.7226525389778544e-07,3.828730044119766e-08,0.0
1951,3.646199502327363e-07,8.635735326834038e-08,0.0
1952,2.878731493183295e-07,1.4762725264461096e-08,4.2179215675730575e-09
1953,3.1567313385494344e-07,7.002987700843732e-08,1.0773827385790469e-09
1954,3.0392587291316886e-07,4.29991580119804e-08,9.772536113672459e-10
1955,2.862610415377276e-07,3.378819002364253e-08,0.0
1956,3.8983503714007384e-07,2.441919733087161e-08,8.72114158667614e-10
1957,2.9685728009098966e-07,2.6505112771246786e-08,0.0
1958,2.953190971766162e-07,7.69318617699355e-08,8.272243445794913e-10
1959,3.2243110581475776e-07,5.968075811324525e-08,1.5501495642666896e-09
1960,3.128216690129193e-07,2.2146666722733244e-08,6.920833350854139e-10
1961,3.30732376596643e-07,3.265634873628187e-08,1.3896318540318475e-09
1962,3.240739658849634e-07,2.8538803320543593e-08,0.0
1963,3.064909321892628e-07,2.392439668597035e-08,0.0
1964,3.425274144319701e-07,2.1293889318485526e-08,1.2167936658258327e-09
1965,2.555444211793656e-07,2.681301225493371e-08,6.0192477668863376e-09
1966,3.4065308796016325e-07,2.4925835617750636e-08,0.0
1967,3.249091093948664e-07,3.64844829903177e-08,9.860671168482327e-10
1968,3.233819541037519e-07,2.919420261093819e-08,1.7965663401398047e-09
1969,2.8249732508811576e-07,2.2708789515490935e-08,4.5417578031781147e-10
1970,3.1455277849090635e-07,2.713247759800197e-08,0.0
1971,2.430462018310209e-07,2.4150468291850302e-08,1.0276794970565106e-09
1972,2.6933270191875636e-07,1.6929485369132635e-08,0.0
1973,2.5581266527296975e-07,2.4258095976392724e-08,1.102640756478479e-09
1974,2.6046396328638366e-07,1.518904291231138e-08,0.0
1975,2.393110207776772e-07,1.6563292959403952e-08,2.2845920710778955e-09
1976,2.879617682083335e-07,1.8283285996290033e-08,2.285410749536254e-09
1977,3.038296085833281e-07,9.990529292736028e-09,5.876781838942691e-10
1978,2.500989069176285e-07,1.6633656230169436e-08,5.940591352171509e-10
1979,2.52805250511301e-07,2.691907674545746e-08,5.851973128301324e-09
1980,3.291702341812197e-07,1.4781392110307934e-08,2.2740602734216964e-09
1981,2.966682757232775e-07,2.6567308353264707e-08,1.8976649140967083e-09
1982,2.7933759838560945e-07,1.5518756057986138e-08,1.8622506869903077e-09
1983,2.7534778723747877e-07,2.0209011353244932e-08,1.89459470334441e-09
1984,3.201052720669395e-07,2.4355836458767044e-08,5.799008495621649e-10
1985,3.0198100375855574e-07,1.5038894574104233e-08,6.015558051686298e-10
1986,3.4887904121205793e-07,1.0790073723399018e-08,1.1988970927134801e-09
1987,2.896527178108954e-07,2.0776777631681398e-08,6.110816852533674e-10
1988,2.6564734412204416e-07,1.5591039570495013e-08,0.0
1989,3.375195092303329e-07,1.8110803523541108e-08,1.0976244357863152e-09
1990,2.953168802832806e-07,1.0897301727652575e-08,1.089730194969718e-09
1991,3.7103075101185823e-07,1.875668864670388e-08,5.861465202094962e-10
1992,2.848641145192232e-07,1.322386644631024e-08,0.0
1993,2.5369570266775554e-07,1.772546376344053e-08,1.1078414852150331e-09
1994,3.3021041190295364e-07,1.318731612798274e-08,5.274926606624319e-10
1995,3.096219529652444e-07,1.572510655023507e-08,1.0844901643380922e-09
1996,2.8718935141114343e-07,2.028474987980644e-08,2.135236876199542e-09
1997,2.6515766649026773e-07,2.013855748828064e-08,3.835915585170824e-09
1998,2.789355733057164e-07,1.1920323395031573e-08,4.768129224785866e-10
1999,2.7329804197506746e-07,1.2339542720951613e-08,1.3710603763428253e-09
2000,2.474097584581614e-07,1.3695897749244068e-08,8.836062992401139e-10
2001,2.6944451292365557e-07,1.0514908055370142e-08,0.0
2002,2.7996006224384473e-07,7.009954394732176e-09,3.9430991805033955e-09
2003,2.9960176561871776e-07,1.2084076850271686e-08,1.2500769308587678e-09
2004,3.1494258223574434e-07,1.497629043001325e-08,4.404791253964646e-10
2005,3.13911357352481e-07,1.3961623857028371e-08,1.3511248786457486e-09
2006,3.722572614606179e-07,2.182481573242967e-08,4.1178899179428186e-10
2007,5.06100548136601e-07,4.7134857794617346e-08,3.994479469415779e-10
2008,5.104670321998128e-07,1.9158479247494142e-08,3.8316958494988285e-09
2009,5.869645178790961e-07,2.5271420511785436e-08,5.245011536203492e-09
2010,7.628925686731236e-07,2.8342757474320024e-08,9.447586046817946e-10
2011,1.0504451211090782e-06,3.74749262732621e-08,1.529588788962144e-09
2012,1.2493607073338353e-06,4.119145913250577e-08,2.0425516833455504e-09
2013,1.1658543144221767e-06,4.3510350877795645e-08,5.578250084070646e-10
2014,1.190345187751518e-06,6.864460999622679e-08,1.0827225782605865e-09
2015,1.2279828069949872e-06,5.341946618386828e-08,6.649726325136385e-10
2016,1.2098697652618284e-06,5.302630512460382e-08,1.2428040818690533e-09
2017,1.2937789506395347e-06,3.1696703928218994e-08,7.54683426862357e-10
2018,1.2816982462027227e-06,4.2594201943302323e-08,1.5488800242380307e-09
2019,1.2826366173612769e-06,4.719327506563786e-08,0.0
