year,tes_DET heures_NOUN
2007,4.114313939540537e-08
2008,3.235654072453187e-08
2009,3.3377347330443286e-08
2010,6.046455008901219e-08
2011,5.277081427390584e-08
2012,7.114888089798654e-08
2013,6.944921282503458e-08
2014,8.01214752321755e-08
2015,7.292533328595585e-08
2016,8.575347854034021e-08
2017,7.521678094257744e-08
2018,9.396538613870575e-08
2019,8.953967356450931e-08
