year,êtes_VERB à_ADP,êtes_VERB bas_ADV,etes_VERB à_ADP
1800,6.225445758900605e-07,0.0,6.288328968651058e-09
1801,1.1620171562753967e-06,0.0,4.7623651688866175e-09
1802,5.99741156293021e-07,0.0,0.0
1803,7.859866855142172e-07,0.0,1.950339223455444e-09
1804,1.344686893389735e-06,0.0,0.0
1805,1.1570512015168788e-06,0.0,0.0
1806,1.3976094805911998e-06,0.0,2.881669125542885e-09
1807,5.89319711252756e-07,0.0,0.0
1808,5.733166972277104e-07,0.0,0.0
1809,8.44877433792135e-07,0.0,0.0
1810,1.3291919458424672e-06,0.0,2.3401267590372754e-09
1811,9.351396101919818e-07,0.0,0.0
1812,7.414839160446718e-07,0.0,2.6672082320544632e-09
1813,7.822017096259515e-07,0.0,2.8757416448144113e-09
1814,6.545088240272889e-07,0.0,0.0
1815,6.635169711444178e-07,0.0,0.0
1816,1.0545097666181391e-06,0.0,0.0
1817,1.312444283030345e-06,0.0,0.0
1818,1.2231128039275063e-06,0.0,0.0
1819,7.721883434896881e-07,0.0,1.035105001712111e-09
1820,1.1795282262028195e-06,0.0,1.1866481131050932e-09
1821,1.7316773437414668e-06,0.0,9.86148829262845e-10
1822,1.4035862250239006e-06,0.0,2.0051231786055723e-09
1823,1.1068609637732152e-06,0.0,1.9765373782121287e-09
1824,1.024849439090758e-06,0.0,8.421112696055388e-10
1825,1.0628169775372953e-06,0.0,0.0
1826,9.389311230734165e-07,0.0,8.807984341885344e-10
1827,9.438487609259028e-07,0.0,0.0
1828,1.0428906307424768e-06,0.0,0.0
1829,8.264541975222528e-07,0.0,0.0
1830,1.0729066843850887e-06,0.0,0.0
1831,1.1771360277634813e-06,0.0,0.0
1832,1.527533527223568e-06,0.0,1.3529969367098715e-09
1833,1.1606796306296019e-06,0.0,1.1583628500844156e-09
1834,1.0267983725498198e-06,0.0,0.0
1835,1.0732021564763272e-06,0.0,7.563087933704082e-10
1836,1.0188657597609563e-06,0.0,0.0
1837,9.142668773165497e-07,0.0,1.3915781860163179e-09
1838,8.893836138668121e-07,6.312161904276081e-10,1.2624323808552163e-09
1839,8.03320517661632e-07,2.0974426639952526e-09,1.3982950353153e-09
1840,7.815608000782959e-07,0.0,6.369688665408546e-10
1841,8.475124104734277e-07,0.0,3.2102742686390684e-09
1842,9.358029728900874e-07,0.0,2.0124795163667386e-09
1843,9.096643225348089e-07,0.0,2.3627644285539873e-09
1844,8.781698284110462e-07,0.0,1.6465684371524958e-09
1845,8.303379104290798e-07,0.0,2.2320911785556063e-09
1846,8.494881171827728e-07,0.0,0.0
1847,5.948725743110117e-07,1.6179670936367074e-09,0.0
1848,6.99129770964646e-07,0.0,2.413566457803995e-09
1849,6.158870178296638e-07,0.0,8.379414939696517e-10
1850,6.931564939804957e-07,0.0,2.0366988096043315e-09
1851,6.494584567917627e-07,0.0,6.449438760824933e-10
1852,7.317852919186407e-07,2.6042181744401205e-09,1.3021090872200602e-09
1853,7.865034490350808e-07,0.0,1.1943863675867306e-09
1854,9.700305554360966e-07,0.0,1.0391328908454511e-09
1855,8.517633887095144e-07,1.0613874223963649e-09,5.306937111981824e-10
1856,9.065258268492471e-07,0.0,1.0354378465748937e-09
1857,7.644443371646048e-07,0.0,9.763018171682347e-10
1858,8.935852520153276e-07,0.0,1.468102750479261e-09
1859,8.340979888998845e-07,0.0,1.5276520048956854e-09
1860,9.470193731431209e-07,0.0,5.492620580582752e-09
1861,9.95539949144586e-07,0.0,9.431927461278633e-10
1862,1.0490764452697476e-06,0.0,4.517986262886353e-10
1863,9.704548347144737e-07,4.994620828036034e-10,4.994620828036034e-10
1864,1.043812289935886e-06,0.0,1.4384183844029508e-09
1865,9.889080274660955e-07,4.706844358715045e-10,4.706844358715045e-10
1866,9.273858267988544e-07,0.0,1.9462451650298362e-09
1867,8.924320127334795e-07,0.0,1.455843445796745e-09
1868,7.192456905613653e-07,0.0,4.93987406535723e-10
1869,8.902655395104375e-07,4.883519144627257e-10,9.767038289254515e-10
1870,8.171019771907595e-07,5.734048791339319e-10,1.7202146374017957e-09
1871,6.882522711748607e-07,0.0,0.0
1872,8.030866638364387e-07,0.0,0.0
1873,7.66807147556392e-07,0.0,5.986004469882289e-10
1874,7.283048262252123e-07,5.974609140757536e-10,0.0
1875,8.788265404291451e-07,5.721527140956084e-10,5.721527140956084e-10
1876,9.069022439689434e-07,0.0,0.0
1877,7.669171964153065e-07,0.0,0.0
1878,7.355610023296322e-07,6.039088673581716e-10,1.8117265465633636e-09
1879,7.673312438782887e-07,0.0,0.0
1880,9.293041216551501e-07,0.0,6.417846254436199e-10
1881,7.774345931466087e-07,0.0,2.091752326904839e-09
1882,9.277607091462414e-07,6.655385131892899e-10,0.0
1883,7.70327403643023e-07,6.319338941018771e-10,1.2638677882037541e-09
1884,6.449857892221189e-07,0.0,0.0
1885,5.588366320807836e-07,0.0,6.445635691854079e-10
1886,5.343467819329817e-07,0.0,0.0
1887,6.052313210602733e-07,0.0,0.0
1888,5.142238705957425e-07,0.0,0.0
1889,6.164894443827507e-07,0.0,6.265136742733546e-10
1890,5.518793386727339e-07,0.0,0.0
1891,5.073879378869606e-07,0.0,6.374220040683554e-10
1892,4.5446714125318977e-07,0.0,6.268512375839919e-10
1893,4.58186178775577e-07,0.0,0.0
1894,5.961256306363794e-07,0.0,1.2603078580752936e-09
1895,5.531106808120967e-07,0.0,3.0093072478365457e-09
1896,4.823769472750428e-07,0.0,1.7691086373616827e-09
1897,5.168295160729031e-07,0.0,0.0
1898,4.7190678742481396e-07,0.0,0.0
1899,5.505468152477988e-07,0.0,0.0
1900,5.076850015939272e-07,0.0,5.191053142894475e-10
1901,5.253414769867959e-07,0.0,2.235495566438317e-09
1902,4.880822075392643e-07,0.0,0.0
1903,5.146409876033431e-07,0.0,0.0
1904,5.084395411358855e-07,0.0,5.374625189347171e-10
1905,5.062704531155759e-07,0.0,5.160759042333041e-10
1906,5.73576585338742e-07,0.0,1.5432553013283723e-09
1907,4.947415277456457e-07,0.0,0.0
1908,5.957514872534375e-07,0.0,0.0
1909,5.275443299979088e-07,0.0,5.500983557560346e-10
1910,5.985448865430953e-07,0.0,1.068830135508847e-09
1911,5.144801775713859e-07,0.0,0.0
1912,5.610546622847323e-07,0.0,3.125652625612929e-09
1913,5.244656904324074e-07,0.0,0.0
1914,5.678838874700887e-07,0.0,6.696743715117748e-10
1915,4.252854921560356e-07,0.0,2.3561523843085297e-09
1916,4.2081978790520225e-07,0.0,0.0
1917,4.3646369363159465e-07,2.4126133979507358e-08,1.0966424435210342e-09
1918,4.6634687578261946e-07,2.2972752589112133e-09,0.0
1919,5.211642246649717e-07,0.0,0.0
1920,4.831084083889436e-07,0.0,0.0
1921,5.172186661184242e-07,0.0,7.572747429129834e-10
1922,6.013017355144257e-07,0.0,7.377935484775833e-10
1923,5.414133283920819e-07,0.0,0.0
1924,6.432920827137423e-07,0.0,1.289162443462999e-09
1925,6.54391612897598e-07,4.399271169575059e-09,1.0998177923937646e-09
1926,5.851722448824148e-07,0.0,1.1146138456652466e-09
1927,6.611490448449331e-07,0.0,0.0
1928,5.518778039004246e-07,0.0,1.1426041224282812e-09
1929,6.383452841873805e-07,2.2280812750352652e-09,0.0
1930,6.480723300228419e-07,5.2518016602221e-09,1.0503603542488804e-09
1931,5.029762064623355e-07,0.0,1.1405356659111021e-09
1932,5.030427132624027e-07,0.0,1.0959536611565568e-09
1933,5.563271088249166e-07,0.0,0.0
1934,5.247932222118834e-07,2.3963160344919743e-09,0.0
1935,5.002742682336248e-07,0.0,0.0
1936,4.668015094466682e-07,0.0,1.2124714565686645e-09
1937,4.784624820786121e-07,0.0,0.0
1938,4.913816269436211e-07,0.0,3.8895642262559704e-09
1939,4.5729211706202477e-07,1.5294050470515685e-09,0.0
1940,3.5500960393619607e-07,0.0,2.5357829169792012e-09
1941,4.988039563613711e-07,0.0,0.0
1942,5.006449441680161e-07,0.0,0.0
1943,4.1516264559504634e-07,0.0,0.0
1944,5.590944169853174e-07,6.4263723231761105e-09,0.0
1945,5.032344461142202e-07,0.0,0.0
1946,5.526678137357521e-07,0.0,2.7842208538686464e-09
1947,6.71145016895025e-07,0.0,1.1920870957027319e-09
1948,5.870819563824625e-07,0.0,1.0871887834440486e-09
1949,5.242282554718258e-07,0.0,0.0
1950,6.636465741394204e-07,0.0,0.0
1951,6.418163707166968e-07,0.0,2.1322803522849654e-09
1952,5.768008008999459e-07,0.0,1.0544803918932644e-09
1953,6.324236778709746e-07,0.0,0.0
1954,6.342376082102419e-07,0.0,2.9317608341017376e-09
1955,6.635625027229253e-07,0.0,9.385607846468247e-10
1956,6.25305858648062e-07,0.0,0.0
1957,5.866464789505699e-07,0.0,0.0
1958,6.336538262985414e-07,0.0,0.0
1959,6.169595394567295e-07,0.0,1.5501495642666896e-09
1960,5.536666662919743e-07,0.0,0.0
1961,6.329773327706789e-07,0.0,0.0
1962,6.418059683710453e-07,0.0,3.805173953708163e-09
1963,6.336732099043729e-07,6.466053248388448e-10,7.759263453976928e-09
1964,8.17685361198528e-07,0.0,0.0
1965,5.444683210953372e-07,0.0,1.2038495533772675e-08
1966,5.605543833553384e-07,2.215629901769489e-09,1.1078149508847446e-09
1967,6.093894739933603e-07,1.4791006197611978e-09,0.0
1968,5.978074568702141e-07,0.0,2.245707841908029e-09
