year,autres_ADJ ailes_NOUN,autres_ADJ belles_NOUN
1899,3.0954439012020885e-08,5.527578395003729e-10
1900,8.30568502863116e-09,1.5573159428683425e-09
1901,2.5708198236884527e-08,3.912117185755903e-09
1902,3.535404502486017e-08,2.946170252204894e-09
1903,6.480264325148255e-09,5.400220270956879e-10
1904,8.061937784020756e-09,8.061937784020756e-09
1905,1.186974607492175e-08,2.0643036724443675e-09
1906,1.0802787109298606e-08,5.144184522798412e-10
1907,1.07999713061524e-08,6.1714118260169926e-09
1908,7.858222517143076e-09,9.822778146428846e-10
1909,1.7053048750881317e-08,5.5009836685826485e-09
1910,2.137660359835536e-08,2.67207544979442e-09
1911,3.085817112946643e-08,4.788336838146279e-09
1912,2.135862686714063e-08,3.125652625612929e-09
1913,2.1211958411981868e-08,5.302989658506618e-09
1914,1.808120764223986e-08,5.357394972094198e-09
1915,1.295883844676382e-08,8.246533234057551e-09
1916,8.789969641043172e-09,4.394984820521586e-09
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,2.1178051312631396e-08,6.4454939163738345e-09
1920,1.817335615328375e-08,3.028892692213958e-09
1921,9.844571380313027e-09,6.058197943303867e-09
1922,2.2133805899215986e-08,2.2133805899215986e-09
1923,3.078624999375279e-08,4.246379248229459e-09
1924,7.734974438733389e-09,0.0
1925,9.898360353588487e-09,4.399271169575059e-09
1926,1.7833821530643945e-08,0.0
1927,3.6792442870137165e-08,1.1149224876660924e-09
1928,2.5137291359556002e-08,3.4278122562625413e-09
1929,1.5596569369336066e-08,3.342121912552898e-09
1930,2.4158287814657342e-08,7.3525223687198604e-09
1931,2.0529641986399838e-08,2.2810713318222042e-09
1932,2.4110979990332737e-08,5.4797681947604815e-09
1933,2.1794258842078307e-08,3.4411986593596566e-09
1934,2.3963160344919743e-08,7.188948103475923e-09
1935,2.393656917121234e-08,1.196828414151696e-09
1936,1.9399543305098632e-08,3.6374143697059935e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,1.6854778905894818e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,8.419382169222445e-08,5.806470415592457e-09
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,1.549713202209091e-08,0.0
1948,3.370285384107774e-08,1.0871887834440486e-09
1949,3.6322930441201606e-08,0.0
1950,2.9779012367114888e-08,4.2541445921528975e-09
1951,1.0661401539380222e-08,4.264560704569931e-09
1952,1.8980646387944944e-08,2.1089607837865287e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,1.8567819282111486e-08,2.9317608341017376e-09
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,1.8314396443841474e-08,6.104799332717903e-09
1957,1.3252556385623393e-08,1.7670075402875796e-09
1958,1.6544486669545222e-08,8.272243445794913e-10
1959,1.6276571201956358e-08,5.425523585955716e-09
1960,1.314958364417862e-08,2.076250060767393e-09
1961,7.64297514166401e-09,8.337791068679934e-09
1962,2.473363025501385e-08,1.9025869213429303e-09
1963,2.2631185814248056e-08,3.879631726988464e-09
1964,2.6161064425878067e-08,3.041984220075733e-09
1965,1.3132904541635071e-08,1.6416130677043839e-09
1966,1.3293779743683842e-08,1.6617224263271169e-09
1967,2.6130779096078527e-08,9.860671168482327e-10
1968,1.7965663401398047e-08,5.838840411165336e-09
1969,1.6350327314285096e-08,4.087581828571274e-09
1970,1.8854771965948203e-08,4.138852427448825e-09
1971,2.5178147788906813e-08,8.73527572498034e-09
1972,1.0260294114328161e-08,5.643161493651405e-09
1973,1.984753439376874e-08,4.410563136936219e-09
1974,1.6314157136321228e-08,1.6876715580593782e-09
1975,1.1994108817248161e-08,2.2845920710778955e-09
1976,1.8854638739185248e-08,5.713526873840635e-09
1977,9.990529126202574e-09,4.701425304620699e-09
1978,2.0198010375338527e-08,1.1881182704343018e-09
1979,1.9896710057309974e-08,1.7555920051037788e-09
1980,2.0466542238750662e-08,2.2740602734216964e-09
1981,1.644642821929665e-08,1.8976649140967083e-09
1982,1.9864007327896616e-08,7.449002747961231e-09
1983,1.5788289786655696e-08,1.2630632095778083e-09
1984,2.4355836458767044e-08,1.1598016991243298e-09
1985,2.5265343595037848e-08,3.6093347199894765e-09
1986,1.1988970705090196e-08,2.3977941854269602e-09
1987,1.9554613928107756e-08,3.6664901115202042e-09
1988,1.2592763276586538e-08,2.99827696004229e-09
1989,1.2622680678475717e-08,3.841685636274406e-09
1990,1.198703181159999e-08,5.44865097484859e-09
1991,1.582595565707834e-08,5.8614653131172645e-09
1992,1.597883780846132e-08,1.1019888335184191e-09
1993,1.2186256448387667e-08,1.661762283333701e-09
1994,2.1099706870586488e-08,2.637463358823311e-09
1995,1.4640617607142303e-08,4.337960657352369e-09
1996,6.939520069693117e-09,3.2028553142993132e-09
1997,2.109753616252874e-08,5.274383929609883e-09
1998,2.3840646123929332e-08,3.337690568372409e-09
1999,1.7823785114501334e-08,2.285100553223174e-09
2000,2.0764748809298794e-08,2.6508188977203417e-09
2001,2.4972907297637903e-08,1.7524847129024579e-09
2002,1.5334276071143904e-08,3.0668551032064784e-09
2003,2.1667998950647416e-08,2.500153695184082e-09
2004,2.0702518283011173e-08,2.6428747523787877e-09
2005,1.5312748402607212e-08,1.8014998381943315e-09
2006,1.6883348052942893e-08,2.8825228315376705e-09
2007,1.6377365241737607e-08,3.994479413904628e-09
2008,1.3198063086861112e-08,3.8316958494988285e-09
2009,2.1933685090402832e-08,3.337734755248789e-09
2010,1.4171378737160012e-08,4.7237931344312756e-09
2011,2.141424360058153e-08,2.6767803251726008e-09
2012,1.6340412384296954e-08,4.0851031724020714e-09
2013,2.2034088553724018e-08,3.0680375462388554e-09
2014,1.992209580636839e-08,5.197068442264197e-09
2015,2.659890485645633e-08,4.654808205550864e-09
2016,2.651315345048033e-08,5.592618146366135e-09
2017,2.8174846455897296e-08,5.282783988036499e-09
2018,2.1168027108942056e-08,4.904786576886977e-09
2019,2.1428296803627234e-08,3.57138285611569e-09
