year,leurs_DET arrières_NOUN,leurs_DET barrières_NOUN
1800,0.0,4.4018303668735825e-08
1801,2.6193008650921e-08,1.904946067554647e-08
1802,8.951360541686881e-09,2.0140561218795483e-08
1803,2.7304748684287006e-08,5.070882025393075e-08
1804,4.2021465418429216e-08,2.9662210465630778e-08
1805,1.421438877713399e-08,9.950071699904584e-08
1806,2.881669125542885e-09,2.881669125542885e-08
1807,4.27043254092041e-08,5.4092147649953404e-08
1808,2.039466551195801e-08,4.5321478125970316e-08
1809,3.162642769893864e-08,6.551188391767937e-08
1810,2.3401267590372754e-09,5.3822915901946544e-08
1811,0.0,5.0141537144554604e-08
1812,5.3344164641089264e-09,5.3344164641089264e-09
1813,8.627225156487839e-09,5.751483289628823e-09
1814,1.5733386149463513e-08,9.44003133440674e-08
1815,2.697223555614414e-09,4.315557688983063e-08
1816,9.270415546325239e-09,5.7940098940889584e-08
1817,2.9580593974287694e-08,4.514932783195036e-08
1818,7.152706427149269e-09,6.914282835168706e-08
1819,0.0,3.3123360054787554e-08
1820,3.5599443393152796e-09,4.2719332071783356e-08
1821,1.4792232327920374e-08,4.339054981983281e-08
1822,1.604098542884458e-08,3.408709403629473e-08
1823,1.9765373782121287e-09,2.7671523739059012e-08
1824,1.6842225392110777e-09,3.8989750805740186e-07
1825,7.924898959288385e-09,1.4440927031955653e-07
1826,4.403992281964975e-09,6.605988289720699e-08
1827,7.373818444733615e-09,6.359918103271411e-08
1828,5.503380862137419e-09,5.595103758082587e-08
1829,7.715858174606183e-09,3.086343269842473e-08
1830,2.0873671680021744e-09,3.757260813586072e-08
1831,1.5591206103948707e-09,7.483778574624012e-08
1832,2.705993873419743e-09,4.19429042608499e-08
1833,1.3900354645102198e-08,8.108539617524002e-08
1834,2.8003592777992026e-09,8.214387037241977e-08
1835,3.781543966852041e-09,1.9512766868956533e-07
1836,6.720750067579218e-10,7.460032236394909e-08
1837,5.5663127440652715e-09,6.331680424409569e-08
1838,3.1560809521380406e-09,9.341999884782126e-08
1839,0.0,8.040196775027653e-08
1840,7.64362617644565e-09,9.108654808187566e-08
1841,5.1364388298225094e-09,3.78812359258518e-08
1842,0.0,6.641182181965632e-08
1843,6.497602011990011e-09,4.784597962270709e-08
1844,3.2931368743049916e-09,3.622450606144412e-08
1845,2.2320911785556063e-09,6.138250796539069e-08
1846,9.367202125076801e-09,4.742146231251354e-08
1847,4.314578916364553e-09,3.4516631330916425e-08
1848,5.63165514222419e-09,3.137636639394259e-08
1849,5.865590235742957e-09,5.865590324560799e-08
1850,1.3577992064028876e-09,4.616517301769818e-08
1851,1.2898877521649865e-09,3.031236062156495e-08
1852,7.812654523320361e-09,6.901178295493082e-08
1853,2.388772735173461e-09,7.405195390219887e-08
1854,0.0,4.364358119346434e-08
1855,7.429711956774554e-09,2.0697054736729115e-08
1856,1.5531567143511893e-09,1.65670055451983e-08
1857,1.9526036343364694e-09,3.5635014938861787e-08
1858,1.9574704079872163e-09,3.474509924217273e-08
1859,4.073738679721828e-09,5.906921174414492e-08
1860,1.8308735638683515e-09,4.165237399433863e-08
1861,1.8863854922557266e-09,6.602348889828136e-08
1862,4.9697850279528666e-09,4.337266901188741e-08
1863,2.4973103585068657e-09,3.7459656709870615e-08
1864,8.151037178549814e-09,3.5960461275408306e-08
1865,1.4120533631256649e-09,4.094954419997521e-08
1866,9.731225825149181e-10,3.649209645573137e-08
1867,4.367530337390235e-09,9.026229008668452e-08
1868,9.87974857480367e-09,8.941172069398817e-08
1869,4.883519144627257e-10,8.301982745706482e-08
1870,2.8670243956696595e-09,5.9060702994884196e-08
1871,5.3105884134652115e-09,9.771483178155904e-08
1872,3.628403577593531e-09,2.3584624031514068e-08
1873,4.788803575905831e-09,4.070482972906575e-08
1874,8.364453130127458e-09,5.197910013521323e-08
1875,2.8607636259891933e-09,3.432916173551348e-08
1876,6.04601479992084e-10,3.929909553335165e-08
1877,4.329371083855449e-09,2.040989244278535e-08
1878,6.039088784604019e-09,5.6163525385954927e-08
1879,4.887460214320072e-09,2.6270098985037293e-08
1880,6.417846254436199e-09,4.8775632421893533e-08
1881,6.972507571312292e-10,3.137628468152798e-08
1882,9.317538740560849e-09,3.1945848633085916e-08
1883,5.687405213450347e-09,1.579834751908038e-08
1884,1.9805090900604227e-09,2.2445769687351458e-08
1885,6.445635580831777e-09,3.480643329112354e-08
1886,3.872078213618124e-09,8.324968092665586e-08
1887,5.223139698529167e-09,3.133883907935342e-08
1888,1.9021844099853524e-09,3.1703073943845084e-08
1889,0.0,4.51089832154139e-08
1890,1.9663159989136147e-09,4.784702056781498e-08
1891,2.5496880162734215e-09,1.8485238229004608e-08
1892,9.402768119670668e-09,2.0686091062316336e-08
1893,9.853466487186324e-09,1.539604177480669e-08
1894,9.452309157609307e-09,3.213785149114301e-08
1895,4.213029924926559e-09,1.8657704714541978e-08
1896,4.1279202278587945e-09,2.240870955461105e-08
1897,6.992056267307589e-09,1.5149455023788505e-08
1898,2.8291773368493978e-09,2.4330926606808134e-08
1899,8.844125432005967e-09,2.04520400615138e-08
1900,2.595526460424935e-09,4.256663643786851e-08
1901,1.676621730339889e-09,1.7883964531506535e-08
1902,0.0,1.8659077838378835e-08
1903,8.640352433531007e-09,2.6461078661554893e-08
1904,5.374625189347171e-09,2.7948050984605288e-08
1905,2.580379465655369e-09,3.560923644840841e-08
1906,8.230695236477459e-09,2.82930141537463e-08
1907,2.5714217422034835e-09,1.8514235478050978e-08
1908,3.437972351250096e-09,1.817213934884876e-08
1909,3.300590023513905e-09,2.0903737407707013e-08
1910,8.016225794271747e-09,2.0307773240801907e-08
1911,5.3203743632934675e-09,2.4473720827700163e-08
1912,2.6047106693738442e-09,2.4484279492753558e-08
1913,6.893886794756554e-09,2.0681659052002033e-08
1914,1.7411533825839598e-08,2.209925398233281e-08
1915,2.1205371680821372e-08,1.8849219074468238e-08
1916,8.789969641043172e-09,3.5159878564172686e-08
1917,1.315970976634162e-08,1.6449636319748606e-08
1918,2.8715941624568586e-08,2.5270027848023346e-08
1919,2.67027611133841e-08,2.1178051312631396e-08
1920,1.2872793941909322e-08,1.9687803387569147e-08
1921,2.4232791773215467e-08,1.817459427400081e-08
1922,1.1066902949607993e-08,2.0658220023506146e-08
1923,2.3355084977083607e-08,2.441668023323018e-08
1924,1.5469948877466777e-08,1.4180787211159895e-08
1925,9.898360353588487e-09,5.0591619782380803e-08
1926,6.687683296036084e-09,5.684530535177146e-08
1927,1.0034302277972529e-08,3.0102906833917586e-08
1928,7.998228745975666e-09,2.742249805010033e-08
1929,1.4482528065684619e-08,3.5649300400564243e-08
1930,6.302162347537887e-09,4.096405348263943e-08
1931,2.5091784650044247e-08,7.299428261831054e-08
1932,2.6302888755935783e-08,5.698959171240858e-08
1933,3.6706120143392695e-08,4.817677989876756e-08
1934,3.2350264689284813e-08,3.1152108448395666e-08
1935,1.3165112555668657e-08,5.0266791618014395e-08
1936,1.4549657922913184e-08,2.424942913137329e-08
1937,4.784624962894668e-08,4.280980192561401e-08
1938,3.3709557811789637e-08,5.8343463393839556e-08
1939,3.6705722017416065e-08,3.211750509990452e-08
1940,7.100191878883777e-08,1.2678914806940611e-08
1941,9.73995870623412e-08,3.246652724442356e-08
1942,6.068423630267716e-08,1.517105907566929e-08
1943,4.935499875458049e-08,3.774205836748479e-08
1944,1.34953822339412e-07,3.855823393905666e-08
1945,1.4595977404496807e-07,4.1391576388605245e-08
1946,9.187928728948691e-08,3.7586982415405146e-08
1947,1.490108874069307e-07,4.52993091926146e-08
1948,7.719040451270587e-08,2.8266908813634473e-08
1949,6.47922533403289e-08,2.9451024730065e-08
1950,1.0635361480382244e-07,4.0414374069541736e-08
1951,1.247384062708079e-07,2.4521224162299404e-08
1952,1.0650251880406358e-07,2.4253049346611988e-08
1953,7.75715582879144e-08,4.3095308654983455e-08
1954,8.795282324669529e-08,2.14995790059902e-08
1955,5.819076909219234e-08,1.6894095011821264e-08
1956,7.936238688444064e-08,2.8779767902165077e-08
1957,1.0513695025693437e-07,3.003912851795576e-08
1958,7.941353885598801e-08,1.9026160202884057e-08
1959,5.8905683886223414e-08,2.9452841943111707e-08
1960,7.059249895746689e-08,4.0832915715327545e-08
1961,7.573493832069289e-08,2.153929301584867e-08
1962,1.0717906429036361e-07,2.4099433559854333e-08
1963,9.699079583924686e-08,3.7503109950876024e-08
1964,1.046442523189306e-07,2.1902286206909594e-08
1965,7.9344630421474e-08,2.7360217202954118e-08
1966,8.41939367113298e-08,2.326411419062424e-08
1967,1.183280552985444e-07,5.571279260152551e-08
1968,1.2171737240329605e-07,2.245707975134792e-08
1969,1.0991054152920121e-07,3.179230390060184e-08
1970,9.335411946254091e-08,1.9314645882673176e-08
1971,1.0071259093358265e-07,3.699646100585596e-08
1972,8.926455308255754e-08,3.4884998001416534e-08
1973,9.262182093516813e-08,2.9771300091852027e-08
1974,1.1532421784199443e-07,1.406392957647995e-08
1975,9.08125326049003e-08,3.1413140533231854e-08
1976,9.141642992593901e-08,1.1427053969725876e-08
1977,8.286262698220526e-08,2.3507126911681553e-08
1978,7.841580895728839e-08,2.7920778578049976e-08
1979,8.77795983678098e-08,1.8141117053005473e-08
1980,8.69828085114932e-08,2.0466542238750662e-08
1981,9.045536153440281e-08,2.340453342242199e-08
1982,9.807853729171256e-08,1.924325765401136e-08
1983,9.662433342327859e-08,2.5892795463278162e-08
1984,1.269982874418929e-07,2.7255339318799088e-08
1985,9.384270716061849e-08,2.8273122509858695e-08
1986,8.811893792426417e-08,2.45773907892044e-08
1987,8.860684141964725e-08,3.0554083707556856e-08
1988,7.975416593808404e-08,2.278690480750356e-08
1989,6.915033812227023e-08,2.7440611560791695e-08
1990,1.0788328808075676e-07,2.3429199913493903e-08
1991,1.0785095838627967e-07,2.1101275393675678e-08
1992,1.239737486002923e-07,2.975369817193041e-08
1993,8.973516268939719e-08,3.489700617365088e-08
1994,1.060260217400355e-07,3.006708126918056e-08
1995,1.3339229543163356e-07,2.7112253775385398e-08
1996,7.793614265061422e-08,3.4697599460287165e-08
1997,1.1891338502767468e-07,2.4933450859521145e-08
1998,1.0251477855494073e-07,2.765514928171342e-08
1999,1.0831376751063715e-07,3.3362468343511864e-08
2000,8.615161750658018e-08,3.49024489310068e-08
2001,9.726289973421842e-08,5.126017654788484e-08
2002,7.930011225454336e-08,3.986911423226047e-08
2003,9.917276599935576e-08,2.875176896566245e-08
2004,1.19810323440106e-07,3.567880924038036e-08
2005,7.701411874894148e-08,4.4136747590073355e-08
2006,8.894642283818754e-08,3.5413854959642777e-08
2007,1.0825039642448075e-07,2.836080348345149e-08
2008,1.1069343486269645e-07,3.022782024686421e-08
2009,1.0966842967086166e-07,3.528462499957641e-08
2010,1.4502044332065367e-07,3.212179322531483e-08
2011,1.495173086452084e-07,2.982698177333987e-08
2012,1.797445463580516e-07,3.608507981311959e-08
2013,1.907761573161082e-07,3.0401462680629265e-08
2014,1.9575623932954755e-07,3.6379478984827074e-08
2015,1.587067943731313e-07,3.4135261728351907e-08
2016,1.4789367641654394e-07,3.272717208346876e-08
2017,1.5898663835445248e-07,3.270294612889302e-08
2018,1.8638189414055262e-07,3.123574643382199e-08
2019,1.7703855637041244e-07,3.418323757387043e-08
