year,aux_ADP arts_NOUN,aux_ADP bars_NOUN
1864,3.4637113728308577e-06,9.589455896019672e-10
1865,2.7130251218920876e-06,0.0
1866,2.912069419380714e-06,9.731225825149181e-10
1867,3.0956084202671263e-06,5.82337378318698e-09
1868,3.3487405168841633e-06,1.4819622196071691e-09
1869,2.600962243803906e-06,0.0
1870,2.7454626554401784e-06,0.0
1871,2.5469584059578665e-06,0.0
1872,2.7485156692819146e-06,4.8378714367913744e-09
1873,2.5817636597480487e-06,5.986004469882289e-10
1874,2.5003739594353647e-06,7.766991660940192e-09
1875,2.5872744906507705e-06,5.721527029933782e-09
1876,2.8428362384147476e-06,6.04601479992084e-10
1877,2.6866841658090834e-06,0.0
1878,2.631834853161763e-06,1.2078177347163432e-09
1879,2.423569320342267e-06,0.0
1880,2.8912397027625047e-06,6.417846254436199e-10
1881,2.861517032215488e-06,0.0
1882,2.5090803035254794e-06,6.655385131892899e-10
1883,2.661073523313462e-06,5.0554711528150165e-09
1884,2.2762651497032493e-06,6.601696966868076e-10
1885,2.0793621118286865e-06,8.379326565943757e-09
1886,2.11802678506956e-06,3.872078213618124e-09
1887,1.9717352337522698e-06,1.109917185937448e-08
1888,2.212874598228609e-06,3.1703073499755874e-09
1889,2.364462602599815e-06,6.891650361495749e-09
1890,2.075774247600748e-06,1.3108772956016423e-09
1891,2.2399008230422623e-06,2.5496880162734215e-09
1892,1.8930907756953275e-06,6.268512375839919e-09
1893,2.045210088397198e-06,8.621783287310336e-09
1894,2.00577994746709e-06,8.822155006527055e-09
1895,1.8091954814281053e-06,0.0
1896,1.8463597761808614e-06,7.666137447071009e-09
1897,1.9845786347616468e-06,6.409385022720926e-09
1898,1.6816630576954594e-06,2.8291773368493978e-09
1899,1.8451056433832491e-06,2.7637891975018647e-09
1900,1.9492404952359266e-06,3.114631885736685e-09
1901,1.560375959996918e-06,0.0
1902,1.427910589768544e-06,4.910283735171106e-09
1903,1.6918889933492665e-06,5.400220270956879e-09
1904,1.8031867625722953e-06,5.912087708281888e-09
1905,1.6514429006520004e-06,5.1607592088664944e-09
1906,1.7515948869117892e-06,3.0865106026567446e-09
1907,1.927023472347855e-06,3.0857059130084963e-09
1908,1.9979530989644445e-06,1.0313917053750288e-08
1909,1.8125740552932257e-06,8.801573692096554e-09
1910,1.698371107750063e-06,1.6032452032632705e-09
1911,1.6663411184225652e-06,4.788336838146279e-09
1912,1.7425513867408426e-06,5.730363294986773e-09
1913,1.8401373829135537e-06,1.0605979705591295e-08
1914,1.7846821567246707e-06,3.348371857558874e-09
1915,1.7082104655230523e-06,2.3561523843085297e-09
1916,1.541540875393821e-06,7.69122365795738e-09
1917,1.8105566574888599e-06,1.2063066989753679e-08
1918,1.6184304847399744e-06,1.378365155346728e-08
1919,1.48706756775141e-06,3.6831393490643904e-09
1920,1.6499892918631076e-06,1.514446346106979e-08
1921,1.3880845806113484e-06,3.0290989716519334e-09
1922,1.4320573029635852e-06,9.591315908163978e-09
1923,1.4650008406391635e-06,6.369568872344189e-09
1924,1.7261884961428109e-06,1.5469948877466777e-08
1925,1.6167321277293922e-06,1.649726732999568e-08
1926,1.4634879850206062e-06,1.114613823460786e-08
1927,1.4572037427829088e-06,1.0034302277972529e-08
1928,1.3174226101142494e-06,1.7139061614379614e-08
1929,1.399235075361105e-06,5.570202965543558e-09
1930,1.4200871714109553e-06,5.2518016602221e-09
1931,1.4975233515457376e-06,5.7026783295555106e-09
1932,1.3743258461262897e-06,8.767629289252454e-09
1933,1.534774646927417e-06,8.02946331646126e-09
1934,1.6306930135101538e-06,4.7926320689839486e-09
1935,1.651623267484581e-06,7.180970484910176e-09
1936,1.4998272117594524e-06,1.091224355320719e-08
1937,1.5159706565626152e-06,3.777335333410292e-09
1938,1.6828848448113831e-06,6.482607339819424e-09
1939,1.437640688273234e-06,1.3764645423464117e-08
1940,1.4808971764423973e-06,2.5357829169792012e-09
1941,1.4344302465829628e-06,5.9030051957620344e-09
1942,1.4685584517337702e-06,1.517105907566929e-08
1943,1.3732302055480261e-06,5.806470415592457e-09
1944,1.2756348972686737e-06,0.0
1945,1.1284651248999467e-06,2.178504132643866e-08
1946,1.30719171309579e-06,2.227376683094917e-08
1947,1.2206972122008608e-06,1.1920871401116528e-08
1948,1.2339593036259089e-06,5.435944139264848e-09
1949,1.3174424600137513e-06,5.890204768377316e-09
1950,1.1337295635627243e-06,5.317680518146517e-09
1951,1.3262783851164528e-06,5.330700769690111e-09
1952,1.0565893671099502e-06,2.9525451195056007e-08
1953,1.145257872092742e-06,1.8315507332999914e-08
1954,1.2645661167098865e-06,1.3681550115052232e-08
1955,1.437875076781836e-06,5.631364707880948e-09
1956,1.802659924443617e-06,1.2209598665435806e-08
1957,1.5964912640775708e-06,7.0680299946168645e-09
1958,1.2325643048427537e-06,1.8198935525237658e-08
1959,1.1649374340727547e-06,1.5501495198577686e-08
1960,1.2533628985789136e-06,7.612916519406099e-09
1961,1.2729027538682658e-06,6.253343343143314e-09
1962,1.216387264024732e-06,1.5220695148698837e-08
1963,1.175528431041073e-06,2.069137117199915e-08
1964,1.383494351525627e-06,2.4335873316516654e-08
1965,1.5004343225655248e-06,1.6416130066421175e-08
1966,1.391415596962986e-06,1.4401594694568587e-08
1967,1.439658016799683e-06,2.3665611692536004e-08
1968,1.9151396557504086e-06,1.751652198289655e-08
1969,1.7181469544880201e-06,1.9983734195205827e-08
1970,1.5014836748372673e-06,9.197449968301186e-09
1971,1.4454312262657254e-06,2.3122789016838396e-08
1972,1.7581013818102065e-06,8.721249833421041e-09
1973,1.4549345168646255e-06,1.2129047988196362e-08
1974,1.547594710160638e-06,1.800182936051442e-08
1975,1.3559053639866647e-06,1.028066431985053e-08
1976,1.618070825770701e-06,1.5426522226302808e-08
1977,1.4621432988803917e-06,4.7014254711541525e-09
1978,1.453662683559287e-06,1.1881182260253809e-08
1979,1.4109108352755584e-06,1.697072249395859e-08
1980,1.513955623977381e-06,1.0233271119375331e-08
1981,1.493462249424482e-06,2.5934753900003216e-08
1982,1.3526147615294803e-06,1.6139505731871395e-08
1983,1.3584244924480515e-06,1.3893695083311286e-08
1984,1.5216598567846518e-06,1.913672886821871e-08
1985,1.4383199653522638e-06,1.864822929409371e-08
1986,1.6616713711670172e-06,1.8582904104391673e-08
1987,1.7183616947136215e-06,1.3443797020062931e-08
1988,1.6772360833527955e-06,2.5785181934079304e-08
1989,1.8818770932682582e-06,1.7013178421620978e-08
1990,1.7768050355471132e-06,1.4166492645628637e-08
1991,1.7361659851999889e-06,1.8170542681605895e-08
1992,1.9141546037104717e-06,1.1570882918476855e-08
1993,1.8611736862794714e-06,1.994114734449326e-08
1994,1.7496931254967762e-06,2.9012095781322245e-08
1995,1.6993960727518242e-06,2.168980317573954e-08
1996,1.9291864905568445e-06,2.5089032629210806e-08
1997,1.759726302452691e-06,2.5412941084823615e-08
1998,1.8595703927815066e-06,2.0026142188989127e-08
1999,1.9181134298662528e-06,3.336246862106762e-08
2000,1.964256797215569e-06,2.9159007763901457e-08
2001,1.9338668701962547e-06,2.628727030495881e-08
2002,1.929051848925667e-06,2.584920721915296e-08
2003,1.901783559743464e-06,3.16686138979172e-08
2004,1.744297358996505e-06,2.202395671391244e-08
2005,1.756912730854765e-06,2.7472872976552765e-08
2006,1.7599860984152116e-06,2.9648807853277503e-08
2007,1.9037689251710788e-06,3.714865784432142e-08
2008,1.8519862612365046e-06,5.7475436937570734e-08
2009,1.7370525196014341e-06,4.434418854337707e-08
2010,1.434616000661748e-06,3.8262722323878506e-08
2011,1.4381958672871065e-06,8.106820348352528e-08
2012,1.1703820983477442e-06,8.885099445077316e-08
2013,1.0618198902356824e-06,6.805465113668419e-08
2014,1.1548318834542215e-06,7.016042161134273e-08
2015,1.1980589846860568e-06,5.829593235917585e-08
2016,1.2875449613147794e-06,7.22897661731281e-08
2017,1.0105210521693664e-06,6.465121352161596e-08
2018,1.0034161335159553e-06,7.4088097379299e-08
2019,1.0826391636520327e-06,7.499903942331798e-08
