year,deux_DET arrières_NOUN,deux_DET barrières_NOUN
1800,0.0,1.0375742931501009e-07
1801,0.0,6.191074675143682e-08
1802,0.0,9.398928568771225e-08
1803,0.0,3.705644502360883e-08
1804,2.4718509461507665e-09,3.460591457837836e-08
1805,0.0,1.3645812657614442e-07
1806,0.0,9.509508203109363e-08
1807,0.0,0.0
1808,9.064295980465431e-09,3.172503681980743e-08
1809,2.25903047379461e-08,4.743964154840796e-08
1810,2.574139479349924e-08,9.360506680877734e-08
1811,2.5070767684098882e-09,1.504245972228091e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,3.738464116054274e-08
1814,0.0,4.090680150170556e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,2.7811246638975717e-08
1817,0.0,4.0478707497015876e-08
1818,0.0,1.0490635782289814e-07
1819,0.0,5.900098543065724e-08
1820,0.0,3.797273961936298e-08
1821,0.0,1.2819934447350079e-08
1822,1.0025615893027862e-09,1.604098542884458e-08
1823,3.9530747564242574e-09,4.941343334508019e-08
1824,0.0,2.6105450245950124e-08
1825,0.0,5.019102355952043e-08
1826,8.807984341885344e-10,1.8496766340803106e-08
1827,3.6869092223668076e-09,2.7651818612639545e-08
1828,0.0,4.494427585655103e-08
1829,1.2859763920403111e-08,4.4580514835246277e-08
1830,3.1310507520032616e-09,3.444155893816969e-08
1831,0.0,2.9623292041591753e-08
1832,0.0,4.329590197471589e-08
1833,1.1583628500844156e-09,3.938433579264711e-08
1834,9.334530925997342e-10,6.534171492766916e-08
1835,7.563087933704082e-10,4.764745398233572e-08
1836,2.688300027031687e-09,2.9571300075303952e-08
1837,0.0,3.478945531654176e-08
1838,0.0,2.5879862919353513e-08
1839,0.0,4.754203075663099e-08
1840,0.0,4.331388292477811e-08
1841,0.0,4.237562123421412e-08
1842,0.0,4.561620281506862e-08
1843,5.906911071384968e-10,2.2446261738195972e-08
1844,0.0,3.1284800083852815e-08
1845,2.2320912340667576e-09,3.5713458523822794e-08
1846,5.854501328173001e-10,3.571245699163228e-08
1847,3.235934187273415e-09,3.235934098455573e-08
1848,5.63165514222419e-09,3.057184239096955e-08
1849,1.6758829879393033e-09,3.9383248662261394e-08
1850,6.788996032014438e-10,3.4623880651452055e-08
1851,1.2898877521649865e-09,4.450112811582585e-08
1852,0.0,3.7110110762128556e-08
1853,0.0,4.777545559164764e-08
1854,0.0,2.7537021551893304e-08
1855,0.0,3.1841622671890946e-08
1856,0.0,2.1744194667050465e-08
1857,0.0,4.149282872845106e-08
1858,0.0,2.8872689128434104e-08
1859,0.0,4.226503946824778e-08
1860,4.119465657481669e-09,9.612085899446399e-08
1861,1.4147891747029462e-09,1.6034276684173676e-08
1862,4.517986262886353e-10,4.5179863433775225e-08
1863,0.0,3.845858087547782e-08
1864,0.0,3.9796240969280916e-08
1865,0.0,6.024760823564179e-08
1866,9.731225825149181e-10,4.0871148243581956e-08
1867,0.0,4.124889763090778e-08
1868,9.87974813071446e-10,3.210918109175509e-08
1869,0.0,2.8812762176144702e-08
1870,0.0,3.8418128678330277e-08
1871,0.0,4.248470908407853e-08
1872,0.0,2.721302638786227e-08
1873,0.0,4.968383660042264e-08
1874,0.0,2.3898437340186263e-08
1875,0.0,2.9751941355016243e-08
1876,1.813804439976252e-09,3.869449538562719e-08
1877,0.0,3.154256233983688e-08
1878,6.039088673581716e-10,5.4955705541814837e-08
1879,0.0,1.3440515367335593e-08
1880,0.0,2.2462462556660512e-08
1881,0.0,3.555978722591391e-08
1882,0.0,4.326000357934845e-08
1883,1.8958017378167824e-09,2.9700892412165558e-08
1884,0.0,3.4328825115892414e-08
1885,6.445635691854079e-10,1.8047779715146817e-08
1886,1.2906927748801422e-09,1.161623497392128e-08
1887,0.0,2.0892558572072062e-08
1888,3.804368819970705e-09,3.043495055976564e-08
1889,1.2530273485467092e-09,3.257871100670329e-08
1890,1.9663159434024635e-09,2.9494738651436592e-08
1891,0.0,2.8046567290829216e-08
1892,1.8805537127519756e-09,4.513329021627044e-08
1893,6.774258043407144e-09,2.2786141196107224e-08
1894,1.8904617871129403e-09,2.0164925729204697e-08
1895,0.0,2.5880042775483503e-08
1896,2.358811590497112e-09,2.0639602027472392e-08
1897,1.7480140668268973e-09,1.6314798068073344e-08
1898,0.0,1.5843393486036916e-08
1899,5.527578395003729e-10,2.9296165493519766e-08
1900,0.0,2.0245106924221545e-08
1901,0.0,2.4031576728589243e-08
1902,4.910283846193408e-10,2.7006560543441083e-08
1903,1.0800440541913758e-09,2.322094672102537e-08
1904,0.0,1.3436562973367927e-08
1905,3.096455536422127e-09,1.7030504340098673e-08
1906,2.0576738091193647e-09,1.9547900798055906e-08
1907,2.5714217422034835e-09,2.51999322520291e-08
1908,3.929111258571538e-09,3.0450612031884816e-08
1909,2.7504918342913243e-09,2.1453836041018803e-08
1910,9.085056262847502e-09,2.5651923252212327e-08
1911,2.128149656499545e-09,2.8197982615552064e-08
1912,3.125652625612929e-09,2.1879568379290504e-08
1913,1.5378670781274195e-08,1.6969566696278804e-08
1914,2.0090231700464756e-09,3.549274296688054e-08
1915,4.712304768617059e-09,2.3561524287174507e-08
1916,1.0987462051303964e-09,9.888716068218173e-09
1917,1.0966424435210342e-09,1.7546279096336548e-08
1918,0.0,2.6418664589300533e-08
1919,0.0,3.867296372028761e-08
1920,7.572231730534895e-10,2.1959471574461986e-08
1921,0.0,1.36309453724337e-08
1922,2.951174193910333e-09,2.2871600613427745e-08
1923,6.369568872344189e-09,2.9724654737606215e-08
1924,2.578324886925998e-09,1.804827398643738e-08
1925,3.299453377181294e-09,2.749544547597793e-08
1926,0.0,3.232380052509143e-08
1927,5.574612438330462e-09,1.1149224654616319e-08
1928,1.1426041224282812e-09,2.5137291359556002e-08
1929,3.342121912552898e-09,3.4535259096912796e-08
1930,1.2604324695075775e-08,3.361153133596417e-08
1931,0.0,2.2810713318222042e-08
1932,3.287861094491973e-09,2.849479585620429e-08
1933,2.2941324395731044e-09,3.326492103994383e-08
1934,2.3963160344919743e-09,2.3963160344919743e-08
1935,4.787313656606784e-09,1.4361940969820353e-08
1936,1.2124714565686645e-09,1.9399543305098632e-08
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,2.333738657878115e-08
1939,1.5294050470515685e-09,5.505858347021331e-08
1940,2.5357829169792012e-09,2.0286263113789005e-08
1941,0.0,8.854508237732261e-09
1942,0.0,3.9444752131245764e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,2.2492303131116387e-08
1945,2.178504043826024e-09,1.742803235060819e-08
1946,0.0,3.897909195416105e-08
1947,2.3841741914054637e-09,1.6689218895749036e-08
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,9.817008317369869e-10,2.6505923234054762e-08
1950,2.1270722960764488e-09,1.0635361258337639e-08
1951,0.0,1.8124383771578323e-08
1952,1.0544803918932644e-09,2.003512733494972e-08
1953,0.0,2.2625037399137682e-08
1954,9.772536113672459e-10,2.052232517257835e-08
1955,2.815682353940474e-09,2.0648336374051723e-08
1956,8.72114158667614e-10,1.7442283395396885e-08
1957,8.835037701437898e-10,2.9155625025367726e-08
1958,3.3088974338291166e-09,2.8952851893748743e-08
1959,3.100299128533379e-09,3.1002990952266885e-08
1960,3.460416619915918e-09,3.183583274779522e-08
1961,3.47407969059077e-09,1.945484662257968e-08
1962,1.9025869768540815e-09,2.3465238307984748e-08
1963,3.879631726988464e-09,3.9442923149834996e-08
1964,1.8251904432275978e-09,6.570685662232734e-08
1965,1.0944086747954884e-09,2.188817349590977e-08
1966,3.3234448526542337e-09,1.9386761973549937e-08
1967,3.451234853457663e-09,1.429797347185513e-08
1968,1.7965663401398047e-09,2.4702786427521772e-08
1969,3.6334062425424918e-09,3.9059115719553006e-08
1970,2.2993624781975086e-09,2.5292987260172595e-08
1971,3.5968783507200897e-09,2.8775025473493088e-08
1972,5.130146862875051e-09,3.0267867101585466e-08
1973,1.102640756478479e-09,2.7566018356850464e-08
1974,5.06301445213353e-09,2.2502286700643026e-08
1975,9.138367840222372e-09,2.5701661687804744e-08
1976,2.856763492431469e-09,3.142439708447853e-08
1977,1.7630346071939584e-09,2.1156413954059872e-08
1978,0.0,2.5544542703315187e-08
1979,0.0,2.6919077522613577e-08
1980,1.1370301367108482e-09,2.785723873799384e-08
1981,1.8976649140967083e-09,3.226030309555483e-08
1982,3.7245013739806154e-09,2.731300929870173e-08
1983,8.209910751233451e-09,2.7787389722533362e-08
1984,5.219107812592938e-09,2.783524100102852e-08
1985,4.812446441349039e-09,2.8273122509858695e-08
1986,5.994485352545098e-09,2.577628693822831e-08
1987,0.0,2.5665431113708337e-08
