year,deux_DET arrières_NOUN,deux_DET barrières_NOUN
1988,2.99827696004229e-09,2.9383114386050124e-08
1989,2.1952488715726304e-09,3.62216063809484e-08
1990,3.2691906959314565e-09,3.868542242102535e-08
1991,5.861465202094962e-10,3.458264385969301e-08
1992,5.509944167592096e-10,1.597883780846132e-08
1993,1.1078414852150331e-09,2.1602909683338112e-08
1994,1.5824779264761446e-09,2.742961746626804e-08
1995,7.59143092832204e-09,1.3556127220759606e-08
1996,3.736664311304594e-09,1.3879039917341629e-08
1997,2.3974471297094624e-09,1.1028256974299211e-08
1998,1.2873948684877234e-08,2.8131962093169705e-08
1999,4.570201161957499e-10,3.0620348590026936e-08
2000,3.092622158362701e-09,1.8997534656506332e-08
2001,3.5049694258049158e-09,1.8401088985875447e-08
2002,2.6287327870022636e-09,2.1906107594560353e-08
2003,7.500461585152607e-09,2.2501383534212493e-08
2004,3.523833003171717e-09,1.4535811332372361e-08
2005,4.5037495954858286e-10,2.0717248805368627e-08
2006,4.941467901531382e-09,2.264839404908514e-08
2007,2.3966876816494675e-09,2.5564668604260987e-08
2008,5.5346716099080595e-09,1.873273425267996e-08
2009,1.907277002999308e-09,3.147006943926556e-08
2010,3.7790344187271785e-09,2.3146585093059002e-08
2011,1.91198598620268e-09,2.370862661749129e-08
2012,4.085103366691101e-09,3.131912645892854e-08
2013,1.9523875849358774e-09,2.4544300147866238e-08
2014,2.3819897165822113e-09,2.1870996347317373e-08
2015,3.989835628548377e-09,2.5490617061585397e-08
2016,4.349814120008233e-09,3.127723458007381e-08
2017,2.7671725466582586e-09,3.09420187249998e-08
2018,6.45366671214731e-09,2.3749494149072348e-08
2019,1.275493877184175e-09,2.1173197861656945e-08
