year,nos_DET arts_NOUN,nos_DET bars_NOUN
1896,2.4118848918064373e-07,5.89702897624278e-10
1897,1.6606134012331353e-07,5.826713556089658e-10
1898,2.1671498950937007e-07,5.6583548957434e-10
1899,1.86279388358912e-07,5.527578395003729e-10
1900,1.8428239145773517e-07,0.0
1901,1.7660414708409178e-07,1.676621730339889e-09
1902,1.4976366036201227e-07,4.910283846193408e-10
1903,2.068284372658269e-07,0.0
1904,1.8649949851123893e-07,0.0
1905,1.6411214098788207e-07,0.0
1906,2.0782504761562848e-07,1.5432553013283723e-09
1907,1.4708531348439635e-07,2.057137349353866e-09
1908,2.2395934617946978e-07,4.4202499438483756e-09
1909,2.123379602703146e-07,1.1552065082298668e-08
1910,1.945270775571828e-07,1.068830135508847e-09
1911,2.2132757115933543e-07,1.0640748282497725e-09
1912,2.443218523051627e-07,3.125652625612929e-09
1913,2.7469486241216146e-07,3.181793939432964e-09
1914,2.1697449303914595e-07,0.0
1915,2.8038212462888623e-07,0.0
1916,2.9446398785992756e-07,0.0
1917,3.476356527087887e-07,7.676496771580332e-09
1918,2.7682167580422856e-07,1.9526840588923733e-08
1919,2.495326918983132e-07,1.1049418269237776e-08
1920,2.370108482807609e-07,8.329454459499175e-09
1921,2.582306929399536e-07,0.0
1922,2.670812599414596e-07,1.4755870969551665e-09
1923,2.0594939131868273e-07,2.1231896241147297e-09
1924,2.1657929716312196e-07,1.289162443462999e-09
1925,2.3206155774779802e-07,1.0998177923937646e-09
1926,1.6607746755603614e-07,2.229227691330493e-09
1927,2.2632926510723905e-07,4.4596899506643695e-09
1928,2.3766165035965514e-07,4.570416489713125e-09
1929,1.8604478202455255e-07,3.342121912552898e-09
1930,1.8696414416652374e-07,1.1553964007759987e-08
1931,1.779235621057751e-07,0.0
1932,1.600092351949911e-07,0.0
1933,1.812364562869817e-07,4.588264879146209e-09
1934,1.5815686538189766e-07,1.1981580172459871e-09
1935,1.7952426389911125e-07,1.196828414151696e-09
1936,1.4185916663578269e-07,1.2124714565686645e-09
1937,1.3976141044480528e-07,2.5182236296217297e-09
1938,1.750303919578755e-07,1.2965214457594243e-09
1939,2.3246956271094632e-07,3.058810094103137e-09
1940,1.6736167895992082e-07,2.5357829169792012e-09
1941,2.5382921808869696e-07,0.0
1942,2.518395767481252e-07,0.0
1943,1.9741999435218816e-07,0.0
1944,1.9279117680071067e-07,0.0
1945,1.4378126955705284e-07,4.357008087652048e-09
1946,2.422272178392859e-07,4.1763312808029696e-09
1947,1.6570010674676894e-07,1.1920870957027319e-09
1948,1.435089145296331e-07,2.174377566888097e-09
1949,1.1093219054458814e-07,1.9634016634739737e-09
1950,1.2868787369058055e-07,3.190608444114673e-09
1951,1.6951628722949863e-07,1.0661401539380222e-08
1952,1.0861147803353788e-07,5.272402070488624e-09
1953,1.1743471595160315e-07,0.0
1954,1.3388374320300045e-07,9.772536113672459e-10
1955,1.1638153951665231e-07,0.0
1956,1.2558443907018102e-07,2.616342476002842e-09
1957,1.1573899194594617e-07,8.835037701437898e-10
1958,8.189520706025633e-08,0.0
1959,1.426137536952865e-07,0.0
1960,1.2249874936642868e-07,2.076250060767393e-09
1961,1.0074831191531075e-07,2.08444772553662e-09
1962,1.4205982745707502e-07,6.341956404476434e-10
1963,1.5130564090526377e-07,6.466053248388448e-10
1964,1.308053247939256e-07,1.8251904432275978e-09
1965,1.3023463463213147e-07,5.472043373977442e-10
1966,1.3681514277052997e-07,3.3234448526542337e-09
1967,1.355842309536115e-07,5.916402479044791e-09
1968,1.679789585207203e-07,5.838840522187638e-09
1969,1.6168658145687687e-07,4.5417578031781147e-10
1970,1.3336302517874543e-07,9.197450023812337e-10
1971,1.7624702985941099e-07,1.541519245584766e-09
1972,2.021277903940799e-07,3.0780880067027283e-09
1973,1.0750747536647509e-07,5.513203782392395e-10
1974,9.507215814608116e-08,3.3753431161187564e-09
1975,9.766630881813398e-08,2.2845920710778955e-09
1976,1.005580738677736e-07,1.7140580066410394e-09
1977,1.1165885638320105e-07,1.7630346071939584e-09
1978,9.148510538015131e-08,2.970295565063452e-09
1979,1.4454374586136964e-07,1.1703946700691858e-09
1980,7.333844465051698e-08,3.411090521154847e-09
1981,8.602747048058745e-08,1.8976649140967083e-09
1982,1.173217938355009e-07,2.483000915987077e-09
1983,9.788739774307942e-08,3.78918940668882e-09
1984,9.974294812309381e-08,2.8995041922996734e-09
1985,9.444426463112165e-08,3.0077789148208467e-09
1986,9.351397256551763e-08,1.1988970927134801e-09
1987,8.494035141914935e-08,2.4443267410134695e-09
1988,1.0254107141172142e-07,1.1993107618124554e-09
1989,7.90289598207039e-08,1.6464366536794728e-09
1990,7.519138423006666e-08,5.44865097484859e-10
1991,8.147436680872033e-08,5.861465202094962e-10
1992,9.642402520881888e-08,5.509944167592096e-10
1993,1.0524494076236124e-07,1.661762283333701e-09
1994,1.1446590475472362e-07,1.0549853213248639e-09
1995,8.838594756088725e-08,3.795715741716776e-09
1996,6.138805996869223e-08,3.736664311304594e-09
1997,6.137465113909002e-08,2.876936688878118e-09
1998,7.056831252683082e-08,3.337690568372409e-09
1999,8.54627615343162e-08,9.140402323914998e-10
2000,1.0205652900552309e-07,1.3254094488601709e-09
2001,9.813914303435922e-08,8.762423564512289e-10
2002,8.543381779801962e-08,1.752488598683044e-09
2003,7.542130342486075e-08,2.083461403401543e-09
2004,7.135761481702474e-08,2.642874807889939e-09
2005,8.422011443798283e-08,4.503749373441224e-09
2006,9.306430981403935e-08,1.2353669198716943e-09
2007,8.66802076782136e-08,5.991719120856942e-09
2008,7.493094011934431e-08,8.51487946817997e-09
2009,7.581426020308868e-08,4.76819250749827e-09
2010,7.274641583565611e-08,1.0392344762522043e-08
2011,4.818204557555106e-08,1.2236710311697152e-08
2012,7.693611062120631e-08,1.3957436095779485e-08
2013,6.080292508370277e-08,5.857162754807632e-09
2014,7.795602341431618e-08,6.712880029624557e-09
2015,8.134831741557491e-08,9.531274436369586e-09
2016,1.2303759522325208e-07,6.8354220061905835e-09
2017,4.125602554028163e-08,7.2952728302766445e-09
2018,5.550153436839622e-08,1.7037679711506826e-08
2019,6.224410059596508e-08,1.020395146156261e-08
