year,six_DET boîtes_NOUN
1800,1.8864987794131594e-08
1801,0.0
1802,0.0
1803,5.851017448321727e-09
1804,0.0
1805,2.842877711017877e-09
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,4.680253518074551e-09
1811,5.0141535368197765e-09
1812,0.0
1813,0.0
1814,0.0
1815,1.0788894222457657e-08
1816,0.0
1817,1.556873407970727e-09
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,4.010246357211145e-09
1823,0.0
1824,0.0
1825,4.402721520690989e-09
1826,7.0463874735082754e-09
1827,8.295545583791863e-09
1828,9.172301251858528e-10
1829,0.0
1830,2.0873671680021744e-09
1831,7.795603274018958e-09
1832,1.488296597074168e-08
1833,0.0
1834,7.467624740797874e-09
1835,8.31939672707449e-09
1836,3.36037508930076e-09
1837,1.3915781860163179e-09
1838,7.574594285131298e-09
1839,1.3982949909063791e-08
1840,0.0
1841,5.1364388298225094e-09
1842,1.2074877542289641e-08
1843,1.7720733769266417e-09
1844,7.683985892015244e-09
1845,2.2320911785556063e-09
1846,5.269050973311096e-09
1847,0.0
1848,0.0
1849,2.513824481908955e-09
1850,1.2220192857625989e-08
1851,1.2898877521649865e-09
1852,6.510545214055696e-09
1853,5.971931837933653e-10
1854,9.352196350675968e-09
1855,8.491099379170919e-09
1856,2.5885946164372342e-09
1857,8.298565390418844e-09
1858,1.4681027837859517e-08
1859,4.582956014687056e-09
1860,3.66174721100343e-09
1861,1.8863854922557266e-09
1862,9.939570055905733e-09
1863,7.4919311865429e-09
1864,7.671564716815737e-09
1865,1.7415324293779122e-08
1866,1.9462452205409875e-09
1867,1.649955905236311e-08
1868,1.6795571489147676e-08
1869,1.0255390425761846e-08
1870,1.2614907340946502e-08
1871,5.3105884134652115e-09
1872,2.2375155839249317e-08
1873,1.5563610844537834e-08
1874,1.0754296453363565e-08
1875,5.149374260327022e-09
1876,7.255217759905008e-09
1877,1.4843558382438005e-08
1878,1.2078177125118827e-08
1879,1.4662380642960215e-08
1880,1.0910338410496934e-08
1881,1.1853262482652838e-08
1882,1.7304000898832328e-08
1883,1.2006744321002571e-08
1884,1.7824582698722224e-08
1885,1.3535834730848961e-08
1886,1.3552274358286098e-08
1887,9.793386990253339e-09
1888,7.608737417896805e-09
1889,6.265136576200092e-09
1890,1.3108772956016423e-09
1891,5.736798036615198e-09
1892,9.402768119670668e-09
1893,1.231683333102751e-08
1894,1.1972924207626079e-08
1895,6.6204759452404005e-09
1896,4.127920172347643e-09
1897,1.1653427223201618e-08
1898,1.2448380992680086e-08
1899,1.1055156790007459e-08
1900,1.6092264853995175e-08
1901,1.0618603774048552e-08
1902,2.8479645752810256e-08
1903,9.720396043633173e-09
1904,1.4511488011237361e-08
1905,2.6319871393454264e-08
1906,9.259531807970234e-09
1907,1.3885676608538233e-08
1908,1.817213979293797e-08
1909,2.200393367512987e-09
1910,5.34415089958884e-09
1911,2.0749459594959774e-08
1912,1.354449502555255e-08
1913,1.2727175091598042e-08
1914,1.2054139020278853e-08
1915,1.4136913861761968e-08
1916,7.691223435912775e-09
1917,4.386569774084137e-09
1918,3.44591288836682e-08
1919,2.762354567309444e-09
1920,7.572231730534895e-09
1921,1.6660044011018726e-08
1922,1.1066902949607993e-08
1923,1.4862327368803108e-08
1924,3.867487219366694e-09
1925,1.0998177923937646e-09
1926,7.802296586589819e-09
1927,1.0034302277972529e-08
1928,9.14083297942625e-09
1929,1.1140406375176326e-08
1930,1.05036033204442e-08
1931,3.4216069977333063e-09
1932,4.383814644626227e-09
1933,3.4411986593596566e-09
1934,1.9170528275935794e-08
1935,7.180970484910176e-09
1936,8.487299751891442e-09
1937,8.813782592653752e-09
1938,5.186085672015395e-09
1939,1.3764645423464117e-08
1940,5.0715658339584024e-09
1941,8.854508237732261e-09
1942,3.034211770724937e-09
1943,1.4516175816936538e-08
1944,6.4263723231761105e-09
1945,1.742803235060819e-08
1946,1.6705325123211878e-08
1947,7.152522574216391e-09
1948,8.697510267552389e-09
1949,1.178041031391075e-08
1950,3.190608444114673e-09
1951,1.1727541604500402e-08
1952,9.490323193972472e-09
1953,3.232148326759443e-09
1954,1.4658803948464083e-08
1955,7.508486277174597e-09
1956,1.0465369459922158e-08
1957,8.8350378124602e-09
1958,1.4890038535497752e-08
1959,1.1626121843022474e-08
1960,8.997083300599229e-09
1961,5.558527582660844e-09
1962,1.2049717668105586e-08
1963,1.1638895847099207e-08
1964,1.5818317988802733e-08
1965,1.094408652591028e-08
1966,8.308612242657887e-09
1967,6.902469928959931e-09
1968,5.838840522187638e-09
1969,6.358460868938209e-09
1970,7.817832520240486e-09
1971,1.0276794748520501e-08
1972,7.69522046084603e-09
1973,1.2129048654330177e-08
1974,9.563471792262135e-09
1975,5.711480177694739e-09
1976,3.999468700666142e-09
1977,8.227494463497464e-09
1978,7.128709622605811e-09
1979,1.5800328379000916e-08
1980,8.527726080842513e-09
1981,1.0120879245789638e-08
1982,1.0552753892945077e-08
1983,1.1999100379966876e-08
1984,8.118611838359158e-09
1985,1.0828004493035337e-08
1986,9.591176741707841e-09
1987,4.888653482026939e-09
1988,1.2592763165564236e-08
1989,1.9208427626260516e-08
1990,8.717841171179685e-09
1991,8.792197747631292e-09
1992,1.4325855168806356e-08
1993,1.0524494442609722e-08
1994,1.4769794054458885e-08
1995,4.337960657352369e-09
1996,9.074756723848054e-09
1997,9.589788629860152e-09
1998,8.58263260461456e-09
1999,8.683382013430219e-09
2000,6.627047244300854e-09
2001,6.571817839917671e-09
2002,7.009954283709874e-09
2003,2.9168459869666208e-09
2004,7.047665923076707e-09
2005,1.216012357474483e-08
2006,6.58862386870851e-09
2007,8.388406774750834e-09
2008,1.3198063419928019e-08
2009,1.859595011310944e-08
2010,2.7397999202705137e-08
2011,1.9884653867929813e-08
2012,2.3829768602823265e-08
2013,1.9802788298051155e-08
2014,2.0138640005606945e-08
2015,2.1722438070526096e-08
2016,2.278474076078396e-08
2017,1.635147361955802e-08
2018,2.5040226336869864e-08
2019,1.3265135989648513e-08
