year,deux_DET watts_NOUN,deux_DET boîtes_NOUN
1929,0.0,1.0471981948256825e-07
1930,1.0503603542488804e-09,1.1658999676811277e-07
1931,2.2810713318222042e-09,9.238338716244243e-08
1932,1.0959536611565568e-09,1.0411560058543046e-07
1933,1.1470662197865522e-09,1.0094182556485976e-07
1934,0.0,1.0304158770679805e-07
1935,1.196828414151696e-09,1.0651772619496569e-07
1936,2.424942913137329e-09,1.2730950649242345e-07
1937,0.0,1.5109341955366062e-07
1938,1.2965214457594243e-09,1.0761127722247465e-07
1939,0.0,1.254112085291581e-07
1940,0.0,1.293249303202515e-07
1941,0.0,1.2396310644646746e-07
1942,0.0,1.1530004462301235e-07
1943,5.806470415592457e-09,1.1032293656398906e-07
1944,0.0,9.960877100922971e-08
1945,0.0,1.3071024485000748e-07
1946,2.7842208538686464e-09,1.4199526887637148e-07
1947,3.5762612871081956e-09,1.3828210487787373e-07
1948,2.174377566888097e-09,1.0871887656804802e-07
1949,1.9634016634739737e-09,1.0307858788749513e-07
1950,1.0635361480382244e-09,1.0209947021166954e-07
1951,0.0,1.0661401494971301e-07
1952,1.0544803918932644e-09,1.349734932709623e-07
1953,0.0,1.2605377897045855e-07
1954,0.0,9.772536024854617e-08
1955,0.0,8.259334904892057e-08
1956,1.744228317335228e-09,1.0116524506997848e-07
1957,0.0,7.863183748568758e-08
1958,0.0,1.1002084043809646e-07
1959,0.0,1.255621162599141e-07
1960,3.460416619915918e-09,1.1557791612659685e-07
1961,0.0,1.1325499560399521e-07
1962,6.341956404476434e-10,1.1922878329073683e-07
1963,3.879631726988464e-09,1.3061427139859916e-07
1964,1.8251904432275978e-09,9.430150615941102e-08
1965,5.472043373977442e-10,1.0670484318353601e-07
1966,0.0,9.416427060315868e-08
1967,0.0,1.1191862059334312e-07
1968,0.0,8.578604493436615e-08
1969,4.5417578031781147e-10,1.0945636041981288e-07
1970,0.0,1.0301143849034133e-07
1971,0.0,1.0225411006814511e-07
1972,0.0,8.61864690726577e-08
1973,5.513203782392395e-10,7.608221164190354e-08
1974,0.0,8.719636346299353e-08
1975,5.711480177694739e-10,1.2907945556861478e-07
1976,0.0,9.31304877660466e-08
1977,0.0,9.285315538676286e-08
1978,0.0,1.1584153103427752e-07
1979,0.0,1.0650591697469736e-07
1980,4.548120546843393e-09,1.1654558740303855e-07
1981,5.060439622894819e-09,1.100645614648954e-07
1982,0.0,9.249178045678264e-08
1983,0.0,1.0104505321351098e-07
1984,1.739702604197646e-09,1.1192086724065575e-07
1985,0.0,1.0406915684768592e-07
1986,5.994485463567401e-10,1.1269632604893332e-07
1987,6.110816852533674e-10,1.0938362393630996e-07
1988,0.0,1.2952555916712072e-07
1989,0.0,1.2293393503171046e-07
1990,1.6345953479657283e-09,1.0080003942647409e-07
1991,0.0,1.0374793202316823e-07
1992,1.65298330578878e-09,1.360956249918388e-07
1993,0.0,1.2297040719033703e-07
1994,0.0,1.0497104252493727e-07
1995,0.0,1.2525861681211836e-07
1996,0.0,9.501804232314726e-08
1997,0.0,1.0069278211233268e-07
1998,4.768129224785866e-10,1.2873948662672774e-07
1999,9.140402323914998e-10,1.0739972466922154e-07
2000,4.4180314962005696e-10,1.0117292426059521e-07
2001,0.0,1.1610211547719018e-07
2002,8.76244299341522e-10,1.248648109353212e-07
2003,0.0,9.667260858492455e-08
2004,0.0,1.4535811132532217e-07
2005,4.5037495954858286e-10,1.3105911644828439e-07
2006,4.1178899179428186e-10,1.3136068233166043e-07
2007,0.0,1.3860843139923418e-07
2008,8.514879357157668e-10,1.66891640063227e-07
2009,4.76819250749827e-10,1.6640992317462633e-07
2010,4.723793023408973e-10,1.8800695933407496e-07
2011,3.82397197240536e-10,2.23702363300049e-07
2012,1.0212758416727752e-09,2.811912676037309e-07
2013,8.367375126105969e-10,2.7723902107368303e-07
2014,6.496335691608124e-10,2.8064168766661624e-07
2015,4.433150790905671e-10,2.44931586124153e-07
2016,4.1426800878596737e-10,2.4545379329055095e-07
2017,1.0062445321423752e-09,2.7596257368145416e-07
2018,1.0325866828253538e-09,2.834450523181431e-07
2019,2.55098775436835e-10,2.339255740224644e-07
