year,deux_DET watts_NOUN,deux_DET boîtes_NOUN
1800,0.0,1.5406406550511065e-07
1801,0.0,9.28661236798689e-08
1802,0.0,3.1329761895904085e-08
1803,0.0,8.776526416731656e-08
1804,0.0,6.179627254354614e-08
1805,0.0,1.1940086430684005e-07
1806,0.0,6.916005812485082e-08
1807,0.0,6.263301344233696e-08
1808,0.0,3.3991110370834576e-08
1809,0.0,4.518061147429364e-08
1810,0.0,5.148278958699848e-08
1811,0.0,9.526891631139733e-08
1812,0.0,5.067695729721322e-08
1813,0.0,4.601186631703058e-08
1814,0.0,3.776012391654149e-08
1815,0.0,9.170560044680087e-08
1816,2.3176038865813098e-09,1.251506045463202e-07
1817,0.0,6.07180652423267e-08
1818,0.0,9.060095074175933e-08
1819,0.0,8.901903036928616e-08
1820,0.0,5.6959109429044474e-08
1821,0.0,5.0293590514449704e-08
1822,0.0,5.514088741165324e-08
1823,0.0,4.941343334508019e-08
1824,0.0,1.3052724412432326e-07
1825,0.0,4.842993739373469e-08
1826,0.0,1.5325892732676039e-07
1827,0.0,9.401618772386655e-08
1828,0.0,1.467568182533796e-07
1829,0.0,6.944272712416932e-08
1830,0.0,5.844628070406088e-08
1831,0.0,4.5214498811674275e-08
1832,0.0,7.982682159735077e-08
1833,0.0,5.79181431703546e-08
1834,0.0,9.707912163037236e-08
1835,0.0,6.655517381659593e-08
1836,0.0,7.056787509895912e-08
1837,0.0,5.775049460865489e-08
1838,0.0,6.24904028523332e-08
1839,0.0,9.50840619573512e-08
1840,0.0,5.6690229399691816e-08
1841,0.0,1.0080261336753438e-07
1842,0.0,6.574099975509284e-08
1843,0.0,9.451057625398107e-08
1844,0.0,5.1043621773771974e-08
1845,0.0,8.258737560495888e-08
1846,0.0,7.90357717050938e-08
1847,0.0,9.54600567482089e-08
1848,0.0,5.953463899643907e-08
1849,0.0,6.871120028506539e-08
1850,0.0,8.214685109919628e-08
1851,0.0,8.12629261659481e-08
1852,0.0,7.031389204215088e-08
1853,0.0,5.733054386780623e-08
1854,0.0,5.195664565249558e-08
1855,0.0,6.527532647737644e-08
1856,0.0,7.71401182930731e-08
1857,0.0,9.665388223112359e-08
1858,0.0,6.997956480958578e-08
1859,0.0,8.809460183556439e-08
1860,0.0,7.598125639773912e-08
1861,0.0,1.089387593466995e-07
1862,0.0,8.448634547519873e-08
1863,0.0,7.691716286117867e-08
1864,0.0,8.151037356185498e-08
1865,0.0,8.801798756508106e-08
1866,0.0,9.050039939673127e-08
1867,0.0,1.2859950437871248e-07
1868,0.0,8.743577062375607e-08
1869,0.0,1.0304225384061283e-07
1870,0.0,8.142349017248307e-08
1871,0.0,9.02800074698007e-08
1872,0.0,1.0159530328124333e-07
1873,0.0,9.517747123766185e-08
1874,0.0,7.408515045881359e-08
1875,0.0,1.1443053971049721e-07
1876,0.0,8.222579772620975e-08
1877,0.0,1.230778390315379e-07
1878,0.0,1.0447623388643024e-07
1879,0.0,1.509003286770394e-07
1880,0.0,8.471557055855783e-08
1881,0.0,1.2201888210938705e-07
1882,0.0,1.4575293860730199e-07
1883,0.0,1.225951726802066e-07
1884,0.0,1.2081105182915053e-07
1885,1.2891271383708158e-09,1.340692197260296e-07
1886,3.2267319927115068e-09,1.1035423508332087e-07
1887,0.0,1.1164461399815195e-07
1888,0.0,1.1096075658301174e-07
1889,4.385595886446936e-09,1.334474131198249e-07
1890,0.0,1.1076913253305065e-07
1891,0.0,1.2493471146513002e-07
1892,0.0,1.2411654193300592e-07
1893,0.0,1.4225942557288818e-07
1894,3.780923574225881e-09,1.2540063387689315e-07
1895,3.611168697403855e-09,1.1194623006360871e-07
1896,0.0,1.0496711455587615e-07
1897,2.330685422435863e-09,1.3284907485200392e-07
1898,5.6583548957434e-10,1.1712794645291069e-07
1899,0.0,9.783813759156601e-08
1900,0.0,9.966822300810918e-08
1901,2.794369402536745e-09,1.0786265836060238e-07
1902,0.0,3.820200937809659e-07
1903,0.0,9.882402984828786e-08
1904,5.374625189347171e-10,1.5102696515612024e-07
1905,5.160759042333041e-10,1.300511272006588e-07
1906,1.0288369045596824e-09,8.590788347362377e-08
1907,6.1714118260169926e-09,7.457122652709813e-08
1908,1.964555629285769e-09,9.233411191189589e-08
1909,0.0,7.70137678074434e-08
1910,0.0,1.0421093610268883e-07
1911,0.0,1.3088120365267741e-07
1912,1.5628263128064646e-09,1.130444440278211e-07
1913,1.590896969716482e-09,1.267414564409819e-07
1914,4.68772043404897e-09,1.0312985310179101e-07
1915,0.0,1.1545146616498414e-07
1916,0.0,2.757852968215957e-07
1917,0.0,1.1185752990527931e-07
1918,0.0,8.959373332118048e-08
1919,0.0,1.3075144966734342e-07
1920,6.057785384427916e-09,1.25699044062344e-07
1921,7.572747429129834e-10,1.0980483722278223e-07
1922,0.0,1.3206504601015467e-07
1923,1.0615948120573648e-09,1.0297469765774281e-07
1924,0.0,1.2118127123983413e-07
1925,2.1996355847875293e-09,8.908524051776112e-08
1926,1.1146138456652466e-09,8.359603675955896e-08
1927,2.2298449753321847e-09,9.922810129125992e-08
1928,1.1426041224282812e-09,1.0968999397675816e-07
