year,les_DET os_NOUN,les_DET boss_NOUN
1800,1.667979279318388e-05,0.0
1801,1.893040234790533e-05,4.7623651688866175e-09
1802,1.0725967968028272e-05,0.0
1803,1.859648477875453e-05,0.0
1804,1.4984360518610629e-05,0.0
1805,1.9812013988484978e-05,0.0
1806,1.2543905313577852e-05,0.0
1807,1.156717871708679e-05,0.0
1808,8.302895253109455e-06,0.0
1809,9.908107585943071e-06,0.0
1810,8.581245197092358e-06,0.0
1811,6.490821704119298e-06,0.0
1812,2.3812835706849e-05,0.0
1813,1.308462424276513e-05,0.0
1814,1.2640201816793706e-05,0.0
1815,1.5077479588399001e-05,0.0
1816,1.4160559885567636e-05,2.3176038865813098e-09
1817,1.1114519338661921e-05,4.670620223912181e-09
1818,1.554521509206097e-05,3.5763532135746345e-09
1819,1.2232870517436822e-05,1.035105001712111e-09
1820,1.236843309015967e-05,0.0
1821,1.2323901728450437e-05,0.0
1822,1.2257318303454667e-05,1.0025615893027862e-09
1823,1.1296899742774258e-05,9.882686891060644e-10
1824,9.911649954119639e-06,0.0
1825,1.3412451153271832e-05,0.0
1826,9.249264451227646e-06,0.0
1827,1.06892715621143e-05,2.7651819167751057e-09
1828,1.4118922877059958e-05,0.0
1829,1.4348067793434893e-05,8.57317605795771e-10
1830,1.1415810718062858e-05,0.0
1831,1.1029219308511529e-05,0.0
1832,1.1430118206590123e-05,0.0
1833,1.4739009316144802e-05,0.0
1834,1.5920976238703588e-05,9.334530925997342e-10
1835,1.565861737162777e-05,7.563087933704082e-10
1836,1.2964327197551029e-05,6.720750067579218e-10
1837,1.67441642133781e-05,6.957890930081589e-10
1838,1.0591176760499366e-05,6.312161904276081e-10
1839,1.3550178323384898e-05,6.9914751765765e-10
1840,1.076986984571704e-05,1.2739377330817092e-09
1841,1.362183581932186e-05,0.0
1842,9.05682856000567e-06,1.341653010911159e-09
1843,1.188293333598267e-05,0.0
1844,1.0008940421357693e-05,5.488561272137815e-10
1845,1.1971820640610531e-05,5.580227946389016e-10
1846,1.0147607326871366e-05,1.7563503984519002e-09
1847,8.046689742968738e-06,0.0
1848,9.009843893181824e-06,0.0
1849,1.0076246894641372e-05,1.6758829879393033e-09
1850,9.526998383080354e-06,2.0366988096043315e-09
1851,1.013335827337869e-05,2.579775504329973e-09
1852,9.418805973382405e-06,1.3021090872200602e-09
1853,1.1829800200757745e-05,5.971931837933653e-10
1854,8.995254233923333e-06,5.195664454227256e-10
1855,1.2393290035106475e-05,1.0613874223963649e-09
1856,7.70987008991142e-06,9.836659209394583e-09
1857,7.728405080342782e-06,0.0
1858,6.934828434168594e-06,0.0
1859,7.423879708312597e-06,0.0
1860,9.005151810015377e-06,4.577183909670879e-10
1861,8.74056740940432e-06,9.431927461278633e-10
1862,7.886144999247335e-06,4.517986262886353e-10
1863,7.80459441784842e-06,4.994620828036034e-10
1864,9.613429824639752e-06,4.315255153208852e-09
1865,9.849542152551294e-06,0.0
1866,9.040795418968628e-06,1.4596839292835284e-09
1867,1.282889195408643e-05,0.0
1868,1.1254021387685498e-05,0.0
1869,1.0368199582444504e-05,4.883519144627257e-10
1870,1.0650996046024375e-05,1.7202146374017957e-09
1871,1.2050788086526154e-05,4.248470908407853e-09
1872,9.881957339530345e-06,0.0
1873,1.071913800387847e-05,1.7958012854535355e-09
1874,1.1253175898673362e-05,2.3898436007918633e-09
1875,8.592589665568084e-06,2.860763570478042e-09
1876,9.08534673271788e-06,6.04601479992084e-10
1877,8.44907719965704e-06,6.184815992682502e-10
1878,8.922753295337316e-06,3.6234531486378785e-09
1879,9.344212799078377e-06,6.10932526790009e-10
1880,6.557755398262088e-06,6.417846254436199e-10
1881,7.1391503979612025e-06,2.091752326904839e-09
1882,8.82637158383659e-06,0.0
1883,7.447972677709913e-06,1.8958017378167824e-09
1884,7.5992132906321785e-06,0.0
1885,9.116062869907182e-06,1.9336907075562237e-09
1886,6.9561885993607575e-06,6.453463874400711e-10
1887,6.077123259728978e-06,6.528924623161458e-10
1888,6.653206810369738e-06,6.340614699951175e-10
1889,7.05830325387069e-06,2.5060546970934183e-09
1890,6.258128053104883e-06,0.0
1891,6.324500930077193e-06,5.736798036615198e-09
1892,5.784583265722176e-06,3.1342561879199593e-09
1893,7.250919736634387e-06,0.0
1894,5.472887096402701e-06,0.0
1895,5.4859669376128295e-06,1.8055843487019274e-09
1896,5.953050845164398e-06,1.7691086373616827e-09
1897,6.815506708335306e-06,5.826713556089658e-10
1898,5.2803766834585986e-06,2.8291774478717002e-09
1899,5.420896002306108e-06,1.1055156790007459e-09
1900,5.304737271671911e-06,6.22926377147337e-09
1901,5.129903343004116e-06,7.82423448253411e-09
1902,4.6078101263447024e-06,1.3748794547296939e-08
1903,5.223633024797891e-06,2.376096830403185e-08
1904,4.973678130681947e-06,1.2361637935498493e-08
1905,4.980132416676497e-06,5.160758931310738e-09
1906,5.1025168090745865e-06,5.144184356264958e-09
1907,4.061817719502869e-06,0.0
1908,4.6628729819531145e-06,3.929111258571538e-09
1909,4.745148316942505e-06,5.500983557560346e-10
1910,4.295628343697899e-06,5.344150788566537e-09
1911,4.514869374361297e-06,3.7242617878519013e-09
1912,4.177955901241148e-06,2.4484280158887373e-08
1913,4.114589671644353e-06,2.121195885607108e-09
1914,4.415832592030711e-06,0.0
1915,5.251863797184342e-06,0.0
1916,3.853303041978506e-06,0.0
1917,4.136535238785655e-06,1.206306654566447e-08
1918,4.121311775406866e-06,8.040463406189247e-09
1919,3.28443954344948e-06,5.524709079107737e-09
1920,3.909543295321782e-06,0.0
1921,4.707219602551049e-06,7.572747429129834e-10
1922,3.879318484223404e-06,7.377935484775833e-10
1923,3.8949913800934155e-06,8.492758496458919e-09
1924,3.7630652229836414e-06,0.0
1925,4.046229634013798e-06,0.0
1926,4.195406489770903e-06,0.0
1927,4.337048295610657e-06,2.2298449753321847e-09
1928,3.737458172281549e-06,2.2852082448565625e-09
1929,3.671877863098416e-06,2.2280812750352652e-09
1930,3.2046494595761033e-06,0.0
1931,3.9337075463663496e-06,1.1405356659111021e-09
1932,3.378825169875199e-06,0.0
1933,3.3253450055781286e-06,0.0
1934,3.752631016595842e-06,0.0
1935,3.6371616545238794e-06,1.196828414151696e-09
1936,3.363395762789878e-06,0.0
1937,3.4310797047965025e-06,0.0
1938,3.483753118871391e-06,0.0
1939,3.4931611310184962e-06,0.0
1940,3.479094146996431e-06,2.5357829169792012e-09
1941,4.436108270056138e-06,0.0
1942,3.823106936806653e-06,0.0
1943,4.087755257842218e-06,2.9032352077962287e-09
1944,3.495946543807804e-06,0.0
1945,3.4442149683400203e-06,4.357008087652048e-09
1946,3.4941972444357816e-06,5.568441707737293e-09
1947,3.2830078851020517e-06,1.1920870957027319e-09
1948,4.6053316395955335e-06,7.610321262063735e-09
1949,2.701640653413051e-06,9.817008317369869e-10
1950,3.159765810778481e-06,1.0635361480382244e-09
1951,3.766673216887284e-06,0.0
1952,5.084704639557458e-06,1.0544803918932644e-09
1953,3.4627082072802295e-06,4.30953106533849e-09
1954,3.3852065257633512e-06,0.0
1955,4.008593123216997e-06,4.6928039232341234e-09
1956,3.3960125733756286e-06,3.488456634670456e-09
1957,3.3997224306858698e-06,0.0
1958,3.2352743630781333e-06,2.481673033738474e-09
1959,2.96543603894861e-06,1.5501495642666896e-09
1960,2.9282046511980298e-06,6.2287499602575735e-09
1961,2.8424918525615794e-06,2.0844477810477713e-09
1962,3.0904352854577155e-06,1.2683912808952869e-09
1963,2.7648844707073295e-06,3.2330267352165265e-09
1964,3.2068597306533775e-06,1.8251904432275978e-09
1965,2.77213712251978e-06,5.472043373977442e-10
1966,3.408192810638866e-06,4.431259914561281e-09
1967,3.2007738752781734e-06,1.9721342336964653e-09
1968,3.0384427986973606e-06,4.4914158503495116e-10
1969,3.6633818183418043e-06,1.1354394535700862e-08
1970,2.7983241750462184e-06,3.219107563845469e-09
1971,2.8970285939067253e-06,6.166077093361366e-09
1972,2.772331328060318e-06,1.0773308245504154e-08
1973,2.4511705021268426e-06,4.961883459664307e-09
1974,2.449936545190212e-06,4.500457451150908e-09
1975,2.5587432332940807e-06,7.4249242310031605e-09
1976,2.6613608099523844e-06,6.8562323041199136e-09
1977,2.7027320470551786e-06,8.227494519008616e-09
1978,2.5740581861555256e-06,1.247524139547096e-08
1979,2.4859183440639754e-06,1.5800328267978614e-08
1980,2.8766861532858456e-06,1.4212876653374451e-08
1981,2.657363296520998e-06,5.06043967840597e-09
1982,2.3321586439806197e-06,1.1794254461960918e-08
1983,2.5583345291124715e-06,1.5156758736978304e-08
1984,2.56026217471117e-06,1.1018115864125377e-08
1985,2.7779846334397007e-06,1.5038894574104233e-08
1986,2.9169167419240694e-06,1.1389522214244607e-08
1987,2.5384333923739177e-06,1.5277041853778428e-08
1988,2.6984492649262393e-06,5.396898372644898e-09
1989,2.506974226434977e-06,2.744061089465788e-09
1990,2.3647144189453684e-06,4.358920779878872e-09
1991,2.4471617479093766e-06,9.96449056600568e-09
1992,2.6183253680756025e-06,1.0468894195980738e-08
1993,2.6549421363597503e-06,9.970573700002205e-09
1994,2.5625592883216086e-06,6.857404699633918e-09
1995,2.5978960707107035e-06,9.218166341362632e-09
1996,2.7987617272628995e-06,1.1209994044136806e-08
1997,2.696648607525276e-06,9.58978896292706e-09
1998,2.5642999474939643e-06,7.1521938371788e-09
1999,3.2178786568692885e-06,9.597422412355172e-09
2000,2.971567965914801e-06,1.4137700454774915e-08
2001,2.6725391677473453e-06,1.1391150245287918e-08
2002,2.896863605883482e-06,9.200564754507923e-09
2003,3.2381157950567285e-06,8.750538071922165e-09
2004,2.6922083975478017e-06,1.2773894386697293e-08
2005,3.1098389854378183e-06,1.170974917030776e-08
2006,3.2028947316575795e-06,3.7884586023828604e-08
2007,3.377731815135121e-06,1.797515758461543e-08
2008,3.2739710604801076e-06,3.533674872158166e-08
2009,3.451217821748287e-06,3.147007010539937e-08
2010,3.7525812501826294e-06,1.5116138118997924e-08
2011,4.745166705788506e-06,2.6385407358997526e-08
2012,5.198634482894704e-06,4.6638261808062964e-08
2013,5.1174866086967086e-06,3.346950111504654e-08
2014,5.199667015176601e-06,4.006073439644098e-08
2015,5.4390326624798035e-06,2.1944096539883162e-08
2016,5.444724337166917e-06,2.6513152118212702e-08
