year,vos_DET arrières_NOUN,vos_DET barrières_NOUN
2003,8.750538071922165e-09,2.5001538617175356e-09
2004,1.2333415178034102e-08,1.7619165015858584e-09
2005,1.5763124139311913e-08,9.007499190971657e-10
2006,9.882935358973555e-09,4.1178899179428186e-10
2007,2.4765773432022797e-08,3.595031605740928e-09
2008,2.0009967016676455e-08,2.9802078582719105e-09
2009,2.9562793102400065e-08,5.245011758248097e-09
2010,4.015224064346512e-08,3.7790344187271785e-09
2011,5.20060190467575e-08,2.294383100176489e-09
2012,7.455313522086726e-08,8.510632198976964e-09
2013,7.391181355842491e-08,6.9728125495771565e-09
2014,6.32309991033253e-08,8.445236426846137e-09
2015,6.250742501379136e-08,6.428068743957738e-09
2016,6.752568282308857e-08,7.66395813478482e-09
2017,8.955576191738146e-08,9.810883938587978e-09
2018,9.809573242591796e-08,8.518839800242262e-09
2019,7.244805289019496e-08,1.938750737728867e-08
