year,aux_ADP oies_NOUN,aux_ADP bois_NOUN
1800,1.2576657582030748e-07,9.023751932346613e-07
1801,6.429192911383552e-08,6.643499368408357e-07
1802,7.608656460433849e-08,8.078602604655316e-07
1803,1.09218993626925e-07,1.1663029049202578e-06
1804,5.9324420931261557e-08,7.959360157627771e-07
1805,1.2224374756897305e-07,7.903200165415569e-07
1806,5.4751713385314815e-08,8.039856922437139e-07
1807,3.131650672116848e-08,1.0362916444961456e-06
1808,1.3369836260324064e-07,8.950992245182476e-07
1809,8.132509776714869e-08,1.0165637402970162e-06
1810,3.042164786748458e-08,1.031995870093283e-06
1811,4.011322829455821e-08,1.093085470582622e-06
1812,3.7340914360584065e-08,8.401706104166351e-07
1813,5.751483289628823e-09,7.333141287535483e-07
1814,5.349351184236184e-08,5.129083815447188e-07
1815,2.1038344355517324e-07,6.041780995502677e-07
1816,1.274682119856152e-07,7.578564904520135e-07
1817,9.496928132790572e-08,5.744862715539867e-07
1818,7.152706604784953e-08,6.258618154841855e-07
1819,4.554461963124368e-08,5.134120817373855e-07
1820,2.3732961373923445e-08,5.648444760808502e-07
1821,5.029359129160582e-08,7.790575986543757e-07
1822,5.6143449000956025e-08,5.183243416695404e-07
1823,1.1068609673259289e-07,9.121720054849902e-07
1824,3.115811697540494e-08,9.397961884261008e-07
1825,6.163809995740621e-08,9.668376659277556e-07
1826,2.554315425840059e-08,6.861419654669021e-07
1827,5.7147094167930845e-08,1.545736742825099e-06
1828,6.970948840390179e-08,1.0795798921492405e-06
1829,9.85915242779356e-08,8.153090425011555e-07
1830,4.0703659109908585e-08,9.883683338429705e-07
1831,5.456921980950824e-08,8.809031166734371e-07
1832,3.51779220197912e-08,1.0133946948265304e-06
1833,6.486831871654886e-08,9.625995827100553e-07
1834,4.947301501800894e-08,8.877139165974768e-07
1835,4.689114518896531e-08,7.487457054367042e-07
1836,4.0324502126320994e-08,1.1613456529779853e-06
1837,6.818733133684418e-08,7.862416966375463e-07
1838,3.9135405138779333e-08,8.464609164704484e-07
1839,5.5931800524433584e-08,7.138296123088139e-07
1840,4.7772664935052944e-08,8.083135103476025e-07
1841,6.099521199232072e-08,8.687002388541032e-07
1842,3.7566284305512454e-08,7.996252087139055e-07
1843,8.978505050549757e-08,7.312755911925706e-07
1844,6.641159000508878e-08,8.896957767179359e-07
1845,4.2409731282333496e-08,7.131531267745572e-07
1846,2.4588905134237393e-08,8.325100822048626e-07
1847,7.496580600729885e-08,8.321744058292779e-07
1848,5.309846429213394e-08,9.766899385921235e-07
1849,4.860060620615059e-08,2.6654919196289484e-06
1850,4.955967192188382e-08,7.746244445883121e-07
1851,5.4175285590929434e-08,9.538720178170479e-07
1852,4.948014531436229e-08,9.316590672270308e-07
1853,3.642878354526147e-08,8.360704493171056e-07
1854,5.403491076805267e-08,8.780673219632718e-07
1855,6.580602018857462e-08,6.71858238376899e-07
1856,5.694908100650764e-08,8.469881631611997e-07
1857,4.735063718896981e-08,7.146529377166644e-07
1858,3.229826228690058e-08,6.870720863361157e-07
1859,5.295860283638376e-08,6.843880910878397e-07
1860,4.485640303641958e-08,7.286877039547335e-07
1861,5.5648373908923077e-08,7.30031211482185e-07
1862,7.906476362506965e-08,8.150447055044197e-07
1863,6.742738156706451e-08,7.007453195484459e-07
1864,6.856460832427302e-08,6.568777317639274e-07
1865,5.412871001420072e-08,7.182644372605296e-07
1866,9.341976481280767e-08,6.631830604675315e-07
1867,8.346835578265654e-08,8.997112299624632e-07
1868,7.409811075831385e-08,7.187516910533986e-07
1869,5.86022301796163e-08,6.446245395252959e-07
1870,4.243196194408938e-08,6.657230748885468e-07
1871,7.11618906024114e-08,9.314772349000577e-07
1872,5.98686610286947e-08,6.525079232488906e-07
1873,6.524745010949573e-08,6.859961043659268e-07
1874,6.512323835750067e-08,7.98805245949552e-07
1875,6.522541085018929e-08,8.284771091382481e-07
1876,5.8041743855596906e-08,7.200803562312785e-07
1877,6.494056759009936e-08,7.304267768404316e-07
1878,5.495570576385944e-08,7.373727228809912e-07
1879,4.581993984231758e-08,6.940193735260891e-07
1880,7.63723715380138e-08,7.207241150553045e-07
1881,6.484431835929172e-08,7.788291132015956e-07
1882,1.0914831349850829e-07,1.1906484296275721e-06
1883,1.0679683093428594e-07,7.892854547719708e-07
1884,5.2813575734944607e-08,6.634705638219884e-07
1885,4.318575907991118e-08,7.470491780736666e-07
1886,5.162771010702727e-08,6.860032026878571e-07
1887,6.137189068056159e-08,7.436444926511854e-07
1888,7.03808211710566e-08,7.4375411429628e-07
1889,1.1089291618304742e-07,7.530694468016463e-07
1890,8.520702365899524e-08,7.249151412480614e-07
1891,5.290602622665119e-08,7.802045320914885e-07
1892,4.638699024894777e-08,6.970585841870047e-07
1893,5.665743257887712e-08,6.053723575760728e-07
1894,5.1042468918183204e-08,8.765441386060502e-07
1895,5.5973115919982774e-08,7.138076805190963e-07
1896,6.309820932415278e-08,6.828759264720929e-07
1897,5.477110853746581e-08,7.225124614151923e-07
1898,5.545187775624072e-08,7.299278035333145e-07
1899,9.0652287454418e-08,6.881834888616822e-07
1900,5.6582480922884315e-08,7.880018726424964e-07
1901,5.812288650375308e-08,7.103287420484605e-07
1902,4.713872386874485e-08,5.818686177327947e-07
1903,5.2922157323109786e-08,6.825878600125179e-07
1904,6.449550227216605e-08,9.077741998098077e-07
1905,6.812202002492995e-08,9.160347023140503e-07
1906,1.358064730672126e-07,9.444723012563827e-07
1907,7.199980761596336e-08,9.910259120005094e-07
1908,6.139236319313568e-08,8.496703216565038e-07
1909,7.86640649286241e-08,6.568174537591176e-07
1910,7.749018304803457e-08,7.412337197365559e-07
1911,6.969690247160543e-08,7.485766175818753e-07
1912,7.866225892882994e-08,7.095231477904917e-07
1913,6.522677464815274e-08,7.710547302863802e-07
1914,8.036092502550218e-08,6.489144421806259e-07
1915,5.301342831387501e-08,6.232023315178026e-07
1916,4.394984820521586e-08,7.306662244133122e-07
1917,4.276905407607501e-08,7.204940892791001e-07
1918,4.020231791912465e-08,7.845195257871751e-07
1919,7.090043319113448e-08,9.73269602688731e-07
1920,5.5277291188815525e-08,8.33702705094197e-07
1921,4.316465940235048e-08,7.216828157297073e-07
1922,7.894391068630213e-08,7.599273397218553e-07
1923,6.157249865523795e-08,7.00652595497786e-07
1924,6.059063462071634e-08,7.167743039104835e-07
1925,5.719052609265418e-08,7.544749873744649e-07
1926,5.5730692949396143e-08,7.880319596864638e-07
1927,1.427100768669476e-07,8.194680507500607e-07
1928,4.227635308495792e-08,7.027015200833375e-07
1929,5.124586888172189e-08,7.608897405475545e-07
1930,6.197126012352783e-08,9.201156796478926e-07
1931,6.957267473239881e-08,9.705958579075968e-07
1932,6.794912410512666e-08,9.32656559093914e-07
1933,5.964744431707913e-08,7.042986354122149e-07
1934,5.511526701695857e-08,6.494016329128272e-07
1935,5.146362269670135e-08,7.169002209650444e-07
1936,5.698615801463802e-08,7.505198258428436e-07
1937,4.0291578073947676e-08,6.220012429558608e-07
1938,3.5006079368571363e-08,7.364241785268177e-07
1939,9.788192567583565e-08,6.163502384026742e-07
1940,1.369322788491445e-07,5.50264882104301e-07
1941,1.26914614373419e-07,6.965546006654222e-07
1942,7.282108072104165e-08,8.253055963081124e-07
1943,1.1612941008820599e-07,7.46131439299802e-07
1944,9.318239690969676e-08,7.904438081851595e-07
1945,7.624764108982163e-08,6.971213082351824e-07
1946,5.150808579656996e-08,5.749415912248423e-07
1947,4.7683483828109274e-08,7.915458564156097e-07
1948,5.3272248834446145e-08,5.631638080316748e-07
1949,3.141442572740516e-08,5.271733627409958e-07
1950,4.147791021757996e-08,6.764089697242071e-07
1951,6.823297127311889e-08,6.450148095638042e-07
1952,4.2179213899373735e-08,5.757463075184432e-07
1953,4.417269394707546e-08,5.408461349887261e-07
1954,4.3976413399704484e-08,7.114406148645003e-07
1955,4.22352348650179e-08,5.453038145475375e-07
1956,4.7966278060584955e-08,4.77918547403533e-07
1957,7.42143149157215e-08,5.495393535781545e-07
1958,4.6324563740540725e-08,5.062612951078904e-07
1959,8.138285423342495e-08,6.634640277169979e-07
1960,7.958958292419993e-08,5.446695858779549e-07
1961,4.794229990778831e-08,5.211119598058644e-07
1962,4.693047800374828e-08,4.6169443290722256e-07
1963,7.435961180135564e-08,5.101716045174953e-07
1964,4.137098486012292e-08,4.806335005547169e-07
1965,4.541796094770234e-08,5.2148574702926e-07
1966,7.200797114137458e-08,4.3924863835087535e-07
1967,4.240088635754091e-08,4.3929291226874057e-07
1968,4.4914157726339e-08,4.5498042755554025e-07
1969,6.994307166774405e-08,4.673468785298951e-07
1970,5.610444731019015e-08,4.856253621454698e-07
1971,6.474380676024794e-08,4.321392266248836e-07
1972,4.873639625202486e-08,4.0117748256740526e-07
1973,6.781240774467179e-08,4.3940234650818866e-07
1974,5.85059468649618e-08,4.269808830947852e-07
1975,5.711480133285818e-08,3.7181736178837355e-07
1976,6.627691084837295e-08,4.347993871611777e-07
1977,6.053085321866547e-08,4.6544113718738345e-07
1978,6.178215161689593e-08,4.497027594752012e-07
1979,6.261611462665684e-08,4.4943156130017314e-07
1980,1.205251900504578e-07,4.195641118975857e-07
1981,5.692994659023398e-08,3.441098956891153e-07
1982,7.697303061604543e-08,3.8921038658656926e-07
1983,1.0483424506269046e-07,3.814450852956952e-07
1984,8.466552109398506e-08,4.523226735386743e-07
1985,6.376491445969634e-08,4.40338857821132e-07
1986,5.2751471690815066e-08,3.5667187381349663e-07
1987,6.844115035820053e-08,3.9903635384863634e-07
1988,7.315795608198172e-08,4.3055255671831105e-07
1989,8.780995386370449e-08,4.2258541732564936e-07
1990,5.557624138674555e-08,3.9393748041405274e-07
1991,8.088821967788817e-08,3.5637708339919527e-07
1992,4.407955345175907e-08,3.675132869140896e-07
1993,7.644106259085959e-08,3.971611679531861e-07
1994,9.653115773389231e-08,4.1777419834687635e-07
1995,4.771756589860843e-08,3.4052992115007896e-07
1996,6.512472250363999e-08,4.0035690851425443e-07
1997,5.7538734665740776e-08,3.1214764195652833e-07
1998,5.292623317387779e-08,3.056370716514323e-07
1999,5.712751499631352e-08,3.4413613647643615e-07
2000,6.185244161294179e-08,3.1809826417372733e-07
2001,4.6002722159377285e-08,3.509350552377555e-07
2002,7.448076466687326e-08,3.342871912614953e-07
2003,7.292115178358927e-08,3.125192087338746e-07
2004,5.770276489958093e-08,3.475380216944046e-07
2005,8.241861693125685e-08,3.094075906595606e-07
2006,5.517972495594492e-08,2.923701916124344e-07
2007,4.993099303463033e-08,2.724235037554479e-07
2008,7.748540298280204e-08,3.0866436606658e-07
2009,1.7785358430444376e-07,3.0230340275494427e-07
2010,4.818268850570462e-08,2.9523706746026335e-07
2011,7.342026364653975e-08,3.1356569296647763e-07
2012,6.638292626703901e-08,2.6008490250362115e-07
2013,5.912944922581431e-08,2.5632058786584366e-07
2014,4.763979455368883e-08,3.4300651652330316e-07
2015,5.984753714827207e-08,3.0921228200142536e-07
2016,7.456823958307268e-08,3.2561466856151355e-07
2017,4.4023198086939885e-08,2.7143445291422097e-07
2018,5.1887479757262156e-08,2.6072814218736085e-07
2019,5.0509558091604845e-08,3.0025126740440555e-07
