year,étais_VERB au_ADP,étais_VERB beau_ADV,etais_VERB au_ADP
1839,3.4957377437194737e-08,2.7965900706306e-09,2.7965900706306e-09
1840,4.1402977046800515e-08,3.1848443882154243e-09,6.369688665408546e-10
1841,4.044945711711989e-08,3.2102742686390684e-09,0.0
1842,5.970355942963579e-08,0.0,0.0
1843,4.3120451209688326e-08,2.953455480181333e-09,0.0
1844,3.896878553177885e-08,5.488561272137815e-10,0.0
1845,4.073566373108406e-08,3.348136878855712e-09,5.580227946389016e-10
1846,6.030136034951283e-08,0.0,5.854501328173001e-10
1847,3.7752563741833e-08,0.0,0.0
1848,4.505324113779352e-08,3.218088684420195e-09,0.0
1849,2.0948537127196687e-08,8.379414939696517e-10,0.0
1850,3.733947906425783e-08,4.073397619208663e-09,0.0
1851,5.4175284702751014e-08,6.449438760824933e-10,6.449438760824933e-10
1852,3.906327350478023e-08,6.510545436100301e-10,1.3021090872200602e-09
1853,3.762317035693741e-08,5.971931837933653e-10,0.0
1854,5.6113176327698966e-08,5.195664454227256e-10,0.0
1855,4.776243400783642e-08,0.0,0.0
1856,4.504154560436291e-08,2.5885946719483854e-09,3.1063134287023786e-09
1857,4.5886185517929334e-08,2.9289055625270066e-09,0.0
1858,4.8447393652395476e-08,1.9574704079872163e-09,4.893676019968041e-10
1859,5.1940169498720934e-08,5.092173349652285e-09,5.092173349652285e-10
1860,5.126446112058147e-08,6.865775947773045e-09,1.373155145145688e-09
1861,7.828499803963496e-08,1.4147891747029462e-09,0.0
1862,4.9246050792817186e-08,4.517986262886353e-10,0.0
1863,5.743813957792554e-08,2.4973103585068657e-09,0.0
1864,4.459096913933536e-08,4.794727948009836e-10,0.0
1865,4.283228349777346e-08,0.0,4.706844358715045e-10
1866,4.5736761933312664e-08,0.0,0.0
1867,5.483676801532056e-08,1.94112459439566e-09,1.455843445796745e-09
1868,4.989272639477349e-08,9.87974813071446e-10,9.87974813071446e-10
1869,6.25090450512289e-08,4.883519366671862e-09,1.4650557433881772e-09
1870,4.873941605865184e-08,2.2936195165357276e-09,5.734048791339319e-10
1871,7.541035529357032e-08,1.0621177271019633e-09,1.0621177271019633e-09
1872,8.889588798410841e-08,6.047339295989218e-10,1.2094678591978436e-09
1873,7.48250528204153e-08,1.1972008939764578e-09,0.0
1874,5.138164027584935e-08,1.1949218281515073e-09,0.0
1875,6.923048090357042e-08,1.716458086775674e-09,0.0
1876,6.529695895096665e-08,0.0,0.0
1877,8.844286725206985e-08,6.184815992682502e-10,0.0
1878,4.7104890654736664e-08,6.039088673581716e-10,0.0
1879,6.109325312309011e-08,2.443730107160036e-09,0.0
1880,7.444701566328149e-08,0.0,0.0
1881,7.042232397225234e-08,1.3945015142624584e-09,0.0
1882,5.0580926114207614e-08,1.3310770263785798e-09,0.0
1883,6.635305993540896e-08,1.2638677882037541e-09,0.0
1884,6.007544328667791e-08,3.300848483434038e-09,6.601696966868076e-10
1885,5.801071978339678e-08,1.2891271383708158e-09,0.0
1886,5.485444276587259e-08,1.2906927748801422e-09,0.0
1887,3.4603299781110763e-08,0.0,1.9586774424595887e-09
1888,5.135897751529228e-08,9.510921827882157e-09,0.0
1889,5.07476087818759e-08,1.2530273485467092e-09,0.0
1890,5.83340380444497e-08,6.554386478008212e-10,6.554386478008212e-10
1891,3.888274235919198e-08,6.374220040683554e-10,0.0
1892,5.2655504845233736e-08,6.268512375839919e-10,6.268512375839919e-10
1893,6.158416709922676e-08,6.158416554491453e-10,0.0
1894,6.238524008495006e-08,2.520615716150587e-09,0.0
1895,7.101964882849643e-08,6.018614495673091e-10,6.018614495673091e-10
1896,6.250850503874972e-08,1.7691086373616827e-09,0.0
1897,5.710179351581246e-08,0.0,0.0
1898,4.583267454449924e-08,2.26334195829736e-09,5.6583548957434e-10
1899,7.296403481404923e-08,1.6582735185011188e-09,0.0
1900,5.5544269628171605e-08,2.595526460424935e-09,0.0
1901,5.3651895370876446e-08,3.353243460679778e-09,0.0
1902,5.745032183313015e-08,0.0,4.910283846193408e-10
1903,5.34621804604285e-08,5.400220270956879e-10,5.400220270956879e-10
1904,4.03096898082822e-08,1.0749250378694342e-09,0.0
1905,5.005936287716395e-08,3.6125313851442797e-09,5.160759042333041e-10
1906,4.4754404626701216e-08,1.5432553013283723e-09,0.0
1907,4.371417006154843e-08,3.0857059130084963e-09,0.0
1908,4.862275204686739e-08,2.9468334439286537e-09,0.0
1909,4.015717891547865e-08,0.0,0.0
1910,3.6874638453809894e-08,1.6032452032632705e-09,0.0
1911,5.7992078694724114e-08,1.5961122423746588e-09,0.0
1912,4.7926675961207366e-08,1.5628263128064646e-09,0.0
1913,4.825720623102825e-08,2.121195885607108e-09,0.0
1914,4.151981158884155e-08,8.036092680185902e-09,6.696743715117748e-10
1915,4.947920118070215e-08,7.068456930880984e-09,1.1780761921542648e-09
1916,4.0653610255958483e-08,1.0987461607214755e-08,0.0
1917,4.496234140560773e-08,7.676496771580332e-09,0.0
1918,7.351280828515883e-08,1.1486376294556067e-09,0.0
1919,4.6960025201769895e-08,9.207848372660976e-10,0.0
1920,4.694783584113793e-08,0.0,7.572231730534895e-10
1921,5.14946840723951e-08,1.5145494858259667e-09,0.0
1922,5.902348476638508e-08,1.4755870969551665e-09,0.0
1923,6.688047449188161e-08,0.0,0.0
1924,7.60605871619191e-08,0.0,1.289162443462999e-09
1925,5.389107116116065e-08,7.698724324711748e-09,0.0
1926,8.136681373116517e-08,0.0,1.1146138456652466e-09
1927,8.696395070728613e-08,6.689535148041159e-09,0.0
1928,6.855624690160766e-08,4.570416489713125e-09,1.1426041224282812e-09
1929,1.0806193984080892e-07,0.0,0.0
1930,3.886333388436469e-08,1.05036033204442e-08,0.0
1931,6.158892773555635e-08,1.1405356659111021e-09,0.0
1932,4.4934100884574946e-08,1.0959536611565568e-09,0.0
1933,3.785318369864399e-08,2.2941324395731044e-09,1.1470662197865522e-09
1934,4.4331848414458364e-08,1.1981580172459871e-09,0.0
1935,5.6250936353308134e-08,0.0,0.0
1936,4.4861444337129797e-08,4.849885826274658e-09,0.0
1937,5.666003133342201e-08,0.0,0.0
1938,4.408173026604345e-08,6.482607339819424e-09,0.0
1939,4.282334131744392e-08,0.0,0.0
1940,3.803674530900025e-08,2.5357829169792012e-09,0.0
1941,5.60785480274717e-08,0.0,0.0
1942,4.8547388331598995e-08,3.034211770724937e-09,0.0
1943,6.387117679196308e-08,8.709705845433291e-09,0.0
1944,5.1410978585408884e-08,6.4263723231761105e-09,0.0
1945,7.406913482554955e-08,4.357008087652048e-09,2.178504043826024e-09
1946,5.8468636154884734e-08,8.352662561605939e-09,0.0
1947,7.510148947176276e-08,8.344609447874518e-09,1.1920870957027319e-09
1948,7.066726936955092e-08,1.0871887834440486e-09,0.0
1949,5.3011845579931105e-08,8.835307596655184e-09,9.817008317369869e-10
1950,6.593923984610228e-08,8.508289184305795e-09,0.0
1951,1.0448173526356186e-07,4.264560704569931e-09,0.0
1952,5.483298082253896e-08,9.490323193972472e-09,0.0
1953,8.295847209183194e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,5.961246785091134e-08,0.0,0.0
1955,7.226918086189471e-08,7.508486277174597e-09,0.0
1956,6.976912914069544e-08,2.616342476002842e-09,0.0
1957,4.770920369878695e-08,7.068030161150318e-09,0.0
1958,7.52774127477096e-08,1.1581140491045971e-08,0.0
1959,8.060777645368944e-08,3.100299128533379e-09,0.0
1960,9.412333668024075e-08,6.920833239831836e-09,0.0
1961,7.156604198144123e-08,2.08444772553662e-09,0.0
1962,8.625060843314714e-08,8.244543714397423e-09,0.0
1963,7.56528208967211e-08,1.1638896069143811e-08,0.0
1964,6.874883951013544e-08,4.867174663303331e-09,6.083968329129164e-10
1965,7.441978766564716e-08,3.830430195250756e-09,0.0
1966,6.868452828712179e-08,5.539074976468328e-09,0.0
1967,7.198289608822961e-08,2.9582012395223956e-09,4.930335584241163e-10
1968,6.557467457923849e-08,8.982831700699023e-10,2.6948494546985557e-09
1969,6.313043598993318e-08,4.995933444718048e-09,4.5417578031781147e-10
1970,7.174011074084774e-08,4.598724956395017e-09,9.197450023812337e-10
1971,6.474380853660477e-08,2.569198631618974e-09,1.0276794970565106e-09
1972,5.489257048907348e-08,4.104117490300041e-09,5.130146862875051e-10
1973,5.347807530142745e-08,6.064523994098181e-09,0.0
1974,6.019361364906217e-08,6.1881286761433785e-09,1.1251143350321513e-09
1975,4.512069295969923e-08,2.8557400888473694e-09,1.7134440533084216e-09
1976,5.256444879364608e-08,1.7140580066410394e-09,1.142705374768127e-09
1977,5.171568062678489e-08,4.7014254711541525e-09,5.876781838942691e-10
1978,5.702967698084649e-08,7.128709622605811e-09,5.940591352171509e-10
1979,6.027532606367458e-08,1.7555920051037788e-09,0.0
1980,7.390696055153967e-08,2.8425752862659692e-09,5.685150683554241e-10
1981,7.780425903547439e-08,5.69299452024552e-09,0.0
1982,8.255977945736959e-08,5.586751949948621e-09,6.207502289967692e-10
1983,6.252162876307921e-08,2.5261264191556165e-09,0.0
1984,8.582532728951264e-08,2.8995041922996734e-09,5.799008495621649e-10
1985,5.895246957265954e-08,4.210890747202711e-09,0.0
1986,7.193382600689802e-08,6.593933843390687e-09,0.0
1987,6.171924837872211e-08,4.888653482026939e-09,0.0
1988,1.0194141708552706e-07,5.99655392008458e-09,1.1993107618124554e-09
1989,7.354083919608456e-08,3.841685636274406e-09,2.7440609784434855e-09
1990,7.464652185262821e-08,3.814055737905164e-09,1.089730194969718e-09
1991,7.971592452804543e-08,6.4476117778156095e-09,1.1722930404189924e-09
1992,6.556833653803551e-08,4.4079553340736766e-09,5.509944167592096e-10
1993,8.973515974730617e-08,3.877445031719162e-09,3.877445031719162e-09
1994,8.59813056308667e-08,2.637463358823311e-09,5.274926606624319e-10
1995,7.86255398566027e-08,1.626735190995987e-09,0.0
1996,7.526710277261373e-08,5.3380921904988554e-09,5.338092190498855e-10
1997,9.829533809124769e-08,3.835915585170824e-09,0.0
1998,7.676688085211936e-08,2.3840645013706308e-09,0.0
1999,9.368912401441776e-08,1.8280804647829996e-09,0.0
2000,7.952456826387788e-08,3.5344251969604557e-09,8.836062992401139e-10
2001,9.375793297294877e-08,3.5049694258049158e-09,1.3143635069212678e-09
2002,1.0646368053812694e-07,4.81934359086722e-09,1.3143663935011318e-09
2003,1.1459037807526329e-07,5.8336921959778465e-09,1.6667691671301554e-09
2004,1.202508030928584e-07,1.7619165015858584e-09,8.809582507929292e-10
2005,1.1169299085622697e-07,2.251874686720612e-09,2.251874686720612e-09
2006,1.4412614746106556e-07,3.706100981659688e-09,2.4707338397433887e-09
2007,2.0771292952304066e-07,3.1955835755326234e-09,3.994479469415779e-10
2008,2.1840665453964903e-07,2.1287198670449925e-09,1.2772318758180745e-09
2009,2.5319101837339986e-07,4.291373478793048e-09,1.907277002999308e-09
2010,3.1365985364573135e-07,7.558068837454357e-09,4.723793023408973e-10
2011,3.3956871448026504e-07,6.118355155848576e-09,0.0
2012,4.166805354088865e-07,9.872333173177594e-09,0.0
2013,4.5630085310222057e-07,1.0877587719448911e-08,0.0
2014,4.6188947067093977e-07,1.017759210242275e-08,0.0
2015,4.417634897890821e-07,1.10828768384863e-08,0.0
2016,4.917361025036371e-07,9.942432654952427e-09,0.0
2017,5.456361122924136e-07,1.4087423672037858e-08,2.515611330355938e-10
2018,5.862510761289741e-07,1.652138692520566e-08,2.5814667070633845e-10
2019,5.739722723774321e-07,1.0459049626376782e-08,2.55098775436835e-10
