year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV botté_VERB
1896,4.1868904787634165e-08,2.948514543632541e-09,0.0
1897,3.26295968022805e-08,2.330685422435863e-09,5.826713556089658e-10
1898,2.998928039232851e-08,1.13167097914868e-09,1.6975064687230201e-09
1899,4.477338677588705e-08,3.3165470370022376e-09,5.527578395003729e-10
1900,2.9589003247565415e-08,1.038210628578895e-09,0.0
1901,2.9061443029831935e-08,5.588738916095792e-10,0.0
1902,4.517461249520238e-08,1.9641135384773634e-09,0.0
1903,2.970121215639665e-08,5.400220270956879e-10,1.0800440541913758e-09
1904,3.6009989656804464e-08,1.0749250378694342e-09,0.0
1905,2.0126959654476195e-08,2.0643036724443675e-09,5.160759042333041e-10
1906,4.423998589686562e-08,5.144184522798412e-10,1.5432553013283723e-09
1907,3.9085609415678846e-08,2.0571372938427146e-09,5.142843373384665e-10
1908,4.0273391732625896e-08,1.964555629285769e-09,0.0
1909,4.8958753495753626e-08,2.200393367512987e-09,1.1001967115120692e-09
1910,4.542528131423751e-08,1.6032452032632705e-09,5.344150677544235e-10
1911,3.458243114096149e-08,4.25629931299909e-09,0.0
1912,3.229841283314272e-08,5.209421227725386e-10,1.0418842455450772e-09
1913,3.712092677687906e-08,1.5908969142053309e-09,2.121195885607108e-09
1914,4.620753202289052e-08,0.0,0.0
1915,2.709575319670421e-08,1.1780761921542648e-09,0.0
1916,7.1418504887788e-08,4.394984820521586e-09,2.197492410260793e-09
1917,4.276905585243185e-08,2.1932848870420685e-09,0.0
1918,4.2499593178035866e-08,0.0,2.2972752589112133e-09
1919,2.6702760891339494e-08,1.8415696745321952e-09,0.0
1920,3.7861159540852896e-08,2.2716695191604686e-09,0.0
1921,4.998013380941302e-08,7.572747429129834e-10,1.5145494858259667e-09
1922,5.2383342108441866e-08,2.951174193910333e-09,2.951174193910333e-09
1923,3.927900849021171e-08,1.0615948120573648e-09,2.1231896241147297e-09
1924,3.480738541838946e-08,2.578324886925998e-09,0.0
1925,3.959344141435395e-08,0.0,2.1996355847875293e-09
1926,4.7928395474627905e-08,1.1146138456652466e-09,4.458455382660986e-09
1927,8.027441822378023e-08,1.1149224876660924e-09,1.1149224876660924e-09
1928,4.6846768242403414e-08,0.0,0.0
1929,3.8991423423340166e-08,0.0,0.0
1930,5.566909777598994e-08,2.100720708497761e-09,1.0503603542488804e-09
1931,5.018356930008849e-08,0.0,0.0
1932,5.150982218538047e-08,1.0959536611565568e-09,0.0
1933,3.670611903316967e-08,0.0,0.0
1934,2.3963160344919743e-08,2.3963160344919743e-09,0.0
1935,6.223507398317452e-08,0.0,0.0
1936,3.758661648589623e-08,1.2124714565686645e-09,1.2124714565686645e-09
1937,3.777335422228134e-08,1.2591118148108649e-09,1.2591118148108649e-09
1938,3.8895642262559704e-08,0.0,1.2965214457594243e-09
1939,5.047036566452334e-08,3.058810094103137e-09,0.0
1940,4.3108308034334186e-08,0.0,0.0
1941,5.312704587367989e-08,2.9515025978810172e-09,0.0
1942,5.461581054078124e-08,0.0,0.0
1943,7.548411673496958e-08,0.0,5.806470415592457e-09
1944,6.42637232317611e-08,0.0,6.4263723231761105e-09
1945,3.703456741277478e-08,0.0,2.178504043826024e-09
1946,5.568441707737293e-08,0.0,5.568441707737293e-09
1947,5.602809238780537e-08,0.0,0.0
1948,5.6533817627268945e-08,2.174377566888097e-09,0.0
1949,4.0249734212238764e-08,0.0,1.9634016634739737e-09
1950,4.2541444145172136e-08,0.0,0.0
1951,4.584402901741669e-08,0.0,5.330700769690111e-09
1952,5.799642011083961e-08,0.0,0.0
1953,4.740483916521043e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,6.352148318455875e-08,4.886268278880834e-09,0.0
1955,3.9419553843345057e-08,0.0,1.8771215692936494e-09
1956,5.4943193106282706e-08,3.488456634670456e-09,0.0
1957,5.1243219445495924e-08,0.0,8.835037701437898e-10
1958,5.707848060865217e-08,8.272243445794913e-10,1.6544486891589827e-09
1959,4.650448559573306e-08,1.5501495642666896e-09,7.750747821333448e-10
1960,4.567749911643659e-08,2.7683333403416555e-09,6.920833350854139e-10
1961,7.156604198144123e-08,0.0,6.948159270159238e-10
1962,5.834600003140622e-08,1.2683912808952869e-09,6.341956404476434e-10
1963,6.53071410283701e-08,0.0,3.2330267352165265e-09
1964,7.604960217122425e-08,6.083968329129164e-10,1.2167936658258327e-09
1965,5.034279837445865e-08,0.0,3.2832261354087677e-09
1966,5.9822006903687e-08,0.0,1.6617224263271169e-09
1967,4.289391952738697e-08,4.930335584241163e-10,2.465167847631733e-09
1968,4.8058151236318736e-08,8.982831700699023e-10,3.5931326802796093e-09
1969,4.7688455850902756e-08,4.5417578031781147e-10,0.0
1970,4.598724956395017e-08,4.5987250119061684e-10,2.7592350626548523e-09
1971,5.652237078379585e-08,1.0276794970565106e-09,2.569198631618974e-09
1972,4.6171322765076184e-08,0.0,1.0260293725750103e-09
1973,3.528450420731133e-08,5.513203782392395e-10,1.102640756478479e-09
1974,2.981553137715309e-08,0.0,1.1251143350321513e-09
1975,4.226495420311949e-08,2.2845920710778955e-09,1.7134440533084216e-09
1976,3.428116102099921e-08,5.713526873840635e-10,2.285410749536254e-09
1977,4.58388988988645e-08,5.876781838942691e-10,1.7630346071939584e-09
1978,4.099008066305032e-08,1.1881182704343018e-09,5.940591352171509e-10
1979,5.734933949952392e-08,2.925986564150662e-09,1.1703946700691858e-09
1980,3.979605622816962e-08,0.0,1.7055452605774235e-09
1981,4.99718417756867e-08,0.0,6.325549528618524e-10
1982,5.338451813940992e-08,1.2415004579935385e-09,1.8622506869903077e-09
1983,4.736487113632393e-08,0.0,6.315316047889041e-10
1984,3.653375202361531e-08,5.799008495621649e-10,1.739702604197646e-09
1985,4.511668549866954e-08,2.4062232206745193e-09,6.015558051686298e-10
1986,5.2152024920815165e-08,0.0,0.0
1987,3.972030881982391e-08,6.110816852533674e-10,6.110816852533674e-10
1988,4.257553243292023e-08,0.0,0.0
1989,4.9941910162942804e-08,1.0976244357863152e-09,2.7440609784434855e-09
1990,4.304434142454738e-08,1.089730194969718e-09,5.44865097484859e-10
1991,4.4547135757966316e-08,1.1722930404189924e-09,1.1722930404189924e-09
1992,4.0773585396891576e-08,5.509944167592096e-10,1.1019888335184191e-09
1993,4.5421501226883265e-08,1.1078414852150331e-09,2.2156829704300662e-09
1994,4.589186275438806e-08,5.274926606624319e-10,2.1099706426497278e-09
1995,4.0668382439434936e-08,5.422450821690461e-10,5.422450821690461e-10
1996,5.97866289808735e-08,1.067618438099771e-09,0.0
1997,5.178485906753849e-08,4.79489448146353e-10,4.79489448146353e-10
1998,4.5297227302398824e-08,0.0,9.536258449571733e-10
1999,4.707307255102933e-08,0.0,0.0
2000,4.9923755796044134e-08,1.7672125984802278e-09,0.0
2001,5.695575211461801e-08,0.0,1.3143635069212678e-09
2002,4.8631559224077137e-08,0.0,0.0
2003,4.5419458416517955e-08,4.1669229178253886e-10,8.333845835650777e-10
2004,5.109557932314601e-08,0.0,4.404791253964646e-10
2005,4.909087181204086e-08,0.0,0.0
2006,5.68268809786332e-08,8.235779835885637e-10,4.1178899179428186e-10
2007,5.152878657099791e-08,0.0,1.997239706952314e-09
2008,5.875266850807748e-08,1.2772318758180745e-09,2.554463751636149e-09
2009,5.48342136141855e-08,4.76819250749827e-10,2.384096253749135e-09
2010,9.353109930998471e-08,4.723793023408973e-10,3.3066551718974324e-09
2011,9.559929736724371e-08,3.82397197240536e-10,1.1471915639660324e-09
2012,1.1302118707590125e-07,0.0,3.063827413996023e-09
2013,1.115650007932345e-07,0.0,4.462600067256517e-09
2014,1.2754472322740185e-07,0.0,5.197068553286499e-09
2015,1.3210789973072679e-07,0.0,4.43315073539452e-09
2016,1.1392370424800902e-07,0.0,4.349814286541687e-09
2017,9.936664469023526e-08,0.0,3.2702947017071438e-09
2018,1.2649186942326196e-07,5.162933414126769e-10,4.3884935685412074e-09
2019,1.14539346895981e-07,0.0,5.101975730781305e-09
