year,ses_DET arts_NOUN,ses_DET barres_NOUN
1800,4.213180280210338e-07,3.144164484325529e-09
1801,3.143161109164794e-07,3.809892135109294e-08
1802,4.5651938762603095e-07,1.3427040812530322e-08
1803,4.154222472685376e-07,3.900678446910888e-09
1804,4.3998947840684366e-07,2.7190360185613827e-08
1805,3.980028928651791e-07,2.5870187414511747e-07
1806,3.544452908954554e-07,5.76333825108577e-09
1807,3.729511108829797e-07,4.839823697366796e-08
1808,5.347934908250807e-07,2.2660739951163578e-09
1809,3.817761671243147e-07,5.421673421324158e-08
1810,2.948559592041988e-07,9.360507036149102e-09
1811,1.5794583196893086e-07,2.5070767684098882e-09
1812,4.587598212424382e-07,1.0668832928217853e-08
1813,3.278345606094746e-07,8.627225156487839e-09
1814,3.461344864064131e-07,0.0
1815,4.5043632423968916e-07,2.6972236000233352e-08
1816,2.7811245217890246e-07,2.3176038865813098e-09
1817,4.919720177909426e-07,1.5568733857662664e-08
1818,4.124727333021383e-07,1.1921177378582115e-09
1819,3.1777722364623173e-07,2.2772310259711048e-08
1820,3.0852851917728685e-07,1.2697135520767233e-07
1821,2.9485849495358707e-07,1.577838126820552e-08
1822,2.7169419070105505e-07,4.511527151862538e-08
1823,3.785069062622881e-07,4.644862983127496e-08
1824,4.3284519701813906e-07,2.5263338088166165e-09
1825,5.036713557338146e-07,3.0819049978703106e-08
1826,4.6153838817453163e-07,2.9947147428543985e-08
1827,5.290714509831318e-07,2.2121456111356963e-08
1828,3.5129914977005683e-07,4.769596628761974e-08
1829,5.941210837190347e-07,3.257806824308318e-08
1830,3.746824122075054e-07,8.349468672008697e-09
1831,3.492430096230237e-07,6.392394613641272e-08
1832,5.344337649093589e-07,9.335678896604804e-08
1833,4.494447791714151e-07,3.9384338013093156e-08
1834,4.499243835276445e-07,2.1469420685704677e-08
1835,4.031125868664276e-07,1.663879345414898e-08
1836,3.5149523325284093e-07,3.9652424621561266e-08
1837,3.1032194292013315e-07,1.0436836284100082e-08
1838,3.257075498197537e-07,1.9567702125300457e-08
1839,3.7474305636386873e-07,4.544459031308179e-08
1840,2.8281418024134197e-07,1.1465439264668476e-08
1841,3.678974382914646e-07,1.6051371787284552e-08
1842,2.596098638285582e-07,8.720745015011744e-09
1843,2.977083046751261e-07,2.4809025944705354e-08
1844,2.4698525935562543e-07,1.4270259640625227e-08
1845,3.320235761883339e-07,1.6182660211860878e-08
1846,2.4705994894347327e-07,2.86870562860031e-08
1847,3.26290034102783e-07,7.226919507274943e-08
1848,2.622742272251344e-07,1.206783295515379e-08
1849,4.03887813638093e-07,9.217356655710773e-09
1850,3.81541576111033e-07,2.3761486112050534e-08
1851,3.579438565548543e-07,2.3217978650791338e-08
1852,3.724032022756063e-07,4.231854533465196e-08
1853,2.7650044498450654e-07,5.2552998397459305e-08
1854,3.631769311951416e-07,4.46827144173767e-08
1855,3.3592910853030844e-07,2.2289135870323662e-08
1856,2.826745193473812e-07,2.8992260148186233e-08
1857,3.085113617906643e-07,2.245494101771328e-08
1858,3.7289811677387874e-07,2.5936483183386372e-08
1859,4.939408295712155e-07,1.629495471888731e-08
1860,3.808217101664013e-07,1.2358396306311192e-08
1861,3.320038433063388e-07,5.32903889904901e-08
1862,3.524029354995406e-07,3.162590556105016e-08
1863,3.3913476499281003e-07,1.2986014041871385e-08
1864,3.078215256024919e-07,6.712619438076217e-08
1865,2.8664682727441715e-07,9.88437331983505e-09
1866,2.4036128087878694e-07,3.2113046444237625e-08
1867,3.4746130594953684e-07,2.426405742994575e-08
1868,3.0429623620875645e-07,2.9145256874585357e-08
1869,2.934994881576003e-07,1.1720445947105418e-08
1870,2.4599069670117046e-07,1.6055335727571673e-08
1871,2.48535537705763e-07,2.0180236148803488e-08
1872,2.5277879345253496e-07,2.2979889546803633e-08
1873,2.2806677124620478e-07,1.97538145840781e-08
1874,2.330097538805198e-07,6.572069821686455e-08
1875,2.437370534291716e-07,1.8308887461682133e-08
1876,2.4788661101560194e-07,1.934724735974669e-08
1877,2.8944940022590515e-07,3.154256233983688e-08
1878,2.584729816290654e-07,2.0532901601200138e-08
1879,1.9610934343106123e-07,6.781350947449027e-08
1880,2.149978506338357e-07,1.1552122813895949e-08
1881,2.440377678825101e-07,5.5780059682319916e-08
1882,2.5423569893767706e-07,1.3310770263785798e-08
1883,1.718860143662404e-07,2.0221884611260066e-08
1884,2.2049667602885847e-07,4.15906917794473e-08
1885,1.553398247255977e-07,8.379326565943757e-09
1886,1.9424926323008407e-07,3.549405036551434e-08
1887,1.932561749518058e-07,3.003305337756501e-08
1888,1.5724724566901216e-07,6.213802405952151e-08
1889,2.1489419732567683e-07,2.0674951528576457e-08
1890,2.3464704074216414e-07,1.7041405009354804e-08
1891,2.0907441844464358e-07,2.42220359325529e-08
1892,1.6360817300942188e-07,2.9462007722358408e-08
1893,1.5457625601733582e-07,1.9091091374434654e-08
1894,2.0038895121032851e-07,2.2685540557176864e-08
1895,1.5648398021816945e-07,2.527818110387159e-08
1896,1.4447721485844056e-07,2.8305738197786923e-08
1897,1.5965194832823215e-07,3.26295968022805e-08
1898,1.7597483858988738e-07,1.1316709347397591e-08
1899,1.232649911031558e-07,3.8693048765026106e-08
1900,1.894734381613361e-07,1.8687791425442413e-08
1901,1.0562716279416406e-07,1.6207343078722403e-08
1902,1.0508007691756305e-07,3.5845072687834545e-08
1903,1.0368422964646129e-07,8.100329962346109e-09
1904,1.4027771744196116e-07,6.449550227216605e-09
1905,1.496620174457064e-07,1.2385822145688508e-08
1906,1.4609483400818135e-07,2.36632491379396e-08
1907,1.8102808052589126e-07,2.5199932807140613e-08
1908,1.6698723181995945e-07,1.964555540467927e-08
1909,1.2157174356097755e-07,3.5756393401698006e-08
1910,1.5284271537296945e-07,2.3514262537105424e-08
1911,1.6280344317110007e-07,2.4473720827700163e-08
1912,1.2398422455373037e-07,1.3544495303108306e-08
1913,1.3575654023156858e-07,1.7499866444836698e-08
1914,1.627308711116271e-07,6.027069510139427e-09
1915,2.3325908626858904e-07,1.1780762143587253e-08
1916,2.0216930041172532e-07,1.9777431248257926e-08
1917,2.2152176981649063e-07,2.3029491202919417e-08
1918,2.4351118277365913e-07,1.6080926812378493e-08
1919,1.942855962222545e-07,6.4454939163738345e-09
1920,1.4614407461976953e-07,2.1202248845497706e-08
1921,1.537267735329806e-07,1.6660044011018726e-08
1922,1.3722959479878227e-07,3.024953443286904e-08
1923,1.6454720030978365e-07,1.4862327368803108e-08
1924,1.0571131836556447e-07,6.4458122173149945e-09
1925,1.4957522265213186e-07,1.9796720707176974e-08
1926,1.4044134355462035e-07,3.232380052509143e-08
1927,1.382503952429559e-07,2.006860555514578e-08
1928,1.576793642321661e-07,1.2568645679778001e-08
1929,1.0806194472579023e-07,1.5596569369336066e-08
1930,1.008345975606062e-07,2.100720719599991e-08
1931,1.2203731891702319e-07,1.4826963656844327e-08
1932,1.3261039999434843e-07,1.8631212128639163e-08
1933,1.2044195640825706e-07,5.735331320977366e-09
1934,1.2460843379358266e-07,1.9170528275935794e-08
1935,1.5080037396586476e-07,2.2739740757060645e-08
1936,1.0063513089519915e-07,2.182448710641438e-08
1937,1.422796291894457e-07,1.6368453259474336e-08
1938,1.2316953035274025e-07,3.1116513810047763e-08
1939,9.788192478765723e-08,1.2235240376412548e-08
1940,1.166460117385526e-07,1.0143131667916805e-08
1941,9.444808402037097e-08,3.836953510472085e-08
1942,1.365395263519531e-07,9.102635090130207e-09
1943,1.7129087859224512e-07,3.193558839598154e-08
1944,8.675602636287749e-08,2.5705489292704442e-08
1945,9.367567610496508e-08,2.178504088234945e-08
1946,1.1136883681928111e-07,1.6705325123211878e-08
1947,1.5139505671335485e-07,1.549713246618012e-08
1948,1.1632919760806715e-07,1.3046265401328583e-08
1949,9.718837867822572e-08,2.2579119018928395e-08
1950,9.997240102421756e-08,2.8715476219076663e-08
1951,1.0661401483869071e-07,2.7719645245838365e-08
1952,1.0861148047602853e-07,2.2144087452602434e-08
1953,7.002987900683877e-08,1.6160740301529586e-08
1954,1.1727043625064937e-07,1.9545073115523337e-08
1955,9.385608157330694e-08,2.5341140741375057e-08
1956,1.1599118576732792e-07,2.8779767236031262e-08
1957,9.011738344444353e-08,1.1485549400447326e-08
1958,8.8513003926316e-08,1.9026160036350603e-08
1959,9.068375017573516e-08,3.1778064624177205e-08
1960,9.689166952098205e-08,2.353083417006019e-08
1961,1.1256018117578037e-07,1.6675582859004834e-08
1962,9.32267576470025e-08,1.2049717335038679e-08
1963,8.729171874222175e-08,1.2285501393982656e-08
1964,1.0342746348257492e-07,2.1902286206909594e-08
1965,1.0232721209257889e-07,1.3680108601477059e-08
1966,8.253221250864584e-08,1.7171132404847356e-08
1967,1.1389075182943742e-07,1.824224188373691e-08
1968,1.1767509688898059e-07,2.425364553637621e-08
1969,9.310603688028607e-08,1.4987801222332564e-08
1970,9.9792333729809e-08,2.023439088505441e-08
1971,1.2948761385356278e-07,2.2608949379332444e-08
1972,1.0824610097159848e-07,1.128632298730281e-08
1973,7.001768648207118e-08,1.4334330167287135e-08
1974,8.550868596524097e-08,3.544110260822464e-08
1975,6.453972556386134e-08,1.9990180177842376e-08
1976,7.541855784332085e-08,1.942599142656931e-08
1977,7.345977626194156e-08,2.174409347022177e-08
1978,8.673263318659252e-08,2.673266052966028e-08
1979,7.666084822499641e-08,3.920822067016161e-08
1980,6.310517353114165e-08,1.3075846183596695e-08
1981,7.970192106299123e-08,1.5813874654213578e-08
1982,9.373328524464597e-08,2.3588508923921836e-08
1983,7.515226174703571e-08,1.5156758848000607e-08
1984,8.06062170899402e-08,1.4497521405587577e-08
1985,8.542092089225406e-08,1.5038894574104233e-08
1986,8.871838264035148e-08,1.8582904104391673e-08
1987,7.455196215921944e-08,1.0388388815840699e-08
1988,6.896036780501547e-08,1.2592763276586538e-08
1989,7.738252483235897e-08,1.7013178421620978e-08
1990,9.09924736114398e-08,1.1442167213715493e-08
1991,6.564841292799883e-08,1.641210245484359e-08
1992,8.760811326391504e-08,2.2039776226279173e-08
1993,8.142634710939234e-08,1.8279384506048046e-08
1994,8.545381180447009e-08,2.3737170451454404e-08
1995,8.025226971852817e-08,2.006306737412089e-08
1996,8.594328759770065e-08,3.096093292853652e-08
1997,7.815677949274402e-08,4.6989967472654826e-08
1998,6.770743710138305e-08,1.8118891276230897e-08
