year,ses_DET arts_NOUN,ses_DET barres_NOUN
1999,8.363467784988643e-08,2.05659043683859e-08
2000,1.073581634702947e-07,3.35770380388567e-08
2001,8.762423475694447e-08,4.0745270268871536e-08
2002,7.798574308548467e-08,2.4972962087144168e-08
2003,9.583922927491884e-08,1.4584230378922314e-08
2004,7.708385030280596e-08,3.3035934349223695e-08
2005,8.016674468702689e-08,3.2426996199319547e-08
2006,9.265252165491233e-08,2.2236605001779708e-08
2007,1.0585370890936474e-07,2.7561907978146394e-08
2008,8.302007631355579e-08,2.8099102683531996e-08
2009,1.0251614246392649e-07,3.2423708606899027e-08
2010,7.983210137396668e-08,2.3618966005223285e-08
2011,6.424272736005321e-08,3.709252724415357e-08
2012,7.829781029089489e-08,4.493613581235678e-08
2013,6.303422850351126e-08,5.104098715902339e-08
2014,6.994387691250381e-08,5.175414036218129e-08
2015,8.467318257654455e-08,4.1006644135865855e-08
2016,1.1744498351617949e-07,5.903319091893344e-08
2017,6.766994486984146e-08,2.772203823164787e-07
2018,8.338137724717143e-08,5.0596749234799177e-08
2019,6.428489429666229e-08,7.040725963358696e-08
