year,leurs_DET watts_NOUN,leurs_DET boîtes_NOUN
1800,0.0,2.829747991484055e-08
1801,0.0,2.6193008650921e-08
1802,0.0,6.713520406265161e-09
1803,0.0,3.510610468993036e-08
1804,0.0,1.2359254952798437e-08
1805,0.0,2.55858996212055e-08
1806,0.0,3.458002950651462e-08
1807,0.0,5.693910232196231e-09
1808,0.0,1.8128591960930862e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,1.6380887757350138e-08
1811,0.0,4.011322829455821e-08
1812,0.0,7.468182872116813e-08
1813,0.0,2.0130190847567064e-08
1814,0.0,4.090680150170556e-08
1815,0.0,2.4275012222574333e-08
1816,0.0,1.622322720606917e-08
1817,0.0,3.113746815941454e-09
1818,0.0,9.536941902865692e-09
1819,0.0,2.4842520929269085e-08
1820,0.0,4.50926265216367e-08
1821,0.0,6.212737702071536e-08
1822,0.0,3.107940926838637e-08
1823,0.0,7.510841726343642e-08
1824,0.0,1.6000115010683658e-08
1825,0.0,6.075755720758025e-08
1826,0.0,2.7304752237000685e-08
1827,0.0,2.027800150017356e-08
1828,0.0,3.118582370120748e-08
1829,0.0,3.3435387791769244e-08
1830,0.0,5.322786122974321e-08
1831,0.0,5.14509785887185e-08
1832,0.0,9.335678896604804e-08
1833,0.0,3.359252431778259e-08
1834,0.0,5.507373401769655e-08
1835,0.0,3.781543966852041e-08
1836,0.0,3.427582484505365e-08
1837,0.0,5.0792603900617905e-08
1838,0.0,3.3454458758797045e-08
1839,0.0,4.61437359433603e-08
1840,0.0,3.3122379505812205e-08
1841,0.0,2.1829865914924085e-08
1842,0.0,4.024958855097793e-08
1843,0.0,4.0757687003178944e-08
1844,0.0,4.610391357573462e-08
1845,0.0,4.3525776760589e-08
1846,0.0,4.976326195560432e-08
1847,0.0,2.2112217834546755e-08
1848,0.0,5.229394162142853e-08
1849,0.0,5.781796375003978e-08
1850,0.0,3.6660580349234806e-08
1851,0.0,3.0957306051959677e-08
1852,0.0,2.6042181744401205e-08
1853,0.0,5.3747385209135246e-08
1854,0.0,4.1565314745639625e-08
1855,0.0,4.0332722051061864e-08
1856,0.0,4.6076984006049315e-08
1857,0.0,3.612316845647001e-08
1858,0.0,3.474509924217273e-08
1859,0.0,5.1940169498720934e-08
1860,0.0,6.545373310018476e-08
1861,0.0,4.95176202264247e-08
1862,0.0,4.427626620895353e-08
1863,0.0,4.4951587341302e-08
1864,0.0,3.7398876884253696e-08
1865,0.0,4.8009813014004976e-08
1866,0.0,4.525020003143254e-08
1867,0.0,6.745408143160603e-08
1868,0.0,5.186867824136243e-08
1869,0.0,4.981189505315342e-08
1870,0.0,5.160643823387545e-08
1871,0.0,3.823623728749226e-08
1872,0.0,5.442605299776915e-08
1873,0.0,5.267683889087493e-08
1874,0.0,4.062734149101743e-08
1875,0.0,5.3210200690045895e-08
1876,0.0,4.776351758550845e-08
1877,0.0,7.916564470633602e-08
1878,0.0,5.978697714681402e-08
1879,0.0,9.347267848625052e-08
1880,0.0,9.690948132856647e-08
1881,0.0,5.647731171620762e-08
1882,0.0,7.720246486542237e-08
1883,0.0,7.330433504648681e-08
1884,0.0,5.215340692643622e-08
1885,0.0,8.37932674357944e-08
1886,0.0,4.904632433522238e-08
1887,0.0,6.8553710264041e-08
1888,0.0,4.1848057463766963e-08
1889,0.0,6.766347837583453e-08
1890,0.0,5.177965434199905e-08
1891,0.0,8.987650090830357e-08
1892,0.0,1.0844526343589678e-07
1893,0.0,8.375446469699455e-08
1894,0.0,7.561847326087445e-08
1895,0.0,4.995450098022047e-08
1896,0.0,7.960989023558795e-08
1897,0.0,7.283392022827684e-08
1898,5.6583548957434e-10,8.487532454637403e-08
1899,0.0,8.788849470420246e-08
1900,0.0,5.917800649513083e-08
1901,0.0,6.930036278163243e-08
1902,0.0,1.3159561262909847e-07
1903,0.0,5.184211460118604e-08
1904,0.0,8.1694302878077e-08
1905,0.0,7.6895311451608e-08
1906,0.0,8.487904779030941e-08
1907,0.0,7.045695582519329e-08
1908,4.911389073214423e-10,5.058730678797474e-08
1909,0.0,8.911593596394596e-08
1910,0.0,6.893954207498609e-08
1911,0.0,5.213966502992662e-08
1912,0.0,6.459682566628544e-08
1913,0.0,9.492351438211699e-08
1914,0.0,7.835190274363413e-08
1915,0.0,6.008188790929125e-08
1916,0.0,1.3844201873780548e-07
1917,0.0,9.760118047097421e-08
1918,0.0,1.1716103642811504e-07
1919,0.0,9.207848705727883e-08
1920,0.0,9.086677721370506e-08
1921,0.0,9.087296604093353e-08
1922,0.0,6.049906886573808e-08
1923,0.0,8.386599148479945e-08
1924,0.0,7.60605871619191e-08
1925,0.0,1.077821423223213e-07
1926,0.0,5.684530535177146e-08
1927,0.0,1.0257286930936971e-07
1928,0.0,9.369353648480683e-08
1929,0.0,7.241263944024467e-08
1930,0.0,7.037414206934045e-08
1931,0.0,6.729160162421977e-08
1932,0.0,7.014103431401963e-08
1933,0.0,5.735331143341682e-08
1934,0.0,6.82950087593781e-08
1935,0.0,6.821922227118193e-08
1936,0.0,6.183604739362636e-08
1937,0.0,6.1696475484041e-08
1938,0.0,5.315737894306949e-08
1939,0.0,6.576441791139587e-08
1940,0.0,4.3108308034334186e-08
1941,0.0,8.264207451702532e-08
1942,0.0,9.406056733496371e-08
1943,0.0,8.419382169222445e-08
1944,0.0,8.354284375400312e-08
1945,0.0,9.803267886354661e-08
1946,0.0,9.605562212300356e-08
1947,0.0,7.152522840669917e-08
1948,0.0,8.480072466454658e-08
1949,0.0,6.184715317658629e-08
1950,0.0,4.785912821603233e-08
1951,0.0,4.584402901741669e-08
1952,0.0,8.014050933979888e-08
1953,0.0,6.787511352968068e-08
1954,0.0,7.036226179479854e-08
1955,0.0,5.162084448784299e-08
1956,0.0,7.674604773910687e-08
1957,0.0,5.8311247386200193e-08
1958,0.0,8.520410688106494e-08
1959,0.0,4.727956337546857e-08
1960,0.0,4.498541628095154e-08
1961,1.3896318540318475e-09,7.434530147065743e-08
1962,0.0,6.595634971517939e-08
1963,0.0,6.595374202333915e-08
1964,1.2167936658258327e-09,6.449006662023749e-08
1965,0.0,6.128688312401209e-08
1966,0.0,7.366969612121466e-08
1967,0.0,6.902470062186694e-08
1968,0.0,6.916780392884903e-08
1969,0.0,5.450109341609277e-08
1970,0.0,6.25426608280577e-08
1971,0.0,7.707595983674764e-08
1972,0.0,5.643161671287089e-08
1973,0.0,6.781240813324985e-08
1974,1.1251143350321513e-09,6.694430254583494e-08
1975,5.711480177694739e-10,4.683413834527528e-08
1976,0.0,4.285145038807059e-08
1977,0.0,5.641710743020667e-08
1978,0.0,5.22772047872877e-08
1979,0.0,6.846808986438191e-08
1980,5.685150683554241e-10,5.230338473438678e-08
1981,0.0,5.186950602364959e-08
1982,0.0,4.2831764801576355e-08
1983,0.0,6.315315914662278e-08
1984,5.799008495621649e-10,7.074790175920498e-08
1985,0.0,5.8350913434424e-08
1986,0.0,5.574871408953186e-08
1987,1.8332451112712533e-09,7.149655800731125e-08
1988,0.0,5.81665702270584e-08
1989,5.488122178931576e-10,5.4332410570623324e-08
1990,0.0,7.028759796412487e-08
1991,0.0,6.447611866633451e-08
1992,0.0,5.840540850954312e-08
1993,0.0,7.090185505376212e-08
1994,0.0,6.118914797070829e-08
1995,5.422450821690461e-10,5.6393488989670004e-08
1996,0.0,5.071187558769452e-08
1997,0.0,6.089516091378755e-08
1998,0.0,6.484656012162304e-08
1999,0.0,6.352579617896481e-08
2000,4.4180314962005696e-10,6.936309659977269e-08
2001,0.0,6.528005513928292e-08
2002,0.0,7.360451803606338e-08
2003,4.1669229178253886e-10,5.583676809806093e-08
2004,0.0,6.166708033106261e-08
2005,0.0,7.251036748812112e-08
2006,4.1178899179428186e-10,7.082770991928555e-08
2007,1.1983438685803094e-09,7.269952817523517e-08
2008,8.514879357157668e-10,1.0217855361815964e-07
2009,0.0,9.631748554284059e-08
2010,4.723793023408973e-10,9.258634037223601e-08
2011,3.82397197240536e-10,1.1930792709335947e-07
2012,0.0,1.4127648739759024e-07
2013,2.789125042035323e-10,1.3359908734855708e-07
2014,6.496335691608124e-10,1.5634513772511127e-07
2015,6.649726325136385e-10,1.4230414535632008e-07
2016,4.1426800878596737e-10,1.5348629744948994e-07
2017,0.0,1.2276183269932517e-07
2018,5.162933414126769e-10,1.443039820969716e-07
2019,7.65296326310505e-10,1.3010037491767434e-07
