year,quelques_DET oeufs_NOUN,quelques_DET boeufs_NOUN
1964,8.517555549758526e-09,3.6503808864551957e-09
1965,9.302474013317408e-09,2.188817349590977e-09
1966,6.092982229866095e-09,1.1078149508847446e-09
1967,5.423369309198733e-09,3.4512349644799656e-09
1968,3.5931326802796093e-09,1.7965663401398047e-09
1969,9.083515273289322e-09,2.2708788183223305e-09
1970,3.678980065036086e-09,0.0
1971,7.707596449968435e-09,3.083038491169532e-09
1972,7.182205497002769e-09,2.565073486948677e-09
1973,5.513203671370093e-09,2.7566018356850464e-09
1974,1.0126029126311664e-08,2.812785782069227e-09
1975,7.4249242310031605e-09,4.569184142155791e-09
1976,8.570290255249802e-09,3.4281160132820787e-09
1977,8.22749424145286e-09,1.1753563677885381e-09
1978,2.9702956760857546e-09,3.5643548113029055e-09
1979,1.287434159280565e-08,8.192762912528906e-09
1980,6.822180764753938e-09,3.411090521154847e-09
1981,8.223214609248686e-09,6.325549528618524e-09
1982,6.828252629986764e-09,3.1037510339615437e-09
1983,1.578829045278951e-08,3.157658134966823e-09
1984,6.378909400694965e-09,6.958810083723677e-09
1985,7.218669662023558e-09,4.210890636180409e-09
1986,5.395036972721812e-09,3.5966913891627428e-09
1987,9.77730663098697e-09,9.166224945733603e-09
1988,7.795519729736355e-09,4.197587610832443e-09
1989,1.2622681122564927e-08,9.878620255143744e-09
1990,8.172976628806339e-09,6.538381391862913e-09
1991,7.6199047072123e-09,5.2753188484189195e-09
1992,1.0468893973936133e-08,4.958949695321735e-09
1993,1.218625611532076e-08,8.862731881720265e-09
1994,1.4769794165481187e-08,3.6924485691258724e-09
1995,1.8978577598360857e-08,7.0491861237087505e-09
1996,8.540947282753564e-09,2.135236876199542e-09
1997,1.3425704992187093e-08,6.233362936924891e-09
1998,8.10582001520288e-09,1.4781200485813883e-08
1999,6.398281460207045e-09,3.6561608462992723e-09
2000,5.7434409450607404e-09,3.976228346580513e-09
2001,1.1391150411821371e-08,4.381211837767296e-09
2002,5.257465574004527e-09,4.381221607729913e-09
2003,9.58392298855415e-09,3.333538389771462e-09
2004,3.9643119897903034e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,0.0
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,3.1955835755326234e-09,1.1983438408247338e-09
2008,5.960415355721338e-09,2.128719839289417e-09
2009,9.53638501499654e-09,9.53638501499654e-10
2010,4.723792912386671e-09,4.723793023408973e-10
2011,4.206369030868018e-09,0.0
2012,1.3617010852229328e-09,0.0
2013,2.789125042035323e-10,5.578250084070646e-10
2014,4.3308902714089825e-09,1.2992671383216248e-09
2015,4.433150790905671e-10,1.5516027351836215e-09
2016,1.4499380585064614e-09,8.285360175719347e-10
2017,1.509366853724714e-09,7.54683426862357e-10
2018,2.8396134332808742e-09,0.0
2019,5.101975453225549e-09,5.1019755087367e-10
