year,nos_DET os_NOUN,nos_DET bosses_NOUN
1938,5.315737894306949e-08,1.2965214457594243e-09
1939,7.035263571708583e-08,0.0
1940,2.5357829391836617e-08,0.0
1941,1.3872062432085386e-07,0.0
1942,4.551317789314169e-08,0.0
1943,6.967764676346633e-08,0.0
1944,7.390327994016843e-08,0.0
1945,8.060464695702763e-08,2.178504043826024e-09
1946,9.327139771642123e-08,0.0
1947,9.894322872128214e-08,1.1920870957027319e-09
1948,7.827759329614992e-08,1.0871887834440486e-09
1949,7.95177701462535e-08,0.0
1950,1.2337019539288008e-07,6.381216888229346e-09
1951,8.742349266732674e-08,1.0661401761424827e-09
1952,4.428817490520487e-08,2.1089607837865287e-09
1953,5.494651977855369e-08,0.0
1954,1.0065712441331698e-07,3.9090144454689835e-09
1955,5.5375085850073447e-08,2.815682353940474e-09
1956,8.808352980338441e-08,0.0
1957,8.835037945686963e-08,8.835037701437898e-10
1958,6.783239536733987e-08,8.272243445794913e-10
1959,7.595732620657714e-08,3.100299128533379e-09
1960,6.436375166174457e-08,0.0
1961,5.975416961234714e-08,1.3896318540318475e-09
1962,9.830032166036062e-08,2.5367825617905737e-09
1963,1.015170392193454e-07,0.0
1964,7.118243017245618e-08,3.041984220075733e-09
1965,7.715581418210604e-08,1.6416130677043839e-09
1966,7.699313897546745e-08,3.3234448526542337e-09
1967,9.811367740475418e-08,0.0
1968,8.264205142438641e-08,3.1439910674890825e-09
1969,9.764779074217245e-08,4.5417578031781147e-10
1970,7.403947033246538e-08,4.598724956395017e-09
1971,9.351883623054391e-08,1.541519245584766e-09
1972,6.77179397001737e-08,5.130146862875051e-10
1973,7.001768809189457e-08,5.513203782392395e-10
1974,6.300640120748824e-08,1.1251143350321513e-09
1975,6.796661145003213e-08,5.711480177694739e-10
1976,7.141908553442988e-08,1.7140580066410394e-09
1977,6.405692243305339e-08,0.0
1978,7.60395684196169e-08,0.0
1979,7.72460495568339e-08,1.1703946700691858e-09
1980,6.08311112593185e-08,1.7055452605774235e-09
1981,9.361813457786639e-08,0.0
1982,6.952402209492448e-08,0.0
1983,8.904595372172253e-08,6.315316047889041e-10
1984,5.972978645019111e-08,4.639206796497319e-09
1985,6.978047473182869e-08,6.015558051686298e-10
1986,6.71382380801333e-08,5.994485463567401e-10
1987,4.827545163621494e-08,1.2221633705067347e-09
1988,6.356346915481481e-08,2.398621523624911e-09
1989,7.518727684896476e-08,1.0976244357863152e-09
1990,8.172976384557273e-08,1.089730194969718e-09
1991,6.09592376576984e-08,2.344586080837985e-09
1992,7.93431969015046e-08,0.0
1993,6.037736222097578e-08,5.539207426075166e-10
1994,7.121150868982795e-08,1.0549853213248639e-09
1995,7.320308981206836e-08,0.0
1996,7.580090866099454e-08,2.6690460952494277e-09
1997,7.911575927721515e-08,0.0
1998,5.531029856342684e-08,1.43043876743576e-09
1999,7.175215666066492e-08,9.140402323914998e-10
2000,9.189505245643659e-08,1.3254094488601709e-09
2001,7.360435771985863e-08,1.7524847129024579e-09
2002,6.790893447572444e-08,0.0
2003,6.792084672468945e-08,4.1669229178253886e-10
2004,9.294109215574053e-08,2.2023955992267474e-09
2005,8.512086679957065e-08,1.8014998381943315e-09
2006,9.512325593874493e-08,4.1178899179428186e-10
2007,7.269952906341359e-08,1.5977917877663117e-09
2008,7.961412018531178e-08,1.2772318758180745e-09
2009,1.0299295505333816e-07,1.430457752249481e-09
2010,8.361113490451544e-08,1.4171379625338432e-09
2011,1.059240215539603e-07,2.6767803529281764e-09
2012,1.262977766813833e-07,6.127654827992046e-09
2013,1.1519086573485993e-07,3.904775169871755e-09
2014,1.4356901800738342e-07,3.4647122948427977e-09
2015,1.411958470143304e-07,3.32486305154589e-09
2016,1.4623660860024756e-07,3.72841224560716e-09
2017,1.5722570800846825e-07,2.0124890642847504e-09
2018,1.6934421154246593e-07,4.3884935685412074e-09
2019,1.4311041507397704e-07,4.846876677788714e-09
