year,plusieurs_DET watts_NOUN,plusieurs_DET boîtes_NOUN
1856,0.0,1.4496129963070814e-08
1857,0.0,2.1966791496907945e-08
1858,0.0,1.3212924976357954e-08
1859,0.0,2.036869339860914e-09
1860,0.0,2.425907394409954e-08
1861,0.0,1.4619487176403823e-08
1862,0.0,2.8915112193494963e-08
1863,0.0,1.4983863039219614e-08
1864,0.0,1.2466292886870178e-08
1865,0.0,1.1767111340876824e-08
1866,0.0,3.211304583361496e-08
1867,0.0,2.814630661873707e-08
1868,0.0,2.4699369660652337e-08
1869,0.0,2.246418784324078e-08
1870,0.0,1.8922361455508963e-08
1871,0.0,7.434824089713743e-09
1872,0.0,1.7537283514279522e-08
1873,0.0,2.9331421014244796e-08
1874,0.0,4.062734360044118e-08
1875,0.0,2.174180363523348e-08
1876,0.0,1.1487428563938806e-08
1877,0.0,2.5357746347154375e-08
1878,0.0,1.3889904226793703e-08
1879,0.0,1.5884245696540233e-08
1880,0.0,1.7969969068332148e-08
1881,0.0,4.8807553554297556e-09
1882,0.0,1.7304001564966143e-08
1883,0.0,1.8958016489989404e-08
1884,0.0,1.0562715146988921e-08
1885,0.0,2.4493415407000896e-08
1886,0.0,1.1616234585343221e-08
1887,0.0,7.83470954779375e-09
1888,0.0,1.2681229177857745e-08
1889,0.0,1.2530273707511697e-08
1890,0.0,1.4419650362640368e-08
1891,0.0,1.5935549768641977e-08
1892,0.0,1.9432387921014538e-08
1893,0.0,1.6627724308548864e-08
1894,0.0,1.9534772022211655e-08
1895,0.0,2.527818110387159e-08
1896,0.0,2.358811634906033e-08
1897,0.0,1.3984112534615178e-08
1898,0.0,1.5843394263193034e-08
1899,0.0,1.6029977345510815e-08
1900,1.038210628578895e-09,1.2977633079280793e-08
1901,0.0,1.2854099118442264e-08
1902,0.0,9.771465148133984e-08
1903,0.0,1.78207268941577e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,1.754658074393234e-08
1906,0.0,9.259531807970234e-09
1907,0.0,1.6457098794830927e-08
1908,0.0,1.6698722404839828e-08
1909,0.0,1.320236009405562e-08
1910,0.0,1.710128205711925e-08
1911,0.0,1.5961122201701983e-08
1912,0.0,1.9795800554334164e-08
1913,0.0,2.0681659052002033e-08
1914,0.0,1.339348720819089e-08
1915,0.0,1.6493066468115103e-08
1916,0.0,2.8567401111345703e-08
1917,0.0,2.522277586791688e-08
1918,0.0,1.6080926812378493e-08
1919,0.0,2.1178051312631396e-08
1920,0.0,9.086678076641874e-09
1921,0.0,1.36309453724337e-08
1922,0.0,2.4347187821405214e-08
1923,0.0,2.441668067731939e-08
1924,1.289162443462999e-09,2.4494086647841584e-08
1925,0.0,1.7597084678300234e-08
1926,0.0,1.1146138789719373e-08
1927,0.0,2.1183527820767267e-08
1928,3.4278122562625413e-09,1.4853853147478446e-08
1929,0.0,2.4508893359254103e-08
1930,4.201441416995522e-09,2.205756699513728e-08
1931,5.7026783295555106e-09,1.9389106320488736e-08
1932,6.575722188983946e-09,2.8494794523936662e-08
1933,3.4411986593596566e-09,2.8676655494663805e-08
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,2.393656828303392e-09,1.196828414151696e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,5.0364472592434595e-09,4.0291577629858466e-08
1938,0.0,2.5930428804166183e-08
1939,9.176430282309411e-09,1.8352860564618823e-08
1940,0.0,2.0286263113789005e-08
1941,0.0,2.9515025534720962e-08
1942,0.0,3.6410541692788456e-08
1943,0.0,8.709705845433291e-09
1944,0.0,2.8918675454292497e-08
1945,0.0,3.921307367704685e-08
1946,1.3921104269343232e-09,5.290019533532586e-08
1947,5.960435700558264e-09,3.457052599742383e-08
1948,1.0871887834440486e-09,2.7179719142012004e-08
1949,0.0,2.2579119018928395e-08
1950,0.0,1.2762433776458693e-08
1951,0.0,1.5992101864981123e-08
1952,2.1089607837865287e-09,2.319856839960721e-08
1953,3.232148326759443e-09,2.3702419582605216e-08
1954,8.795282724349818e-09,2.3454086450769296e-08
1955,5.631364707880948e-09,2.5341140741375057e-08
1956,1.0465369904011368e-08,2.0058625871399727e-08
1957,7.951533653738352e-09,2.120408987282829e-08
1958,2.0680609225109947e-08,1.9853383825818582e-08
1959,1.007597205671118e-08,1.55014957536892e-08
1960,4.152500121534786e-09,1.1765417085030094e-08
1961,2.779263708063695e-09,1.7370398786020758e-08
1962,6.976152100435229e-09,2.6002021424886834e-08
1963,5.819448034571906e-09,2.2631185814248056e-08
1964,1.8251904432275978e-09,2.4944270426985327e-08
1965,4.377634699181954e-09,2.407699151163456e-08
1966,6.092982118843793e-09,1.3293779410616935e-08
1967,7.395503320850594e-09,2.0707410230969003e-08
1968,1.7965663401398047e-09,1.79656635679315e-08
1969,6.8126366770115965e-09,2.452549263676218e-08
1970,2.2993624781975086e-09,1.7015283404475667e-08
1971,2.569198631618974e-09,2.5691987426412766e-08
1972,3.5911027485013847e-09,1.231235235987782e-08
1973,1.6539611902288698e-09,2.2052815684681093e-08
1974,1.6876715580593782e-09,1.1813700295792984e-08
1975,5.140332159925265e-09,1.31364044086979e-08
1976,3.4281160132820787e-09,2.285410782842945e-08
1977,1.7630346071939584e-09,2.644551744257484e-08
1978,1.1881182704343018e-09,1.7227715365386587e-08
1979,1.1703946700691858e-09,2.867466974976196e-08
1980,2.8425752862659692e-09,2.0466543182440233e-08
1981,3.795329828193417e-09,2.3404533200377386e-08
1982,6.207502289967692e-10,3.1037512115972277e-08
1983,2.5261264191556165e-09,2.1472075117934253e-08
1984,1.1598016991243298e-09,2.087642975157067e-08
1985,0.0,3.1280901091612634e-08
1986,1.1988970927134801e-09,2.2179595493554416e-08
1987,1.8332451112712533e-09,2.5665431113708337e-08
1988,1.798966087207532e-09,2.7584147854753382e-08
1989,1.6464366536794728e-09,2.9635859655208208e-08
1990,2.179460389939436e-09,2.887785077732019e-08
1991,0.0,2.110127450549726e-08
1992,1.1019888335184191e-09,2.2590771697750256e-08
1993,0.0,2.5480354381990367e-08
1994,0.0,2.742961924262488e-08
1995,0.0,1.7894087989134277e-08
1996,5.338092190498855e-10,2.7758078946504838e-08
1997,9.58978896292706e-10,1.8220598585472203e-08
1998,9.536258449571733e-10,3.146965354972053e-08
1999,0.0,3.107736867846711e-08
2000,4.4180314962005696e-10,2.518277919527634e-08
2001,4.3812117822561447e-10,2.1029816110740285e-08
2002,8.76244299341522e-10,2.716357361265409e-08
2003,4.1669229178253886e-10,3.500215317586708e-08
2004,4.404791253964646e-10,3.3035934210445816e-08
2005,4.5037495954858286e-10,4.053374769164009e-08
2006,0.0,4.2414267209522905e-08
2007,0.0,5.7919951501617106e-08
2008,4.257439678578834e-10,4.896055649794562e-08
2009,4.76819250749827e-10,4.911238171700916e-08
2010,0.0,6.329882618061333e-08
2011,7.64794394481072e-10,7.686184000377239e-08
2012,2.0425516833455504e-09,1.0348928558556736e-07
2013,1.3945624655065103e-09,9.343568851960526e-08
2014,0.0,1.0264210015265007e-07
2015,2.2165753954528356e-10,9.553440039056227e-08
2016,2.0713400439298368e-10,7.974659199661005e-08
2017,7.54683426862357e-10,1.0012133344616814e-07
2018,7.744400121190154e-10,1.1229380003641154e-07
2019,0.0,1.0586599330508761e-07
