year,aux_ADP arts_NOUN,aux_ADP barres_NOUN
1928,1.3174226101142494e-06,2.102391557512462e-07
1929,1.399235075361105e-06,2.1278175843519875e-07
1930,1.4200871714109553e-06,2.3843180030347355e-07
1931,1.4975233515457376e-06,2.3951248628861777e-07
1932,1.3743258461262897e-06,1.8631212306274847e-07
1933,1.534774646927417e-06,4.324439695224669e-07
1934,1.6306930135101538e-06,1.9649790772291453e-07
1935,1.651623267484581e-06,3.016007612544058e-07
1936,1.4998272117594524e-06,2.8371831817253224e-07
1937,1.5159706565626152e-06,1.7627564896649517e-07
1938,1.6828848448113831e-06,2.1781559622624513e-07
1939,1.437640688273234e-06,2.3552838257501207e-07
1940,1.4808971764423973e-06,1.4961119232381748e-07
1941,1.4344302465829628e-06,2.1841119490773053e-07
1942,1.4685584517337702e-06,1.941895582113773e-07
1943,1.3732302055480261e-06,2.990332321761713e-07
1944,1.2756348972686737e-06,2.339199582479523e-06
1945,1.1284651248999467e-06,1.8081583430529236e-07
1946,1.30719171309579e-06,2.909510818938088e-07
1947,1.2206972122008608e-06,1.6808427516501467e-07
1948,1.2339593036259089e-06,1.619911222938697e-07
1949,1.3174424600137513e-06,2.032120773876045e-07
1950,1.1337295635627243e-06,1.8186468597747307e-07
1951,1.3262783851164528e-06,1.748469908857686e-07
1952,1.0565893671099502e-06,1.8137062784973068e-07
1953,1.145257872092742e-06,1.9500628223312333e-07
1954,1.2645661167098865e-06,9.283909099266907e-07
1955,1.437875076781836e-06,3.294348278615189e-07
1956,1.802659924443617e-06,1.6046900386257335e-07
1957,1.5964912640775708e-06,1.6168119415516102e-07
1958,1.2325643048427537e-06,1.9936106304685453e-07
1959,1.1649374340727547e-06,1.7981735322969428e-07
1960,1.2533628985789136e-06,1.8893875275427519e-07
1961,1.2729027538682658e-06,1.285409444440333e-07
1962,1.216387264024732e-06,1.6806184954809567e-07
1963,1.175528431041073e-06,1.6488435372608023e-07
1964,1.383494351525627e-06,1.715679105451784e-07
1965,1.5004343225655248e-06,1.3789548813925023e-07
1966,1.391415596962986e-06,1.3404560728069725e-07
1967,1.439658016799683e-06,1.3607726323527913e-07
1968,1.9151396557504086e-06,1.4866586836581597e-07
1969,1.7181469544880201e-06,1.3034844625892106e-07
1970,1.5014836748372673e-06,1.1726748527784991e-07
1971,1.4454312262657254e-06,1.037956260940831e-07
1972,1.7581013818102065e-06,1.3287079791979295e-07
1973,1.4549345168646255e-06,9.75837093353249e-08
1974,1.547594710160638e-06,1.2151234962676227e-07
1975,1.3559053639866647e-06,1.2108337843486083e-07
1976,1.618070825770701e-06,9.99867174611424e-08
1977,1.4621432988803917e-06,1.004929669479182e-07
1978,1.453662683559287e-06,9.089104691106797e-08
1979,1.4109108352755584e-06,1.2932861304104648e-07
1980,1.513955623977381e-06,1.210937084494823e-07
1981,1.493462249424482e-06,1.182877744643207e-07
1982,1.3526147615294803e-06,9.807853706966796e-08
1983,1.3584244924480515e-06,5.746937659090179e-08
1984,1.5216598567846518e-06,1.0264245303703845e-07
1985,1.4383199653522638e-06,1.0767848901416244e-07
1986,1.6616713711670172e-06,1.0010790840730976e-07
1987,1.7183616947136215e-06,1.0510605230606984e-07
1988,1.6772360833527955e-06,8.934865214360599e-08
1989,1.8818770932682582e-06,7.848014771383305e-08
1990,1.7768050355471132e-06,9.262706601731452e-08
1991,1.7361659851999889e-06,1.271937977165294e-07
1992,1.9141546037104717e-06,1.0193396676738686e-07
1993,1.8611736862794714e-06,1.0025965085924682e-07
1994,1.7496931254967762e-06,8.914626159484129e-08
1995,1.6993960727518242e-06,8.730145883983909e-08
1996,1.9291864905568445e-06,8.594328271271934e-08
1997,1.759726302452691e-06,1.0261074423478789e-07
1998,1.8595703927815066e-06,9.536258194220437e-08
1999,1.9181134298662528e-06,8.36346830124235e-08
2000,1.964256797215569e-06,7.864096240872698e-08
2001,1.9338668701962547e-06,7.842368920929488e-08
2002,1.929051848925667e-06,7.71095010065892e-08
2003,1.901783559743464e-06,7.708807664430495e-08
2004,1.744297358996505e-06,8.809582710544994e-08
2005,1.756912730854765e-06,8.106749349590103e-08
2006,1.7599860984152116e-06,1.0253545790206431e-07
2007,1.9037689251710788e-06,1.0385646698196638e-07
2008,1.8519862612365046e-06,1.1367364066705576e-07
2009,1.7370525196014341e-06,1.1539026067985958e-07
2010,1.434616000661748e-06,1.1573293012823171e-07
2011,1.4381958672871065e-06,1.4110456522664627e-07
2012,1.1703820983477442e-06,1.463828609438167e-07
2013,1.0618198902356824e-06,1.4308211548907934e-07
2014,1.1548318834542215e-06,1.5937676059452066e-07
2015,1.1980589846860568e-06,1.604800521359806e-07
2016,1.2875449613147794e-06,1.7067841917572935e-07
2017,1.0105210521693664e-06,1.5194292091180728e-07
2018,1.0034161335159553e-06,1.8328413081691863e-07
2019,1.0826391636520327e-06,1.5663064290016848e-07
