year,plusieurs_DET arts_NOUN,plusieurs_DET barres_NOUN
1883,5.308244865886991e-08,2.7173157945981075e-08
1884,6.60169714450376e-08,2.1125430293977843e-08
1885,1.933690718658454e-08,3.158361394639542e-08
1886,4.1947515683204983e-08,3.1621971596784704e-08
1887,2.285123557044244e-08,1.9586773092328258e-08
1888,3.297119732792453e-08,9.510921827882157e-09
1889,4.197641673142627e-08,1.50363277384713e-08
1890,1.7696843102044113e-08,8.520702365899524e-09
1891,2.932141229816665e-08,2.5496881050912634e-08
1892,2.1312942521944933e-08,3.635737000351469e-08
1893,3.1407925149551374e-08,2.401782439598321e-08
1894,1.7014155417882648e-08,2.2055386850183822e-08
1895,9.629783193076946e-09,2.467631965430428e-08
1896,1.6511680689390573e-08,2.0639602027472392e-08
1897,2.7385553380554484e-08,2.330685333618021e-08
1898,2.8857610523402855e-08,2.772593887812036e-08
1899,3.592925956752424e-08,4.0351324059884064e-08
1900,3.9452002220663474e-08,1.6092264076839058e-08
1901,2.6267072517072165e-08,1.4530721514915967e-08
1902,2.160524809058373e-08,1.919920928905583e-07
1903,2.214090244478939e-08,2.1600881083827517e-08
1904,2.2573424907079698e-08,1.0749250378694342e-08
1905,1.9610883583709438e-08,1.186974607492175e-08
1906,1.0802787109298606e-08,1.8004646384905953e-08
1907,2.674278576364486e-08,8.228549119859707e-09
1908,2.2592389292697135e-08,2.7994917495277605e-08
1909,1.705304847332556e-08,3.355599886845084e-08
1910,2.778958352323002e-08,2.939282950364941e-08
1911,1.9685384544665396e-08,1.8089272302290738e-08
1912,1.8753915753677575e-08,7.2931897743266916e-09
1913,3.7651225748280837e-08,2.863614373405099e-08
1914,2.0090231700464756e-08,1.7411533825839598e-08
1915,2.2383447872975637e-08,1.1780762143587253e-08
1916,1.4283700888739759e-08,1.2086208478478966e-08
1917,5.483212106582869e-09,1.4256351654751143e-08
1918,1.378365155346728e-08,2.1824114071478107e-08
1919,5.524709190130039e-09,2.4861191438851904e-08
1920,3.7861159984942105e-08,1.9687803387569147e-08
1921,2.574734203619755e-08,1.9689142760626055e-08
1922,2.8773949167781865e-08,1.549366501762961e-08
1923,2.5478274601198336e-08,7.431163684401554e-09
1924,3.480738497430025e-08,1.2891624545652292e-08
1925,2.859526304632709e-08,8.798542339150117e-09
1926,3.6782257240020044e-08,5.57306911730393e-09
1927,3.7907366134959375e-08,4.4596899506643695e-09
1928,6.8556245125250825e-09,1.5996457491951332e-08
1929,1.2254447234738564e-08,1.1140405931087116e-08
1930,2.4158287814657342e-08,9.453243521306831e-09
1931,2.2810713318222042e-08,2.167017854048936e-08
1932,2.191907289006423e-08,6.575722188983946e-09
1933,2.982372038218273e-08,2.6382522388956886e-08
1934,2.875579241390369e-08,1.677421224144382e-08
1935,3.590485242455088e-08,1.4361940969820353e-08
1936,2.5461901032031165e-08,1.576212893539264e-08
1937,1.510934133364117e-08,7.554670666820584e-09
1938,1.8151300906765755e-08,7.779128452511941e-09
1939,1.6823456405745674e-08,1.8352861452797242e-08
1940,2.5357829613881222e-08,1.2678914362851401e-08
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,3.3376331032286544e-08,1.517105907566929e-08
1943,2.9032351633873077e-08,2.9032351633873077e-08
1944,2.2492303131116387e-08,3.855823393905666e-08
1945,6.535512131478072e-09,2.6142048525912287e-08
1946,2.7842208538686464e-08,1.3921104269343232e-08
1947,4.172304723937259e-08,1.0728784083369192e-08
1948,3.1528474497832804e-08,1.956939832403748e-08
1949,1.1780409536754632e-08,2.3560819850665382e-08
1950,1.9143649998554224e-08,3.6160229699433444e-08
1951,2.7719644801749155e-08,6.823296905267284e-08
1952,2.319856839960721e-08,5.377849987553418e-08
1953,2.8011951869189033e-08,3.232148060305917e-08
1954,1.6613311615287785e-08,1.4658803726419478e-08
1955,1.6894095011821264e-08,1.6894095011821264e-08
1956,1.3081712602058815e-08,1.4825940697349438e-08
1957,2.8272120311534366e-08,3.0922631566454584e-08
1958,2.0680608614487284e-08,1.1581140491045971e-08
1959,1.3951345856355601e-08,1.007597205671118e-08
1960,1.5917916873497973e-08,3.252791813679323e-08
1961,2.6403005282116254e-08,2.848745239703021e-08
1962,2.2196847748734427e-08,1.52206956482992e-08
1963,2.4571002010809195e-08,2.1984581710654538e-08
1964,2.8594651979574337e-08,2.1293889318485526e-08
1965,3.337946569148542e-08,2.845462471201543e-08
1966,3.545007687399959e-08,1.38476865529924e-08
1967,3.9935719176042994e-08,1.5777073869571723e-08
1968,3.8626174897471444e-08,1.1677681044375277e-08
1969,4.7234279820784764e-08,1.4987801222332564e-08
1970,2.667260581845632e-08,1.0577067222072856e-08
1971,4.419021681911772e-08,2.5178147566862208e-08
1972,3.231992540264628e-08,1.0773308467548759e-08
1973,2.3155456441159572e-08,1.3783009400469837e-08
1974,1.6876715414060328e-08,5.0630146741781346e-09
1975,2.2845921154868165e-08,1.4278700000147637e-08
1976,2.9138986334942274e-08,1.4855169483407593e-08
1977,2.7033195959536016e-08,1.0578207476630297e-08
1978,2.673266097374949e-08,9.504946163474415e-09
1979,2.3407894067517532e-08,1.755592016206009e-08
1980,3.52479344600809e-08,2.5014663285194416e-08
1981,1.8976649196478235e-08,5.060439622894819e-09
1982,1.8622506203769262e-08,5.586751949948621e-09
1983,2.2735137661378246e-08,9.47297440490047e-09
1984,3.537395221187012e-08,1.4497521683143333e-08
1985,1.9851341237497877e-08,1.2031115659283387e-08
1986,2.5176838613916175e-08,1.1389522436289212e-08
1987,2.0165694891716157e-08,1.0388388815840699e-08
1988,2.398621568033832e-08,7.795519785247507e-09
1989,2.7440611005680182e-08,9.329807926228284e-09
1990,3.705082662897041e-08,1.6890817244874512e-08
1991,1.3481369798284959e-08,8.206051227421796e-09
1992,2.4243753726782558e-08,1.7080827197091253e-08
1993,2.7696036852820072e-08,1.3294098266669607e-08
1994,3.2704544739026176e-08,5.802419322797903e-09
1995,2.6027763999625364e-08,9.218166396873784e-09
1996,2.2419987644184403e-08,8.540947504798169e-09
1997,1.7261619689179497e-08,6.7128524960935465e-09
1998,4.100591088906924e-08,6.6753808036779105e-09
1999,4.0674789814065804e-08,7.769341892061021e-09
2000,3.048441687969472e-08,1.4137700898864125e-08
2001,2.541102750441837e-08,1.2267393323384113e-08
2002,2.935418369487408e-08,1.2705542118407465e-08
2003,2.2918075992528486e-08,1.666769106067889e-08
2004,3.832168307682515e-08,1.7619165515458945e-08
2005,3.332774656250592e-08,1.7564622978305522e-08
2006,3.1707752479182005e-08,1.853050440869808e-08
2007,3.395307507370049e-08,1.55784704303219e-08
2008,3.4485261313221827e-08,1.5326782953906104e-08
2009,3.290052807969346e-08,1.0490023072406984e-08
2010,2.6453241208646006e-08,1.039234459598859e-08
2011,2.4473420484616426e-08,1.8737462220697054e-08
2012,2.6212746445652968e-08,2.0425516888966655e-08
2013,2.4265387144062345e-08,1.75714883754452e-08
2014,2.0788273907834665e-08,1.4508482332198369e-08
2015,2.8815481001309706e-08,1.5737685293837345e-08
2016,2.7548822445488952e-08,1.5742184444889062e-08
2017,1.911864622172743e-08,1.509366764906872e-08
2018,3.43335089247887e-08,1.4714360063727838e-08
2019,2.8315964406555594e-08,1.5561024913068877e-08
