year,des_DET ans_NOUN,des_DET bancs_NOUN
1867,1.3199647597161857e-07,1.7989371912108254e-06
1868,1.126291309105909e-07,1.8815980382669295e-06
1869,1.411337060552853e-07,1.816669069398813e-06
1870,1.25002265427554e-07,1.8182668242161526e-06
1871,1.1258447574213903e-07,1.924557352595002e-06
1872,1.118757751994437e-07,1.7313532083562677e-06
1873,1.5743191833506032e-07,2.080136457749404e-06
1874,1.0336073774652732e-07,1.7690817912807688e-06
1875,1.6363567656441091e-07,2.034575146581119e-06
1876,1.1245587638875065e-07,2.1910757652676693e-06
1877,1.490540659787598e-07,2.063254662232339e-06
1878,1.1172314384744197e-07,2.2326510702441738e-06
1879,1.429582063838808e-07,2.1138266390607896e-06
1880,1.764907728851739e-07,2.0614123101836412e-06
1881,1.7082643788413066e-07,2.089660412707417e-06
1882,1.5507047379514916e-07,2.2614998513859064e-06
1883,1.4787252844428167e-07,1.9596269780208786e-06
1884,1.353347940380445e-07,2.0986793600741294e-06
1885,1.3471379101126502e-07,2.7890266025565325e-06
1886,1.1616234929512359e-07,2.0818873380790137e-06
1887,1.3514873686837348e-07,2.3980740664342193e-06
1888,1.8134157908633597e-07,2.3942162101775466e-06
1889,1.4159209094088965e-07,2.792371397219995e-06
1890,1.1404632793698966e-07,2.366133628584066e-06
1891,1.4278253157584686e-07,2.157035964955867e-06
1892,1.4731003838974743e-07,2.3143346794540776e-06
1893,1.5272873232774486e-07,2.3284972101578205e-06
1894,1.354831011823876e-07,2.1778120782300903e-06
1895,1.5768769712209973e-07,2.1167466712768146e-06
1896,1.5214335458146877e-07,2.2691768108984434e-06
1897,1.7829743748087878e-07,2.1104357159629217e-06
1898,1.6239478961566078e-07,2.0381393994739483e-06
1899,1.5200841119167308e-07,1.8815876785538421e-06
1900,1.4275396598151247e-07,2.517141595603789e-06
1901,1.5536694175644072e-07,2.058891439560284e-06
1902,1.458354356165259e-07,1.682754252385621e-06
1903,1.6632678656591793e-07,1.9710803869088522e-06
1904,1.6715084427687543e-07,1.7118180863917587e-06
1905,1.826908637703184e-07,1.6958253752363817e-06
1906,1.9547901342065188e-07,2.3040803398544085e-06
1907,2.2731367899098132e-07,1.6523955608249707e-06
1908,1.6502266664275567e-07,1.7852899674153377e-06
1909,2.2113953734859138e-07,1.8615328656323982e-06
1910,1.6727191454180002e-07,2.084218792219872e-06
1911,1.8408494040222934e-07,1.8679833146961755e-06
1912,1.9743707069252991e-07,1.8957084364501497e-06
1913,1.8878643670561246e-07,1.6121088677323314e-06
1914,2.0224166386029196e-07,1.7552165338940995e-06
1915,1.4961568284288518e-07,1.5798001626876612e-06
1916,2.2304548275009495e-07,1.4866036117666681e-06
1917,2.8732033285905345e-07,1.2348194218247954e-06
1918,2.0790340560239429e-07,1.4289052430171978e-06
1919,2.6150289067494725e-07,1.736600168555924e-06
1920,2.415541935363308e-07,1.5939547992616099e-06
1921,2.0294963065659033e-07,1.8007993887181328e-06
1922,2.6265450348006425e-07,1.6246214471493658e-06
1923,2.781378469762785e-07,1.8461133990399503e-06
1924,2.5138667858470853e-07,2.1374312737520995e-06
1925,2.397602791859299e-07,2.0786555836593834e-06
1926,2.3964197293224743e-07,1.9215943112271816e-06
1927,2.1963973440009e-07,1.9132069510874317e-06
1928,2.513729078224003e-07,1.9835607147911105e-06
1929,1.8604478735362306e-07,1.931746510308585e-06
1930,1.7961161535851033e-07,1.2982454009602407e-06
1931,1.5739392367208893e-07,1.5317393717850791e-06
1932,1.3918611330154818e-07,1.889424169121412e-06
1933,2.087660520011525e-07,2.2081025790043896e-06
1934,1.5576054757104885e-07,1.9949331857560537e-06
1935,1.962798581445213e-07,1.8036203996985023e-06
1936,1.74595886193174e-07,2.321882895728322e-06
1937,1.7375742622505186e-07,1.8194165818385954e-06
1938,1.8280952396310113e-07,1.791792591632202e-06
1939,1.2847002484051018e-07,1.9423444399535583e-06
1940,1.3946806109998988e-07,1.8967656743029693e-06
1941,2.5382921764460775e-07,2.7419458277222475e-06
1942,1.6384744117026173e-07,2.4486089742481454e-06
1943,3.0483970370198676e-07,2.3777497091259647e-06
1944,2.9561313041881476e-07,3.4509620263634133e-06
1945,2.6142048348276603e-07,1.766766793309671e-06
1946,1.8654279099195037e-07,1.8417620779587196e-06
1947,1.478188063064323e-07,1.5592499309491359e-06
1948,1.7395021001398447e-07,1.863441546845479e-06
1949,1.6590744289501913e-07,1.6188246974024878e-06
1950,2.180249101257914e-07,1.9760502070198527e-06
1951,1.1940770017204727e-07,1.9542349960488536e-06
1952,1.5079068971246556e-07,2.737431103128074e-06
1953,1.4867881814595307e-07,1.91235440638593e-06
1954,1.7101937910268816e-07,1.963302466378991e-06
1955,1.6800238666903056e-07,1.8865071211848772e-06
1956,1.500036306278929e-07,2.338138038737725e-06
1957,1.5814717224671426e-07,2.0426606965884275e-06
1958,1.5303650968689908e-07,1.97789344724697e-06
1959,1.3253778630151203e-07,1.9555136461235634e-06
1960,1.536425056070101e-07,2.2437342437342522e-06
1961,1.5146986953595842e-07,1.7578843056753612e-06
1962,1.173261940934367e-07,1.6171988548308036e-06
1963,1.538920644250652e-07,1.6372046403034801e-06
1964,1.3871447324120822e-07,1.5574958496245017e-06
1965,1.9371033399551152e-07,1.6645955795979717e-06
1966,1.445698574187304e-07,1.2540465021970704e-06
1967,1.6418017434460808e-07,1.5165711886311328e-06
1968,2.0391028376920417e-07,1.3123916708934757e-06
1969,1.44427902526445e-07,1.1881238464184207e-06
1970,1.991247882138225e-07,1.351105368030403e-06
1971,2.0193902772192018e-07,1.3262203566455355e-06
1972,1.3338381932292975e-07,1.3087004475664799e-06
1973,1.1687991730013891e-07,1.2228286294657664e-06
1974,1.5076531889590683e-07,1.0879855167900132e-06
1975,1.1308730929471267e-07,9.064119339541321e-07
1976,1.1541324052011248e-07,1.068429558159778e-06
1977,1.469195431980097e-07,1.0278491942017354e-06
1978,1.2950488903484825e-07,1.02950445324268e-06
1979,1.5566249178533553e-07,1.021169357073859e-06
1980,1.3644361129827587e-07,1.3553399114130116e-06
1981,1.2714354746812262e-07,1.0266367453937164e-06
1982,1.5518755125398798e-07,9.913381227022455e-07
1983,1.0230811975375786e-07,1.0912865633372348e-06
1984,1.2525858084089236e-07,1.065277846379331e-06
1985,1.666309557002421e-07,9.835437460026242e-07
1986,1.3967151102356468e-07,8.781920968203849e-07
1987,1.448263584613585e-07,9.178446731539225e-07
1988,1.6370591726655448e-07,9.684434552070798e-07
1989,1.2677562333252013e-07,1.0114609025890786e-06
1990,9.80757208779437e-08,9.535139113836522e-07
1991,1.383305781033073e-07,8.780474942682304e-07
1992,1.2893269341063274e-07,8.43572461661779e-07
1993,1.4401939374408812e-07,8.170330829671002e-07
1994,1.2818071448705837e-07,8.123387047476172e-07
1995,1.5670882458351798e-07,7.417912790685932e-07
1996,1.50534193998908e-07,7.766923957319705e-07
1997,1.352160230450039e-07,8.036242959974516e-07
1998,1.1681916367578538e-07,8.739980827954241e-07
1999,1.3070775040091576e-07,7.499700309665513e-07
2000,1.2193766951718032e-07,7.196973079715008e-07
2001,1.0252035509417112e-07,6.751447365616059e-07
2002,1.3275101173881865e-07,7.689043819425478e-07
2003,1.4250876523291822e-07,7.004597257775913e-07
2004,1.1981032513319612e-07,7.338382026489398e-07
2005,1.1124261511952227e-07,7.048367898221386e-07
2006,1.1077123884817297e-07,7.745750849608157e-07
2007,8.827799291566407e-08,7.429731958552566e-07
2008,1.1367363794700935e-07,7.424974555192421e-07
2009,1.3017166211604092e-07,8.053477316138924e-07
2010,1.2376337044095465e-07,8.866559468856394e-07
2011,9.292251743064917e-08,1.0691825949038503e-06
2012,1.0382971105116212e-07,1.2418714376849493e-06
2013,9.064656347756994e-08,1.1070036762816926e-06
2014,1.0762262636632158e-07,1.1847150958033126e-06
2015,1.2102501556476852e-07,1.2049304345396195e-06
2016,1.278016874550758e-07,1.322550609472728e-06
2017,7.320429240564863e-08,1.0437271669161419e-06
2018,1.032586713356487e-07,1.1505597257155387e-06
2019,1.119883612510364e-07,1.1609544969815033e-06
