year,quels_PRON ont_VERB,quels_DET bons_ADJ
1800,5.973912564627426e-07,0.0
1801,8.000773732419475e-07,2.6193007984787187e-08
1802,5.102275508761522e-07,1.1189200677108602e-08
1803,4.5637936807452206e-07,3.900678446910888e-09
1804,5.413353534322596e-07,2.4718509461507665e-09
1805,4.0368863096773566e-07,0.0
1806,6.426122070024576e-07,5.76333825108577e-09
1807,5.01064093327841e-07,0.0
1808,4.940041264944739e-07,2.2660739951163578e-09
1809,4.7439640837865227e-07,2.259030518203531e-09
1810,6.996979351470145e-07,1.8721014072298203e-08
1811,4.613021360455605e-07,2.5070767684098882e-09
1812,5.147711874542438e-07,0.0
1813,4.6011867027573317e-07,0.0
1814,6.38775475181319e-07,1.2586708564299443e-08
1815,4.693168875746778e-07,2.697223555614414e-09
1816,5.029200593753558e-07,2.3176038865813098e-09
1817,4.7017577031738256e-07,7.784366928831332e-09
1818,5.722165212773689e-07,0.0
1819,5.154822915187651e-07,3.1053151161586356e-09
1820,5.363649577816432e-07,0.0
1821,6.429690273535016e-07,3.944595206029078e-09
1822,5.734652290811937e-07,1.4035862250239006e-08
1823,6.937646332971781e-07,3.458940478484607e-08
1824,5.498986723750932e-07,4.210556348027694e-09
1825,5.071935262890293e-07,4.138558296062911e-08
1826,5.205518789352936e-07,1.937756521908085e-08
1827,6.45209127014823e-07,1.013900075008678e-08
1828,5.118144059679253e-07,9.172301251858528e-10
1829,6.146967166387185e-07,9.430493719264632e-09
1830,6.710885571692415e-07,8.349468672008697e-09
1831,5.753154965759677e-07,7.795603274018958e-09
1832,5.006088770187489e-07,1.3529969367098715e-09
1833,4.587117032883725e-07,1.3900354645102198e-08
1834,5.992768663531933e-07,8.401077833397608e-09
1835,6.753837240580651e-07,2.193295500774184e-08
1836,5.746241313886458e-07,6.048674894287842e-09
1837,6.679575363932599e-07,1.6003149472254563e-08
1838,5.863998566724149e-07,8.837026665986514e-09
1839,6.348259660171607e-07,1.4682097426721441e-08
1840,6.427015932786162e-07,1.0828470564661075e-08
1841,6.29213772640469e-07,5.778493683550323e-09
1842,5.661775688281523e-07,1.9453968214122597e-08
1843,7.448614951499621e-07,1.8902115428431898e-08
1844,5.274507515196092e-07,8.781698035420504e-09
1845,7.070148839716239e-07,1.3392547515422848e-08
1846,6.949293265279266e-07,7.025401593807601e-09
1847,7.199953699910111e-07,9.168480197274675e-09
1848,7.771684238377929e-07,1.6090442978011765e-08
1849,9.158700464695357e-07,6.703531951757213e-09
1850,7.05376706378047e-07,1.3577992064028876e-08
1851,6.642922016908415e-07,1.3543821619776963e-08
1852,6.158975978109993e-07,8.463709066930392e-09
1853,5.965959957165978e-07,8.360704573107114e-09
1854,5.964622857845825e-07,9.871762296498332e-09
1855,7.594227042773127e-07,4.2455496895854594e-09
1856,7.046154451018083e-07,1.0872097000458325e-08
1857,6.921980002516648e-07,1.3180074920349227e-08
1858,6.278586255348273e-07,1.9574703191693743e-08
1859,6.528166238695121e-07,1.2221215817120878e-08
1860,6.078500405237719e-07,1.0527523297554353e-08
1861,5.876090938272682e-07,1.3676294763342867e-08
1862,6.749871488409553e-07,1.4909354861813995e-08
1863,5.943598750945966e-07,6.99246927027275e-09
1864,6.376988039846765e-07,1.0548401263577034e-08
1865,5.784711518685981e-07,1.3179164037868674e-08
1866,6.544249373519051e-07,9.24466486695863e-09
1867,8.497273142893391e-07,3.88224918879132e-09
1868,7.992715893578861e-07,1.333766030953143e-08
1869,6.109282537636318e-07,1.4162205630441349e-08
1870,6.920997179804544e-07,1.3188311775991224e-08
1871,5.491148442615668e-07,8.496941816815706e-09
1872,6.289233027700902e-07,7.861540973763681e-09
1873,7.033555249336132e-07,2.1549615869531635e-08
1874,5.257656141566258e-07,1.1949218503559678e-08
1875,7.500921839209695e-07,2.0025344937835143e-08
1876,6.281809277197681e-07,1.7533442697725832e-08
1877,6.630122584283527e-07,1.1751150386096754e-08
1878,5.634469744109083e-07,8.454723976480949e-09
1879,7.19067571708365e-07,3.6655952717623563e-09
1880,5.904418571844872e-07,2.4387815544812952e-08
1881,6.289201763820529e-07,2.6495529548142827e-08
1882,5.923292718534867e-07,1.8635078591344723e-08
1883,5.965456040257777e-07,2.1485752121908064e-08
1884,5.670857774475735e-07,3.1688144552788344e-08
1885,6.013778062197161e-07,2.1270597949651915e-08
1886,5.491897709930527e-07,1.2261581083805595e-08
1887,6.829255028151238e-07,1.3057848802233707e-08
1888,6.004562038697259e-07,5.07249175996094e-09
1889,5.958145123940994e-07,1.1903759755682586e-08
1890,5.728533665205759e-07,1.9007721174801873e-08
1891,5.908902096507518e-07,2.6771723837804018e-08
1892,6.50671566404526e-07,1.2537024529635232e-08
1893,6.546396917883612e-07,1.231683333102751e-08
1894,6.339348743722439e-07,3.0247388593807045e-08
1895,6.807053125612583e-07,2.1065151400989635e-08
1896,6.887729995241898e-07,1.2383760683576384e-08
1897,6.700720831531726e-07,1.806281169081103e-08
1898,6.314724174671937e-07,1.5277558773618694e-08
1899,6.284856652882809e-07,1.1607914629507832e-08
1900,7.111742661436438e-07,1.2977632302124675e-08
1901,6.158790313293139e-07,2.6267072517072165e-08
1902,5.033041077240341e-07,1.1293653123800595e-08
1903,5.443422139705945e-07,1.29605282062073e-08
1904,6.073326659361555e-07,1.827372475560196e-08
1905,5.692317301964067e-07,1.2385821479554693e-08
1906,5.48884500517488e-07,1.2346042743693886e-08
1907,5.847413007131763e-07,1.491424583832668e-08
1908,4.940857465385307e-07,1.2278472683036057e-08
1909,4.730845972744646e-07,1.5952852705503062e-08
1910,5.07159882090491e-07,1.7635697346918278e-08
1911,5.623635388474213e-07,2.128149745317387e-08
1912,5.073976154790216e-07,1.250261111307438e-08
1913,4.884053481646333e-07,2.2802855603742955e-08
1914,4.38636710953233e-07,1.7411533548283842e-08
1915,5.31312366547354e-07,8.246533456102156e-09
1916,5.241019493951171e-07,6.592477230782379e-09
1917,4.244006177600568e-07,1.2063066656686772e-08
1918,4.502659365357431e-07,1.2635013924011673e-08
1919,4.2816494527642135e-07,1.5653342178012508e-08
1920,3.8466938434567055e-07,1.3630017114962811e-08
1921,4.369475163912284e-07,1.3630945261411398e-08
1922,4.6112096185879636e-07,1.623145884366295e-08
1923,4.426850210847988e-07,4.246379248229459e-09
1924,4.512068585427187e-07,2.3204923760289375e-08
1925,3.6843896822347233e-07,2.1996355847875293e-09
1926,3.611348731169528e-07,7.802297141701331e-09
1927,3.868780922289261e-07,1.2264147031260109e-08
1928,4.0448185956165617e-07,1.4853853147478446e-08
1929,3.8880019559428547e-07,5.570203187588163e-09
1930,4.4220169570508006e-07,1.8906485821368335e-08
1931,3.9120372008483173e-07,7.983749661377715e-09
1932,3.8029590854193884e-07,1.2055490383744427e-08
1933,4.393263708379891e-07,6.882397318719313e-09
1934,4.409221432410959e-07,8.38710612072191e-09
1935,3.123722223108416e-07,2.154291056655211e-08
1936,3.2130493821114214e-07,9.699771652549316e-09
1937,3.7143797726457706e-07,2.5182236296217297e-09
1938,4.1877642331655807e-07,3.889564337278273e-09
1939,3.991747092868536e-07,9.176430282309411e-09
1940,4.107968365474335e-07,7.607348528892999e-09
1941,3.276167888088821e-07,8.854507793643052e-09
1942,2.791474855712295e-07,2.1239482173029955e-08
1943,3.570979387745865e-07,0.0
1944,3.438109104081377e-07,1.2852744646352221e-08
1945,3.2459710297416677e-07,8.714016175304096e-09
1946,3.1183272852786104e-07,8.352662561605939e-09
1947,3.826599481726589e-07,1.4305045592521992e-08
1948,3.5333636105860933e-07,8.697510267552389e-09
1949,3.3279658140372703e-07,6.871905600114303e-09
1950,4.200967822498569e-07,6.381216666184741e-09
1951,3.976702984687108e-07,1.1727541715522705e-08
1952,3.3743371830041724e-07,1.6871686048247625e-08
1953,4.223340255293806e-07,7.54167928107563e-09
1954,3.6940187442269234e-07,2.0522326726890583e-08
1955,3.4163612383508735e-07,6.569925492527773e-09
1956,3.505899002220758e-07,1.2209598221346596e-08
1957,3.383819375812891e-07,7.068030161150318e-09
1958,3.449525465271108e-07,5.790570523078742e-09
1959,3.5033380640925316e-07,6.975673039200103e-09
1960,3.4327332798511634e-07,8.997083300599229e-09
1961,3.00160486688128e-07,4.16889545107324e-09
1962,3.0124292749178494e-07,5.7077609305622445e-09
1963,3.2071624644913754e-07,4.526237162849611e-09
1964,4.0701746684135287e-07,3.6503808864551957e-09
1965,3.748349683974084e-07,4.377634699181954e-09
1966,3.4951560934359804e-07,3.3234448526542337e-09
1967,3.806218984436782e-07,7.888536934785861e-09
1968,3.328139186464796e-07,7.186265360559219e-09
1969,4.2102094255369593e-07,3.6334062425424918e-09
1970,3.996291866315005e-07,4.1388525939822784e-09
1971,3.530079126790042e-07,2.5691987426412766e-09
1972,3.8373498512100923e-07,1.0773308467548759e-08
1973,3.010209184139967e-07,5.513203726881244e-09
1974,3.335964038342354e-07,3.3753429495853027e-09
1975,3.3240814900636906e-07,5.711480177694739e-09
1976,3.9766148063336004e-07,3.428116124304381e-09
1977,3.4849315966312133e-07,1.1753563455840776e-08
1978,3.409899420603324e-07,8.910887139279566e-09
1979,3.3122169895705156e-07,4.0963813452421505e-09
1980,3.547534106473904e-07,1.1370301367108482e-09
1981,3.352541142476184e-07,8.22321433169293e-09
1982,3.2216937029261317e-07,1.2415004579935385e-09
1983,3.4671086268645013e-07,1.2630632095778083e-09
1984,3.3576259284018306e-07,6.378909400694965e-09
1985,3.1220746166127356e-07,6.617113745832626e-09
1986,3.4468291687517194e-07,6.593934065435292e-09
1987,3.3059518500522245e-07,4.277571852284723e-09
1988,3.5679495624663105e-07,3.5979322854373663e-09
1989,3.698994390788357e-07,9.329807593161377e-09
1990,3.007655209330551e-07,2.7243255429354463e-09
1991,3.70444610098275e-07,1.7584395606284886e-09
1992,3.2012775363909896e-07,9.91789939064347e-09
1993,3.4952398664245266e-07,7.754890507527534e-09
1994,3.2071554301182914e-07,3.164956019485743e-09
1995,3.1070642592112563e-07,3.79571546416102e-09
1996,3.288264878165137e-07,2.6690460952494277e-09
1997,3.025578507731552e-07,5.274383929609883e-09
1998,3.194646609472329e-07,5.244942036242151e-09
1999,3.3316766234747774e-07,5.941261621567051e-09
2000,3.5432613287866843e-07,1.7672125984802278e-09
2001,3.1895221752620273e-07,2.6287270138425356e-09
2002,3.0230427228161716e-07,4.81934359086722e-09
2003,3.5793867425581993e-07,5.000307723435071e-09
2004,3.4049035946281947e-07,4.845270407116686e-09
2005,3.368804755154997e-07,5.404499514582994e-09
2006,3.2490150658759376e-07,1.6471559116659762e-09
2007,2.816108093384173e-07,5.9917192318792445e-09
2008,2.87802919274327e-07,1.0217855450633806e-08
2009,2.7464788843190036e-07,6.198650259747751e-09
2010,2.6217051640742284e-07,5.668551628090768e-09
2011,2.581181064442717e-07,5.735957819830162e-09
2012,2.556593869940116e-07,5.4468044519140335e-09
2013,2.529736349288214e-07,8.08846278843589e-09
2014,2.0181948912068037e-07,9.961047764406317e-09
2015,1.9949178664546707e-07,8.201328838275401e-09
2016,2.0630547226119234e-07,1.1599504023962481e-08
2017,2.1231759461670663e-07,9.307762116606e-09
2018,2.2949238598357624e-07,8.260693351580528e-09
2019,1.994872391719582e-07,7.652963596171958e-09
