year,sans_ADP ôter_VERB,sans_ADP oter_VERB,sans_ADP botter_VERB
1904,5.10589384106197e-08,0.0,5.374625189347171e-10
1905,6.967025045767627e-08,3.096455536422127e-09,0.0
1906,6.53311400533596e-08,0.0,0.0
1907,8.897118775053059e-08,1.5428529565042481e-09,0.0
1908,6.33569210428675e-08,1.964555629285769e-09,4.911389073214423e-10
1909,7.64636687300424e-08,1.6502950672681038e-09,0.0
1910,6.893954540565517e-08,5.344150677544235e-10,5.344150677544235e-10
1911,7.66133869678498e-08,2.6601871816467337e-09,0.0
1912,6.25130531783924e-08,2.0837684910901544e-09,0.0
1913,6.151468157078455e-08,1.060597942803554e-09,1.060597942803554e-09
1914,6.294939103312913e-08,1.3393487430235496e-09,0.0
1915,4.5944972160150144e-08,0.0,0.0
1916,7.251724798429393e-08,0.0,0.0
1917,5.702540750718299e-08,0.0,0.0
1918,6.547234487896958e-08,0.0,1.1486376294556067e-09
1919,4.143531662226252e-08,9.207848372660976e-10,9.207848372660976e-10
1920,7.345065045072374e-08,7.572231730534895e-10,0.0
1921,5.2251956539350886e-08,0.0,0.0
1922,6.123686580039589e-08,7.377935484775833e-10,0.0
1923,6.79420701921174e-08,0.0,0.0
1924,6.445812328337297e-08,1.289162443462999e-09,0.0
1925,6.598906576726904e-08,1.0998177923937646e-09,0.0
1926,7.913758359734402e-08,0.0,0.0
1927,1.0480271228630045e-07,1.1149224876660924e-09,0.0
1928,7.312666339132079e-08,1.1426041224282812e-09,0.0
1929,8.689516839410771e-08,0.0,0.0
1930,7.667630308461071e-08,0.0,0.0
1931,3.4216069977333063e-08,0.0,0.0
1932,4.3838147445462994e-08,0.0,0.0
1933,8.488290359487394e-08,0.0,0.0
1934,5.990790086229936e-08,0.0,0.0
1935,7.659702028206539e-08,0.0,0.0
1936,5.334874364493203e-08,0.0,0.0
1937,3.6514241852358964e-08,0.0,0.0
1938,7.130867629712156e-08,0.0,0.0
1939,5.199976982339649e-08,0.0,0.0
1940,4.817987697691706e-08,0.0,0.0
1941,2.9515025534720962e-08,0.0,0.0
1942,6.371844740726829e-08,0.0,0.0
1943,4.064529335323641e-08,2.9032352077962287e-09,0.0
1944,9.318240046241044e-08,0.0,0.0
1945,5.44626010956506e-08,0.0,0.0
1946,6.12528578969318e-08,0.0,0.0
1947,8.225400716099784e-08,0.0,0.0
1948,4.348755267002957e-08,0.0,0.0
1949,2.7487623288635632e-08,9.817008317369869e-10,0.0
1950,4.998619829166273e-08,0.0,0.0
1951,6.396840923628133e-08,0.0,0.0
1952,7.381362898684074e-08,1.0544803918932644e-09,0.0
1953,5.7101286476957114e-08,1.0773827385790469e-09,0.0
1954,4.299916067651566e-08,9.772536113672459e-10,0.0
1955,4.411235510204392e-08,2.815682353940474e-09,0.0
1956,4.971050882041084e-08,0.0,0.0
1957,5.0359714287573354e-08,0.0,0.0
1958,4.549734056169541e-08,1.6544486891589827e-09,0.0
1959,7.363210574595769e-08,3.8753737996444215e-09,0.0
1960,5.1906248632604957e-08,6.920833350854139e-10,6.920833350854139e-10
1961,6.044898404056198e-08,0.0,0.0
1962,7.356669495806045e-08,1.2683912808952869e-09,0.0
1963,5.819447945754064e-08,6.466053248388448e-10,0.0
1964,7.361601772615245e-08,6.083968329129164e-10,0.0
1965,5.690925175549921e-08,0.0,0.0
1966,6.314545197838584e-08,2.215629901769489e-09,0.0
1967,6.162919330421346e-08,4.930335584241163e-10,0.0
1968,8.174376864289457e-08,2.6948494546985557e-09,0.0
1969,6.131372942697055e-08,1.3625273131978588e-09,0.0
1970,6.760125614846402e-08,4.5987250119061684e-10,0.0
1971,7.604828589080626e-08,1.0276794970565106e-09,0.0
1972,5.7970659828043836e-08,5.130146862875051e-10,0.0
1973,5.072147502005464e-08,1.6539611902288698e-09,0.0
1974,3.712877250094948e-08,0.0,0.0
1975,4.3407250682747645e-08,1.7134440533084216e-09,0.0
1976,3.428116102099921e-08,0.0,0.0
1977,3.349765798077442e-08,0.0,0.0
1978,3.5049489865990324e-08,0.0,0.0
1979,6.72976940840897e-08,2.9259866751729646e-09,0.0
1980,5.969408367612061e-08,0.0,0.0
1981,4.870673309120832e-08,0.0,0.0
1982,5.276377113005992e-08,0.0,0.0
1983,3.4734239928724264e-08,1.2630632095778083e-09,0.0
1984,5.625038168588503e-08,5.799008495621649e-10,0.0
1985,4.511668683093717e-08,6.015558051686298e-10,0.0
1986,4.615753956827007e-08,0.0,0.0
1987,3.6053820373638246e-08,1.2221633705067347e-09,0.0
1988,4.8572086353004806e-08,0.0,0.0
1989,4.500260120110511e-08,3.292873196336643e-09,0.0
1990,3.868542064466851e-08,5.44865097484859e-10,0.0
1991,4.5719430019630636e-08,0.0,0.0
1992,4.463054792402943e-08,0.0,5.509944167592096e-10
1993,5.096070765375771e-08,0.0,0.0
1994,4.641935458238322e-08,0.0,0.0
1995,4.229511807452013e-08,1.0844901643380922e-09,0.0
1996,4.270473930034768e-08,1.6014276571496566e-09,0.0
1997,4.938741371418587e-08,9.58978896292706e-10,0.0
1998,4.91117297940491e-08,4.768129224785866e-10,4.768129224785866e-10
1999,5.07292323703723e-08,4.570201161957499e-10,0.0
2000,4.373851236749715e-08,8.836062992401139e-10,0.0
2001,4.9069570406956586e-08,4.3812117822561447e-10,0.0
2002,4.293597033466767e-08,0.0,0.0
2003,5.250323020788983e-08,0.0,0.0
2004,5.329797581055118e-08,0.0,4.404791253964646e-10
2005,6.260211815600769e-08,0.0,1.3511248786457486e-09
2006,5.5591515391029134e-08,1.2353669198716943e-09,0.0
2007,6.351222436862258e-08,0.0,3.994479469415779e-10
2008,6.98220121719828e-08,4.257439678578834e-10,0.0
2009,6.484741632561963e-08,0.0,0.0
2010,6.613310077341339e-08,0.0,0.0
2011,1.0171765119082465e-07,0.0,0.0
2012,1.314041568889479e-07,0.0,3.404252713057332e-10
2013,1.4587123509102184e-07,0.0,8.367375126105969e-10
2014,1.745348807702385e-07,0.0,6.496335691608124e-10
2015,1.5759851201835318e-07,0.0,2.2165753954528356e-10
2016,1.563861751208151e-07,0.0,0.0
2017,1.3408208232590368e-07,0.0,5.031222660711876e-10
2018,1.424969564567391e-07,5.162933414126769e-10,1.8070267504555204e-09
2019,1.489776870755577e-07,0.0,2.55098775436835e-10
