year,sans_ADP ôter_VERB,sans_ADP oter_VERB,sans_ADP botter_VERB
1800,3.7101141892037504e-07,9.432493897065797e-09,0.0
1801,2.1430642682673806e-07,2.3811825844433088e-09,0.0
1802,3.0434625841735397e-07,0.0,0.0
1803,2.9255087241608635e-07,0.0,0.0
1804,2.2246658204494452e-07,2.4718509461507665e-09,0.0
1805,2.956592766167887e-07,0.0,0.0
1806,2.1036184705280903e-07,0.0,0.0
1807,2.3345032218458073e-07,2.8469551160981155e-09,0.0
1808,2.900574713748938e-07,0.0,0.0
1809,2.597885213617701e-07,0.0,0.0
1810,2.527336784297063e-07,4.680253518074551e-09,0.0
1811,3.008492228673276e-07,2.5070767684098882e-09,0.0
1812,1.3869483250772419e-07,0.0,0.0
1813,2.9620139696540093e-07,1.1502966579257645e-08,0.0
1814,2.0453401994302567e-07,0.0,0.0
1815,2.2386954867670283e-07,0.0,0.0
1816,2.2944278832426335e-07,2.3176038865813098e-09,0.0
1817,3.1293154290068514e-07,1.556873407970727e-09,0.0
1818,2.515368415778596e-07,1.1921177378582115e-09,0.0
1819,2.3910924973336023e-07,0.0,1.035105001712111e-09
1820,2.4207622040250953e-07,3.5599443393152796e-09,0.0
1821,2.672463218500454e-07,0.0,0.0
1822,1.7845596289589594e-07,1.0025615893027862e-09,0.0
1823,1.927124007039538e-07,9.882686891060644e-10,0.0
1824,2.0800148181621125e-07,0.0,0.0
1825,2.3070260191104808e-07,8.805443041381977e-10,0.0
1826,2.730475148204903e-07,2.642395191543301e-09,8.807984341885344e-10
1827,2.7283129477861934e-07,3.6869092223668076e-09,0.0
1828,2.980997870771773e-07,9.172301251858528e-10,0.0
1829,2.1432939867338519e-07,1.714635211591542e-09,0.0
1830,2.765761366596564e-07,3.1310507520032616e-09,0.0
1831,2.5881401821692407e-07,0.0,0.0
1832,2.043025332243431e-07,0.0,0.0
1833,2.8264054563464924e-07,0.0,0.0
1834,2.034927808480802e-07,9.334530925997342e-10,0.0
1835,2.631954671983294e-07,3.781543966852041e-09,0.0
1836,2.896643311878222e-07,5.3765999430410716e-09,0.0
1837,2.275230350790025e-07,1.3915781860163179e-09,0.0
1838,2.1650714998600051e-07,1.2624323808552163e-09,0.0
1839,2.2162976343054197e-07,2.7965900706306e-09,0.0
1840,2.038300379592073e-07,5.095750932326837e-09,0.0
1841,1.900482384797897e-07,2.5682194149112547e-09,0.0
1842,2.133228296230527e-07,6.708265054555795e-10,0.0
1843,2.1146741435718042e-07,1.1813822142769936e-09,0.0
1844,1.3940945420287676e-07,0.0,5.488561272137815e-10
1845,1.9809809792548094e-07,2.790113973194508e-09,0.0
1846,1.8792949774137924e-07,5.854501328173001e-10,0.0
1847,2.0440317527459229e-07,3.775256551818984e-09,0.0
1848,1.753858365205474e-07,6.436177313329239e-09,8.045221711050488e-10
1849,2.404892036622641e-07,1.6758829879393033e-09,0.0
1850,1.8466069739986324e-07,6.788996032014438e-10,6.788996032014438e-10
1851,1.4898203026803003e-07,1.2898877521649865e-09,0.0
1852,1.7773789484643032e-07,4.557381805270211e-09,0.0
1853,1.9289339725503396e-07,4.777545470346922e-09,0.0
1854,1.8756348474369133e-07,3.117398617025202e-09,5.195664454227256e-10
1855,1.3851105507001193e-07,5.306937111981824e-10,0.0
1856,1.9155600838871578e-07,3.1063135952358323e-09,5.177189232874468e-10
1857,2.2601387783538485e-07,3.417056471111124e-09,0.0
1858,1.8400222323577964e-07,2.9362056119808244e-09,9.787352039936081e-10
1859,1.6142189229739756e-07,1.5276520048956854e-09,5.092173349652285e-10
1860,1.5013163690014153e-07,9.154367819341758e-10,9.154367819341758e-10
1861,1.8297939874400981e-07,4.715963730639317e-10,4.715963730639317e-10
1862,1.5767772520991485e-07,9.035972525772706e-10,0.0
1863,1.7081603798096978e-07,2.497310414018017e-09,4.994620828036034e-10
1864,1.0979927189680438e-07,1.9178911792039344e-09,0.0
1865,1.3085027106285452e-07,3.294791106611683e-09,4.706844358715045e-10
1866,1.0607036315946061e-07,2.4328064562872953e-09,0.0
1867,1.358787216076962e-07,9.7056229719783e-10,0.0
1868,1.1608704042487261e-07,1.975949626142892e-09,4.93987406535723e-10
1869,1.5187745106004513e-07,0.0,4.883519144627257e-10
1870,1.5653952978311736e-07,0.0,0.0
1871,1.2532989845936982e-07,1.0621177271019633e-09,0.0
1872,1.5904502115304808e-07,1.8142017887967654e-09,0.0
1873,1.5623472293668783e-07,1.1972008939764578e-09,5.986004469882289e-10
1874,9.97759723730951e-08,2.3898436563030145e-09,0.0
1875,1.4818755778023274e-07,1.1443054281912168e-09,0.0
1876,1.3422152278508293e-07,1.813804439976252e-09,0.0
1877,1.354474665760108e-07,2.4739263970730008e-09,0.0
1878,1.382951375639152e-07,1.8117265465633636e-09,0.0
1879,1.1057878968045998e-07,1.832797580370027e-09,0.0
1880,1.1487944728827415e-07,1.2835692508872398e-09,0.0
1881,1.2759689127506135e-07,5.5780060570498335e-09,0.0
1882,1.2445570329866484e-07,3.9932310791357395e-09,6.655385131892899e-10
1883,1.301783831841874e-07,5.055470986281563e-09,0.0
1884,1.19490716876669e-07,1.9805090900604227e-09,6.601696966868076e-10
1885,1.0248560777803561e-07,1.2891271383708158e-09,0.0
1886,1.206797719532915e-07,2.5813855497602844e-09,1.936039106809062e-09
1887,1.0315700649243809e-07,2.6115698492645834e-09,0.0
1888,1.1286294032686328e-07,6.340614699951175e-10,0.0
1889,8.457934352890106e-08,0.0,0.0
1890,1.147017654190563e-07,1.3108772956016423e-09,6.554386478008212e-10
1891,7.139126390054429e-08,6.374220040683554e-10,6.374220040683554e-10
1892,8.149065955365131e-08,6.268512375839919e-10,0.0
1893,7.020594972040328e-08,6.158416554491453e-10,6.158416554491453e-10
1894,8.128985373723197e-08,6.301539290376468e-10,0.0
1895,1.155574000932802e-07,6.018614495673091e-10,6.018614495673091e-10
1896,5.366296496056577e-08,1.769108692872834e-09,5.89702897624278e-10
1897,8.157399200570126e-08,2.330685422435863e-09,0.0
1898,7.469028795448196e-08,2.26334195829736e-09,0.0
1899,8.291367770141278e-08,1.1055156790007459e-09,0.0
1900,7.423206338508237e-08,1.038210628578895e-09,5.191053142894475e-10
1901,7.991896611159177e-08,1.1177477832191585e-09,0.0
1902,6.383368655882293e-08,4.910283846193408e-10,4.910283846193408e-10
1903,5.670231240095802e-08,4.320176216765503e-09,0.0
