year,êtes_VERB aux_ADP,êtes_VERB beau_ADV,etes_VERB aux_ADP
1839,6.571986688186371e-08,4.894032734625853e-09,0.0
1840,7.325142092895476e-08,1.52872523528913e-08,0.0
1841,1.0914932602190675e-07,2.760835826620678e-08,0.0
1842,9.12324082946725e-08,2.1466448174578545e-08,0.0
1843,9.51012708583221e-08,2.0674189471492355e-08,0.0
1844,1.0812465944809446e-07,1.4270259640625227e-08,0.0
1845,1.0435026354116417e-07,1.8414752389617206e-08,5.580227946389016e-10
1846,1.469479826710085e-07,1.2879903366069811e-08,0.0
1847,1.2997668363823323e-07,1.1325769655456952e-08,5.393223645455691e-10
1848,1.3918233321419393e-07,2.172209789819135e-08,0.0
1849,1.080944542763973e-07,3.3517659758786067e-09,0.0
1850,8.62202469420481e-08,1.968808760466345e-08,0.0
1851,1.025460747428042e-07,9.674158363282004e-09,0.0
1852,1.3216407523941598e-07,2.539112742283578e-08,1.9531636308300904e-09
1853,1.0570319375347026e-07,2.030456869306363e-08,0.0
1854,1.2989161746190803e-07,2.286092382064453e-08,1.0391328908454511e-09
1855,1.3055066006018023e-07,3.502578493908004e-08,5.306937111981824e-10
1856,1.4289042837845045e-07,2.8992259260007813e-08,1.0354378465748937e-09
1857,1.4742157361524733e-07,3.612316845647001e-08,0.0
1858,1.1744822359105456e-07,3.6213201326518174e-08,2.936205500958522e-09
1859,1.31887290422128e-07,1.9859475841599306e-08,0.0
1860,9.886717577956006e-08,2.4259074749011234e-08,0.0
1861,1.1223993823250566e-07,3.254015012998934e-08,0.0
1862,9.758850438856825e-08,3.4788495639759276e-08,0.0
1863,1.3485475847119233e-07,2.3974180862751382e-08,4.994620828036034e-10
1864,1.4144447391117865e-07,3.404256787575832e-08,1.4384183844029508e-09
1865,1.1531768961958733e-07,2.0710114512212385e-08,4.706844358715045e-10
1866,1.615383524722347e-07,3.113992264047738e-08,0.0
1867,1.2277612881916866e-07,4.076361648230886e-08,0.0
1868,1.1707501812452392e-07,2.1735445443482604e-08,9.87974813071446e-10
1869,1.4406381865228468e-07,3.564969119906891e-08,1.4650557433881772e-09
1870,1.387639798622331e-07,3.268407766654491e-08,5.734048791339319e-10
1871,7.222400455475508e-08,1.1683295220166201e-08,1.0621177271019633e-09
1872,1.3183199598643114e-07,1.8746751706544273e-08,6.047339295989218e-10
1873,8.38040605799506e-08,1.855661402316855e-08,5.986004469882289e-10
1874,1.1112773279364774e-07,2.3898437007119355e-08,0.0
1875,1.2244068159361632e-07,5.492665877682157e-08,0.0
1876,8.827181829929032e-08,2.1161051577678336e-08,0.0
1877,8.65874270061795e-08,2.72131899237138e-08,0.0
1878,7.307297522629597e-08,1.872117572077059e-08,6.039088673581716e-10
1879,9.46945419855183e-08,2.016077260691418e-08,0.0
1880,8.728270728397547e-08,2.8238524407697696e-08,0.0
1881,1.0737661426674094e-07,2.091752193678076e-08,0.0
1882,8.851662158804174e-08,3.3276926103553706e-08,0.0
1883,9.605395234757452e-08,1.9589950994713945e-08,0.0
1884,7.790002598540013e-08,1.9805090900604227e-08,0.0
1885,9.410628365458251e-08,1.9981470700258797e-08,0.0
1886,7.808691293575976e-08,2.0005737511041843e-08,1.2906927748801422e-09
1887,7.377684596576728e-08,2.285123557044244e-08,0.0
1888,7.355112785489837e-08,2.789870379160675e-08,0.0
1889,1.3470044279983995e-07,1.8168895721260014e-08,0.0
1890,1.2977685059922806e-07,1.6385966361553983e-08,0.0
1891,9.68881437302116e-08,2.039750413018737e-08,0.0
1892,9.716194426800939e-08,1.6298132621272998e-08,6.268512375839919e-10
1893,8.86811974964985e-08,1.4164357686752282e-08,0.0
1894,9.011201029807125e-08,6.9316934414587195e-09,6.301539290376468e-10
1895,1.3421509947875165e-07,1.9259566386153892e-08,0.0
1896,8.668632744956994e-08,9.435246361988447e-09,0.0
1897,9.381008680975356e-08,2.155884004650943e-08,0.0
1898,8.713866606058218e-08,1.9238406423482957e-08,5.6583548957434e-10
1899,1.0502398595235718e-07,1.2160672469008205e-08,0.0
1900,1.1368406660494657e-07,2.0245106924221545e-08,0.0
1901,8.774320292559423e-08,1.4530721514915967e-08,0.0
1902,6.530677865157486e-08,1.915010727771005e-08,4.910283846193408e-10
1903,7.506306332061286e-08,1.1340462791054051e-08,0.0
1904,9.351848007099761e-08,2.7948050984605288e-08,0.0
1905,7.58631557573608e-08,2.7868098939620722e-08,0.0
1906,7.716276684277545e-08,1.4403716441790948e-08,0.0
1907,1.1005684541487426e-07,1.0285686968813934e-08,0.0
1908,8.938727802387803e-08,2.4556944921982904e-08,0.0
1909,1.0781927528569213e-07,3.4656196135074424e-08,0.0
1910,1.3627584394271253e-07,1.0153886620400954e-08,0.0
1911,9.151043656174807e-08,2.6601870928288918e-08,0.0
1912,9.63742934345646e-08,3.021464323182954e-08,0.0
1913,9.545381374209683e-08,1.6439267724877027e-08,1.590896969716482e-09
1914,1.3996194070386991e-07,2.4777952134513725e-08,6.696743715117748e-10
1915,1.201637758185825e-07,4.712304768617059e-09,0.0
1916,2.1425550755793665e-07,8.789969641043172e-09,0.0
1917,1.8423592962335533e-07,4.386569774084137e-09,0.0
1918,1.252014953934122e-07,5.743188147278033e-09,0.0
1919,1.4548400883995782e-07,7.366278698128781e-09,0.0
1920,9.616734075734712e-08,1.4387239843927091e-08,0.0
1921,1.1813485656375633e-07,1.741731914250977e-08,0.0
1922,6.345024416987144e-08,1.4018077365562931e-08,0.0
1923,1.040362889170865e-07,4.458698299458774e-08,0.0
1924,1.0055467214442615e-07,1.2891624656674594e-08,0.0
1925,1.0008341888578798e-07,4.179307566687385e-08,0.0
1926,1.092321539886143e-07,2.7865345586519652e-08,0.0
1927,1.0591763555112266e-07,3.2332753363562006e-08,0.0
1928,7.655447831211859e-08,2.5137291359556002e-08,0.0
1929,9.469345485513259e-08,3.119313873867213e-08,0.0
1930,7.142450186847782e-08,1.7856125467119455e-08,0.0
1931,7.071321306284517e-08,3.307553342324354e-08,0.0
1932,6.794912366103745e-08,1.8631212128639163e-08,1.0959536611565568e-09
1933,7.685343916818965e-08,1.1470662641954732e-08,0.0
1934,6.949316855298093e-08,1.1981580172459871e-08,0.0
1935,6.462873614054843e-08,3.590485420090772e-08,0.0
1936,5.577368611398015e-08,2.5461901032031165e-08,0.0
1937,6.043736533456467e-08,2.1404900962807005e-08,0.0
1938,7.779128452511941e-08,2.074434313215079e-08,0.0
1939,1.1317597170545923e-07,3.211750509990452e-08,0.0
1940,6.593035806190528e-08,4.564409294971483e-08,0.0
1941,1.0330258959356797e-07,3.246652724442356e-08,0.0
1942,8.192371581117186e-08,2.1239483061208375e-08,0.0
1943,1.0161323160673419e-07,1.7419411690866582e-08,0.0
1944,1.735120491730413e-07,4.177142187700156e-08,0.0
1945,1.3506725338174874e-07,4.7927088075994106e-08,0.0
1946,1.2946627236942732e-07,7.099762910911522e-08,0.0
1947,1.1444036118746226e-07,9.179070303844128e-08,1.1920870957027319e-09
1948,1.6307831174344756e-07,4.1313175103141475e-08,0.0
1949,7.755436826073492e-08,2.7487622844546422e-08,0.0
1950,8.401935502888591e-08,3.828730044119766e-08,0.0
1951,1.0448173526356186e-07,8.635735326834038e-08,0.0
1952,1.0228459501604448e-07,1.4762725264461096e-08,0.0
1953,9.157753311228589e-08,7.002987700843732e-08,0.0
1954,9.088458341466321e-08,4.29991580119804e-08,0.0
1955,1.0324168897568597e-07,3.378819002364253e-08,0.0
1956,1.0029312846882021e-07,2.441919733087161e-08,0.0
1957,1.4931214309399365e-07,2.6505112771246786e-08,0.0
1958,9.678525003664618e-08,7.69318617699355e-08,0.0
1959,9.533420097795897e-08,5.968075811324525e-08,7.750747821333448e-10
1960,7.474500307580456e-08,2.2146666722733244e-08,0.0
1961,8.685199048841241e-08,3.265634873628187e-08,0.0
1962,1.2303395635626657e-07,2.8538803320543593e-08,0.0
1963,9.763740393964326e-08,2.392439668597035e-08,0.0
1964,9.612669771286164e-08,2.1293889318485526e-08,0.0
1965,1.1929054721804278e-07,2.681301225493371e-08,5.472043373977442e-10
1966,8.640956394856403e-08,2.4925835617750636e-08,5.539074754423723e-10
1967,9.663457944952825e-08,3.64844829903177e-08,4.930335584241163e-10
1968,8.578604138165247e-08,2.919420261093819e-08,4.4914158503495116e-10
1969,5.268439196015606e-08,2.2708789515490935e-08,0.0
1970,7.587896533323146e-08,2.713247759800197e-08,0.0
1971,7.964516157699109e-08,2.4150468291850302e-08,0.0
1972,6.925698414761428e-08,1.6929485369132635e-08,0.0
1973,6.615844228008427e-08,2.4258095976392724e-08,0.0
1974,6.244384564979555e-08,1.518904291231138e-08,0.0
1975,1.0166434805114477e-07,1.6563292959403952e-08,0.0
1976,4.685092136469393e-08,1.8283285996290033e-08,0.0
1977,5.994317575641617e-08,9.990529292736028e-09,0.0
1978,5.4653440884067095e-08,1.6633656230169436e-08,0.0
1979,5.969013017192992e-08,2.691907674545746e-08,0.0
1980,5.628299248883195e-08,1.4781392110307934e-08,5.685150683554241e-10
1981,6.831593424294624e-08,2.6567308353264707e-08,0.0
1982,7.635227916580334e-08,1.5518756057986138e-08,0.0
1983,6.252162876307921e-08,2.0209011353244932e-08,0.0
1984,5.683028447833749e-08,2.4355836458767044e-08,0.0
1985,7.098358167922925e-08,1.5038894574104233e-08,0.0
1986,6.114375139532058e-08,1.0790073723399018e-08,0.0
1987,7.516304378896166e-08,2.0776777631681398e-08,0.0
1988,5.756691479064102e-08,1.5591039570495013e-08,0.0
1989,6.146697018039049e-08,1.8110803523541108e-08,1.0976244357863152e-09
1990,6.592867407562153e-08,1.0897301727652575e-08,5.44865097484859e-10
1991,5.3925479193139836e-08,1.875668864670388e-08,0.0
1992,8.154717079378315e-08,1.322386644631024e-08,0.0
1993,6.75783340398084e-08,1.772546376344053e-08,0.0
1994,8.334384204999878e-08,1.318731612798274e-08,0.0
1995,8.079451419007455e-08,1.572510655023507e-08,0.0
1996,7.793614287265882e-08,2.028474987980644e-08,0.0
1997,6.952596720566362e-08,2.013855748828064e-08,0.0
1998,7.772050736321034e-08,1.1920323395031573e-08,0.0
1999,6.855301393215996e-08,1.2339542720951613e-08,0.0
2000,6.406146013659964e-08,1.3695897749244068e-08,0.0
2001,6.922314810253738e-08,1.0514908055370142e-08,0.0
2002,6.48420765969604e-08,7.009954394732176e-09,0.0
2003,7.083769304472298e-08,1.2084076850271686e-08,0.0
2004,6.739330871141647e-08,1.497629043001325e-08,0.0
2005,8.602161472026637e-08,1.3961623857028371e-08,9.007499190971657e-10
2006,8.524032324430664e-08,2.182481573242967e-08,8.235779835885637e-10
2007,9.70658504684252e-08,4.7134857794617346e-08,0.0
2008,8.429730513626055e-08,1.9158479247494142e-08,4.257439678578834e-10
2009,1.1777435560134109e-07,2.5271420511785436e-08,4.76819250749827e-10
2010,1.388795141110677e-07,2.8342757474320024e-08,0.0
2011,1.5410607545618404e-07,3.74749262732621e-08,0.0
2012,1.8553177483227046e-07,4.119145913250577e-08,0.0
2013,1.642794700273953e-07,4.3510350877795645e-08,0.0
2014,2.0290221414143161e-07,6.864460999622679e-08,0.0
2015,1.6402657365688356e-07,5.341946618386828e-08,0.0
2016,1.6839994998463226e-07,5.302630512460382e-08,0.0
2017,1.6904908761716797e-07,3.1696703928218994e-08,0.0
2018,1.719256772503286e-07,4.2594201943302323e-08,0.0
2019,1.650489025450952e-07,4.719327506563786e-08,0.0
