year,nos_DET ans_NOUN,nos_DET bancs_NOUN
1800,1.226224086714467e-07,3.772997381190635e-08
1801,7.857902772911984e-08,2.3811825400343878e-08
1802,1.2755688771903806e-07,4.475680270843441e-09
1803,1.5212645965156923e-07,9.751696339321825e-09
1804,1.5819846055364906e-07,1.2359254952798437e-08
1805,8.812921237222326e-08,0.0
1806,1.3543845511776453e-07,3.458002950651462e-08
1807,1.5088862381773538e-07,2.8469551160981155e-09
1808,1.450287405724282e-07,2.2660739951163578e-09
1809,8.810219243038375e-08,3.162642769893864e-08
1810,1.2168659679900884e-07,7.020380277111826e-09
1811,1.4039629903095374e-07,4.512738271955641e-08
1812,5.3344166417446104e-08,1.600324850414836e-08
1813,1.3803560250380542e-07,2.8757416448144113e-09
1814,6.293354459785405e-08,3.4613449884091096e-08
1815,5.124724800076308e-08,2.4275012222574333e-08
1816,1.2978581764855335e-07,9.270415546325239e-09
1817,1.2143612515558289e-07,2.0239355080775567e-08
1818,1.1801965627000754e-07,9.536941902865692e-09
1819,7.452755745873674e-08,2.5877625375869684e-08
1820,7.831877635311457e-08,3.797273961936298e-08
1821,1.0058718102889941e-07,2.2681422962023134e-08
1822,7.719724237631453e-08,5.012807946513931e-09
1823,1.0475648082319822e-07,2.174191138237802e-08
1824,1.802118072546932e-07,2.189489300974401e-08
1825,1.3296219081304628e-07,1.6730341556581152e-08
1826,7.839105875540042e-08,3.699353356978463e-08
1827,9.032927539287527e-08,1.013900075008678e-08
1828,7.613009955775851e-08,4.861319524707142e-08
1829,5.572564276690173e-08,6.601345409196213e-08
1830,5.7402597564149005e-08,4.800944353178238e-08
1831,4.365537709105638e-08,5.9246584527272717e-08
1832,1.0282777063164161e-07,5.276687886635045e-08
1833,1.0888610546544442e-07,6.950176789644047e-08
1834,6.720862222309165e-08,3.173740381612333e-08
1835,6.201732105637348e-08,5.218530674255817e-08
1836,1.1290860263413194e-07,2.688300071440608e-08
1837,4.592208013853849e-08,3.061472142462662e-08
1838,7.322107919982557e-08,5.049729523420865e-08
1839,3.495737432857027e-08,6.012668674060251e-08
1840,4.9046602779156956e-08,1.592422194107712e-08
1841,8.73194618833395e-08,2.5040139295384733e-08
1842,5.702025340781347e-08,1.8783142152756227e-08
1843,4.489252369843655e-08,3.189731900832271e-08
1844,3.841992773923053e-08,3.7322215762358724e-08
1845,5.636030275812942e-08,4.3525776760589e-08
1846,5.0348710534109387e-08,4.3323311160747835e-08
1847,2.534815113364175e-08,5.501087940729121e-08
1848,4.907585093860689e-08,6.275272879108229e-08
1849,1.0306680486849018e-07,9.301150516449752e-08
1850,6.245876349453283e-08,7.5357853290825e-08
1851,5.868989294555149e-08,3.289213879043018e-08
1852,4.6224873262445954e-08,2.539112742283578e-08
1853,3.3442819624696085e-08,3.1054046445433414e-08
1854,6.442623751157228e-08,1.7145692865483397e-08
1855,5.094659627502551e-08,5.094659627502551e-08
1856,6.678573938323495e-08,2.7439103433835044e-08
1857,6.980557848423885e-08,6.297146626366157e-08
1858,5.18729667553508e-08,3.6213201326518174e-08
1859,5.194016750031949e-08,3.666364722931803e-08
1860,6.224970103274607e-08,4.485640142659619e-08
1861,4.6216444282709546e-08,4.480165421982818e-08
1862,8.629353992484212e-08,2.981870933504993e-08
1863,8.34101649416219e-08,5.394190338847693e-08
1864,6.04135705906117e-08,7.575670224468922e-08
1865,5.365802618895188e-08,6.730787305286867e-08
1866,5.3521741094630926e-08,4.281739285350028e-08
1867,7.327745521479301e-08,4.464586567110018e-08
1868,4.2482918516384416e-08,4.1494940816733106e-08
1869,5.46954153080037e-08,4.688178467660009e-08
1870,7.454263339923273e-08,7.970328086415179e-08
1871,6.691341436493303e-08,5.2043770182308435e-08
1872,4.233137351761229e-08,6.712546607445802e-08
1873,4.369783174196229e-08,6.46488516053978e-08
1874,3.8237498112270174e-08,6.990292433783907e-08
1875,7.437985516389745e-08,8.010137975134057e-08
1876,4.9577319805038655e-08,4.6554312405078235e-08
1877,6.246663986075873e-08,4.4530676035492434e-08
1878,5.918306911212312e-08,7.911205995858595e-08
1879,4.3376210623335965e-08,5.070740072277147e-08
1880,4.235778638950194e-08,7.12380932021972e-08
1881,6.972507465841105e-08,7.948658686807164e-08
1882,5.457415808152177e-08,5.191200469489843e-08
1883,4.7395042834796897e-08,6.824885900869049e-08
1884,4.819238963449379e-08,6.733730906205437e-08
1885,4.9631395993010585e-08,6.058897383809381e-08
1886,5.937186853266496e-08,3.93661301334447e-08
1887,2.7421483750345033e-08,6.398345830938013e-08
1888,3.6775564593583e-08,9.003672740703905e-08
1889,4.51089832154139e-08,5.6386230795624215e-08
1890,2.5562107652810084e-08,7.340912855369197e-08
1891,2.549687994068961e-08,5.928024648937935e-08
1892,3.886477561998447e-08,6.205826919014612e-08
1893,3.325545000487651e-08,4.126139074855928e-08
1894,2.8987081401865566e-08,3.213785149114301e-08
1895,1.9259566386153892e-08,3.731540809681633e-08
1896,2.063960063969361e-08,3.3023361822870356e-08
1897,2.3889524691789177e-08,6.176316214023814e-08
1898,2.5462597474934512e-08,4.1305989850748404e-08
1899,1.6582735185011188e-08,3.150719507516442e-08
1900,2.6474371694895638e-08,2.8550792507964218e-08
1901,2.123720777014171e-08,3.800342440740678e-08
1902,1.9641135329262482e-08,3.928226988136885e-08
1903,2.5381034607363517e-08,4.482182958120973e-08
1904,1.666133808697623e-08,3.708491380649548e-08
1905,2.3223416079076742e-08,4.5930754311029887e-08
1906,2.1605574218597212e-08,3.1893942376015616e-08
1907,4.834272726572664e-08,1.2342823652033985e-08
1908,2.5539223402759603e-08,3.192402786567072e-08
1909,3.190570296851547e-08,4.235757317117006e-08
1910,3.259932035426516e-08,4.008112952647025e-08
1911,3.564650674636738e-08,5.05435546749311e-08
1912,4.9489502940147645e-08,4.428008182344456e-08
1913,4.030272293675807e-08,2.969674245401066e-08
1914,3.884111277052682e-08,3.281404303834279e-08
1915,1.767114277129167e-08,5.772573175022444e-08
1916,1.7579939282086343e-08,6.59247731960022e-08
1917,2.19328495365545e-08,2.4126133979507358e-08
1918,3.675640503075783e-08,3.3310490366034173e-08
1919,3.6831394434333475e-08,3.130668446704732e-08
1920,2.8017257402979112e-08,3.9375606775138294e-08
1921,2.120369302360814e-08,6.133925722906497e-08
1922,4.205423248526685e-08,4.574320033867707e-08
1923,7.006525448716161e-08,3.503262746562541e-08
1924,8.121723371612433e-08,6.187979550986711e-08
1925,3.4094350676028284e-08,7.368779364469447e-08
1926,4.346993842663238e-08,3.1209186346359274e-08
1927,2.5643217327342427e-08,4.6826745148109694e-08
1928,2.5137291137511397e-08,3.5420727573232114e-08
1929,4.0105462062456354e-08,5.7930112262738476e-08
1930,4.9366935983563565e-08,4.306477363602568e-08
1931,3.193499864551086e-08,7.299428617102421e-08
1932,1.6439305028370654e-08,4.603005265835236e-08
1933,2.982372171445036e-08,4.014731813661854e-08
1934,2.156684431042777e-08,9.465448158607614e-08
1935,1.555876849579363e-08,1.9149254626427137e-08
1936,3.8799087942464894e-08,3.394919900756577e-08
1937,1.6368453259474336e-08,5.666003133342201e-08
1938,4.148868626430158e-08,1.9447821131279852e-08
1939,2.4470481641003516e-08,2.9058695893979802e-08
1940,3.0429394115571995e-08,5.578722350740861e-08
1941,5.607854847156091e-08,8.559357711490634e-08
1942,4.2478965012193726e-08,6.675266206457309e-08
1943,4.3548528783077245e-08,2.9032351633873077e-08
1944,2.5705489292704442e-08,3.534504600111177e-08
1945,3.267756198965799e-08,2.832055256973831e-08
1946,5.986074924635432e-08,7.099762999729364e-08
1947,2.8610089852776355e-08,6.318061451793255e-08
1948,3.0441285714388755e-08,1.0545731354838495e-07
1949,2.1597417965146803e-08,3.6322930441201606e-08
1950,8.295581821471387e-08,6.274863295629984e-08
1951,4.371174844308712e-08,6.183613265875465e-08
1952,2.1089607171731473e-08,3.9015773722894664e-08
1953,1.939288907237824e-08,2.8011951092032916e-08
1954,4.104465145537972e-08,2.9317607452838956e-08
1955,1.8771216581114913e-08,4.6928039232341234e-08
1956,1.4825940475304833e-08,3.4884565680570745e-08
1957,1.6786571077620493e-08,1.236905244894615e-08
1958,3.3916197239580725e-08,3.8052320405768114e-08
1959,2.40273188012452e-08,2.6352543258667538e-08
1960,5.1906251297140216e-08,2.4914999841030294e-08
1961,4.5163034867456986e-08,1.737039845295385e-08
1962,4.819886784135363e-08,2.8538803320543593e-08
1963,4.0736133799512686e-08,2.1984580267364606e-08
1964,4.9888540409881443e-08,2.494427064902993e-08
1965,4.3776346048129966e-08,3.283226135408768e-08
1966,3.6003986569888013e-08,1.7725039214155913e-08
1967,3.993571850990918e-08,1.7749208325312793e-08
1968,5.569355751577909e-08,2.1109654357864827e-08
1969,3.406318194176805e-08,2.0892086283197386e-08
1970,3.2650948611490094e-08,3.2650948611490094e-08
1971,2.774734608745888e-08,3.237190426830239e-08
1972,2.2059630899740057e-08,1.898154344814884e-08
1973,2.5360736732871203e-08,1.1577728109557484e-08
1974,1.8001828638869455e-08,2.812785832029263e-08
1975,1.5420996479775795e-08,2.1132477101559743e-08
1976,2.4568166112626244e-08,2.9138986279431123e-08
1977,1.3516598063034735e-08,2.056873604772136e-08
1978,1.7227714810275074e-08,1.544553740462362e-08
1979,1.345953837272873e-08,2.282269628839373e-08
1980,1.4212876431329846e-08,2.1035057307106086e-08
1981,2.024175771442316e-08,1.3916209129494206e-08
1982,1.8622506203769262e-08,2.110550845202397e-08
1983,2.9681985536100797e-08,1.894594880980094e-08
1984,2.4355835570588624e-08,2.2036232949496082e-08
1985,1.924978509926234e-08,1.9851341903631692e-08
1986,2.6975184141964093e-08,2.517683933556114e-08
1987,1.833245094617908e-08,1.588812459374367e-08
1988,1.6190695006912392e-08,1.9788627625416666e-08
1989,2.030605161795762e-08,2.3050112929468014e-08
1990,1.1987032311200352e-08,1.3621627881210685e-08
1991,2.9307326621097474e-08,6.447611611282156e-09
1992,2.093778761480536e-08,1.4876849585565566e-08
1993,2.437251228615267e-08,9.970573089379542e-09
1994,1.4769794220992338e-08,1.0549853435293244e-08
1995,1.9520823790752928e-08,1.1387146947594573e-08
1996,2.56228422923499e-08,1.3879040139386234e-08
1997,1.870008814464086e-08,1.006927874414032e-08
1998,3.0516027038629545e-08,1.2873949017944142e-08
1999,3.473352708227573e-08,1.645272346140203e-08
2000,2.032294532661183e-08,1.5021306976059634e-08
2001,1.6648604800328926e-08,1.401987734239718e-08
2002,1.9277373808357368e-08,1.3143664545633982e-08
2003,2.4584844826591734e-08,1.0417307017007715e-08
2004,1.4535811138083332e-08,1.805964444656638e-08
2005,2.0717248361279417e-08,1.035862429166201e-08
2006,1.2765458912156191e-08,1.3589036562677848e-08
2007,1.797515847279385e-08,1.1184542181297275e-08
2008,1.3198063086861112e-08,1.1495087548496485e-08
2009,1.1920481268745675e-08,1.43045770784056e-08
2010,1.511613750837526e-08,1.6060896612657416e-08
2011,1.1471915861704929e-08,1.1854313058945465e-08
2012,1.361701096325163e-08,2.1446791703683132e-08
2013,1.3108887808588321e-08,1.8687137171014e-08
2014,1.7973194821330196e-08,2.3386807490588524e-08
2015,1.4851054830344879e-08,2.327404224899965e-08
2016,2.1749071099641526e-08,2.589175124301235e-08
2017,7.295272969054523e-09,1.6854595330517697e-08
2018,1.2907333535316923e-08,2.0651733934062833e-08
2019,1.5561025135113482e-08,1.7856913614444636e-08
