year,certaines_DET ailes_NOUN,certaines_DET belles_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,9.360507036149102e-09
1811,0.0,0.0
1812,3.7340914360584065e-08,0.0
1813,0.0,1.7254450312975678e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.449147024601416e-08
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,9.882686891060644e-10
1824,0.0,2.5263338088166165e-09
1825,0.0,1.3208164340028361e-08
1826,8.807984341885344e-10,0.0
1827,9.217273055917019e-10,0.0
1828,1.559291185060374e-08,0.0
1829,0.0,6.858540846366168e-09
1830,0.0,5.218417697960831e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,0.0
1835,0.0,9.075705520444899e-09
1836,0.0,1.3441500135158435e-09
1837,0.0,5.5663127440652715e-09
1838,0.0,6.312161904276081e-09
1839,0.0,0.0
1840,0.0,0.0
1841,7.0626033910059505e-09,1.9903700021473014e-08
1842,3.3541325272778977e-09,1.341653010911159e-09
1843,0.0,2.3627644285539873e-09
1844,0.0,8.232841963717874e-09
1845,0.0,1.1160455892778032e-09
1846,1.3465353276842507e-08,1.7563503984519002e-09
1847,1.0786447290911383e-09,0.0
1848,8.045221711050488e-10,0.0
1849,8.379414939696517e-10,8.379414939696517e-10
1850,0.0,6.788996032014438e-10
1851,0.0,9.674158363282004e-09
1852,0.0,5.208436348880241e-09
1853,0.0,1.5527023222716707e-08
1854,1.558699391779328e-09,5.195664454227256e-10
1855,0.0,9.552486801567284e-09
1856,3.6240324075009767e-09,1.0872097000458325e-08
1857,0.0,7.322263684272912e-09
1858,0.0,1.3702292633865909e-08
1859,0.0,2.036869339860914e-09
1860,1.8308735638683515e-09,4.57718396518203e-09
1861,4.715963730639317e-10,1.8863854922557266e-09
1862,0.0,4.517986262886353e-10
1863,0.0,5.9935452156878455e-09
1864,0.0,4.794728170054441e-09
1865,0.0,1.97687466396701e-08
1866,0.0,5.352174259343201e-09
1867,3.88224918879132e-09,1.4073153309368536e-08
1868,4.93987406535723e-10,1.4819622196071691e-09
1869,9.767038289254515e-10,2.9301114867763545e-09
1870,0.0,1.1468097582678638e-09
1871,0.0,1.5931766128574054e-08
1872,6.047339295989218e-10,0.0
1873,0.0,5.986004469882289e-10
1874,2.3898436563030145e-09,1.7923826867161097e-09
1875,5.721527140956084e-10,7.437985338754061e-09
1876,0.0,2.418405919968336e-09
1877,0.0,9.895705588292003e-09
1878,0.0,3.0195443923020093e-09
1879,0.0,2.443730107160036e-09
1880,0.0,1.3477476912271413e-08
1881,2.7890030285249168e-09,5.5780060570498335e-09
1882,6.655385131892899e-10,1.3310770263785798e-09
1883,6.319338829996468e-09,9.479008689083912e-09
1884,4.621187876807653e-09,1.1883054540362536e-08
1885,6.445635691854079e-10,5.80107206715752e-09
1886,1.936039106809062e-09,5.808117542471791e-09
1887,0.0,4.570247291724172e-09
1888,3.804368819970705e-09,6.340614699951175e-09
1889,1.8795409673089125e-09,6.265136576200092e-09
1890,0.0,7.865263829121005e-09
1891,0.0,7.0116419337296065e-09
1892,1.2537024751679837e-09,7.522214851007902e-09
1893,0.0,1.4780200174868696e-08
1894,0.0,2.0164925729204697e-08
1895,0.0,1.8055843042930064e-08
1896,0.0,1.1794058174530164e-08
1897,0.0,1.2818770045441852e-08
1898,5.6583548957434e-10,9.619203211741478e-09
1899,0.0,8.844125432005967e-09
1900,5.191053142894475e-10,6.748368974740515e-09
1901,5.588738916095792e-10,1.0059729937950124e-08
1902,4.910283846193408e-10,7.365425602756659e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,4.299700151477737e-09
1905,0.0,1.5998352864698973e-08
1906,0.0,2.36632491379396e-08
1907,3.599990305858114e-09,8.228549397415463e-09
1908,4.911389073214423e-10,1.1296194868393172e-08
1909,1.1001967115120692e-09,1.3202360760189435e-08
1910,5.34415089958884e-09,4.809735720812114e-09
1911,2.6601870706244313e-09,8.51259862599818e-09
1912,2.0837684910901544e-09,4.167536982180309e-09
1913,2.651494912520036e-09,5.833288629908395e-09
1914,1.3393487430235496e-09,1.607218469423799e-08
1915,4.712304768617059e-09,4.712304768617059e-09
1916,6.592477230782379e-09,1.4283700444650549e-08
1917,3.289927441585405e-09,1.0966424213165737e-08
1918,0.0,2.2972752589112133e-09
1919,0.0,1.012863304339362e-08
1920,7.572231730534895e-10,1.2115570768855832e-08
1921,1.2116395886607734e-08,6.815472630705699e-09
1922,1.0329110011753073e-08,8.853522970309058e-09
1923,2.1231896241147297e-09,1.1677542488541803e-08
1924,3.867487219366694e-09,1.2891624545652292e-08
1925,3.299453377181294e-09,1.8696901804560184e-08
1926,1.1146138456652466e-09,8.916910432255065e-09
1927,3.3447675740205796e-09,1.5608915049369898e-08
1928,6.8556245125250825e-09,2.742249938236796e-08
1929,3.342121912552898e-09,1.782465064437133e-08
1930,3.1510810627466412e-09,1.4705044848462023e-08
1931,5.7026783295555106e-09,6.843213995466613e-09
1932,3.2878609834696704e-09,1.3151443933878681e-08
1933,1.1470662197865522e-09,1.032359597807897e-08
1934,4.7926320689839486e-09,8.38710612072191e-09
1935,5.98414207075848e-09,3.590485242455088e-09
1936,0.0,1.4549657034734764e-08
1937,1.2591118148108649e-09,1.0072894518486919e-08
1938,1.2965214457594243e-09,1.9447821131279852e-08
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,2.2492303131116387e-08
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,1.3921104269343232e-09,2.227376683094917e-08
1947,3.5762612871081956e-09,1.549713246618012e-08
1948,4.348755133776194e-09,7.610321262063735e-09
1949,6.871905600114303e-09,8.835307596655184e-09
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,6.396841278899501e-09,1.1727541604500402e-08
1952,1.1599284199803606e-08,1.4762725042416491e-08
1953,4.3095309543161875e-09,1.2928592862948562e-08
1954,3.9090144454689835e-09,9.772536557761669e-09
1955,4.6928039232341234e-09,1.220129064449793e-08
1956,9.593255967388359e-09,1.3953826760726429e-08
1957,1.0602045463770082e-08,9.718541194025931e-09
1958,9.099467845885556e-09,1.4890038535497752e-08
1959,1.4726420971555854e-08,6.975672928177801e-09
1960,8.304999854491513e-09,1.5917916873497973e-08
1961,2.08444772553662e-09,1.6675582470426775e-08
1962,1.2683912808952869e-09,1.4586499841318101e-08
1963,0.0,1.4225316813387678e-08
1964,3.6503808864551957e-09,1.4601523545820783e-08
1965,3.2832261354087677e-09,1.3680108268410152e-08
1966,1.1078149508847446e-09,1.163205709531212e-08
1967,4.930335639752315e-09,5.916402479044791e-09
1968,2.6948494546985557e-09,1.1677680988864125e-08
1969,4.087581995104728e-09,9.083515217778171e-09
1970,9.197450023812337e-10,5.978342709767048e-09
1971,1.541519245584766e-09,7.193756701440179e-09
1972,1.0260293725750103e-09,8.20823486957778e-09
1973,6.064524216142786e-09,4.9618833486420044e-09
1974,2.812785782069227e-09,6.18812873165453e-09
1975,2.8557400888473694e-09,6.8537762132336866e-09
1976,1.142705374768127e-09,3.4281160132820787e-09
1977,1.1753563677885381e-09,7.639816779203557e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,4.096381456264453e-09,1.287434159280565e-08
1980,5.685150683554241e-10,4.548120546843393e-09
1981,4.427884781055269e-09,6.325549417596221e-09
1982,1.8622506869903077e-09,6.828252296919857e-09
1983,1.8945948143667124e-09,8.841442245000053e-09
1984,1.739702604197646e-09,8.118611560803402e-09
1985,1.2031116103372597e-09,7.820225356169885e-09
1986,1.7983456945813714e-09,4.795588426365072e-09
1987,3.0554083707556856e-09,6.110816852533674e-09
1988,1.1993107618124554e-09,7.195864737408186e-09
1989,4.939309850016116e-09,7.683370828459601e-09
1990,1.6345953479657283e-09,5.993515905799995e-09
1991,1.7584395606284886e-09,8.20605094986604e-09
1992,2.7549720282848966e-09,9.366904696328504e-09
1993,1.1078414852150331e-09,7.200969598386564e-09
1994,5.274926606624319e-10,7.912389632380723e-09
1995,4.880205572987961e-09,8.133676565602599e-09
1996,3.2028553142993132e-09,3.736664533349199e-09
1997,1.917957792585412e-09,9.110299514780706e-09
1998,1.43043876743576e-09,1.096669710598519e-08
1999,6.8553016596695215e-09,7.312322081176603e-09
2000,2.6508188977203417e-09,9.277866475088103e-09
2001,1.3143635069212678e-09,1.4019877481175058e-08
2002,4.38122149670761e-10,7.448076377869484e-09
2003,5.416999737661854e-09,8.750538071922165e-09
2004,4.404791198453495e-09,1.013102030045232e-08
2005,3.1526248278623825e-09,9.007498968927052e-09
2006,3.7061009261485367e-09,3.706100981659688e-09
2007,4.393927499624084e-09,8.787855249048349e-09
2008,1.2772318758180745e-09,9.79211112195344e-09
2009,3.814554005998616e-09,8.582746735541491e-09
2010,4.251413776579227e-09,1.4171378737160012e-08
2011,1.9119859584471044e-09,9.559929625702068e-09
2012,2.042551627834399e-09,1.5659562091485668e-08
2013,6.414987430147789e-09,5.299337579867114e-09
2014,1.5158116151159362e-09,9.961047986450922e-09
2015,5.098123478930461e-09,8.201329060320006e-09
2016,4.142679976837371e-09,9.942432210863217e-09
2017,3.773417134311785e-09,1.1320251402935355e-08
2018,4.388493457518905e-09,1.032586693927584e-08
2019,4.08158040698936e-09,8.92845686273347e-09
