year,dix_DET ans_NOUN,dix_DET bancs_NOUN
1800,1.7610464794870495e-05,3.144164484325529e-09
1801,1.829224450489164e-05,0.0
1802,1.818916427964723e-05,0.0
1803,1.607079448717741e-05,0.0
1804,2.0239514867625985e-05,0.0
1805,1.802100203462942e-05,0.0
1806,1.5411166344847516e-05,0.0
1807,1.8112328632469143e-05,0.0
1808,1.9125665374986056e-05,0.0
1809,2.101350162320159e-05,0.0
1810,1.967110583223075e-05,0.0
1811,2.1641087187163066e-05,0.0
1812,1.9884036987605214e-05,0.0
1813,2.2767246377952688e-05,0.0
1814,2.1170844320295146e-05,0.0
1815,1.821435131432736e-05,0.0
1816,1.557198086743483e-05,0.0
1817,1.6722376585676102e-05,1.556873407970727e-09
1818,1.942079006767017e-05,0.0
1819,1.939579755116938e-05,0.0
1820,1.742236753443649e-05,0.0
1821,1.85208608627363e-05,0.0
1822,1.815739369703806e-05,0.0
1823,1.7548687083035475e-05,0.0
1824,1.7724757356063492e-05,3.3684450784221553e-09
1825,2.0351139369267912e-05,3.522177216552791e-09
1826,1.9736051314112046e-05,0.0
1827,2.2108551434030232e-05,0.0
1828,1.851520687523589e-05,1.3758452155343548e-08
1829,1.936937599111843e-05,8.57317605795771e-10
1830,1.8881278862181716e-05,1.0436835395921662e-08
1831,2.281461104303162e-05,0.0
1832,2.147476646996438e-05,1.3529969367098715e-09
1833,2.077407896194927e-05,1.1583628500844156e-09
1834,2.0340875551028148e-05,0.0
1835,1.9089233376234915e-05,4.5378527602224494e-09
1836,2.142575107200173e-05,4.704525213838906e-09
1837,2.0301734821259743e-05,1.3915781860163179e-09
1838,2.0358615358873067e-05,0.0
1839,1.9610389074387058e-05,8.38977065598101e-09
1840,2.2441686894580926e-05,1.1465439264668476e-08
1841,2.2487329999876238e-05,0.0
1842,2.127190759892983e-05,0.0
1843,2.073975525718197e-05,2.953455535692484e-09
1844,2.2156223906222294e-05,0.0
1845,2.2573138153347827e-05,2.2320912340667576e-09
1846,2.116402157525954e-05,1.1709002656346001e-09
1847,2.1606872621759976e-05,8.089835468183537e-09
1848,2.2406747234526847e-05,0.0
1849,1.9788825625255413e-05,0.0
1850,2.018232657974295e-05,7.467895635215882e-09
1851,2.0541463300105534e-05,8.384270167027807e-09
1852,2.0848719827881723e-05,6.510545436100301e-10
1853,2.0599582569502672e-05,5.3747386541402875e-09
1854,1.93372233638911e-05,1.558699391779328e-09
1855,2.0927905950429704e-05,0.0
1856,2.0336517081886996e-05,1.5531567698623405e-09
1857,2.0284135189285735e-05,1.1715621806018817e-08
1858,2.151847257891859e-05,0.0
1859,2.1541420380799536e-05,1.018434669930457e-09
1860,2.2547208232026605e-05,2.746310290291376e-09
1861,2.1855191164377175e-05,9.431927461278633e-10
1862,2.180605986268347e-05,1.3553959066214816e-09
1863,2.190241190191955e-05,4.994620717013731e-09
1864,2.2096982945640775e-05,1.4384183844029508e-09
1865,2.1638775081100903e-05,4.236159922843541e-09
1866,2.1109948761477426e-05,2.919367858567057e-09
1867,2.4091296779715776e-05,7.76449837758264e-09
1868,2.2148913160435768e-05,3.951899252285784e-09
1869,2.1258936442336562e-05,1.0743741896135361e-08
1870,2.0962534961199708e-05,5.734048791339319e-09
1871,1.8884452458678425e-05,0.0
1872,2.111851802055753e-05,6.047339295989218e-10
1873,1.95419108877104e-05,2.9930022349411445e-09
1874,2.0336972283985233e-05,2.3898436563030145e-09
1875,2.1083827846268832e-05,0.0
1876,2.081884662175071e-05,6.04601479992084e-10
1877,2.0745727681514836e-05,0.0
1878,2.151606599909428e-05,6.039088673581716e-10
1879,2.293135179343153e-05,1.832797580370027e-09
1880,2.2367478493379167e-05,1.2835692508872398e-09
1881,2.298278025136824e-05,1.3945015142624584e-09
1882,2.3556070232189086e-05,1.3976308999019693e-08
1883,2.2371723446212854e-05,6.319338941018771e-10
1884,2.150040694459676e-05,5.941527270181268e-09
1885,2.1295734939030808e-05,2.5782542767416317e-09
1886,2.1249966550840327e-05,0.0
1887,2.4395979721703043e-05,3.264462256069578e-09
1888,2.2036805887637456e-05,3.804368819970705e-09
1889,2.3295030700865027e-05,4.385595886446936e-09
1890,2.336704335448303e-05,2.6217545912032847e-09
1891,2.2598523003125592e-05,3.1871099093194744e-09
1892,2.1383148805398378e-05,6.8953633913793055e-09
1893,2.1303811081452295e-05,6.158416554491453e-10
1894,2.1235556459942018e-05,1.2603078580752936e-09
1895,2.2980273683970154e-05,4.814891596538473e-09
1896,2.209321991131219e-05,0.0
1897,2.1869987506306643e-05,1.7480140668268973e-09
1898,2.2040989847482706e-05,2.26334195829736e-09
1899,2.2889149363436445e-05,1.6582735185011188e-09
1900,2.311316472969338e-05,4.15284251431558e-09
1901,2.250529314551386e-05,7.265360757457984e-09
1902,1.996325022446399e-05,1.4730852093691738e-09
1903,2.1366511077758332e-05,7.020286574288548e-09
1904,2.1281903400449664e-05,3.2247751136083025e-09
1905,2.2547355570168293e-05,3.6125313851442797e-09
1906,2.225785794962576e-05,1.5432553013283723e-09
1907,2.204942688877054e-05,2.057137349353866e-09
1908,2.2889528167979734e-05,4.911389073214423e-10
1909,2.322625255146704e-05,1.6502950117569526e-09
1910,2.2801352884016524e-05,4.809735720812114e-09
1911,2.2852071197121404e-05,5.852411444351446e-09
1912,2.3193385914055398e-05,5.209421227725386e-10
1913,2.2215283820514742e-05,2.121195885607108e-09
1914,2.186888536925835e-05,6.696743715117748e-10
1915,1.8632453645750502e-05,0.0
1916,1.8714944360453956e-05,0.0
1917,1.7660329035606992e-05,5.483212106582869e-09
1918,1.7873949730073946e-05,0.0
1919,2.0472730057008448e-05,0.0
1920,1.945457751162394e-05,6.057785384427916e-09
1921,1.9785316851539392e-05,7.572747429129834e-10
1922,1.9981663342605316e-05,4.426761346376651e-09
1923,1.8994054471477284e-05,2.1231896241147297e-09
1924,1.9873728433594806e-05,2.578324886925998e-09
1925,2.0431314396773814e-05,0.0
1926,1.9116741668767645e-05,2.229227691330493e-09
1927,2.123481442595221e-05,1.1149224876660924e-09
1928,2.117588280725613e-05,0.0
1929,2.2207285383046838e-05,5.570203187588163e-09
1930,2.2871597366247443e-05,1.0503603542488804e-09
1931,2.1752297016064404e-05,2.2810713318222042e-09
1932,2.050967702871276e-05,1.0959536611565568e-09
1933,1.9996805008304364e-05,2.2941324395731044e-09
1934,1.94161500530754e-05,0.0
1935,1.9255772485848865e-05,0.0
1936,1.8547176296124235e-05,0.0
1937,1.9016364944945963e-05,0.0
1938,1.8481912661627575e-05,0.0
1939,1.7702863942758995e-05,0.0
1940,1.866082618562359e-05,0.0
1941,1.76470347241775e-05,2.9515025978810172e-09
1942,1.8390357467978902e-05,0.0
1943,1.8406511799184955e-05,0.0
1944,1.8536870811658446e-05,0.0
1945,2.0525865124909615e-05,0.0
1946,1.953409434918285e-05,0.0
1947,2.0027062646477134e-05,0.0
1948,1.9391098931009765e-05,0.0
1949,2.1791794551973e-05,0.0
1950,1.944569555689668e-05,1.0635361480382244e-09
1951,1.876833107417042e-05,4.264560704569931e-09
1952,1.8024234123004135e-05,2.1089607837865287e-09
1953,1.8192684933637793e-05,6.464296653518886e-09
1954,1.9405324337640195e-05,0.0
1955,2.0543218738566793e-05,6.569925492527773e-09
1956,2.2007801135259797e-05,1.744228317335228e-09
1957,2.0477850171118916e-05,1.7670075402875796e-09
1958,2.263947499159258e-05,1.6544486891589827e-09
1959,2.2621332277594774e-05,7.750747821333448e-10
1960,2.117013752922503e-05,0.0
1961,2.1869331703783246e-05,2.779263708063695e-09
1962,2.159372820642602e-05,3.805173953708163e-09
1963,2.1457597881635593e-05,1.2932106496776896e-09
1964,2.149466081391438e-05,2.4335873316516654e-09
1965,2.1018665734118258e-05,0.0
1966,2.121188617820735e-05,4.431259803538978e-09
1967,2.204648785664176e-05,6.902469706915326e-09
1968,2.3881307924966677e-05,3.1439910674890825e-09
1969,2.3281505036720773e-05,2.2708789015890574e-09
