year,dix_DET ans_NOUN,dix_DET bancs_NOUN
1970,2.3631467797713412e-05,5.978342709767048e-09
1971,2.3510737946708105e-05,3.083038491169532e-09
1972,2.341450237963727e-05,1.0260293725750103e-09
1973,2.274196538110118e-05,1.6539611902288698e-09
1974,2.2818444449512754e-05,2.2502286700643026e-09
1975,2.2102857542449783e-05,1.7134440533084216e-09
1976,2.2296466795523884e-05,3.9994687561772935e-09
1977,2.2224814301807783e-05,1.1753563677885381e-09
1978,2.4256621827589697e-05,2.3762365408686037e-09
1979,2.3761937427480007e-05,5.851973350345929e-10
1980,2.3672398356211488e-05,3.411090521154847e-09
1981,2.3489927343689487e-05,3.162774819820413e-09
1982,2.303728331298771e-05,1.8622506869903077e-09
1983,2.3720327590126544e-05,4.4207211225000265e-09
1984,2.48307751462562e-05,6.378909400694965e-09
1985,2.5361592633998953e-05,6.015558051686298e-10
1986,2.5502938569843536e-05,4.196139880008332e-09
1987,2.5003017981362063e-05,2.4443267965246207e-09
1988,2.5061997348529985e-05,1.1993107618124554e-09
1989,2.5958818014260032e-05,3.841685636274406e-09
1990,2.6422143037052592e-05,2.1794604454505873e-09
1991,2.6545404352873447e-05,2.9307325455363298e-09
1992,2.6245517801726237e-05,1.65298330578878e-09
1993,2.593346152934828e-05,2.2156830259412175e-09
1994,2.56160981280118e-05,3.164955852952289e-09
1995,2.5520765348119312e-05,5.422450821690461e-10
1996,2.5282806518589496e-05,3.736664533349199e-09
1997,2.5684332285891287e-05,1.438468344439059e-09
1998,2.6387780508230207e-05,2.3840645013706308e-09
1999,2.5746684514160734e-05,2.285100553223174e-09
2000,2.6073012122651562e-05,3.97622823555821e-09
2001,2.6455071520103957e-05,1.7524847129024579e-09
2002,2.567395790720184e-05,2.6287327870022636e-09
2003,2.5632825554566807e-05,4.1669229178253886e-10
2004,2.6275902200723067e-05,2.642874807889939e-09
2005,2.514263223929447e-05,9.007499190971657e-10
2006,2.559556810410868e-05,2.4707340062768424e-09
2007,2.5213154913217295e-05,0.0
2008,2.5303667825937737e-05,2.1287198670449925e-09
2009,2.43397148551594e-05,9.53638501499654e-10
2010,2.4732363726798212e-05,0.0
2011,2.3976686634341604e-05,0.0
2012,2.512849073355028e-05,2.0425516833455504e-09
2013,2.526919456613541e-05,2.789125042035323e-10
2014,2.7515445708559128e-05,1.2992671383216248e-09
2015,2.5791848770495562e-05,2.2165753954528356e-10
2016,2.465992531597294e-05,8.285360175719347e-10
2017,2.523963098610693e-05,2.515611413622665e-09
2018,2.5311797799076885e-05,2.5814667070633845e-10
2019,2.5908086399795138e-05,5.1019755087367e-10
