year,des_DET ailes_NOUN,des_DET belles_ADJ
1800,3.6818167217234077e-06,8.52068570367237e-07
1801,2.4954794355380727e-06,6.881617835574616e-07
1802,3.6297766996540304e-06,3.938598638342228e-07
1803,4.261491294954567e-06,5.851017590430274e-07
1804,3.0873417635746137e-06,5.388634960468153e-07
1805,2.4022316438276903e-06,6.595476198523187e-07
1806,3.561743077362678e-06,5.273454348753148e-07
1807,2.052654574313806e-06,8.540865117367957e-07
1808,3.2178251032632943e-06,4.6907732587087025e-07
1809,2.3245425175844048e-06,3.9081228919712885e-07
1810,3.03982455918117e-06,5.733310626254706e-07
1811,2.785362349655429e-06,5.515568659575365e-07
1812,2.144435489626062e-06,5.467777040024657e-07
1813,1.9267469228978484e-06,3.30710302254289e-07
1814,1.721232369078507e-06,6.482154830678155e-07
1815,1.604847986058644e-06,5.016835871174408e-07
1816,2.5563171650588856e-06,4.4266235477152804e-07
1817,4.321880638258335e-06,6.429886889591785e-07
1818,3.3200478242179088e-06,4.81615554548398e-07
1819,3.585603671751869e-06,4.740781003320649e-07
1820,2.395842436442308e-06,4.6397941755316197e-07
1821,2.8430671648038697e-06,5.03922027217385e-07
1822,2.7770957018447007e-06,5.484012035594787e-07
1823,2.9292284811077707e-06,4.4669743726188926e-07
1824,2.09854129096243e-06,5.330564212258082e-07
1825,3.5864570051558076e-06,4.34988891129251e-07
1826,2.246916904979912e-06,4.87081545652579e-07
1827,1.7420646134524986e-06,4.009513758229666e-07
1828,2.645291662162208e-06,3.8798835078068805e-07
1829,3.3666862364611916e-06,3.3606851124190484e-07
1830,2.43178281422729e-06,3.7050766277246794e-07
1831,2.609967932443169e-06,3.991348771492653e-07
1832,2.831822605742218e-06,4.979028727092327e-07
1833,2.67350146998524e-06,3.8225973497674204e-07
1834,3.0701273345812297e-06,4.0511863286241123e-07
1835,2.7121232264448736e-06,3.3126325860166617e-07
1836,3.662136709436936e-06,3.8375482347419165e-07
1837,2.4463945429431533e-06,4.0077451668452113e-07
1838,2.7098111310408513e-06,4.83511608528886e-07
1839,2.3463390856903743e-06,4.013106789102494e-07
1840,2.15550265103559e-06,2.7134874169831846e-07
1841,2.541895234742242e-06,3.711077107837468e-07
1842,2.4015588842019042e-06,3.5352555594059254e-07
1843,2.514572081224742e-06,2.941641743525736e-07
1844,2.2832414412476965e-06,3.798084354800224e-07
1845,2.2281849361149852e-06,3.666209638097939e-07
1846,2.5297300965121394e-06,3.7644444894624485e-07
1847,2.0790876673615344e-06,3.2898663704372666e-07
1848,2.176232372974596e-06,3.129591181760816e-07
1849,2.207975822621222e-06,3.0920042437543316e-07
1850,2.4888458867167174e-06,3.693213823652286e-07
1851,1.9277373208836934e-06,3.8503148758195493e-07
1852,2.5423680991565334e-06,3.5482473226267075e-07
1853,2.5141833859265716e-06,4.0549417690272094e-07
1854,2.1494463302573763e-06,3.9590963485380826e-07
1855,2.582355694613625e-06,4.165945668432869e-07
1856,2.245864727967728e-06,4.115865364084925e-07
1857,2.5295980883299762e-06,4.3543061245543413e-07
1858,2.4899023998159464e-06,4.898569883060588e-07
1859,2.645383954558156e-06,4.13993686443348e-07
1860,3.210894529814823e-06,4.1377741233361576e-07
1861,2.6244337902880943e-06,3.9425457948327747e-07
1862,2.627660830256673e-06,3.478849501803438e-07
1863,2.7775087119152886e-06,3.9907019910856434e-07
1864,2.5368904701394968e-06,4.0611346285857053e-07
1865,2.5407545223288253e-06,3.3042046765352495e-07
1866,2.652245701284528e-06,3.6540753267644277e-07
1867,3.180047258410923e-06,3.9938637463876603e-07
1868,2.586518171199259e-06,3.354174422653955e-07
1869,2.7440494854147346e-06,4.072854973280471e-07
1870,2.6479838286519453e-06,3.600982623197524e-07
1871,2.1869004989127916e-06,2.612809721913578e-07
1872,2.493317971641318e-06,2.993432910436411e-07
1873,2.5183120619942656e-06,3.69935079014283e-07
1874,2.71008264363104e-06,3.471247893571672e-07
1875,2.2668691102012417e-06,3.558789956059627e-07
1876,2.367014884541163e-06,3.9178174571219415e-07
1877,2.674314547590484e-06,4.0696089342873165e-07
1878,2.851053711339091e-06,3.242990747054364e-07
1879,2.3924116803186735e-06,4.093247962799751e-07
1880,2.293096414973661e-06,4.299957021558498e-07
1881,2.1656607920306215e-06,3.8557968018437805e-07
1882,2.3573374505758693e-06,3.893400251087087e-07
1883,2.2307266540622095e-06,3.753687387586524e-07
1884,2.6367177881070347e-06,3.036780693577157e-07
1885,2.2849779348632637e-06,3.635338452490089e-07
1886,2.2806542183673173e-06,3.478417047730886e-07
1887,2.185230982831854e-06,3.290578042269843e-07
1888,2.2731102937711967e-06,3.798028256341013e-07
1889,2.1313994942318004e-06,4.059808667022935e-07
1890,2.2062065312411505e-06,3.185431918240056e-07
1891,2.172971587555139e-06,3.174361689062266e-07
1892,1.9984017818330813e-06,3.0590341770775353e-07
1893,2.066764640318297e-06,3.0668914563491967e-07
1894,2.1885246077602005e-06,3.0436435882741364e-07
1895,1.8531314367464802e-06,3.0574561638019304e-07
1896,2.0492176773245774e-06,3.532320231869335e-07
1897,1.8237613517158024e-06,3.606735767824887e-07
1898,1.806146858740476e-06,3.677930673351426e-07
1899,1.857819114547965e-06,3.548705311828826e-07
1900,1.8973299269475774e-06,3.083485458077462e-07
1901,1.6224109451457025e-06,2.850256746178559e-07
1902,2.277880600587423e-06,2.9609012841547155e-07
1903,1.88251676291884e-06,3.736952400856808e-07
1904,1.7548151234336729e-06,3.3806393329172124e-07
1905,1.7515616157481873e-06,3.421583318896637e-07
1906,1.6836916323370588e-06,3.2614130063279845e-07
1907,1.9897661260870336e-06,3.1371343345298897e-07
1908,2.044120080313405e-06,4.346579238756476e-07
1909,2.5601576894018763e-06,3.262083296817764e-07
1910,2.5438156754375996e-06,3.762282068109357e-07
1911,2.280844398683257e-06,3.357156082017809e-07
1912,2.215045896036827e-06,4.0529298206415376e-07
1913,2.250058450670167e-06,3.712092899732511e-07
1914,2.0927323589603475e-06,3.636331911138768e-07
1915,1.748265066936483e-06,2.1323179288934568e-07
1916,2.221664878732099e-06,2.7908154365263727e-07
1917,2.0847173800575547e-06,3.0815653961902e-07
1918,2.2478838772599374e-06,2.974971486935374e-07
1919,2.3535261490792436e-06,3.2595782706312804e-07
1920,2.099779919717548e-06,3.5892377603374825e-07
1921,2.211242204452901e-06,3.710646132581985e-07
1922,2.5933443765779884e-06,3.8955499359616397e-07
1923,2.5584434553138635e-06,3.2697120033731153e-07
1924,2.375926314357457e-06,3.9577287846981335e-07
1925,2.5592759556047895e-06,4.1133185391117877e-07
1926,2.494505885408671e-06,3.566764221751839e-07
1927,2.5542873487438555e-06,4.4150930822439705e-07
1928,2.3640478268305287e-06,3.176439369312334e-07
1929,2.3550819605588913e-06,3.542649249510532e-07
1930,2.2015553646781427e-06,3.424174783717149e-07
1931,2.0871803272370926e-06,3.3417695100013134e-07
1932,2.125054244572766e-06,3.0029131625752825e-07
1933,1.7928645483777927e-06,3.5100225659334683e-07
1934,1.9062694320837181e-06,2.62396596895087e-07
1935,1.987932002123216e-06,2.5013715188038077e-07
1936,2.2127603038768484e-06,2.8250585959455066e-07
1937,1.93273668358529e-06,2.9840951176751673e-07
1938,2.0005325147565145e-06,3.111651594167597e-07
1939,1.8490506548118901e-06,2.5541062953493565e-07
1940,1.6431873532951613e-06,2.4850672275533725e-07
1941,2.172305897829574e-06,3.335197877873952e-07
1942,2.6306616547344674e-06,3.4893435518768e-07
1943,3.3300108626121983e-06,2.641944123471518e-07
1944,2.7761928578229345e-06,3.213186161588055e-07
1945,2.437746061900725e-06,2.9627653619357375e-07
1946,2.3777245026224136e-06,2.505798644136803e-07
1947,2.3972870693000914e-06,2.396095060142045e-07
1948,2.5222780699607483e-06,2.6092529914478746e-07
1949,2.1155652731863483e-06,2.395350024997356e-07
1950,2.5035641293413846e-06,2.956630629213919e-07
1951,2.169595223477927e-06,2.580059086376707e-07
1952,2.156412399756391e-06,2.3304016849579057e-07
1953,1.9705329954433637e-06,1.982384278953475e-07
1954,2.3825442347913395e-06,2.2965459334223226e-07
1955,2.000073067165431e-06,2.1493041568731996e-07
1956,2.447152365192551e-06,2.040747100195972e-07
1957,2.130127533916948e-06,2.1999243937642632e-07
1958,2.40722295075102e-06,1.9439771836715636e-07
1959,2.08030064641207e-06,2.1314556986062883e-07
1960,1.7883432974485913e-06,2.3669249316071728e-07
1961,2.0601292227695467e-06,2.126136791069655e-07
1962,1.9355650842101113e-06,2.479704899194246e-07
1963,1.9676200793128373e-06,2.140263610783677e-07
1964,2.0271782759095913e-06,2.476175100518674e-07
1965,1.902629477967821e-06,2.3803388993215435e-07
1966,1.8489431283796876e-06,2.2654815978739862e-07
1967,2.0362285582109507e-06,2.415864481797314e-07
1968,2.24211479604719e-06,2.7622208609301424e-07
1969,1.7390390443239312e-06,2.2617954398285178e-07
1970,1.7010683350804356e-06,2.3775407953507965e-07
1971,1.9649231504104137e-06,2.4407387932967595e-07
1972,1.7970904870878712e-06,1.9032844411626115e-07
1973,1.789034588028926e-06,1.9682137430976354e-07
1974,1.3928915159056032e-06,1.8901921272629352e-07
1975,1.4141624582464374e-06,1.736289991782769e-07
1976,1.487231001462419e-06,1.834042193671337e-07
1977,1.4480390646554042e-06,2.0216129170691488e-07
1978,1.6390091985840627e-06,2.1623753188038108e-07
1979,1.5905663488524624e-06,2.3466412546468973e-07
1980,1.5241889528283536e-06,1.773766955537326e-07
1981,1.5345783204168129e-06,2.0558035762618942e-07
1982,1.633193807748512e-06,2.2905683350060713e-07
1983,1.6160894062977604e-06,1.8124956380205504e-07
1984,1.6718541573368384e-06,1.8614816976736392e-07
1985,1.6284115780251796e-06,1.9851341503951403e-07
1986,1.82771863421749e-06,1.9122408678740044e-07
1987,1.7036957160598831e-06,1.9004640261499617e-07
1988,1.5704974298813568e-06,2.356645714129968e-07
1989,1.5882625845620169e-06,1.937307074761918e-07
1990,1.6373196007890556e-06,1.8906818244346368e-07
1991,1.5738034306878035e-06,1.676379035586706e-07
1992,1.5885169553087053e-06,1.9670500650548206e-07
1993,1.7719924727543912e-06,2.2876927108228529e-07
1994,1.8177396832186332e-06,2.0730462235718505e-07
1995,1.803507174713559e-06,1.8002536927852475e-07
1996,1.6313210231544417e-06,1.8042751226410303e-07
1997,1.8115111863892253e-06,2.124138269721243e-07
1998,1.654064041289871e-06,2.1456581045242729e-07
1999,1.6653812693334658e-06,2.3308026086965583e-07
2000,1.6748757332152309e-06,1.9041715582091e-07
2001,1.6149147050725787e-06,2.286992550892819e-07
2002,1.739344899220896e-06,2.212516916344498e-07
2003,1.8538640507159698e-06,2.458484509304526e-07
2004,1.697166013059359e-06,2.5151357974095845e-07
2005,1.7154782732120566e-06,2.1708073560944285e-07
2006,1.8065183304827315e-06,2.532502438867823e-07
2007,1.979664045137497e-06,2.68029570094086e-07
2008,2.0865712784257084e-06,2.9078313357189245e-07
2009,2.0851306814506643e-06,2.9610476204311453e-07
2010,2.4880217495137913e-06,3.037398910166189e-07
2011,2.7930291537359153e-06,3.30773566759035e-07
2012,3.3416144589182295e-06,3.4382953195688515e-07
