year,ses_DET arts_NOUN,ses_DET bars_NOUN
1862,3.524029354995406e-07,0.0
1863,3.3913476499281003e-07,0.0
1864,3.078215256024919e-07,0.0
1865,2.8664682727441715e-07,0.0
1866,2.4036128087878694e-07,4.865612912574591e-10
1867,3.4746130594953684e-07,0.0
1868,3.0429623620875645e-07,0.0
1869,2.934994881576003e-07,0.0
1870,2.4599069670117046e-07,0.0
1871,2.48535537705763e-07,0.0
1872,2.5277879345253496e-07,0.0
1873,2.2806677124620478e-07,5.986004469882289e-10
1874,2.330097538805198e-07,0.0
1875,2.437370534291716e-07,0.0
1876,2.4788661101560194e-07,0.0
1877,2.8944940022590515e-07,6.184815992682502e-10
1878,2.584729816290654e-07,0.0
1879,1.9610934343106123e-07,0.0
1880,2.149978506338357e-07,0.0
1881,2.440377678825101e-07,0.0
1882,2.5423569893767706e-07,5.324308105514319e-09
1883,1.718860143662404e-07,0.0
1884,2.2049667602885847e-07,1.9805090900604227e-09
1885,1.553398247255977e-07,1.2891271383708158e-09
1886,1.9424926323008407e-07,5.808117542471791e-09
1887,1.932561749518058e-07,1.9586773092328258e-08
1888,1.5724724566901216e-07,3.1703073499755874e-09
1889,2.1489419732567683e-07,1.8795409673089125e-09
1890,2.3464704074216414e-07,0.0
1891,2.0907441844464358e-07,3.824531802365527e-09
1892,1.6360817300942188e-07,1.2537024751679837e-09
1893,1.5457625601733582e-07,6.158416554491453e-10
1894,2.0038895121032851e-07,6.9316934414587195e-09
1895,1.5648398021816945e-07,4.213029924926559e-09
1896,1.4447721485844056e-07,3.5382172747233653e-09
1897,1.5965194832823215e-07,0.0
1898,1.7597483858988738e-07,6.7900258748920805e-09
1899,1.232649911031558e-07,8.291367592505594e-09
1900,1.894734381613361e-07,2.595526460424935e-09
1901,1.0562716279416406e-07,0.0
1902,1.0508007691756305e-07,1.4730852093691738e-09
1903,1.0368422964646129e-07,0.0
1904,1.4027771744196116e-07,1.0749250378694342e-09
1905,1.496620174457064e-07,2.0643036169332163e-09
1906,1.4609483400818135e-07,2.572092316910357e-09
1907,1.8102808052589126e-07,6.1714118260169926e-09
1908,1.6698723181995945e-07,2.9468334439286537e-09
1909,1.2157174356097755e-07,1.6502950117569526e-09
1910,1.5284271537296945e-07,8.550641084070776e-09
1911,1.6280344317110007e-07,5.320374141248863e-10
1912,1.2398422455373037e-07,1.5628263128064646e-09
1913,1.3575654023156858e-07,1.590896969716482e-09
1914,1.627308711116271e-07,2.0090231145353243e-09
1915,2.3325908626858904e-07,1.0602685840410686e-08
1916,2.0216930041172532e-07,7.69122365795738e-09
1917,2.2152176981649063e-07,1.315970976634162e-08
1918,2.4351118277365913e-07,2.412139110674616e-08
1919,1.942855962222545e-07,9.207848705727883e-09
1920,1.4614407461976953e-07,2.2716695191604686e-09
1921,1.537267735329806e-07,5.300923255902035e-09
1922,1.3722959479878227e-07,9.591316185719734e-09
1923,1.6454720030978365e-07,6.369568872344189e-09
1924,1.0571131836556447e-07,9.02413699321869e-09
1925,1.4957522265213186e-07,1.0998178368026856e-08
1926,1.4044134355462035e-07,8.916910765321973e-09
1927,1.382503952429559e-07,1.4493992228636898e-08
1928,1.576793642321661e-07,1.4853853258500749e-08
1929,1.0806194472579023e-07,1.4482528065684619e-08
1930,1.008345975606062e-07,1.05036033204442e-08
1931,1.2203731891702319e-07,1.1405356659111021e-08
1932,1.3261039999434843e-07,1.6439305028370654e-08
1933,1.2044195640825706e-07,4.588264879146209e-09
1934,1.2460843379358266e-07,4.7926320689839486e-09
1935,1.5080037396586476e-07,1.3165112555668657e-08
1936,1.0063513089519915e-07,6.0623572828433225e-09
1937,1.422796291894457e-07,1.6368453259474336e-08
1938,1.2316953035274025e-07,1.6854778905894818e-08
1939,9.788192478765723e-08,9.176430282309411e-09
1940,1.166460117385526e-07,7.607348528892999e-09
1941,9.444808402037097e-08,1.7709015143196893e-08
1942,1.365395263519531e-07,9.102635090130207e-09
1943,1.7129087859224512e-07,2.9032352077962287e-09
1944,8.675602636287749e-08,1.2852744646352221e-08
1945,9.367567610496508e-08,1.3071024262956144e-08
1946,1.1136883681928111e-07,1.1136883415474585e-08
1947,1.5139505671335485e-07,1.90733930871545e-08
1948,1.1632919760806715e-07,1.3046265401328583e-08
1949,9.718837867822572e-08,2.945102428597579e-08
1950,9.997240102421756e-08,1.3825969702452312e-08
1951,1.0661401483869071e-07,1.3859822622919182e-08
1952,1.0861148047602853e-07,1.5817205323287453e-08
1953,7.002987900683877e-08,8.619062019654677e-09
1954,1.1727043625064937e-07,1.6613311615287785e-08
1955,9.385608157330694e-08,3.378818913546411e-08
1956,1.1599118576732792e-07,2.3547082506070183e-08
1957,9.011738344444353e-08,9.718541527092839e-09
1958,8.8513003926316e-08,1.3235589346738408e-08
1959,9.068375017573516e-08,1.4726420971555854e-08
1960,9.689166952098205e-08,1.5225833038812198e-08
1961,1.1256018117578037e-07,1.1811870759270704e-08
1962,9.32267576470025e-08,2.917300001570311e-08
1963,8.729171874222175e-08,2.5217608334848762e-08
1964,1.0342746348257492e-07,1.7035111099517053e-08
1965,1.0232721209257889e-07,8.755269675919664e-09
1966,8.253221250864584e-08,1.8832853498906843e-08
1967,1.1389075182943742e-07,2.169347745883954e-08
1968,1.1767509688898059e-07,9.88111459321317e-09
1969,9.310603688028607e-08,1.0446042669753908e-08
1970,9.9792333729809e-08,9.657322941336588e-09
1971,1.2948761385356278e-07,2.1581270104320538e-08
1972,1.0824610097159848e-07,1.0260293392683195e-08
1973,7.001768648207118e-08,7.1671650836435674e-09
1974,8.550868596524097e-08,1.0688586016271984e-08
1975,6.453972556386134e-08,1.0851811893530794e-08
1976,7.541855784332085e-08,1.4283816740512378e-08
1977,7.345977626194156e-08,8.22749424145286e-09
1978,8.673263318659252e-08,1.6039596539840772e-08
1979,7.666084822499641e-08,1.1118749476679568e-08
1980,6.310517353114165e-08,2.21720881654619e-08
1981,7.970192106299123e-08,1.3283654176632353e-08
1982,9.373328524464597e-08,3.47620137119975e-08
1983,7.515226174703571e-08,1.0104506009689374e-08
1984,8.06062170899402e-08,2.3775934110403796e-08
1985,8.542092089225406e-08,2.045289804186723e-08
1986,8.871838264035148e-08,2.6975183919919488e-08
1987,7.455196215921944e-08,2.3221104705761775e-08
1988,6.896036780501547e-08,2.218724931557503e-08
1989,7.738252483235897e-08,2.250130037850795e-08
1990,9.09924736114398e-08,3.2691904294779306e-08
1991,6.564841292799883e-08,3.223805988827877e-08
1992,8.760811326391504e-08,2.0937788391961476e-08
1993,8.142634710939234e-08,2.3818591987634363e-08
1994,8.545381180447009e-08,2.6902124972139063e-08
1995,8.025226971852817e-08,2.6570008415660595e-08
1996,8.594328759770065e-08,4.590759394851318e-08
1997,7.815677949274402e-08,3.356426248046773e-08
1998,6.770743710138305e-08,3.385371594166742e-08
1999,8.363467784988643e-08,3.701863060534549e-08
2000,1.073581634702947e-07,3.534425208062686e-08
2001,8.762423475694447e-08,3.329720960065785e-08
2002,7.798574308548467e-08,3.110667429195857e-08
2003,9.583922927491884e-08,3.083523125724241e-08
2004,7.708385030280596e-08,3.876216414511191e-08
2005,8.016674468702689e-08,4.909087225613007e-08
2006,9.265252165491233e-08,5.023825533356785e-08
2007,1.0585370890936474e-07,5.1528783739929196e-08
2008,8.302007631355579e-08,8.38715640827381e-08
2009,1.0251614246392649e-07,1.2301936913594602e-07
2010,7.983210137396668e-08,1.2565289575494631e-07
2011,6.424272736005321e-08,2.4473420245918476e-07
2012,7.829781029089489e-08,2.243402512647208e-07
2013,6.303422850351126e-08,1.4475559440008112e-07
2014,6.994387691250381e-08,1.6414075165727127e-07
2015,8.467318257654455e-08,1.7377950456420876e-07
2016,1.1744498351617949e-07,1.7337116098303795e-07
2017,6.766994486984146e-08,1.5923819107754866e-07
2018,8.338137724717143e-08,1.85865607793545e-07
2019,6.428489429666229e-08,1.8749760166691942e-07
