year,avez_VERB ôté_VERB,avez_VERB oté_VERB
1800,7.231578535993322e-08,0.0
1801,3.809892135109294e-08,0.0
1802,5.818384352096473e-08,0.0
1803,6.241085515057421e-08,0.0
1804,5.438072037122765e-08,0.0
1805,4.8328921309348516e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,2.562259560079383e-08,0.0
1808,7.024829073998262e-08,0.0
1809,4.743964154840796e-08,0.0
1810,8.658469141664682e-08,0.0
1811,3.5099073869560016e-08,0.0
1812,6.13457871168066e-08,0.0
1813,2.5881675469463516e-08,0.0
1814,5.664018942752591e-08,0.0
1815,4.315557688983063e-08,0.0
1816,1.1819779643928996e-07,2.3176038865813098e-09
1817,6.694555310104988e-08,1.556873407970727e-09
1818,6.199012148044858e-08,0.0
1819,4.5544620519422097e-08,4.140420006848444e-09
1820,9.255855104584043e-08,0.0
1821,9.861488337037372e-08,1.97229765852569e-09
1822,1.0526896687679255e-07,0.0
1823,7.906149335212831e-08,0.0
1824,6.82110155025839e-08,0.0
1825,5.459374818883589e-08,0.0
1826,4.844391554570393e-08,0.0
1827,4.2399456390285195e-08,0.0
1828,9.814362300630819e-08,0.0
1829,6.858540757548326e-08,8.57317605795771e-10
1830,4.383471008395645e-08,0.0
1831,4.989185953263586e-08,0.0
1832,8.253281436054749e-08,0.0
1833,5.444305273272221e-08,0.0
1834,8.401077877806529e-08,3.733812370398937e-09
1835,8.092504089063368e-08,7.563087933704082e-10
1836,5.107770206791429e-08,0.0
1837,5.914207434898344e-08,0.0
1838,7.763959075646198e-08,0.0
1839,3.355908262392404e-08,0.0
1840,6.879263736436769e-08,0.0
1841,1.001605554051821e-07,6.420548537278137e-10
1842,7.915753030829364e-08,1.341653010911159e-09
1843,3.839492279666956e-08,1.1813822142769936e-09
1844,4.7750482679020934e-08,5.488561272137815e-10
1845,7.365900955846882e-08,1.1160455892778032e-09
1846,3.688335681317767e-08,0.0
1847,6.741529290366088e-08,1.0786447290911383e-09
1848,6.91889070481011e-08,0.0
1849,5.614208120618969e-08,0.0
1850,4.616517301769818e-08,1.3577992064028876e-09
1851,4.901573547044791e-08,1.2898877521649865e-09
1852,3.385483537954315e-08,0.0
1853,7.1663180278847e-08,0.0
1854,6.754363823802123e-08,4.1565315633818045e-09
1855,4.2986190607052777e-08,0.0
1856,2.9509978460851016e-08,0.0
1857,4.1004675210842834e-08,4.881509085841174e-10
1858,5.725600971118183e-08,0.0
1859,4.7357211485632433e-08,5.092173349652285e-10
1860,6.957319698130959e-08,0.0
1861,8.347255686658173e-08,9.431927461278633e-10
1862,5.2860439581081664e-08,4.517986262886353e-10
1863,3.845858032036631e-08,0.0
1864,3.8837296045812764e-08,0.0
1865,5.695281757311932e-08,4.706844358715045e-10
1866,4.962925004292629e-08,0.0
1867,4.124889585455094e-08,0.0
1868,4.841076517436704e-08,0.0
1869,5.811387637777443e-08,9.767038289254515e-10
1870,3.956493799250893e-08,0.0
1871,4.460894587055009e-08,2.1242354542039266e-09
1872,3.8702971494330995e-08,0.0
1873,3.8909028887701425e-08,0.0
1874,4.002988163165355e-08,0.0
1875,3.2612703648737806e-08,0.0
1876,2.9625471853478302e-08,0.0
1877,3.64904160221613e-08,0.0
1878,2.3552445327368332e-08,6.039088673581716e-10
1879,3.604501941367744e-08,0.0
1880,3.786529134686134e-08,1.2835692508872398e-09
1881,3.2073533162702006e-08,0.0
1882,2.9283693692150337e-08,0.0
1883,2.7173157945981075e-08,0.0
1884,2.6406787867472303e-08,0.0
1885,1.9981470700258797e-08,0.0
1886,3.355801325710672e-08,0.0
1887,1.7628096316002484e-08,0.0
1888,2.3460273723685532e-08,1.268122939990235e-09
1889,2.7566601445982997e-08,0.0
1890,2.1629475099871343e-08,0.0
1891,1.3385862196457765e-08,6.374220040683554e-10
1892,2.193979398157353e-08,0.0
1893,2.278614097406262e-08,0.0
1894,1.1972924873759894e-08,0.0
1895,2.2268872967856623e-08,0.0
1896,6.486732040400511e-09,0.0
1897,2.155884004650943e-08,5.826713556089658e-10
1898,1.9804241802034994e-08,5.6583548957434e-10
1899,1.0502398950507086e-08,1.1055156790007459e-09
1900,1.245852754294674e-08,0.0
1901,1.2854099118442264e-08,5.588738916095792e-10
1902,1.2275709337927765e-08,0.0
1903,1.0260418292773466e-08,1.6200660812870638e-09
1904,1.3974025492302644e-08,0.0
1905,1.4966200723165457e-08,0.0
1906,1.1317205839134203e-08,0.0
1907,1.8514235478050978e-08,5.142843373384665e-10
1908,2.0627833663411366e-08,4.911389073214423e-10
1909,1.320236009405562e-08,1.6502950117569526e-09
1910,2.1911017000775246e-08,5.344150677544235e-10
1911,1.702519725199636e-08,0.0
1912,2.2921453179947093e-08,0.0
1913,6.363587878865928e-09,0.0
1914,1.2054139020278853e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,3.2962386153911893e-09,0.0
1917,5.483212106582869e-09,0.0
1918,9.189101035644853e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,7.572231730534895e-09,0.0
1921,3.0290989716519334e-09,7.572747429129834e-10
1922,1.475587119159627e-08,0.0
1923,7.431163684401554e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,8.916910765321973e-09,0.0
1927,8.919379901328739e-09,0.0
1928,1.0283437212876834e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,3.361153133596417e-08,0.0
1931,1.1405356659111021e-09,0.0
1932,1.4247397928102146e-08,0.0
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,5.98414207075848e-09,0.0
1936,4.849885826274658e-09,0.0
1937,6.295559185076627e-09,0.0
1938,1.8151300906765755e-08,0.0
1939,1.5294050470515685e-09,0.0
1940,3.0429394115571995e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,1.3112957830685446e-08,0.0
1948,1.522064252412747e-08,0.0
1949,1.8652315247891238e-08,9.817008317369869e-10
1950,1.808011518278363e-08,0.0
1951,1.9190522948520083e-08,5.330700769690111e-09
1952,2.1089607837865287e-09,0.0
1953,1.1851209791302608e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,1.236905244894615e-08,0.0
1958,1.3235589513271862e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,9.689166802218097e-09,0.0
1961,5.55852741612739e-09,6.948159270159238e-10
1962,8.8787386332001e-09,0.0
1963,1.2285501505004959e-08,0.0
1964,1.6426714211092985e-08,6.083968329129164e-10
1965,1.2038495533772675e-08,2.188817349590977e-09
1966,8.862519607077957e-09,0.0
1967,1.4791006641701188e-08,4.930335584241163e-10
1968,1.3025106326836067e-08,0.0
1969,2.3162964879475112e-08,0.0
1970,7.817832603507213e-09,0.0
1971,1.7470551227916076e-08,2.569198631618974e-09
1972,1.1799337507056862e-08,0.0
1973,1.4885650045926013e-08,5.513203782392395e-10
1974,7.313243344242437e-09,0.0
1975,7.4249242310031605e-09,0.0
1976,1.0284348483935446e-08,0.0
1977,3.526069214387917e-09,0.0
1978,1.544553818177974e-08,0.0
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,1.2507331170752423e-08,0.0
1981,5.69299452024552e-09,0.0
1982,8.690503427999374e-09,0.0
1983,5.68378455412244e-09,6.315316047889041e-10
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,9.02333674446254e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,6.110816741511371e-09,0.0
1988,7.795519785247507e-09,0.0
1989,9.329808037250586e-09,0.0
1990,5.448650863826288e-09,0.0
1991,5.8614650910726596e-09,0.0
1992,3.30596661157756e-09,0.0
1993,3.323524566667402e-09,0.0
1994,7.384897138251745e-09,0.0
1995,9.760411145975922e-09,0.0
1996,3.736664311304594e-09,0.0
1997,6.233362714880286e-09,0.0
1998,6.198567881199324e-09,0.0
1999,5.941261704833778e-09,0.0
2000,7.510653432518666e-09,0.0
2001,1.1829271784336015e-08,0.0
2002,7.886198361006791e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,0.0
2004,7.047666006343434e-09,0.0
2005,6.7556245042510454e-09,0.0
2006,7.823991232669414e-09,0.0
2007,9.98619853476157e-09,0.0
2008,9.366367237362283e-09,0.0
2009,1.2397300963584712e-08,4.76819250749827e-10
2010,1.6533276081531767e-08,9.447586046817946e-10
2011,1.4913490886669933e-08,0.0
2012,1.974466634635519e-08,0.0
2013,1.8687137171014e-08,0.0
2014,2.1004817440939405e-08,0.0
2015,2.571227497583095e-08,0.0
2016,2.1334802369210593e-08,0.0
2017,1.4842107098900215e-08,2.515611330355938e-10
2018,1.8328414341794996e-08,0.0
2019,2.2958889900337454e-08,0.0
