year,derniers_ADJ ans_NOUN,derniers_ADJ bancs_NOUN
1800,4.087413785214267e-08,2.829747991484055e-08
1801,6.667310969987739e-08,1.904946067554647e-08
1802,3.1329761895904085e-08,1.7902721083373763e-08
1803,4.290746247193056e-08,2.3404069793286908e-08
1804,4.449331569844617e-08,1.2359254952798437e-08
1805,3.4114531644036106e-08,8.528632911009026e-09
1806,2.881669125542885e-08,2.881669125542885e-09
1807,2.8469550272802735e-08,3.131650672116848e-08
1808,5.6651849433819734e-08,5.211970233176544e-08
1809,2.4849335034105025e-08,2.9367397402779716e-08
1810,3.978215445954447e-08,5.616304221689461e-08
1811,4.763445815569867e-08,9.526891631139733e-08
1812,5.601137331723294e-08,9.335229123053068e-08
1813,5.176335093892703e-08,2.5881675469463516e-08
1814,2.8320094713762956e-08,8.810695817373926e-08
1815,3.776112933451259e-08,1.348611817775236e-07
1816,1.0429217667251578e-07,3.476405652236281e-08
1817,2.1796227045456362e-08,7.317304806520042e-08
1818,3.337929754820834e-08,2.026600220972341e-08
1819,1.8631890696951814e-08,4.0369094733705424e-08
1820,8.662531314485022e-08,1.1866481131050932e-09
1821,4.536284592404627e-08,6.903041693817613e-09
1822,3.0076847679083585e-08,6.015369535816717e-08
1823,4.644862983127496e-08,0.0
1824,7.157945702829238e-08,6.736890156844311e-09
1825,4.490776106536032e-08,2.6416328680056722e-08
1826,3.699353356978463e-08,5.2847905607222856e-08
1827,4.977327350275118e-08,2.949527377893446e-08
1828,2.2930752408001354e-08,3.118582370120748e-08
1829,5.1439055681612444e-08,5.829759786024624e-08
1830,2.7135772739939057e-08,2.2961039292113128e-08
1831,2.9623292263636358e-08,1.2472964883158966e-08
1832,2.0294953273491956e-08,2.3000948701223933e-08
1833,2.20088942626262e-08,1.3900354645102198e-08
1834,2.0535967593104942e-08,7.000897994657862e-08
1835,1.3613558280667348e-08,3.479020449503878e-08
1836,3.8980349614803345e-08,3.2259599436201825e-08
1837,1.948209416013924e-08,1.3915782304252389e-08
1838,1.5780404538645598e-08,3.9135404250600914e-08
1839,1.11863602825224e-08,2.7266752411492234e-08
1840,3.121147429396842e-08,3.3122379505812205e-08
1841,1.7977535904378783e-08,2.118781061710706e-08
1842,2.817471411731276e-08,2.1466448174578545e-08
1843,3.307870244384503e-08,1.4767278067040479e-08
1844,1.811225303072206e-08,4.8299337862545144e-08
1845,1.6182660544927785e-08,2.622707206967334e-08
1846,2.9272506196775794e-08,3.6297908678761814e-08
1847,2.8044762956369595e-08,3.937053350000497e-08
1848,2.735375304041554e-08,5.953464210506354e-08
1849,1.9272654583346593e-08,9.133562173246901e-08
1850,2.0366988096043315e-08,5.295417082606946e-08
1851,2.192809134271556e-08,2.0638204034639784e-08
1852,1.6927417689771573e-08,4.166749079104193e-08
1853,1.1346670270029335e-08,1.6124216628554677e-08
1854,5.5593609715742787e-08,3.117398605922972e-08
1855,2.5473298137512757e-08,3.02495415382964e-08
1856,2.329735160344626e-08,3.2616291889553395e-08
1857,1.757343248698362e-08,4.78387889302212e-08
1858,2.1532175153993194e-08,3.034079298913639e-08
1859,2.5460867192350634e-08,1.629495471888731e-08
1860,3.4786598490654796e-08,4.7144993686742964e-08
1861,2.4051415081771665e-08,3.3483342321005694e-08
1862,2.3493528900075944e-08,3.7499287230957634e-08
1863,2.1976331865403154e-08,6.89257646513397e-08
1864,2.7809422320501653e-08,2.589153069720851e-08
1865,1.4591217123438582e-08,3.012380389577629e-08
1866,1.9949013108089275e-08,3.649209645573137e-08
1867,2.6690463172940326e-08,2.91168689159349e-08
1868,2.2723421366777075e-08,3.112120694481746e-08
1869,1.5627261262807224e-08,5.909058131692291e-08
1870,6.422134646300037e-08,4.6445794765759274e-08
1871,7.116188527334089e-08,3.9298356568906456e-08
1872,2.53988243770209e-08,2.660829245826335e-08
1873,3.95076291681562e-08,2.8732820567256567e-08
1874,2.4495896866483235e-08,6.572069821686455e-08
1875,2.7463329388410784e-08,5.2065896483100005e-08
1876,2.478866001354163e-08,3.808989390563511e-08
1877,2.535774612510977e-08,4.638611983409646e-08
1878,2.6571990829893366e-08,4.650098262004576e-08
1879,1.588424503040642e-08,4.2765275765077604e-08
1880,2.2462462112571302e-08,5.519347823224052e-08
1881,1.045876096839038e-08,5.368830713337047e-08
1882,1.7304001787010748e-08,4.059785041476971e-08
1883,1.3270612164717477e-08,3.159669503816076e-08
1884,2.0465261485469455e-08,3.498899303622238e-08
1885,1.6114089618213256e-08,5.9299846810745294e-08
1886,1.2906927970846027e-08,3.613939725255477e-08
1887,2.0892558794116667e-08,5.419007464979586e-08
1888,1.4583413587843097e-08,2.9800888867725916e-08
1889,1.4409814674820609e-08,6.57839365203472e-08
1890,1.3108772733971819e-08,5.440140782297931e-08
1891,2.995883363610119e-08,5.16311828846483e-08
1892,1.5044429702015805e-08,2.9462007944403013e-08
1893,1.7243566574620672e-08,2.0938616174248637e-08
1894,2.3315696040526745e-08,6.112492911825029e-08
1895,2.2268872967856623e-08,5.958428417329742e-08
1896,2.0049897742069334e-08,3.892039046604623e-08
1897,1.5732126712464378e-08,2.855089675790623e-08
1898,2.8857609635224435e-08,4.0740154361174064e-08
1899,1.1055156790007459e-08,5.5828543565894506e-08
1900,1.9206897405865675e-08,1.920689669532294e-07
1901,1.2295225282343836e-08,3.912117207960364e-08
1902,9.329538919189417e-09,2.356936334990678e-08
1903,1.5660639007819555e-08,3.6181475593366486e-08
1904,1.1824175416563776e-08,1.9348650681649815e-08
1905,3.1996705729397945e-08,1.7546581076999246e-08
1906,2.211999294843281e-08,3.137952475640304e-08
1907,2.2114226894132116e-08,5.657127744029822e-08
1908,1.7680999775393502e-08,3.3397444809679655e-08
1909,1.5952851484257735e-08,3.6306492035009796e-08
1910,1.1757131268552712e-08,4.008112952647025e-08
1911,9.044636151145369e-09,4.5223181643905264e-08
1912,4.532196484774431e-08,4.0112542620818203e-08
1913,2.1742257771961704e-08,5.409049563809276e-08
1914,9.37544086809794e-09,3.8841115213017474e-08
1915,1.4136913861761968e-08,1.6493066468115103e-08
1916,1.648119329900055e-08,4.394984642885902e-08
1917,9.869782324756216e-09,2.1932848426331475e-08
1918,2.986458014220261e-08,1.033773866510046e-08
1919,4.327688785110695e-08,4.880159565345821e-08
1920,2.3473917920568965e-08,2.7260034229925623e-08
1921,1.1359120755116692e-08,3.483463828501954e-08
1922,1.8444838545406128e-08,5.090775445637519e-08
1923,3.1847843473542525e-08,4.0340601970001444e-08
1924,2.5783249313349188e-08,1.0313299725339675e-07
1925,2.969508017258704e-08,1.099817765748412e-07
1926,1.2260752413340015e-08,2.7865345586519652e-08
1927,1.6723836537835268e-08,2.3413372574054847e-08
1928,2.5137291359556002e-08,5.3702393643106916e-08
1929,2.33948540540041e-08,7.129860080112849e-08
1930,1.8906487042613662e-08,2.3107928015519974e-08
1931,1.3686427990933225e-08,2.6232321204133768e-08
1932,3.1782654730250215e-08,7.671675916753884e-08
1933,2.1794258842078307e-08,8.144170493551428e-08
1934,3.354842448288764e-08,3.9539216345474415e-08
1935,3.7101681726881e-08,3.8298509252854274e-08
1936,2.66743711563322e-08,9.214782892286166e-08
1937,1.1332006444320086e-08,5.9178255185088346e-08
1938,3.1116513810047763e-08,5.8343463393839556e-08
1939,2.2941076593951948e-08,2.4470480752825097e-08
1940,2.028626333583361e-08,4.81798743123818e-08
1941,2.9515025090631752e-08,1.4462362685208063e-07
1942,3.034211815133858e-08,8.799214157306778e-08
1943,2.322588166236983e-08,9.290352664947932e-08
1944,2.2492303131116387e-08,1.124615138792251e-07
1945,3.485606470121638e-08,6.317661416233022e-08
1946,2.7842208538686464e-08,5.150808490839154e-08
1947,1.0728784083369192e-08,5.006765846360395e-08
1948,9.784699273041042e-09,3.913879709216417e-08
1949,6.8719057111366055e-09,2.3560819073509265e-08
1950,1.701657836861159e-08,6.7002780212988e-08
1951,1.1727541604500402e-08,5.437314953837813e-08
1952,1.0544804140977249e-08,1.1599284022167922e-07
1953,1.8315507332999914e-08,8.188109035245361e-08
1954,8.795282724349818e-09,4.29991580119804e-08
1955,2.815682353940474e-09,3.566530892840092e-08
1956,1.5698054411927842e-08,6.01758785023776e-08
1957,1.8553580005686854e-08,5.212672249399475e-08
1958,1.0753916868111446e-08,6.121459961150322e-08
1959,3.8753737996444215e-09,1.0928554416977931e-07
1960,2.145458388724819e-08,1.0658083482439906e-07
1961,1.876002997391879e-08,9.31053349972899e-08
1962,1.7123282347597524e-08,5.644341172228451e-08
1963,1.0345685197421517e-08,3.9442923593924206e-08
1964,1.8860301764789256e-08,5.536411151751963e-08
1965,1.9699356812452606e-08,6.949495201524769e-08
1966,1.0524241922382771e-08,5.317511764246774e-08
1967,1.3804939413830652e-08,6.409436537069269e-08
1968,2.110965446888713e-08,4.087188543167031e-08
1969,2.043791091921321e-08,5.813449988067987e-08
1970,1.4715920038099739e-08,4.2768142805016396e-08
1971,1.4387513402880359e-08,4.881477622120656e-08
1972,1.128632298730281e-08,4.3093233870195036e-08
1973,1.2129047988196362e-08,4.0246387555953334e-08
1974,1.0688586016271984e-08,4.7817358961310674e-08
1975,1.1422960355389478e-08,1.8847885030481848e-08
1976,1.1427053969725876e-08,1.9997344224975677e-08
1977,5.876781727920388e-09,3.290997696581144e-08
1978,1.485147826940647e-08,3.801978465389766e-08
1979,1.462993370893173e-08,3.043026097770962e-08
1980,1.0233271119375331e-08,5.5145960686786566e-08
1981,1.0753434587229549e-08,1.771153890217647e-08
1982,7.449002747961231e-09,2.855450986771757e-08
1983,8.841442245000053e-09,3.726036368334462e-08
1984,1.1018116197192285e-08,2.609553817478627e-08
1985,8.421781494405423e-09,3.0679345286444004e-08
1986,9.591176741707841e-09,1.558566253834215e-08
1987,6.110816741511371e-09,1.711028652096047e-08
1988,7.795519785247507e-09,3.47800117594943e-08
1989,1.4817929994137558e-08,2.5245361356951435e-08
1990,1.3076762783725826e-08,1.689081763345257e-08
1991,1.1136783939491579e-08,2.8135033858234237e-08
1992,5.509944056569793e-09,1.652983172562017e-08
1993,4.4313659408601325e-09,2.7142116110212555e-08
1994,4.2199412852994556e-09,1.002236071911966e-08
1995,8.675921314704738e-09,1.2471637056421514e-08
1996,4.804283193493575e-09,1.0676184380997711e-08
1997,3.3564262480467733e-09,8.630809844589749e-09
1998,1.2873949017944142e-08,1.382757464085671e-08
1999,1.1882523409667556e-08,1.7366764026860437e-08
2000,3.97622823555821e-09,1.192868470667463e-08
2001,9.20054432640427e-09,1.095302959441824e-08
2002,7.009954394732176e-09,2.059174164514843e-08
2003,1.4584229823810801e-08,7.91715315529018e-09
2004,7.047666006343434e-09,6.607186797680242e-09
2005,1.216012357474483e-08,6.305249655724765e-09
2006,8.64756888319107e-09,9.471146533712727e-09
2007,5.192823504529542e-09,7.988958827809256e-09
2008,6.3861596011349775e-09,6.3861596011349775e-09
2009,7.629108011997232e-09,6.198650481792356e-09
2010,5.668551850135373e-09,6.140930874920514e-09
2011,1.529588788962144e-09,3.059177577924288e-09
2012,2.382976926895708e-09,9.872333173177594e-09
2013,6.9728125495771565e-09,1.2551062411603198e-08
2014,6.712880029624557e-09,1.3858849179371191e-08
2015,8.201329393386914e-09,1.1526192444932803e-08
2016,9.942432654952427e-09,1.2013772199281902e-08
2017,4.024978128569501e-09,1.1823373391450787e-08
2018,7.744399788123246e-09,1.1100306451794495e-08
2019,6.12237061048404e-09,1.2754938438774843e-08
