year,autres_ADJ arts_NOUN,autres_ADJ barres_NOUN
1858,5.55921614076027e-07,2.202154192332273e-08
1859,5.835630898509692e-07,1.9350258284589472e-08
1860,5.451425864055892e-07,1.7393299245327398e-08
1861,7.748328363921253e-07,2.0750240636857598e-08
1862,6.704691488668146e-07,2.2138133104476765e-08
1863,6.218302814886556e-07,1.7980635647063536e-08
1864,6.458498544859026e-07,2.828889478223573e-08
1865,7.827482351174808e-07,2.4946274379544775e-08
1866,7.167048048373204e-07,1.8002767276925624e-08
1867,5.794256665581088e-07,2.6690463172940326e-08
1868,5.685795168020036e-07,2.2723421366777075e-08
1869,6.431594505862392e-07,2.783605879130846e-08
1870,5.395739641755881e-07,4.300536460277726e-08
1871,2.347280185777123e-07,1.4869648623516696e-08
1872,4.922534344586893e-07,2.116568786902917e-08
1873,4.704999520543929e-07,1.3767810003173508e-08
1874,4.63032222342008e-07,1.6131444624534197e-08
1875,6.545427266857473e-07,1.3159512590732447e-08
1876,5.39909145835793e-07,4.836811839936672e-09
1877,5.133397468215506e-07,2.9068635498674666e-08
1878,5.78544717910745e-07,1.1474268646338714e-08
1879,4.838585692112929e-07,2.1382637882538802e-08
1880,5.78889705282748e-07,1.1552122813895949e-08
1881,4.69249755052914e-07,1.743126887276958e-08
1882,5.770219146938871e-07,2.4624924321869912e-08
1883,5.118664372361081e-07,3.5388296737437486e-08
1884,4.964475914803756e-07,3.234831424947515e-08
1885,4.434597338232038e-07,3.674012205578947e-08
1886,4.1495771796462577e-07,3.291266637006629e-08
1887,4.4919002384347095e-07,1.7628096316002484e-08
1888,3.956543519478828e-07,3.6775563927449184e-08
1889,5.275244894242803e-07,1.879540939553337e-08
1890,3.604912581778308e-07,1.9007721618891082e-08
1891,3.3018460143807715e-07,3.1871099537283953e-08
1892,4.3503474578265866e-07,1.8805536683430546e-08
1893,3.966020190038222e-07,1.970693297437265e-08
1894,4.3039514707743365e-07,4.0329851458409394e-08
1895,3.936173929020015e-07,4.032471778714353e-08
1896,4.239963872221253e-07,2.0049897742069334e-08
1897,4.067045964450955e-07,2.0393496669157685e-08
1898,4.0796739986248554e-07,3.055511754723739e-08
1899,4.405479838709425e-07,2.984892333302014e-08
1900,5.211817092343196e-07,1.764958135197503e-08
1901,3.867407447621929e-07,3.017919070202879e-08
1902,4.0067915785257924e-07,9.525950872557587e-08
1903,4.4605820015419795e-07,1.8900770726304472e-08
1904,5.165014957952963e-07,1.9886112312406112e-08
1905,4.3814844374878703e-07,1.5482276793932215e-08
1906,4.3674127397919094e-07,2.4692084821253957e-08
1907,4.3817025563441803e-07,2.828563872014911e-08
1908,4.813161229577645e-07,2.161011281032188e-08
1909,4.3732818877373347e-07,1.980354014108343e-08
1910,3.8210677644201496e-07,1.7635697346918278e-08
1911,3.8679119196416423e-07,2.074945903984826e-08
1912,3.9643694671465113e-07,1.093978452271216e-08
1913,4.2636038166676826e-07,1.96210621083992e-08
1914,4.205555033109931e-07,1.6072185360371805e-08
1915,2.4503984263901657e-07,1.767114277129167e-08
1916,2.6150158305426885e-07,1.538244731591476e-08
1917,2.6538747521787087e-07,1.7546279096336548e-08
1918,3.331049205357317e-07,3.445912710731136e-08
1919,3.8949199382409816e-07,1.6574126959767455e-08
1920,4.793222956323007e-07,4.467616676606667e-08
1921,5.44480556641247e-07,3.4077363153528495e-08
1922,5.747411826462212e-07,6.640141769764796e-09
1923,4.872720182902412e-07,8.492758496458919e-09
1924,4.6538765363646206e-07,1.2891624656674594e-08
1925,5.290123565870886e-07,1.4297631523163545e-08
1926,6.119230118173391e-07,2.1177662290483568e-08
1927,6.879071619003696e-07,1.8953683067479687e-08
1928,4.650398696126601e-07,1.2568645679778001e-08
1929,5.158008338224107e-07,1.2254447234738564e-08
1930,6.344176508576993e-07,6.302162347537887e-09
1931,4.961330288821841e-07,9.124285327288817e-09
1932,4.7235602629314144e-07,3.287861094491973e-09
1933,4.1523796490139375e-07,1.605892663292252e-08
1934,4.900466397117498e-07,7.188948103475923e-09
1935,5.074552547057465e-07,1.4361940969820353e-08
1936,3.989031025497525e-07,2.3036957230715416e-08
1937,4.4698469991999445e-07,6.295559185076627e-09
1938,4.395207824359204e-07,1.6854778905894818e-08
1939,3.685866110103575e-07,1.3764645423464117e-08
1940,5.020850113446329e-07,2.5357829169792012e-09
1941,5.135614391527099e-07,2.066051862925633e-08
1942,5.097475888060643e-07,1.517105907566929e-08
1943,5.05162915942492e-07,1.1612940831184915e-08
1944,4.884042805741728e-07,9.639558484764166e-09
1945,6.600867350492479e-07,6.535512131478072e-09
1946,7.419948699904921e-07,6.960552134671616e-09
1947,6.46111232072144e-07,7.152522574216391e-09
1948,5.957794666500149e-07,1.195907639583993e-08
1949,6.420323277467332e-07,2.0615717133409817e-08
1950,6.03024975287525e-07,2.4461330738745346e-08
1951,6.620730284012666e-07,1.8124383771578323e-08
1952,4.123018431112513e-07,8.435843024123812e-09
1953,5.904057341910018e-07,1.2928593307037772e-08
1954,6.058972523703687e-07,1.3681550781186047e-08
1955,5.715835231789868e-07,1.220129064449793e-08
1956,5.180357991463325e-07,2.0930739808022736e-08
1957,4.788590559634542e-07,2.03205861026845e-08
1958,4.897167880102415e-07,1.9026160202884057e-08
1959,5.805309966078198e-07,2.325224279786653e-08
1960,6.131858114599709e-07,1.6610000264094538e-08
1961,6.072691003389252e-07,1.8760030640052605e-08
1962,5.327243437491802e-07,1.1415521194990674e-08
1963,6.491917368123268e-07,2.4571002565920708e-08
1964,5.366060200628908e-07,1.5818317211646615e-08
1965,5.52129188591266e-07,1.969935614631879e-08
1966,5.001784657565622e-07,1.3293779410616935e-08
1967,5.827656757162458e-07,2.1693477236794934e-08
1968,7.626424238793561e-07,1.2126822546143501e-08
1969,6.131373062601142e-07,1.1354394285900682e-08
1970,6.185285226223414e-07,1.931464554960627e-08
1971,6.941974959318031e-07,1.9012070140433934e-08
1972,6.628149584742005e-07,1.641647018324477e-08
1973,5.838482834974457e-07,1.3231688855697143e-08
1974,4.483580520187047e-07,1.1813700351304135e-08
1975,5.180312570018941e-07,2.341706872854843e-08
1976,4.462264597826504e-07,9.141642998145016e-09
1977,5.159814682187402e-07,1.3516598174057037e-08
1978,5.358413313061305e-07,2.0792069399533375e-08
1979,5.846121222674583e-07,2.1067104061245345e-08
1980,6.282091256082367e-07,1.3075846183596695e-08
1981,5.496902595325537e-07,8.22321433169293e-09
1982,4.637004069607542e-07,9.932003663948308e-09
1983,6.258478242315846e-07,1.6419821946556112e-08
1984,6.164345762726953e-07,1.9136727757995686e-08
1985,5.492204770973785e-07,1.3234227491665251e-08
1986,5.802661675602394e-07,1.0790073834421321e-08
1987,5.848051882750838e-07,1.8332450668623324e-08
1988,6.22442299924586e-07,1.6190695451001602e-08
1989,6.536353298614017e-07,1.4269117887266702e-08
1990,7.333884077809216e-07,1.4711357576580042e-08
1991,6.002140580108062e-07,1.699824903056424e-08
1992,6.727641643777815e-07,1.652983172562017e-08
1993,6.392245301967137e-07,1.550978101505507e-08
1994,6.150564355600352e-07,2.162719869858165e-08
1995,7.054608470724588e-07,5.964695737326053e-09
1996,6.469767610539634e-07,1.7615704450690828e-08
1997,6.722442336126733e-07,1.917957836994333e-08
1998,7.414440945652245e-07,5.2449421250599926e-08
1999,7.376304775874587e-07,6.443983568971134e-08
2000,6.37080125542866e-07,5.5225395367841656e-08
2001,7.277192972665603e-07,4.162151157061089e-08
2002,7.439314018142795e-07,4.337409365007261e-08
2003,7.25461305250974e-07,2.3334768783911386e-08
2004,6.862664934104146e-07,2.2904914409593857e-08
2005,7.26004444118189e-07,3.0175122844866564e-08
2006,7.807519075697655e-07,2.182481662060809e-08
2007,7.533588020081083e-07,2.756190919939172e-08
2008,6.33932794258385e-07,1.2346575317678798e-08
2009,7.023547476947556e-07,1.4781396995289242e-08
2010,6.126759766189593e-07,1.8895171649546683e-08
2011,4.393743785469084e-07,1.8737463081119898e-08
2012,3.6527630831173497e-07,1.702126400937587e-08
2013,3.68164493558254e-07,2.147626254611623e-08
2014,4.1966327390952074e-07,1.6240838812686675e-08
2015,4.903064736438978e-07,1.4629397429577473e-08
2016,4.3436001861962836e-07,1.4706514367412993e-08
2017,3.894166475948424e-07,1.6351473647313597e-08
2018,3.7508712624756413e-07,2.0651734489174345e-08
2019,3.8519914202783667e-07,1.8112013888682554e-08
