year,tes_DET oies_NOUN,tes_DET bois_NOUN
1851,3.2247193804124663e-09,4.1276406959056544e-08
1852,0.0,4.362065397778281e-08
1853,5.971931837933653e-10,3.1651239407182175e-08
1854,2.0782657816909023e-09,3.325225234052098e-08
1855,5.306937111981824e-10,3.980202833986368e-08
1856,3.6240324075009767e-09,3.313401020221818e-08
1857,4.881509085841174e-10,6.492406973146458e-08
1858,0.0,5.187296431286015e-08
1859,1.5276520048956854e-09,5.143095149762189e-08
1860,1.373155145145688e-09,6.087654502717754e-08
1861,1.4147891747029462e-09,4.715963558554748e-08
1862,9.035972525772706e-10,4.9697849835439456e-08
1863,1.4983863039219614e-09,3.995696629122136e-08
1864,4.794727948009836e-10,5.130358926574985e-08
1865,4.706844358715045e-10,3.76547564240326e-08
1866,0.0,3.697865924578991e-08
1867,4.85281148598915e-10,5.095452060288608e-08
1868,0.0,2.3711395846781613e-08
1869,0.0,3.955650429432467e-08
1870,2.8670243956696595e-09,2.5803219561026935e-08
1871,0.0,4.0360473185785395e-08
1872,0.0,3.688877114882416e-08
1873,5.986004469882289e-10,4.4895035244962855e-08
1874,0.0,4.361464744917498e-08
1875,1.1443054281912168e-09,3.9478536162373956e-08
1876,6.04601479992084e-10,2.418405919968336e-08
1877,3.710889595609501e-09,3.5871931536313184e-08
1878,0.0,3.200717096918382e-08
1879,0.0,4.3376207958800705e-08
1880,1.2835692508872398e-09,2.9522093658584936e-08
1881,6.972507571312292e-10,4.601854836083774e-08
1882,6.655385131892899e-10,2.3959386474814437e-08
1883,3.159669414998234e-09,3.4756365452359717e-08
1884,7.2618666635548834e-09,5.479408482500503e-08
1885,0.0,2.3848852281904698e-08
1886,1.2906927748801422e-09,2.1296431285122708e-08
1887,0.0,2.4809912957390878e-08
1888,0.0,2.536245835571549e-08
1889,3.759081934617825e-09,2.5060547137467637e-08
1890,1.0487018364813139e-08,5.505684708140279e-08
1891,6.374220040683554e-10,3.569563267191711e-08
1892,6.268512375839919e-10,1.3790727448892426e-08
1893,6.158416554491453e-10,2.1554457829697782e-08
1894,0.0,3.276800386586842e-08
1895,0.0,1.6250258916272742e-08
1896,0.0,2.88954410954112e-08
1897,0.0,2.447219682455426e-08
1898,5.6583548957434e-10,2.4896762096382474e-08
1899,6.633094074004475e-09,2.7085134135518274e-08
1900,5.19105292084987e-09,2.543616095529444e-08
1901,5.588738916095792e-10,3.912117252369285e-08
1902,0.0,3.977329976478927e-08
1903,0.0,3.618147714767872e-08
1904,5.374625189347171e-10,2.364835083312755e-08
1905,0.0,3.870569220687514e-08
1906,5.144184522798412e-10,3.858138314383197e-08
1907,0.0,4.062846181707158e-08
1908,2.9468334439286537e-09,4.862275382322423e-08
1909,1.1001967115120692e-09,1.9253443006572724e-08
1910,3.206490406526541e-09,2.8858414102828078e-08
1911,2.128149656499545e-09,4.575521628247259e-08
1912,1.0418842455450772e-09,3.80287765722187e-08
1913,0.0,3.3939133781135666e-08
1914,6.696743715117748e-10,3.3483718908655646e-08
1915,0.0,2.945190558101274e-08
1916,0.0,3.735737097443348e-08
1917,4.386569774084137e-09,2.0836205649743533e-08
1918,3.44591288836682e-09,7.006689806132727e-08
1919,2.762354567309444e-09,6.353415066273627e-08
1920,0.0,4.391894403710239e-08
1921,0.0,3.5591911862198344e-08
1922,1.4755870969551665e-09,3.24629176873259e-08
1923,0.0,4.671017128643484e-08
1924,0.0,4.1253197746726755e-08
1925,0.0,4.289289345926761e-08
1926,0.0,3.566764306128789e-08
1927,0.0,3.567751882815884e-08
1928,1.1426041224282812e-09,2.6279895148917376e-08
1929,4.4561625500705304e-09,3.676333992785885e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,2.737285687004487e-08
1932,4.383814644626227e-09,3.06867029564728e-08
1933,1.1470662197865522e-09,2.8676655050574595e-08
1934,3.5944740517379614e-09,3.834105655187159e-08
1935,0.0,2.752705352548901e-08
1936,3.6374143697059935e-09,3.031178508194898e-08
1937,1.2591118148108649e-09,2.5182236518261902e-08
1938,0.0,3.111651503129309e-08
1939,0.0,2.141167065872196e-08
1940,0.0,2.028626333583361e-08
1941,0.0,1.7709016475464523e-08
1942,9.102635090130207e-09,1.8205270846394228e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,0.0,3.855823393905666e-08
1945,0.0,3.703456741277478e-08
1946,0.0,4.454753455007676e-08
1947,0.0,2.026548062694644e-08
1948,0.0,2.5005342685346932e-08
1949,0.0,3.632293199551384e-08
1950,0.0,4.147791021757996e-08
1951,0.0,1.7058243262368933e-08
1952,1.0544803918932644e-09,2.4253049346611988e-08
1953,0.0,1.8315506555843797e-08
1954,0.0,3.811289217559022e-08
1955,9.385607846468247e-10,1.970977603349411e-08
1956,0.0,2.3547081839936368e-08
1957,0.0,1.590306752952131e-08
1958,1.6544486891589827e-09,3.391619751713648e-08
1959,2.325224457422337e-09,1.627656998071103e-08
1960,1.3841666701708277e-09,2.4222916117366822e-08
1961,6.948159270159238e-10,2.0844477033321596e-08
1962,6.341956404476434e-10,2.1562652552375994e-08
1963,1.939815863494232e-09,3.427008232748108e-08
1964,6.083968329129164e-10,2.251068303982251e-08
1965,1.6416130677043839e-09,2.517139974234084e-08
1966,1.1078149508847446e-09,2.3264114856758056e-08
1967,1.9721342336964653e-09,2.3172577912067283e-08
1968,1.3474247273492779e-09,2.4702786233232743e-08
1969,9.083515606356229e-10,2.180043784383301e-08
1970,9.197450023812337e-10,1.5175792178467873e-08
1971,0.0,2.2608949490354746e-08
1972,1.5390440033513642e-09,1.8468529372484e-08
1973,0.0,1.3231688744674841e-08
1974,0.0,7.875800456247362e-09
1975,0.0,2.6843956835165272e-08
1976,5.713526873840635e-10,1.0855701115808358e-08
1977,1.7630346071939584e-09,1.23412418062685e-08
1978,1.1881182704343018e-09,1.7821773501403015e-08
1979,5.851973350345929e-10,1.638552571403551e-08
1980,5.685150683554241e-10,3.354238775621354e-08
1981,0.0,1.3283654287654656e-08
1982,6.207502289967692e-10,2.110550845202397e-08
1983,6.315316047889041e-10,6.94684787472255e-09
1984,5.799008495621649e-10,1.275781880138993e-08
1985,1.2031116103372597e-09,1.0828004270990732e-08
1986,5.994485463567401e-10,1.1988970927134801e-08
1987,6.110816852533674e-10,7.944061963804927e-09
1988,0.0,2.2786904585458956e-08
1989,1.0976244357863152e-09,9.878620255143744e-09
1990,0.0,1.0352437129768077e-08
1991,0.0,1.641210189973208e-08
1992,2.7549720282848966e-09,1.2672871252394913e-08
1993,0.0,1.606370148010683e-08
1994,5.274926606624319e-10,7.384897138251745e-09
1995,0.0,7.591431205877797e-09
1996,4.804283193493575e-09,1.0676184158953106e-08
1997,4.79489448146353e-10,1.1987236203658824e-08
1998,1.43043876743576e-09,1.0489884516573511e-08
1999,1.3710603763428253e-09,7.3123217758652714e-09
2000,1.7672125984802278e-09,1.3695897305154858e-08
2001,8.762423564512289e-10,8.324302303019948e-09
2002,4.38122149670761e-10,1.270554239596322e-08
2003,2.9168460979889232e-09,5.8336921959778465e-09
2004,8.809582507929292e-10,9.690541008522402e-09
2005,0.0,9.45787370643103e-09
2006,4.1178899179428186e-10,1.1941880373456115e-08
2007,7.988958938831558e-10,1.1583990489061335e-08
2008,1.2772318758180745e-09,1.9584223215352026e-08
2009,9.53638501499654e-10,1.0013204043701762e-08
2010,0.0,9.919965293647692e-09
2011,1.911985902935953e-09,9.177532511728259e-09
2012,3.404252713057332e-10,7.489355802192676e-09
2013,1.3945624655065103e-09,1.0877587330870853e-08
2014,8.661780737106994e-10,1.104377074512275e-08
2015,2.659890530054554e-09,1.640265719082823e-08
2016,1.0356699942093428e-09,2.7755956644170965e-08
2017,7.54683426862357e-10,1.2326495657521974e-08
2018,1.290733298020541e-09,1.2649186864610584e-08
2019,2.5509878653906526e-09,1.6071222297409093e-08
