year,trois_DET os_NOUN,trois_DET bosses_NOUN
1840,5.095751021144679e-08,6.369688665408546e-10
1841,1.0979138354016982e-07,4.494383976094696e-09
1842,5.634942823462552e-08,6.708265054555795e-09
1843,5.139012526633735e-08,7.678984614845064e-09
1844,3.8419929682120824e-08,4.939705200435185e-09
1845,8.314539368114993e-08,8.37034175305007e-09
1846,4.8592360579746696e-08,6.439951683034906e-09
1847,3.829188877091383e-08,3.235934187273415e-09
1848,6.59708183636809e-08,2.413566457803995e-09
1849,9.971503645012092e-08,1.6758829879393033e-09
1850,3.1229380859087996e-08,2.0366988096043315e-09
1851,3.740674348051698e-08,1.2898877521649865e-09
1852,6.250123618656289e-08,2.6042181744401205e-09
1853,7.942669588700824e-08,4.180352286553557e-09
1854,1.0183502574534486e-07,1.558699391779328e-09
1855,5.890700194299825e-08,1.5920811335945473e-09
1856,3.054541686253742e-08,3.106313539724681e-09
1857,3.7099467942169895e-08,5.3696598834029885e-09
1858,3.229826006645453e-08,3.4255731584664773e-09
1859,3.56452136696106e-08,3.055304009791371e-09
1860,2.746310379109218e-08,5.950338888283113e-09
1861,2.6409396891580172e-08,3.3011746669586728e-09
1862,3.569209305887e-08,4.517986429419807e-09
1863,1.3485476402230745e-08,0.0
1864,8.198984446927682e-08,0.0
1865,5.459939567131755e-08,4.706844358715045e-10
1866,7.29841911351059e-08,4.865612912574591e-10
1867,7.715970085087065e-08,4.85281148598915e-10
1868,5.532658997609019e-08,4.939874287401835e-09
1869,8.399653106394567e-08,7.813630631403612e-09
1870,3.555110428266062e-08,2.8670243956696595e-09
1871,1.4869647824156118e-07,1.805600113868877e-08
1872,4.898344840853497e-08,1.3908880269752899e-08
1873,5.327543917132971e-08,1.1972008939764578e-09
1874,1.0097089209182286e-07,1.7923826867161097e-09
1875,4.005068898749187e-08,2.2886108563824337e-09
1876,7.678438684877165e-08,1.209202959984168e-09
1877,6.308512334740612e-08,6.184815992682502e-10
1878,4.7104892875182713e-08,3.6234530931267273e-09
1879,5.8649523682063887e-08,2.443730107160036e-09
1880,3.273101611966922e-08,6.417846254436199e-09
1881,4.462404801230946e-08,5.5780060570498335e-09
1882,2.7952617109860967e-08,4.6587693702804245e-09
1883,3.222862687835004e-08,3.159669414998234e-09
1884,5.017289517184054e-08,5.281357573494461e-09
1885,7.348024411157894e-08,7.090199094506033e-09
1886,4.71102867272144e-08,7.098810428374236e-09
1887,2.1545451256432813e-08,2.6115698492645834e-09
1888,7.228300535899734e-08,1.268122939990235e-09
1889,5.012109455249103e-08,1.2530273485467092e-09
1890,4.5225265588033636e-08,4.5880703680722945e-09
1891,4.270727416155751e-08,1.2748440081367107e-09
1892,2.5700900740943666e-08,1.2537024751679837e-09
1893,5.5425747658155444e-08,3.079208221734575e-09
1894,4.537108355684438e-08,1.2603078580752936e-09
1895,5.7176835710492924e-08,1.8055843487019274e-09
1896,5.779088296797852e-08,7.666137724626765e-09
1897,3.321226815788947e-08,1.7480140668268973e-09
1898,4.1305989850748404e-08,7.355861253444118e-09
1899,2.984892333302014e-08,3.8693048765026106e-09
1900,1.1939421895590385e-08,3.633737311048435e-09
1901,2.626707229502756e-08,1.0618603829559703e-08
1902,2.4551419786078554e-08,2.9461704187383475e-09
1903,4.6981915247101824e-08,4.860198465905796e-09
1904,3.547252624969133e-08,5.374625189347171e-10
1905,1.806265698123255e-08,2.0643036169332163e-09
1906,2.9836270065697335e-08,6.173021205313489e-09
1907,6.068555080673832e-08,1.028568674676933e-09
1908,3.290630568031361e-08,1.4734167219643268e-09
1909,4.7308458483996674e-08,2.2003934230241384e-09
1910,1.870452770447173e-08,3.206490406526541e-09
1911,3.2454281484461944e-08,3.1922244847493175e-09
1912,1.771203250733322e-08,1.0418842455450772e-09
1913,2.0681659718135847e-08,5.302989658506618e-09
1914,2.4108278040557707e-08,1.3393487430235496e-09
1915,3.65203614016707e-08,2.3561523843085297e-09
1916,1.3184954461564757e-08,5.493730803607377e-09
1917,2.52227767560953e-08,1.2063066989753679e-08
1918,1.6080926812378493e-08,5.743188147278033e-09
1919,1.4732557396257562e-08,9.207848372660976e-10
1920,2.953170330499688e-08,2.2716695191604686e-09
1921,4.7708307637783776e-08,1.2116395886607734e-08
1922,1.9920425309294387e-08,4.426761179843197e-09
1923,3.1847843473542525e-08,4.246379248229459e-09
1924,1.4180787211159895e-08,1.1602462102189293e-08
1925,1.6497267107951075e-08,2.1996355847875293e-09
1926,4.346994098014534e-08,2.229227691330493e-09
1927,1.895368229032357e-08,8.919379901328739e-09
1928,1.3711249802206282e-08,6.8556245125250825e-09
1929,2.4508894469477127e-08,1.4482528065684619e-08
1930,1.995684684175103e-08,7.352522590764465e-09
1931,1.9389105432310316e-08,7.983749661377715e-09
1932,1.2055489939655217e-08,5.4797681947604815e-09
1933,2.064719240024715e-08,3.4411986593596566e-09
1934,9.585264137967897e-09,1.4377896206951846e-08
1935,1.795242710045386e-08,3.590485242455088e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,1.4261736125398272e-08,5.186085783037697e-09
1939,9.176430282309411e-09,7.647025235257843e-09
1940,3.0429394115571995e-08,0.0
1941,3.246652724442356e-08,2.066051862925633e-08
1942,9.102635090130207e-09,1.5171058964646988e-07
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,2.178504043826024e-08,6.535512131478072e-09
1946,1.9489545088902105e-08,1.1136883415474585e-08
1947,1.3112957830685446e-08,1.6689219339838246e-08
1948,4.5661928682605435e-08,1.848220954059343e-08
1949,7.853606653895895e-09,8.835307596655184e-09
1950,1.3825969924496917e-08,2.7651940293083044e-08
1951,7.996051021308404e-08,2.1322803522849654e-09
1952,8.541291351971125e-08,6.326882129314981e-09
1953,2.9089334052656568e-08,5.386913581872932e-09
1954,2.0522326726890583e-08,5.86352189024808e-09
1955,2.0648337706319353e-08,1.0324168187025862e-08
1956,3.488456634670456e-09,2.703553825256222e-08
1957,2.650511388146981e-08,1.2369053004057662e-08
1958,2.5643954348897324e-08,3.060730124904154e-08
1959,2.6352543258667538e-08,3.8753737996444215e-09
1960,1.3841666979264033e-08,6.228750015768725e-09
1961,1.250668635321972e-08,9.032606995695858e-09
1962,1.2049717501572133e-08,5.0735651235811474e-09
1963,7.759263453976928e-09,1.4225317590543796e-08
1964,1.3384730657151067e-08,3.6503808864551957e-09
1965,1.094408652591028e-08,4.377634699181954e-09
1966,2.1602390987141007e-08,7.20079718075084e-09
1967,1.4297973249810525e-08,7.395503320850594e-09
1968,1.5270814168744096e-08,6.287982134978165e-09
1969,3.451735774984144e-08,1.0446043141598693e-08
1970,1.1496812751810026e-08,2.2993624781975086e-09
1971,1.2332154186722732e-08,4.1107179882260425e-09
1972,2.2059631232806964e-08,2.0520587451500205e-09
1973,1.874489363729026e-08,5.513203671370093e-09
1974,2.81278591529599e-08,3.3753429495853027e-09
1975,1.313640396460869e-08,5.140332159925265e-09
1976,1.0284348261890841e-08,5.713526984862938e-09
1977,9.402851386397515e-09,7.639816779203557e-09
1978,6.534650376366358e-09,4.158414057542359e-09
1979,9.363157360553487e-09,4.681578680276743e-09
1980,1.5918422247018782e-08,3.411090521154847e-09
1981,1.7711539124221076e-08,5.06043967840597e-09
1982,1.179425412889401e-08,1.4277254933858785e-08
1983,1.0736036948344463e-08,3.789189739755727e-09
1984,1.1598016769198694e-08,2.3196033982486597e-09
1985,5.414002135495366e-09,6.617113967877231e-09
1986,4.795588426365072e-09,2.997242676272549e-09
1987,6.110817019067127e-09,2.4443267410134695e-09
1988,1.3792073927376691e-08,2.398621523624911e-09
1989,9.329807704183679e-09,1.0427432250992297e-08
1990,1.3621627159565719e-08,3.2691906959314565e-09
1991,1.3481369798284959e-08,9.37834432335194e-09
1992,9.366904696328504e-09,2.754972083796048e-09
1993,1.384801839865446e-08,4.4313659408601325e-09
1994,6.329911705904578e-09,1.5824779264761446e-09
1995,1.4640617385097698e-08,1.0844901643380922e-09
1996,1.1743803041142087e-08,4.804283193493575e-09
1997,1.246672576282748e-08,4.027711497656128e-08
1998,1.4304387452312994e-08,5.2449422582867555e-09
1999,1.6909744049442565e-08,5.941261621567051e-09
2000,6.185244316725402e-09,3.5344251969604557e-09
2001,1.0076786849388952e-08,5.257454027685071e-09
2002,1.445803121669087e-08,7.448076710936391e-09
2003,2.333476845084448e-08,6.250384210204629e-09
2004,1.101197835695622e-08,2.2023955992267474e-09
2005,1.261049931144953e-08,6.7556245042510454e-09
2006,1.4824403704594147e-08,4.941467846020231e-09
2007,1.4380126422963713e-08,3.1955835755326234e-09
2008,1.617827133371108e-08,3.8316958494988285e-09
2009,1.1443662017995848e-08,4.291373478793048e-09
2010,1.369900015646408e-08,1.8895172648747405e-09
2011,1.9884654700597082e-08,3.823971805871906e-09
2012,1.3957435707201427e-08,8.85105688741561e-09
2013,1.1156500223652444e-08,8.367375237128272e-09
2014,1.1043770342666903e-08,8.445236426846137e-09
2015,1.9284206786984726e-08,9.309616549879607e-09
2016,1.636358604173438e-08,4.5569479856233386e-09
2017,1.8112402244696568e-08,4.024978267347379e-09
2018,1.6263240809610835e-08,8.518839800242262e-09
2019,1.4285530980373551e-08,6.377469552454329e-09
