year,les_DET os_NOUN,les_DET bosses_NOUN
1938,3.483753118871391e-06,2.0096082042897478e-07
1939,3.4931611310184962e-06,2.431753971521289e-07
1940,3.479094146996431e-06,1.749690170527174e-07
1941,4.436108270056138e-06,2.2431420276802783e-07
1942,3.823106936806653e-06,2.7307905892115514e-07
1943,4.087755257842218e-06,2.932267517685716e-07
1944,3.495946543807804e-06,1.9600436296229873e-07
1945,3.4442149683400203e-06,2.4617095562007307e-07
1946,3.4941972444357816e-06,1.9211124513418554e-07
1947,3.2830078851020517e-06,2.2411237532438122e-07
1948,4.6053316395955335e-06,2.8158189357974095e-07
1949,2.701640653413051e-06,1.9241336512987317e-07
1950,3.159765810778481e-06,3.733011908479966e-07
1951,3.766673216887284e-06,3.0065151712665994e-07
1952,5.084704639557458e-06,4.6502585959729004e-07
1953,3.4627082072802295e-06,3.760065726554629e-07
1954,3.3852065257633512e-06,3.459477850853432e-07
1955,4.008593123216997e-06,2.5998133335036755e-07
1956,3.3960125733756286e-06,3.776254271503632e-07
1957,3.3997224306858698e-06,2.97740769372723e-07
1958,3.2352743630781333e-06,3.3419863287864615e-07
1959,2.96543603894861e-06,3.6351007537405167e-07
1960,2.9282046511980298e-06,4.131737517121259e-07
1961,2.8424918525615794e-06,1.889899343687773e-07
1962,3.0904352854577155e-06,3.989090665013073e-07
1963,2.7648844707073295e-06,2.463566310950682e-07
1964,3.2068597306533775e-06,2.8168772203684966e-07
1965,2.77213712251978e-06,2.0629603386668194e-07
1966,3.408192810638866e-06,2.1934736471607152e-07
1967,3.2007738752781734e-06,2.5341924203559074e-07
1968,3.0384427986973606e-06,1.931308748481797e-07
1969,3.6633818183418043e-06,1.9574975815284112e-07
1970,2.7983241750462184e-06,1.770509119314312e-07
1971,2.8970285939067253e-06,2.1684037720959282e-07
1972,2.772331328060318e-06,1.8571131965572363e-07
1973,2.4511705021268426e-06,1.7201195512406287e-07
1974,2.449936545190212e-06,1.2713791330831725e-07
1975,2.5587432332940807e-06,1.42215856424599e-07
1976,2.6613608099523844e-06,1.794047487790884e-07
1977,2.7027320470551786e-06,1.4280580451497826e-07
1978,2.5740581861555256e-06,1.390098418596608e-07
1979,2.4859183440639754e-06,1.4922532365346797e-07
1980,2.8766861532858456e-06,1.8590442701915677e-07
1981,2.657363296520998e-06,2.5238943179850537e-07
1982,2.3321586439806197e-06,1.7381006678363065e-07
1983,2.5583345291124715e-06,1.8061803608304672e-07
1984,2.56026217471117e-06,1.4265561115722747e-07
1985,2.7779846334397007e-06,1.4317028229626771e-07
1986,2.9169167419240694e-06,1.654477986279268e-07
1987,2.5384333923739177e-06,1.5338150716193155e-07
1988,2.6984492649262393e-06,1.337231532172467e-07
1989,2.506974226434977e-06,1.3884948446563072e-07
1990,2.3647144189453684e-06,1.6672871971934455e-07
1991,2.4471617479093766e-06,1.7174093464022988e-07
1992,2.6183253680756025e-06,1.322386556923405e-07
1993,2.6549421363597503e-06,1.6063701857582657e-07
1994,2.5625592883216086e-06,1.2396077314624776e-07
1995,2.5978960707107035e-06,1.4423719885137132e-07
1996,2.7987617272628995e-06,1.553384878505426e-07
1997,2.696648607525276e-06,1.0069278133517656e-07
1998,2.5642999474939643e-06,1.416134319809359e-07
1999,3.2178786568692885e-06,1.462464353230164e-07
2000,2.971567965914801e-06,1.1884504780290683e-07
2001,2.6725391677473453e-06,1.2705514129685014e-07
2002,2.896863605883482e-06,1.4808528880916327e-07
2003,3.2381157950567285e-06,1.4250876212429375e-07
2004,2.6922083975478017e-06,1.5108433748522998e-07
2005,3.1098389854378183e-06,1.3105912033406497e-07
2006,3.2028947316575795e-06,1.4865583286560735e-07
2007,3.377731815135121e-06,1.585808409032552e-07
2008,3.2739710604801076e-06,1.7029759180609005e-07
2009,3.451217821748287e-06,1.8023768366681736e-07
2010,3.7525812501826294e-06,2.1257068372193544e-07
2011,4.745166705788506e-06,2.324974921474876e-07
2012,5.198634482894704e-06,2.859572244551245e-07
2013,5.1174866086967086e-06,2.616199330507385e-07
2014,5.199667015176601e-06,2.895200323926872e-07
2015,5.4390326624798035e-06,2.795101437524927e-07
2016,5.444724337166917e-06,2.831521905832801e-07
2017,5.7937045596645476e-06,2.76968807000344e-07
2018,5.5341484141990804e-06,3.071945493537953e-07
2019,5.1925357240634185e-06,2.696393928136587e-07
