year,quelles_DET ailes_NOUN,quelles_DET belles_ADJ
1849,4.1897072478036534e-09,1.005529792763582e-08
1850,0.0,2.0366988096043315e-08
1851,6.449438760824933e-10,9.029214709244116e-09
1852,1.3021090872200602e-09,4.557382027314816e-09
1853,0.0,2.2693340318014066e-08
1854,3.117398783558656e-09,1.9743524148907454e-08
1855,2.1227748447927297e-09,1.751289246954002e-08
1856,5.177189232874468e-10,1.0354378687793542e-08
1857,4.881509085841174e-10,2.4407545762272775e-08
1858,1.3702292633865909e-08,2.2510910469009104e-08
1859,5.601390462572908e-09,2.1387128068539596e-08
1860,9.154367819341758e-10,2.0597327482496652e-08
1861,0.0,1.603427640661792e-08
1862,3.6143890103090826e-09,8.132375661773494e-09
1863,3.995696662428827e-09,2.3974180862751382e-08
1864,3.835782358407869e-09,3.0686259533396765e-08
1865,6.589582324245669e-09,2.306353730219257e-08
1866,5.83873555060066e-09,1.4110277057888254e-08
1867,4.85281148598915e-09,1.8925964795357686e-08
1868,9.87974813071446e-10,1.4819622418116296e-08
1869,2.441759683335931e-09,1.0743742007157664e-08
1870,9.747882945276842e-09,1.7202145929928747e-08
1871,4.248470908407853e-09,3.7174120004479505e-08
1872,3.628403577593531e-09,1.7537284513480245e-08
1873,1.1972008939764578e-09,1.496501056408306e-08
1874,4.779687312606029e-09,3.106796703233883e-08
1875,1.1443054281912168e-09,2.9751941355016243e-08
1876,0.0,1.9951848173604958e-08
1877,6.803297591950752e-09,3.401648918099909e-08
1878,1.2078177347163432e-09,1.1474268646338714e-08
1879,4.27652757650776e-09,3.0546626561545054e-08
1880,3.8507077526617195e-09,2.6954953824542827e-08
1881,3.486253785656146e-09,2.2312024228199334e-08
1882,1.9966155395678697e-09,1.4641846846075168e-08
1883,1.5166413569467352e-08,2.1485752732530727e-08
1884,1.9805090900604227e-09,2.178559910248623e-08
1885,1.2891271383708158e-09,1.6114088952079442e-08
1886,1.2906927748801422e-09,3.4203357035522686e-08
1887,1.9586774424595887e-09,1.3710741875172516e-08
1888,1.268122939990235e-09,2.282621380800265e-08
1889,1.0024218788373673e-08,2.8193115397812107e-08
1890,3.277193294515257e-09,1.6385966361553983e-08
1891,2.5496880162734215e-09,1.9760082903275134e-08
1892,9.402768785804483e-09,2.2566645219157522e-08
1893,1.2316833108982905e-09,1.046930814263547e-08
1894,1.8904617871129403e-09,4.72615444557789e-08
1895,6.018614495673091e-10,2.7083766340751936e-08
1896,1.7691086373616827e-09,2.240871044278947e-08
1897,5.826713556089658e-10,2.0976168357833558e-08
1898,1.13167097914868e-09,2.2633418694795182e-08
1899,4.4220627160029835e-09,2.3215829259015663e-08
1900,0.0,2.9069898266342875e-08
1901,1.676621730339889e-09,2.794369541314623e-08
1902,1.4730852093691738e-09,1.4239823542538943e-08
1903,5.400220270956879e-10,1.6200661034915242e-08
1904,3.2247751136083025e-09,1.1824175416563776e-08
1905,1.5482277682110634e-09,1.3417973399043603e-08
1906,7.2018581098731715e-09,1.9033482789865275e-08
1907,6.1714118260169926e-09,1.542852956504248e-08
1908,1.964555629285769e-09,3.143289029061691e-08
1909,2.200393367512987e-09,3.1905705411006124e-08
1910,4.809735720812114e-09,4.489086569137157e-08
1911,1.5961122423746588e-09,2.606983307007482e-08
1912,2.604710613862693e-09,1.1460726589973547e-08
1913,4.242391826725367e-09,3.2878534672597937e-08
1914,0.0,2.0090231978020512e-08
1915,0.0,3.534228543156104e-08
1916,7.69122365795738e-09,3.84561182897869e-08
1917,2.1932848870420685e-09,3.947912863289105e-08
1918,5.743188147278033e-09,4.135095377222342e-08
1919,1.1970203050992723e-08,2.9465114792515124e-08
1920,5.300562211374427e-09,3.407504323149624e-08
1921,5.300923255902035e-09,1.8931869405491852e-08
1922,5.164555005876537e-09,3.320071018109161e-08
1923,7.431163684401554e-09,3.3971033097657255e-08
1924,1.2891624656674594e-08,3.351822286390416e-08
1925,5.499088961968823e-09,3.95934391939079e-08
1926,8.916910432255065e-09,3.343841470382358e-08
1927,5.574612438330462e-09,2.229845030843336e-08
1928,3.4278123672848437e-09,3.999114450703445e-08
1929,4.4561625500705304e-09,3.4535258208734376e-08
1930,6.302162347537887e-09,3.9913694793725085e-08
1931,3.4216069977333063e-09,2.737285598186645e-08
1932,1.2055489939655217e-08,3.9454333244925976e-08
1933,1.1470662197865522e-09,2.86766552726192e-08
1934,0.0,3.834105655187159e-08
1935,0.0,2.752705441366743e-08
1936,1.2124714565686645e-09,4.243650053581405e-08
1937,2.5182236296217297e-09,1.888667711114067e-08
1938,2.5930428915188486e-09,1.6854778350783306e-08
1939,1.5294050470515685e-09,2.9058696782158222e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,1.517105907566929e-08
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,8.714016175304096e-09,4.574858447625729e-08
1946,9.744772988540262e-09,3.7586982415405146e-08
1947,3.5762612871081956e-09,2.3841742802233057e-08
1948,5.435944139264848e-09,2.6092530802657166e-08
1949,4.908504047662632e-09,1.2762110479513922e-08
1950,1.0635361480382244e-09,2.0207187034770868e-08
1951,0.0,2.985192559812333e-08
1952,4.2179215675730575e-09,2.8470970803162743e-08
1953,0.0,1.1851209791302608e-08
1954,0.0,2.052232517257835e-08
1955,5.631364707880948e-09,1.8771215248847284e-08
1956,2.616342476002842e-09,2.703553914074064e-08
1957,6.184526335495377e-09,2.6505113215335996e-08
1958,6.617794756635931e-09,1.8198935691771112e-08
1959,3.1002992395556817e-09,1.860179499324488e-08
1960,5.536666736194462e-09,1.5917916540431065e-08
1961,6.948159270159238e-10,1.181187059273725e-08
1962,1.9025869768540815e-09,3.107558654846798e-08
1963,9.69907976156037e-09,1.4225316924409981e-08
1964,4.258777719368112e-09,2.251068303982251e-08
1965,4.377634699181954e-09,1.532172105855878e-08
1966,3.8773522170743036e-09,1.3847687219126215e-08
1967,6.902469928959931e-09,1.3804939413830652e-08
1968,3.593132569257307e-09,2.1109655301554398e-08
1969,3.6334062425424918e-09,5.450109252791435e-09
1970,3.219107563845469e-09,1.6555409487750694e-08
1971,6.6799168418896215e-09,1.3873672877195986e-08
1972,3.078088173236182e-09,9.747279205996051e-09
1973,3.859242703185828e-09,1.8193572481894904e-08
1974,4.500457451150908e-09,1.518904291231138e-08
1975,4.569184142155791e-09,1.3707551982378163e-08
1976,1.7140580621521906e-09,9.712995741040231e-09
1977,5.876781838942691e-10,6.464460078348111e-09
1978,2.9702956760857546e-09,7.128709622605811e-09
1979,5.851973350345929e-09,1.4629933042797916e-08
1980,5.116635670709968e-09,9.096241149197937e-09
1981,1.2651099057237047e-09,1.138598904049104e-08
1982,3.1037510339615437e-09,8.690503094932467e-09
1983,6.315316047889041e-10,1.2630632539867293e-08
1984,2.3196033982486597e-09,1.0438215625185876e-08
1985,5.414002135495366e-09,1.0828004270990732e-08
1986,1.1988970927134801e-09,1.1988970705090196e-08
1987,1.8332451112712533e-09,8.555143260480236e-09
1988,2.3986214681137596e-09,1.4391729530327524e-08
1989,4.390497632122958e-09,9.329807704183679e-09
1990,2.179460389939436e-09,7.083246433836621e-09
1991,1.1722930404189924e-09,9.96449056600568e-09
1992,6.060938528840154e-09,1.1570882918476855e-08
1993,3.877445253763767e-09,1.32940979336027e-08
1994,4.747433779428434e-09,1.3714808788645172e-08
1995,1.0844901643380922e-09,7.049185846152994e-09
1996,5.338092190498855e-10,1.548046646426826e-08
1997,3.3564260260021683e-09,9.110299181713799e-09
1998,3.337690568372409e-09,1.2873948573854932e-08
1999,2.2851005809787495e-09,1.3710603097294438e-08
2000,2.6508188977203417e-09,9.719669513685858e-09
2001,5.695575122643959e-09,1.270551397425379e-08
2002,4.381221607729913e-09,1.1829297874577094e-08
2003,3.333538334260311e-09,6.667076668520622e-09
2004,2.2023955992267474e-09,7.488145215006625e-09
2005,0.0,1.2610498756338018e-08
2006,2.4707340062768424e-09,1.235366953178385e-08
2007,2.396687653893892e-09,1.2782334662952977e-08
2008,2.554463834902876e-09,1.2772319202269955e-08
2009,2.860915504498962e-09,1.1443662017995848e-08
2010,4.723793023408973e-10,1.2281861583307574e-08
2011,7.64794394481072e-10,1.0324724186716594e-08
2012,3.0638275250183256e-09,1.974466634635519e-08
2013,5.857162532763027e-09,1.7292575871241667e-08
2014,5.846702011425009e-09,2.0355185495479766e-08
2015,2.4382329072425435e-09,2.3717357522379245e-08
2016,4.556948152156792e-09,2.775595642212636e-08
2017,3.2702947017071438e-09,1.3332739939864169e-08
2018,4.64663996169179e-09,2.1426174001693e-08
2019,7.14276571223138e-09,1.8877308605169674e-08
