year,nouveaux_ADJ ans_NOUN,nouveaux_ADJ bancs_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.2021465418429216e-08
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,9.064295980465431e-09
1809,0.0,4.518061036407062e-09
1810,0.0,2.574139479349924e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,4.267533171287141e-08
1813,0.0,2.300593315851529e-08
1814,3.1466771410748606e-09,3.776012391654149e-08
1815,0.0,0.0
1816,2.3176038865813098e-09,1.1588019432906549e-08
1817,1.556873407970727e-09,1.556873407970727e-09
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,3.1053151161586356e-09,5.175524897538253e-09
1820,0.0,0.0
1821,0.0,9.86148829262845e-10
1822,1.0025615893027862e-09,0.0
1823,0.0,9.882686891060644e-10
1824,0.0,2.5263338088166165e-09
1825,0.0,2.641632912414593e-09
1826,8.807984341885344e-10,3.435113882233054e-08
1827,0.0,6.452091305675367e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,5.401101077495696e-08
1830,0.0,3.757260813586072e-08
1831,0.0,4.677361609140007e-09
1832,0.0,1.2176972319366541e-08
1833,0.0,3.938433579264711e-08
1834,0.0,1.120143711119681e-08
1835,0.0,9.832014313815307e-09
1836,6.720750067579218e-10,2.688300027031687e-09
1837,0.0,1.1132625488130543e-08
1838,0.0,1.2624323808552163e-08
1839,0.0,7.690622361167243e-09
1840,0.0,1.2739377330817092e-09
1841,2.5682194149112547e-09,5.778493683550323e-09
1842,6.708265054555795e-10,1.475818356411196e-08
1843,0.0,1.594865928211675e-08
1844,5.488561272137815e-10,1.4270259640625227e-08
1845,0.0,2.622707206967334e-08
1846,1.1709002656346001e-09,2.0490754204516293e-08
1847,1.0786447290911383e-09,3.667392167727712e-08
1848,0.0,8.04522137798358e-09
1849,8.379414939696517e-10,2.1786478399121734e-08
1850,0.0,3.8018377779280854e-08
1851,1.2898877521649865e-09,1.096404567135778e-08
1852,0.0,1.1067927019325907e-08
1853,0.0,9.555090940693844e-09
1854,5.195664454227256e-10,1.9743524148907454e-08
1855,1.5920811335945473e-09,7.429711956774554e-09
1856,0.0,1.7602443946884705e-08
1857,3.905207268672939e-09,1.4156376515472857e-08
1858,0.0,1.9574704523961373e-08
1859,5.092173349652285e-10,1.171199848215565e-08
1860,0.0,1.6935580049448618e-08
1861,0.0,1.2733101684148096e-08
1862,0.0,1.9427341541033982e-08
1863,9.989241656072068e-10,9.989241434027463e-09
1864,0.0,2.2535221688713136e-08
1865,4.706844358715045e-10,1.976874586251398e-08
1866,0.0,7.298419202328432e-09
1867,4.85281148598915e-10,2.8631587767335986e-08
1868,4.93987406535723e-10,8.397785911107292e-09
1869,4.883519144627257e-10,1.855737197242746e-08
1870,0.0,1.548193218070537e-08
1871,0.0,2.1242353653860846e-08
1872,0.0,1.0885210954825197e-08
1873,5.986004469882289e-10,3.2923026249687126e-08
1874,0.0,3.2262889249068394e-08
1875,5.721527140956084e-10,1.7164582089002067e-08
1876,6.04601479992084e-10,2.478866001354163e-08
1877,0.0,2.5976227391311113e-08
1878,1.2078177347163432e-09,1.6305540029293297e-08
1879,0.0,2.1993571408529533e-08
1880,0.0,1.8611753915820373e-08
1881,6.972507571312292e-10,1.6036767580551725e-08
1882,6.655385131892899e-10,2.728707926280549e-08
1883,6.319338941018771e-10,1.3902545781263598e-08
1884,6.601696966868076e-10,1.7824582698722224e-08
1885,1.2891271383708158e-09,2.7716232864349877e-08
1886,0.0,6.4534639854230136e-09
1887,0.0,2.9380160526670807e-08
1888,0.0,1.5217475057838215e-08
1889,6.265136742733546e-10,1.7542383545787743e-08
1890,0.0,2.2284913470116408e-08
1891,0.0,1.9122660788184476e-08
1892,1.8805537127519756e-09,3.6357370225559293e-08
1893,6.158416554491453e-10,1.9706933196417253e-08
1894,6.301539290376468e-10,1.4493540811955086e-08
1895,6.018614495673091e-10,7.824198622330414e-09
1896,0.0,1.47425724961181e-08
1897,2.330685422435863e-09,2.2141510735984582e-08
1898,5.092519295146758e-09,1.9804241802034994e-08
1899,5.527578395003729e-10,1.6582735185011188e-08
1900,1.5573159428683425e-09,2.3359739032002835e-08
1901,0.0,1.620734302321125e-08
1902,0.0,1.129365245766678e-08
1903,0.0,2.2680925582108102e-08
1904,5.374625189347171e-10,2.4723275870996986e-08
1905,0.0,1.6514429157510335e-08
1906,1.0288369045596824e-09,4.7840916728159044e-08
1907,5.142843373384665e-10,1.542852956504248e-08
1908,9.822778146428846e-10,1.8663278922304016e-08
1909,1.1001967115120692e-09,1.4852655993990993e-08
1910,5.344150677544235e-10,8.550641084070776e-09
1911,1.5961122423746588e-09,1.4365010514438836e-08
1912,0.0,1.8753915753677575e-08
1913,5.30298971401777e-10,1.6439267724877027e-08
1914,0.0,1.4732836561837104e-08
1915,0.0,1.5314990164938536e-08
1916,0.0,2.197492410260793e-09
1917,0.0,6.57985488317081e-09
1918,0.0,1.8378202071289707e-08
1919,1.8415696745321952e-09,1.3811772670013767e-08
1920,7.572231730534895e-10,1.514446301698058e-08
1921,0.0,9.087297137000405e-09
1922,0.0,2.065821974595039e-08
1923,0.0,1.0615948120573648e-08
1924,0.0,2.4494086758863887e-08
1925,1.0998177923937646e-09,5.499089184013428e-09
1926,3.343841648018042e-09,1.114613823460786e-08
1927,0.0,1.1149224654616319e-08
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,5.570202965543558e-09
1930,2.100720708497761e-09,1.575540586884472e-08
1931,0.0,9.124285327288817e-09
1932,2.1919073223131136e-09,9.863582839386709e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,0.0,1.0783422155213884e-08
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,0.0,1.576212937948185e-08
1937,0.0,1.2591118148108649e-09
1938,0.0,1.9447821131279852e-08
1939,0.0,1.988226472349197e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,2.6563522936839945e-08
1942,0.0,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,0.0,1.5313215584455975e-08
1947,0.0,5.960435700558264e-09
1948,0.0,1.522064252412747e-08
1949,4.908504269707237e-09,1.9634017078828947e-08
1950,0.0,7.444753258312176e-09
1951,1.0661401761424827e-09,1.7058242818279723e-08
1952,0.0,1.4762725264461096e-08
1953,0.0,1.8315507332999914e-08
1954,0.0,1.4658803726419478e-08
1955,0.0,1.0324168187025862e-08
1956,8.72114158667614e-10,1.2209598665435806e-08
1957,1.7670075402875796e-09,1.5019563925910973e-08
1958,2.4816730892496253e-09,1.0753916868111446e-08
1959,0.0,1.6276571201956358e-08
1960,0.0,1.2457499698470542e-08
1961,0.0,2.2928925591525484e-08
1962,6.341956404476434e-10,2.4099433559854333e-08
1963,1.2932106496776896e-09,1.2932106829843804e-08
1964,6.083968329129164e-10,1.2776333768727e-08
1965,5.472043373977442e-10,1.586892572902343e-08
1966,0.0,7.754704434148607e-09
1967,0.0,1.4791006641701188e-08
1968,8.982831700699023e-10,1.2126823101255013e-08
1969,4.5417578031781147e-10,1.2262746373892242e-08
1970,0.0,7.817832603507213e-09
1971,0.0,8.221435976452085e-09
1972,0.0,9.747279428040656e-09
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,0.0,1.3501371631807757e-08
1975,1.1422960355389478e-09,7.996072248772634e-09
1976,5.713526873840635e-10,1.4855169538918744e-08
1977,0.0,8.815172591880582e-09
1978,5.940591352171509e-10,1.128712323605896e-08
1979,0.0,7.607565244427406e-09
1980,1.7055452605774235e-09,1.1370301145063877e-08
1981,0.0,1.138598904049104e-08
1982,6.207502289967692e-10,6.828252629986764e-09
1983,0.0,1.894594880980094e-08
1984,5.799008495621649e-10,1.2177918229383522e-08
1985,6.015558051686298e-10,1.2031115659283387e-08
1986,0.0,3.5966913891627428e-09
1987,6.110816852533674e-10,9.166225112267057e-09
1988,1.1993107618124554e-09,7.195864348830128e-09
1989,0.0,9.878619700032232e-09
1990,2.179460389939436e-09,8.172976073694826e-09
1991,1.1722930404189924e-09,8.20605094986604e-09
1992,0.0,7.162927584403178e-09
1993,0.0,7.200969598386564e-09
1994,0.0,1.1604838645595805e-08
1995,0.0,2.1689803286761844e-09
1996,5.338092190498855e-10,9.074756945892659e-09
1997,4.79489448146353e-10,8.630809844589749e-09
1998,1.9072516899143466e-09,1.0489884516573511e-08
1999,1.3710603763428253e-09,4.113180906983871e-09
2000,0.0,5.3016377954406835e-09
2001,1.3143635069212678e-09,2.6287270138425356e-09
2002,1.752488598683044e-09,4.81934359086722e-09
2003,4.1669229178253886e-10,1.0833999475323708e-08
2004,4.404791253964646e-10,1.101197855124525e-08
2005,4.5037495954858286e-10,8.106749271874492e-09
2006,0.0,7.823991232669414e-09
2007,1.1983438685803094e-09,5.991719120856942e-09
2008,0.0,5.960415716543821e-09
2009,0.0,7.1522885392028e-09
2010,4.723793023408973e-10,4.2514138876015295e-09
2011,0.0,6.500752380844688e-09
2012,3.404252713057332e-10,1.0893608681783462e-08
2013,2.789125042035323e-10,5.29933741333366e-09
2014,4.330890368553497e-10,6.279790909502481e-09
2015,8.866301581811342e-10,5.984753581600444e-09
2016,4.1426800878596737e-10,8.078226088059637e-09
2017,5.031222660711876e-10,7.54683426862357e-09
2018,5.162933414126769e-10,4.904786798931582e-09
2019,5.1019755087367e-10,4.3366790158927415e-09
