year,plus_ADV avare_ADJ,plus_ADV bavard_ADJ
1904,5.374625189347171e-08,4.084715055086008e-08
1905,8.824898145576299e-08,3.973784307165218e-08
1906,9.619625007672994e-08,3.137952475640304e-08
1907,7.19998070053407e-08,2.3657079850636364e-08
1908,6.630375448679615e-08,3.094175227147389e-08
1909,7.151278680339601e-08,2.585462333115629e-08
1910,7.214603670036013e-08,4.382203400155049e-08
1911,6.650467554436545e-08,1.5429085564733214e-08
1912,7.29318969661108e-08,1.0418842677495377e-08
1913,8.007514651353631e-08,2.7575547179026216e-08
1914,5.2904276515164383e-08,4.018046340092951e-08
1915,4.2410743361642744e-08,2.238344798399794e-08
1916,5.273981784625903e-08,5.273981784625903e-08
1917,6.360526327853222e-08,2.9609346086090227e-08
1918,5.6283243843324726e-08,2.2972752589112133e-08
1919,6.99796465220004e-08,2.301962176431971e-08
1920,6.436396660092214e-08,2.0445025228355007e-08
1921,7.951384539683914e-08,1.8174593885422752e-08
1922,6.861480272846165e-08,4.795657915224183e-08
1923,6.688047449188161e-08,3.290944050604594e-08
1924,5.414482373566898e-08,4.769901096324247e-08
1925,1.0448268739082778e-07,3.849362140151413e-08
1926,6.35329868714507e-08,3.566764306128789e-08
1927,8.138934071144632e-08,4.1252132376712325e-08
1928,6.969884935870141e-08,3.313551877326404e-08
1929,7.686880110213679e-08,2.0052731475317387e-08
1930,6.617270342790249e-08,2.2057568216382606e-08
1931,8.55401722787974e-08,4.790249619190945e-08
1932,7.342889862815838e-08,3.06867029564728e-08
1933,7.685343916818965e-08,1.9500125958415992e-08
1934,6.829500698302127e-08,4.193552882725271e-08
1935,6.702239119249498e-08,3.111753699158726e-08
1936,5.698615890281644e-08,3.8799086610197264e-08
1937,7.554670844456268e-08,3.399602022113868e-08
1938,5.963998717106733e-08,3.241303758727554e-08
1939,5.964679417047591e-08,4.7411557346777045e-08
1940,3.0429394115571995e-08,5.0715659227762444e-08
1941,8.264207451702532e-08,2.066051862925633e-08
1942,1.0923162108156248e-07,6.068423408223111e-08
1943,6.967764698551093e-08,6.096794180621146e-08
1944,8.675602458652065e-08,3.213186161588055e-08
1945,8.931866801731303e-08,2.832055301382752e-08
1946,8.770296044957604e-08,4.1763314584386535e-08
1947,8.225401160188994e-08,3.576261309312656e-08
1948,1.0002136874298628e-07,3.044128504825494e-08
1949,6.086545312200542e-08,2.4542521348536184e-08
1950,8.720996191868835e-08,2.9779013033248702e-08
1951,8.209279578341722e-08,5.757156884556025e-08
1952,4.217921545368597e-08,4.007025466989944e-08
1953,4.0940545176226806e-08,4.740483916521043e-08
1954,7.52485267430103e-08,3.8112890621277984e-08
1955,6.382213291189487e-08,6.006789021739678e-08
1956,7.674604285412556e-08,4.273359266449006e-08
1957,6.184526535335522e-08,5.212672249399475e-08
1958,6.535072200053449e-08,6.86596237642334e-08
1959,4.805463515999975e-08,5.735553243457758e-08
1960,6.436374733187478e-08,5.259833457671448e-08
1961,5.83645380913822e-08,6.878677749622142e-08
1962,6.785893591487735e-08,5.7711801559889864e-08
1963,6.595374635320894e-08,4.9142006020019835e-08
1964,7.483280828335381e-08,4.6846556800428374e-08
1965,7.879742131011724e-08,5.2531618166540284e-08
1966,5.705247152487658e-08,5.982200601550858e-08
1967,8.726694250560385e-08,5.127548874384047e-08
1968,7.994719908310799e-08,4.132102701670526e-08
1969,6.176790401379861e-08,4.541757903098187e-08
1970,6.898087578921519e-08,4.598725028559514e-08
1971,6.731301027684822e-08,3.596878173084406e-08
1972,6.617889170001945e-08,4.617132343121e-08
1973,5.2926757310167716e-08,4.410562898238268e-08
1974,4.612968851347432e-08,4.106667361725158e-08
1975,5.0832172249215546e-08,2.9128548462153958e-08
1976,4.8564977817022736e-08,5.3707152281035064e-08
1977,5.7004783116099134e-08,4.6426576028046895e-08
1978,5.405938019453771e-08,5.168314487491443e-08
1979,7.256446965531183e-08,3.9793419448486134e-08
1980,5.514596179700959e-08,5.685150594736399e-08
1981,4.617651111482601e-08,6.641827354769703e-08
1982,5.524677126889088e-08,6.331652591118342e-08
1983,5.7469375036589554e-08,5.999550134472287e-08
1984,4.349256510494115e-08,5.7410184384210083e-08
1985,4.210890769407172e-08,6.496802351652065e-08
1986,4.7356433441336776e-08,7.852775874006568e-08
1987,4.3386798875832966e-08,5.621951482126519e-08
1988,4.4374498742172364e-08,7.255830047903089e-08
1989,3.4026356843241956e-08,6.805271623999687e-08
1990,5.612110598463005e-08,5.830056437616804e-08
1991,5.040860229232891e-08,6.330382529284861e-08
1992,4.297756461824065e-08,5.179347439820958e-08
1993,3.766661171855645e-08,7.145577751721532e-08
1994,4.852932627974482e-08,6.224413329203315e-08
1995,4.229511468833991e-08,6.669614549537073e-08
1996,4.003569031851839e-08,4.4839974844279595e-08
1997,4.171558332100034e-08,5.801822156037417e-08
1998,5.054216956068558e-08,6.675381181153739e-08
1999,4.7987110840530534e-08,6.626791781982888e-08
2000,4.63893314872621e-08,6.759587922733346e-08
2001,4.074527132358341e-08,5.564139068936491e-08
2002,4.4250338504525644e-08,4.9507802024617575e-08
2003,4.625284466541757e-08,8.292176478796875e-08
2004,4.3166952679030146e-08,7.70838458064027e-08
2005,5.5396121467765624e-08,7.43118693247169e-08
2006,4.4473210891737835e-08,6.670981544942833e-08
2007,4.114313725822605e-08,7.150118508381098e-08
2008,4.725758095958099e-08,8.770325798934664e-08
2009,4.577464807198339e-08,9.870158423908038e-08
2010,3.684558419481121e-08,1.1242627739882494e-07
2011,3.671013160122527e-08,1.0018806395617474e-07
2012,5.582974293982801e-08,1.4195733222255313e-07
2013,4.99253367536312e-08,1.4085080835002373e-07
2014,5.3053407805814246e-08,1.7085361880830874e-07
2015,6.82705238175263e-08,1.5072712267194532e-07
2016,8.223220249181651e-08,1.46236610598649e-07
2017,4.3771635788170116e-08,1.640178517448021e-07
2018,5.6017827987364655e-08,1.7218382797334897e-07
2019,5.204014996706974e-08,1.668345945837757e-07
