year,étais_VERB aux_ADP,étais_VERB beau_ADV
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.7881765401739358e-08,0.0
1819,9.315945348475907e-09,0.0
1820,1.0679833017945839e-08,0.0
1821,1.7750679148775816e-08,0.0
1822,9.023054303725075e-09,0.0
1823,1.087095569118901e-08,0.0
1824,1.6842225392110777e-09,0.0
1825,7.044354433105582e-09,0.0
1826,7.0463874735082754e-09,0.0
1827,4.608636583469661e-09,0.0
1828,6.420610709767516e-09,0.0
1829,7.715858174606183e-09,0.0
1830,2.0873670791843324e-08,0.0
1831,4.677361609140007e-09,0.0
1832,4.058990921151917e-09,1.3529969367098715e-09
1833,3.938433579264711e-08,0.0
1834,1.8669061851994684e-09,9.334531370086552e-09
1835,7.563087933704082e-09,0.0
1836,6.72075017860152e-09,2.016224964762614e-09
1837,1.1132625488130543e-08,5.5663127440652715e-09
1838,1.0730675015224733e-08,3.1560809521380406e-09
1839,1.1885507689157748e-08,2.7965900706306e-09
1840,2.4204817705708592e-08,3.1848443882154243e-09
1841,1.0914932957462042e-08,3.2102742686390684e-09
1842,5.366612043644636e-09,0.0
1843,4.7255288571079745e-09,2.953455480181333e-09
1844,2.305195678786731e-08,5.488561272137815e-10
1845,1.0602432709561072e-08,3.348136878855712e-09
1846,1.1123552745573306e-08,0.0
1847,6.47186837454683e-09,0.0
1848,4.82713291560799e-09,3.218088684420195e-09
1849,3.267971848686102e-08,8.379414939696517e-10
1850,1.0183494048021657e-08,4.073397619208663e-09
1851,1.4188765717904062e-08,6.449438760824933e-10
1852,3.906327261660181e-09,6.510545436100301e-10
1853,1.1943863675867306e-08,5.971931837933653e-10
1854,4.1565315633818045e-09,5.195664454227256e-10
1855,1.2205955357558196e-08,0.0
1856,1.65670055451983e-08,2.5885946719483854e-09
1857,3.026535466688074e-08,2.9289055625270066e-09
1858,5.872411001917044e-09,1.9574704079872163e-09
1859,7.129042689513199e-09,5.092173349652285e-09
1860,1.5104706818647173e-08,6.865775947773045e-09
1861,4.2443675241088386e-09,1.4147891747029462e-09
1862,1.1294965851504912e-08,4.517986262886353e-10
1863,4.495158911765884e-09,2.4973103585068657e-09
1864,7.671564716815737e-09,4.794727948009836e-10
1865,1.694463946932956e-08,0.0
1866,4.379051787850585e-09,0.0
1867,1.067618526917613e-08,1.94112459439566e-09
1868,8.397785578040384e-09,9.87974813071446e-10
1869,8.30198221279943e-09,4.883519366671862e-09
1870,4.013834153937523e-09,2.2936195165357276e-09
1871,1.0621176826930423e-08,1.0621177271019633e-09
1872,7.256807155187062e-09,6.047339295989218e-10
1873,1.2570609442263958e-08,1.1972008939764578e-09
1874,1.6728906260254917e-08,1.1949218281515073e-09
1875,6.865832347102696e-09,1.716458086775674e-09
1876,1.0278225381910033e-08,0.0
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,1.0266450800600069e-08,6.039088673581716e-10
1879,1.221865097988939e-08,2.443730107160036e-09
1880,9.626769603698904e-09,0.0
1881,6.2752567586699115e-09,1.3945015142624584e-09
1882,7.320923423037584e-09,1.3310770263785798e-09
1883,1.7062214752172622e-08,1.2638677882037541e-09
1884,3.300848483434038e-09,3.300848483434038e-09
1885,3.86738152613475e-09,1.2891271383708158e-09
1886,4.5174246565693466e-09,1.2906927748801422e-09
1887,5.876032105334161e-09,0.0
1888,2.028996703984376e-08,9.510921827882157e-09
1889,8.14467782106476e-09,1.2530273485467092e-09
1890,5.898947996740844e-09,6.554386478008212e-10
1891,7.649063604731055e-09,6.374220040683554e-10
1892,1.6924984080901595e-08,6.268512375839919e-10
1893,1.4780200174868696e-08,6.158416554491453e-10
1894,2.0164925729204697e-08,2.520615716150587e-09
1895,2.2870734639468537e-08,6.018614495673091e-10
1896,1.7691087705884456e-08,1.7691086373616827e-09
1897,9.905413378419325e-09,0.0
1898,1.5277558773618694e-08,2.26334195829736e-09
1899,6.633094074004475e-09,1.6582735185011188e-09
1900,1.142031713641245e-08,2.595526460424935e-09
1901,4.470991132876634e-09,3.353243460679778e-09
1902,2.9461704187383475e-09,0.0
1903,7.020286574288548e-09,5.400220270956879e-10
1904,1.0749250378694342e-08,1.0749250378694342e-09
1905,7.2250627702885595e-09,3.6125313851442797e-09
1906,9.773950537805831e-09,1.5432553013283723e-09
1907,3.599990305858114e-09,3.0857059130084963e-09
1908,1.9154416719402434e-08,2.9468334439286537e-09
1909,2.2003934230241384e-09,0.0
1910,1.4963621453034648e-08,1.6032452032632705e-09
1911,6.384448969498635e-09,1.5961122423746588e-09
1912,1.0418842677495377e-08,1.5628263128064646e-09
1913,7.42418571064718e-09,2.121195885607108e-09
1914,2.678697486047099e-09,8.036092680185902e-09
1915,3.534228465440492e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,1.0987461607214755e-08
1917,3.289927441585405e-09,7.676496771580332e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,9.086678076641874e-09,0.0
1921,1.741731914250977e-08,1.5145494858259667e-09
1922,1.9182632371439468e-08,1.4755870969551665e-09
1923,8.492758496458919e-09,0.0
1924,9.02413699321869e-09,0.0
1925,9.898360353588487e-09,7.698724324711748e-09
1926,1.89484357093761e-08,0.0
1927,8.919379901328739e-09,6.689535148041159e-09
1928,1.3711249025050165e-08,4.570416489713125e-09
1929,1.4482528065684619e-08,0.0
1930,8.402882833991043e-09,1.05036033204442e-08
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,7.180970484910176e-09,0.0
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,8.813782592653752e-09,0.0
1938,9.075650453382877e-09,6.482607339819424e-09
1939,6.117620188206274e-09,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,9.744772988540262e-09,8.352662561605939e-09
1947,1.0728784083369192e-08,8.344609447874518e-09
1948,1.6307831529616124e-08,1.0871887834440486e-09
1949,2.4542520904446974e-08,8.835307596655184e-09
1950,1.3825969702452312e-08,8.508289184305795e-09
1951,1.8124383771578323e-08,4.264560704569931e-09
1952,1.0544804140977249e-08,9.490323193972472e-09
1953,1.4005975934594517e-08,1.0773827385790469e-09
1954,1.07497895029951e-08,0.0
1955,1.1262729415761896e-08,7.508486277174597e-09
1956,1.657016923672927e-08,2.616342476002842e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,1.9026160202884057e-08,1.1581140491045971e-08
1959,9.300897829689347e-09,3.100299128533379e-09
1960,1.4533750203327145e-08,6.920833239831836e-09
1961,1.459113452284555e-08,2.08444772553662e-09
1962,2.1562652108286784e-08,8.244543714397423e-09
1963,6.466053470433053e-09,1.1638896069143811e-08
1964,1.7035111099517053e-08,4.867174663303331e-09
1965,8.20806533852192e-09,3.830430195250756e-09
1966,1.273987226824147e-08,5.539074976468328e-09
1967,1.3804939413830652e-08,2.9582012395223956e-09
1968,1.392338955241712e-08,8.982831700699023e-10
1969,6.358460868938209e-09,4.995933444718048e-09
1970,8.7375777724219e-09,4.598724956395017e-09
1971,9.24911525146399e-09,2.569198631618974e-09
1972,1.3851396474251487e-08,4.104117490300041e-09
1973,1.0475087464101307e-08,6.064523994098181e-09
1974,1.012602890426706e-08,6.1881286761433785e-09
1975,6.8537762132336866e-09,2.8557400888473694e-09
1976,7.427584769459372e-09,1.7140580066410394e-09
1977,5.289103821581875e-09,4.7014254711541525e-09
1978,1.0693064211864112e-08,7.128709622605811e-09
1979,7.022368020415115e-09,1.7555920051037788e-09
1980,1.0801786132219604e-08,2.8425752862659692e-09
1981,7.590659656386833e-09,5.69299452024552e-09
1982,8.069752865935698e-09,5.586751949948621e-09
1983,6.946847541655643e-09,2.5261264191556165e-09
1984,9.278413592994639e-09,2.8995041922996734e-09
1985,7.218669662023558e-09,4.210890747202711e-09
1986,1.498621315931814e-08,6.593933843390687e-09
1987,1.4665960890170027e-08,4.888653482026939e-09
1988,2.6384837426007834e-08,5.99655392008458e-09
1989,1.4269117443177493e-08,3.841685636274406e-09
1990,1.3621627381610324e-08,3.814055737905164e-09
1991,5.8614650910726596e-09,6.4476117778156095e-09
1992,7.162927584403178e-09,4.4079553340736766e-09
1993,4.4313659408601325e-09,3.877445031719162e-09
1994,1.002236071911966e-08,2.637463358823311e-09
1995,1.5182862966867106e-08,1.626735190995987e-09
1996,1.975094043871195e-08,5.3380921904988554e-09
1997,7.192341833217597e-09,3.835915585170824e-09
1998,1.144351013948608e-08,2.3840645013706308e-09
1999,1.6452723627935484e-08,1.8280804647829996e-09
2000,1.0161472552283612e-08,3.5344251969604557e-09
2001,9.20054432640427e-09,3.5049694258049158e-09
2002,1.4896152755738967e-08,4.81934359086722e-09
2003,1.6250998768896352e-08,5.8336921959778465e-09
2004,1.4535810777260849e-08,1.7619165015858584e-09
2005,1.6213498099659773e-08,2.251874686720612e-09
2006,1.93540827808647e-08,3.706100981659688e-09
2007,2.2768533725070483e-08,3.1955835755326234e-09
2008,3.022782024686421e-08,2.1287198670449925e-09
2009,2.0503227560197956e-08,4.291373478793048e-09
2010,2.4563723499682055e-08,7.558068837454357e-09
2011,3.6327733710095345e-08,6.118355155848576e-09
2012,3.336167608836149e-08,9.872333173177594e-09
2013,3.8489925913154366e-08,1.0877587719448911e-08
2014,4.3741991362367116e-08,1.017759210242275e-08
2015,4.521813679048137e-08,1.10828768384863e-08
2016,4.619088400659166e-08,9.942432654952427e-09
2017,4.477788095869073e-08,1.4087423672037858e-08
2018,5.137118819220632e-08,1.652138692520566e-08
2019,5.3315645232032693e-08,1.0459049626376782e-08
